id,Name <br />(100 chars)_l,source,Name <br />(100 chars)_r,id_cont,Title <br />(100 chars),Level <br />(choose),Start Page_cont,End Page_cont,Narrator <br />(choose),Protagonist <br />(choose),Embed. Type <br />(choose),id_rel,Type of Relationship <br />(choose),Character 1 <br />(choose),Character 2 <br />(choose),Is Reciprocal? <br />(choose),Narrative Container <br />(choose),Start Page_rel,End Page_rel,index
67,Emil Buckendorf,289,Reginald Bull,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2642,Knows,Reginald Bull,Emil Buckendorf,1,Batner's Powders,104,105,
292,Emil Buckendorf's First Brother,289,Reginald Bull,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2643,Knows,Reginald Bull,Emil Buckendorf's First Brother,1,Batner's Powders,104,105,
293,Emil Buckendorf's Second Brother,289,Reginald Bull,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2644,Knows,Reginald Bull,Emil Buckendorf's Second Brother,1,Batner's Powders,104,105,
294,Emil Buckendorf's Third Brother,289,Reginald Bull,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2645,Knows,Reginald Bull,Emil Buckendorf's Third Brother,1,Batner's Powders,104,105,
298,English Bill,289,Reginald Bull,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2670,Knows,Reginald Bull,English Bill,1,Batner's Powders,105,105,
7,Henri Peace,289,Reginald Bull,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2671,Exchange,Reginald Bull,Henri Peace,1,Batner's Powders,105,106,
351,B.J. Bolt,289,Reginald Bull,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2683,Knows,Reginald Bull,B.J. Bolt,1,Batner's Powders,106,106,
298,English Bill,289,Reginald Bull,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2697,Exchange,Reginald Bull,English Bill,1,Batner's Powders,106,106,
278,Lafayette Peace,289,Reginald Bull,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2698,Exchange,Reginald Bull,Lafayette Peace,1,Batner's Powders,106,106,
67,Emil Buckendorf,289,Reginald Bull,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2699,Exchange,Reginald Bull,Emil Buckendorf,1,Batner's Powders,106,106,
292,Emil Buckendorf's First Brother,289,Reginald Bull,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2700,Exchange,Reginald Bull,Emil Buckendorf's First Brother,1,Batner's Powders,106,106,
293,Emil Buckendorf's Second Brother,289,Reginald Bull,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2701,Exchange,Reginald Bull,Emil Buckendorf's Second Brother,1,Batner's Powders,106,106,
294,Emil Buckendorf's Third Brother,289,Reginald Bull,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2702,Exchange,Reginald Bull,Emil Buckendorf's Third Brother,1,Batner's Powders,106,106,
298,English Bill,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2726,Knows,Reginald Bull,English Bill,1,The Emissary,106,106,
7,Henri Peace,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2727,Knows,Reginald Bull,Henri Peace,1,The Emissary,106,106,
278,Lafayette Peace,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2728,Knows,Reginald Bull,Lafayette Peace,1,The Emissary,106,106,
67,Emil Buckendorf,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2729,Knows,Reginald Bull,Emil Buckendorf,1,The Emissary,106,106,
292,Emil Buckendorf's First Brother,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2730,Knows,Reginald Bull,Emil Buckendorf's First Brother,1,The Emissary,106,106,
293,Emil Buckendorf's Second Brother,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2731,Knows,Reginald Bull,Emil Buckendorf's Second Brother,1,The Emissary,106,106,
294,Emil Buckendorf's Third Brother,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2732,Knows,Reginald Bull,Emil Buckendorf's Third Brother,1,The Emissary,106,106,
298,English Bill,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2755,Exchange,Reginald Bull,English Bill,1,The Emissary,107,107,
7,Henri Peace,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2756,Exchange,Reginald Bull,Henri Peace,1,The Emissary,107,107,
278,Lafayette Peace,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2757,Exchange,Reginald Bull,Lafayette Peace,1,The Emissary,106,107,
67,Emil Buckendorf,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2758,Exchange,Reginald Bull,Emil Buckendorf,1,The Emissary,107,108,
292,Emil Buckendorf's First Brother,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2759,Exchange,Reginald Bull,Emil Buckendorf's First Brother,1,The Emissary,107,108,
293,Emil Buckendorf's Second Brother,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2760,Exchange,Reginald Bull,Emil Buckendorf's Second Brother,1,The Emissary,107,108,
294,Emil Buckendorf's Third Brother,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2761,Exchange,Reginald Bull,Emil Buckendorf's Third Brother,1,The Emissary,107,108,
284,St. Anthony,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2763,Knows,Reginald Bull,St. Anthony,1,The Emissary,107,107,
349,Ginimoshe,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2764,Knows,Reginald Bull,Ginimoshe,1,The Emissary,107,107,
351,B.J. Bolt,289,Reginald Bull,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2772,Knows,Reginald Bull,B.J. Bolt,1,The Emissary,108,108,
291,Colonel LeVinne P. Poolcaugh,290,Odin Merrimack,16,Town Fever,level 2 (sub-section),96,113,Judge Antone Bazil Coutts,[NULL],[NULL],2154,Knows,Odin Merrimack,Colonel LeVinne P. Poolcaugh,1,Town Fever,97,97,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,16,Town Fever,level 2 (sub-section),96,113,Judge Antone Bazil Coutts,[NULL],[NULL],2165,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,Town Fever,97,97,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,16,Town Fever,level 2 (sub-section),96,113,Judge Antone Bazil Coutts,[NULL],[NULL],2166,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,Town Fever,97,97,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,49,The Great Drive,level 3 (sub-sub-section),100,104,Judge Antone Bazil Coutts,[NULL],[NULL],2224,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,The Great Drive,100,101,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,49,The Great Drive,level 3 (sub-sub-section),100,104,Judge Antone Bazil Coutts,[NULL],[NULL],2225,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,The Great Drive,100,101,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,49,The Great Drive,level 3 (sub-sub-section),100,104,Judge Antone Bazil Coutts,[NULL],[NULL],2585,Exchange,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,The Great Drive,102,103,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,49,The Great Drive,level 3 (sub-sub-section),100,104,Judge Antone Bazil Coutts,[NULL],[NULL],2586,Exchange,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,The Great Drive,102,103,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,49,The Great Drive,level 3 (sub-sub-section),100,104,Judge Antone Bazil Coutts,[NULL],[NULL],2627,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,The Great Drive,104,104,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,49,The Great Drive,level 3 (sub-sub-section),100,104,Judge Antone Bazil Coutts,[NULL],[NULL],2628,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,The Great Drive,104,104,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2664,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,Batner's Powders,104,105,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2665,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,Batner's Powders,104,105,
351,B.J. Bolt,292,Emil Buckendorf's First Brother,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2688,Knows,Emil Buckendorf's First Brother,B.J. Bolt,1,Batner's Powders,106,106,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2715,Exchange,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,Batner's Powders,106,106,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2716,Exchange,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,Batner's Powders,106,106,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2751,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,The Emissary,106,109,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2752,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,The Emissary,106,109,
351,B.J. Bolt,292,Emil Buckendorf's First Brother,51,The Emissary,level 3 (sub-sub-section),106,109,Judge Antone Bazil Coutts,[NULL],[NULL],2777,Knows,Emil Buckendorf's First Brother,B.J. Bolt,1,The Emissary,108,108,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,53,Lafayette Peace,level 3 (sub-sub-section),110,112,Judge Antone Bazil Coutts,[NULL],[NULL],2819,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,Lafayette Peace,110,110,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,53,Lafayette Peace,level 3 (sub-sub-section),110,112,Judge Antone Bazil Coutts,[NULL],[NULL],2820,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,Lafayette Peace,110,110,
351,B.J. Bolt,292,Emil Buckendorf's First Brother,53,Lafayette Peace,level 3 (sub-sub-section),110,112,Judge Antone Bazil Coutts,[NULL],[NULL],2821,Knows,Emil Buckendorf's First Brother,B.J. Bolt,1,Lafayette Peace,110,110,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,53,Lafayette Peace,level 3 (sub-sub-section),110,112,Judge Antone Bazil Coutts,[NULL],[NULL],2868,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,Lafayette Peace,112,112,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,53,Lafayette Peace,level 3 (sub-sub-section),110,112,Judge Antone Bazil Coutts,[NULL],[NULL],2869,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,Lafayette Peace,112,112,
351,B.J. Bolt,292,Emil Buckendorf's First Brother,53,Lafayette Peace,level 3 (sub-sub-section),110,112,Judge Antone Bazil Coutts,[NULL],[NULL],2870,Knows,Emil Buckendorf's First Brother,B.J. Bolt,1,Lafayette Peace,112,112,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,54,The Saint,level 3 (sub-sub-section),112,113,Judge Antone Bazil Coutts,[NULL],[NULL],2883,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,The Saint,112,112,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,54,The Saint,level 3 (sub-sub-section),112,113,Judge Antone Bazil Coutts,[NULL],[NULL],2884,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,The Saint,112,112,
50,The Lynching,292,Emil Buckendorf's First Brother,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,2917,Knows,Emil Buckendorf's First Brother,The Lynching,1,Mustache Maude,17,17,
46,Holy Track,292,Emil Buckendorf's First Brother,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,2920,Knows,Emil Buckendorf's First Brother,Holy Track,1,Mustache Maude,17,17,
48,Asiginak,292,Emil Buckendorf's First Brother,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,2923,Knows,Emil Buckendorf's First Brother,Asiginak,1,Mustache Maude,17,17,
47,Cuthbert Peace,292,Emil Buckendorf's First Brother,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,2926,Knows,Emil Buckendorf's First Brother,Cuthbert Peace,1,Mustache Maude,17,17,
15,Seraph Milk (Mooshum),292,Emil Buckendorf's First Brother,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,2929,Knows,Emil Buckendorf's First Brother,Seraph Milk (Mooshum),1,Mustache Maude,17,17,
50,The Lynching,292,Emil Buckendorf's First Brother,39,A Little Medicine,level 3 (sub-sub-section),64,65,Evelina Harp,[NULL],Oral Story,2932,Knows,Emil Buckendorf's First Brother,The Lynching,1,A Little Medicine,64,65,
48,Asiginak,292,Emil Buckendorf's First Brother,39,A Little Medicine,level 3 (sub-sub-section),64,65,Evelina Harp,[NULL],Oral Story,2939,Knows,Emil Buckendorf's First Brother,Asiginak,1,A Little Medicine,64,65,
45,The Lochren Family,292,Emil Buckendorf's First Brother,40,Confessional,level 3 (sub-sub-section),65,67,Evelina Harp,[NULL],Oral Story,2942,Knows,Emil Buckendorf's First Brother,The Lochren Family,1,Confessional,66,66,
49,The Lochren Murder,292,Emil Buckendorf's First Brother,40,Confessional,level 3 (sub-sub-section),65,67,Evelina Harp,[NULL],Oral Story,2946,Knows,Emil Buckendorf's First Brother,The Lochren Murder,0,Confessional,66,66,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,39,A Little Medicine,level 3 (sub-sub-section),64,65,Evelina Harp,[NULL],Oral Story,2954,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,A Little Medicine,65,65,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,39,A Little Medicine,level 3 (sub-sub-section),64,65,Evelina Harp,[NULL],Oral Story,2955,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,A Little Medicine,65,65,
135,Sister Mary Anita Buckendorf,292,Emil Buckendorf's First Brother,39,A Little Medicine,level 3 (sub-sub-section),64,65,Evelina Harp,[NULL],Oral Story,2956,Knows,Emil Buckendorf's First Brother,Sister Mary Anita Buckendorf,1,A Little Medicine,65,65,
48,Asiginak,292,Emil Buckendorf's First Brother,42,The Party,level 3 (sub-sub-section),68,70,Evelina Harp,[NULL],Oral Story,2960,Knows,Emil Buckendorf's First Brother,Asiginak,1,The Party,69,69,
46,Holy Track,292,Emil Buckendorf's First Brother,42,The Party,level 3 (sub-sub-section),68,70,Evelina Harp,[NULL],Oral Story,2963,Exchange,Emil Buckendorf's First Brother,Holy Track,1,The Party,69,69,
50,The Lynching,292,Emil Buckendorf's First Brother,44,Vogeli,level 3 (sub-sub-section),71,72,Evelina Harp,[NULL],Oral Story,2966,Knows,Emil Buckendorf's First Brother,The Lynching,1,Vogeli,72,72,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,44,Vogeli,level 3 (sub-sub-section),71,72,Evelina Harp,[NULL],Oral Story,2973,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,Vogeli,72,72,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,44,Vogeli,level 3 (sub-sub-section),71,72,Evelina Harp,[NULL],Oral Story,2975,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,Vogeli,72,72,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,45,Death Song,level 3 (sub-sub-section),72,77,Evelina Harp,[NULL],Oral Story,2978,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,Death Song,73,73,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,45,Death Song,level 3 (sub-sub-section),72,77,Evelina Harp,[NULL],Oral Story,2979,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,Death Song,73,73,
63,Frederic Vogeli,292,Emil Buckendorf's First Brother,45,Death Song,level 3 (sub-sub-section),72,77,Evelina Harp,[NULL],Oral Story,2981,Knows,Emil Buckendorf's First Brother,Frederic Vogeli,1,Death Song,72,74,
154,Johann Vogeli,292,Emil Buckendorf's First Brother,45,Death Song,level 3 (sub-sub-section),72,77,Evelina Harp,[NULL],Oral Story,2984,Knows,Emil Buckendorf's First Brother,Johann Vogeli,1,Death Song,72,72,
68,William Hotchkiss,292,Emil Buckendorf's First Brother,45,Death Song,level 3 (sub-sub-section),72,77,Evelina Harp,[NULL],Oral Story,2987,Knows,Emil Buckendorf's First Brother,William Hotchkiss,1,Death Song,72,72,
157,Townsmen (involved in the lynching),292,Emil Buckendorf's First Brother,45,Death Song,level 3 (sub-sub-section),72,77,Evelina Harp,[NULL],Oral Story,2990,Knows,Emil Buckendorf's First Brother,Townsmen (involved in the lynching),1,Death Song,72,73,
50,The Lynching,292,Emil Buckendorf's First Brother,45,Death Song,level 3 (sub-sub-section),72,77,Evelina Harp,[NULL],Oral Story,2993,Knows,Emil Buckendorf's First Brother,The Lynching,1,Death Song,72,75,
50,The Lynching,292,Emil Buckendorf's First Brother,46,The Clatter of Wings,level 3 (sub-sub-section),77,79,Evelina Harp,[NULL],Oral Story,2996,Knows,Emil Buckendorf's First Brother,The Lynching,1,The Clatter of Wings,77,79,
46,Holy Track,292,Emil Buckendorf's First Brother,46,The Clatter of Wings,level 3 (sub-sub-section),77,79,Evelina Harp,[NULL],Oral Story,2999,Knows,Emil Buckendorf's First Brother,Holy Track,1,The Clatter of Wings,78,78,
50,The Lynching,292,Emil Buckendorf's First Brother,14,Bitter Tea,level 2 (sub-section),80,86,Evelina Harp,[NULL],[NULL],3002,Knows,Emil Buckendorf's First Brother,The Lynching,1,Bitter Tea,82,82,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,14,Bitter Tea,level 2 (sub-section),80,86,Evelina Harp,[NULL],[NULL],3010,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,Bitter Tea,82,82,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,14,Bitter Tea,level 2 (sub-section),80,86,Evelina Harp,[NULL],[NULL],3011,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,Bitter Tea,82,82,
135,Sister Mary Anita Buckendorf,292,Emil Buckendorf's First Brother,14,Bitter Tea,level 2 (sub-section),80,86,Evelina Harp,[NULL],[NULL],3012,Knows,Emil Buckendorf's First Brother,Sister Mary Anita Buckendorf,1,Bitter Tea,82,82,
50,The Lynching,292,Emil Buckendorf's First Brother,14,Bitter Tea,level 2 (sub-section),80,86,Evelina Harp,[NULL],[NULL],3016,Knows,Emil Buckendorf's First Brother,The Lynching,1,Bitter Tea,85,85,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,14,Bitter Tea,level 2 (sub-section),80,86,Evelina Harp,[NULL],[NULL],3024,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,Bitter Tea,85,85,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,14,Bitter Tea,level 2 (sub-section),80,86,Evelina Harp,[NULL],[NULL],3025,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,Bitter Tea,85,85,
135,Sister Mary Anita Buckendorf,292,Emil Buckendorf's First Brother,14,Bitter Tea,level 2 (sub-section),80,86,Evelina Harp,[NULL],[NULL],3026,Knows,Emil Buckendorf's First Brother,Sister Mary Anita Buckendorf,1,Bitter Tea,85,85,
47,Cuthbert Peace,292,Emil Buckendorf's First Brother,17,The Wolf,level 2 (sub-section),114,117,Judge Antone Bazil Coutts,[NULL],[NULL],3030,Knows,Emil Buckendorf's First Brother,Cuthbert Peace,1,The Wolf,114,114,
50,The Lynching,292,Emil Buckendorf's First Brother,17,The Wolf,level 2 (sub-section),114,117,Judge Antone Bazil Coutts,[NULL],[NULL],3034,Knows,Emil Buckendorf's First Brother,The Lynching,1,The Wolf,114,114,
50,The Lynching,292,Emil Buckendorf's First Brother,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],3037,Knows,Emil Buckendorf's First Brother,The Lynching,1,Nonette's Bed,243,243,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],3046,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,Nonette's Bed,243,243,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],3047,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,Nonette's Bed,243,243,
135,Sister Mary Anita Buckendorf,292,Emil Buckendorf's First Brother,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],3048,Knows,Emil Buckendorf's First Brother,Sister Mary Anita Buckendorf,1,Nonette's Bed,243,243,
47,Cuthbert Peace,292,Emil Buckendorf's First Brother,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],3052,Exchange,Emil Buckendorf's First Brother,Cuthbert Peace,1,Nonette's Bed,243,243,
48,Asiginak,292,Emil Buckendorf's First Brother,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],3055,Exchange,Emil Buckendorf's First Brother,Asiginak,1,Nonette's Bed,243,243,
46,Holy Track,292,Emil Buckendorf's First Brother,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],3059,Exchange,Emil Buckendorf's First Brother,Holy Track,1,Nonette's Bed,243,243,
50,The Lynching,292,Emil Buckendorf's First Brother,72,Walking on Air,level 3 (sub-sub-section),248,254,Evelina Harp,[NULL],[NULL],3061,Knows,Emil Buckendorf's First Brother,The Lynching,1,Walking on Air,250,250,
47,Cuthbert Peace,292,Emil Buckendorf's First Brother,72,Walking on Air,level 3 (sub-sub-section),248,254,Evelina Harp,[NULL],[NULL],3064,Exchange,Emil Buckendorf's First Brother,Cuthbert Peace,1,Walking on Air,250,250,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,13,Holy Track,level 2 (sub-section),54,79,Evelina Harp,[NULL],[NULL],3091,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,Holy Track,55,55,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,13,Holy Track,level 2 (sub-section),54,79,Evelina Harp,[NULL],[NULL],3092,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,Holy Track,55,55,
135,Sister Mary Anita Buckendorf,292,Emil Buckendorf's First Brother,13,Holy Track,level 2 (sub-section),54,79,Evelina Harp,[NULL],[NULL],3093,Knows,Emil Buckendorf's First Brother,Sister Mary Anita Buckendorf,1,Holy Track,55,55,
293,Emil Buckendorf's Second Brother,292,Emil Buckendorf's First Brother,17,The Wolf,level 2 (sub-section),114,117,Judge Antone Bazil Coutts,[NULL],[NULL],3131,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Second Brother,1,The Wolf,114,144,
294,Emil Buckendorf's Third Brother,292,Emil Buckendorf's First Brother,17,The Wolf,level 2 (sub-section),114,117,Judge Antone Bazil Coutts,[NULL],[NULL],3132,Knows,Emil Buckendorf's First Brother,Emil Buckendorf's Third Brother,1,The Wolf,114,114,
294,Emil Buckendorf's Third Brother,293,Emil Buckendorf's Second Brother,16,Town Fever,level 2 (sub-section),96,113,Judge Antone Bazil Coutts,[NULL],[NULL],2167,Knows,Emil Buckendorf's Second Brother,Emil Buckendorf's Third Brother,1,Town Fever,97,97,
294,Emil Buckendorf's Third Brother,293,Emil Buckendorf's Second Brother,49,The Great Drive,level 3 (sub-sub-section),100,104,Judge Antone Bazil Coutts,[NULL],[NULL],2226,Knows,Emil Buckendorf's Second Brother,Emil Buckendorf's Third Brother,1,The Great Drive,100,101,
294,Emil Buckendorf's Third Brother,293,Emil Buckendorf's Second Brother,49,The Great Drive,level 3 (sub-sub-section),100,104,Judge Antone Bazil Coutts,[NULL],[NULL],2587,Exchange,Emil Buckendorf's Second Brother,Emil Buckendorf's Third Brother,1,The Great Drive,102,103,
294,Emil Buckendorf's Third Brother,293,Emil Buckendorf's Second Brother,49,The Great Drive,level 3 (sub-sub-section),100,104,Judge Antone Bazil Coutts,[NULL],[NULL],2629,Knows,Emil Buckendorf's Second Brother,Emil Buckendorf's Third Brother,1,The Great Drive,104,104,
294,Emil Buckendorf's Third Brother,293,Emil Buckendorf's Second Brother,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2666,Knows,Emil Buckendorf's Second Brother,Emil Buckendorf's Third Brother,1,Batner's Powders,104,105,
351,B.J. Bolt,293,Emil Buckendorf's Second Brother,50,Batner's Powders,level 3 (sub-sub-section),104,106,Judge Antone Bazil Coutts,[NULL],[NULL],2689,Knows,Emil Buckendorf's Second Brother,B.J. Bolt,1,Batner's Powders,106,106,
