source,target,Character 1,Character 2,type,weight,startPage,category
60,1,collage photos,Speaker Jordan Abel,Directed,1,3.0,Knows
60,58,collage photos,"""Pole of Sagaween""",Directed,1,3.0,Knows
1,60,Speaker Jordan Abel,collage photos,Directed,1,3.0,Knows
58,1,"""Pole of Sagaween""",Speaker Jordan Abel,Directed,1,3.4,Knows
53,58,blank (missing null option here),"""Pole of Sagaween""",Directed,1,3.4,Knows of
53,1,blank (missing null option here),Speaker Jordan Abel,Directed,1,3.4,Knows of
1,58,Speaker Jordan Abel,"""Pole of Sagaween""",Directed,1,3.4,Knows
55,54,"""ancestors of Wolves""","""ancestors of Eagles""",Directed,1,5.0,Knows
55,3,"""ancestors of Wolves""","""Eagle-Raven clan""",Directed,1,5.0,Knows of
54,20,"""ancestors of Eagles""","Laxgibuu (""Wolf clan"")",Directed,1,5.0,Knows of
54,55,"""ancestors of Eagles""","""ancestors of Wolves""",Directed,1,5.0,Knows
54,3,"""ancestors of Eagles""","""Eagle-Raven clan""",Directed,1,5.0,Knows
4,14,"Gisk'aast (""Gyispawaduwada""/Killer Whale Clan)",Real Marius Barbeau,Directed,1,5.0,Knows
4,7,"Gisk'aast (""Gyispawaduwada""/Killer Whale Clan)","Oyee (""Oyai"")",Directed,1,5.0,Knows
4,5,"Gisk'aast (""Gyispawaduwada""/Killer Whale Clan)","""Sispagut"" (Gisk'aast)",Directed,1,5.0,Knows
5,2,"""Sispagut"" (Gisk'aast)","Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)",Directed,1,5.0,Knows
5,7,"""Sispagut"" (Gisk'aast)","Oyee (""Oyai"")",Directed,1,5.0,Knows
5,4,"""Sispagut"" (Gisk'aast)","Gisk'aast (""Gyispawaduwada""/Killer Whale Clan)",Directed,1,5.0,Knows
5,6,"""Sispagut"" (Gisk'aast)","""Hladerh"" (Laxgibuu)",Directed,1,5.0,Knows
5,3,"""Sispagut"" (Gisk'aast)","""Eagle-Raven clan""",Directed,1,5.0,Knows
4,6,"Gisk'aast (""Gyispawaduwada""/Killer Whale Clan)","""Hladerh"" (Laxgibuu)",Directed,1,5.0,Knows
2,5,"Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)","""Sispagut"" (Gisk'aast)",Directed,1,5.0,Knows
4,3,"Gisk'aast (""Gyispawaduwada""/Killer Whale Clan)","""Eagle-Raven clan""",Directed,1,5.0,Knows
2,3,"Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)","""Eagle-Raven clan""",Directed,1,5.0,Knows
55,20,"""ancestors of Wolves""","Laxgibuu (""Wolf clan"")",Directed,1,5.0,Knows
2,6,"Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)","""Hladerh"" (Laxgibuu)",Directed,1,5.0,Exchange
4,2,"Gisk'aast (""Gyispawaduwada""/Killer Whale Clan)","Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)",Directed,1,5.0,Knows
7,4,"Oyee (""Oyai"")","Gisk'aast (""Gyispawaduwada""/Killer Whale Clan)",Directed,1,5.0,Knows
14,3,Real Marius Barbeau,"""Eagle-Raven clan""",Directed,1,5.0,Knows
7,5,"Oyee (""Oyai"")","""Sispagut"" (Gisk'aast)",Directed,1,5.0,Knows
14,6,Real Marius Barbeau,"""Hladerh"" (Laxgibuu)",Directed,1,5.0,Knows of
7,6,"Oyee (""Oyai"")","""Hladerh"" (Laxgibuu)",Directed,1,5.0,Knows of
14,5,Real Marius Barbeau,"""Sispagut"" (Gisk'aast)",Directed,1,5.0,Knows of
14,54,Real Marius Barbeau,"""ancestors of Eagles""",Directed,1,5.0,Knows of
14,55,Real Marius Barbeau,"""ancestors of Wolves""",Directed,1,5.0,Knows of
57,14,Macmillan Company of Canada,Real Marius Barbeau,Directed,1,5.0,Knows
56,14,Caxton Printers,Real Marius Barbeau,Directed,1,5.0,Knows
20,2,"Laxgibuu (""Wolf clan"")","Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)",Directed,1,5.0,Knows
14,56,Real Marius Barbeau,Caxton Printers,Directed,1,5.0,Knows
20,55,"Laxgibuu (""Wolf clan"")","""ancestors of Wolves""",Directed,1,5.0,Knows
14,4,Real Marius Barbeau,"Gisk'aast (""Gyispawaduwada""/Killer Whale Clan)",Directed,1,5.0,Knows
14,20,Real Marius Barbeau,"Laxgibuu (""Wolf clan"")",Directed,1,5.0,Knows of
20,54,"Laxgibuu (""Wolf clan"")","""ancestors of Eagles""",Directed,1,5.0,Knows of
14,57,Real Marius Barbeau,Macmillan Company of Canada,Directed,1,5.0,Knows
14,7,Real Marius Barbeau,"Oyee (""Oyai"")",Directed,1,5.0,Knows of
14,2,Real Marius Barbeau,"Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)",Directed,1,5.0,Knows
55,2,"""ancestors of Wolves""","Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)",Directed,1,5.0,Knows
2,54,"Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)","""ancestors of Eagles""",Directed,1,5.0,Knows of
7,2,"Oyee (""Oyai"")","Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)",Directed,1,5.0,Knows of
6,4,"""Hladerh"" (Laxgibuu)","Gisk'aast (""Gyispawaduwada""/Killer Whale Clan)",Directed,1,5.0,Knows
6,5,"""Hladerh"" (Laxgibuu)","""Sispagut"" (Gisk'aast)",Directed,1,5.0,Knows
2,7,"Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)","Oyee (""Oyai"")",Directed,1,5.0,Knows of
3,2,"""Eagle-Raven clan""","Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)",Directed,1,5.0,Knows
6,2,"""Hladerh"" (Laxgibuu)","Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)",Directed,1,5.0,Exchange
3,4,"""Eagle-Raven clan""","Gisk'aast (""Gyispawaduwada""/Killer Whale Clan)",Directed,1,5.0,Knows
3,55,"""Eagle-Raven clan""","""ancestors of Wolves""",Directed,1,5.0,Knows of
3,54,"""Eagle-Raven clan""","""ancestors of Eagles""",Directed,1,5.0,Knows
2,20,"Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)","Laxgibuu (""Wolf clan"")",Directed,1,5.0,Knows
3,5,"""Eagle-Raven clan""","""Sispagut"" (Gisk'aast)",Directed,1,5.0,Knows
6,7,"""Hladerh"" (Laxgibuu)","Oyee (""Oyai"")",Directed,1,5.0,Knows of
2,4,"Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)","Gisk'aast (""Gyispawaduwada""/Killer Whale Clan)",Directed,1,5.0,Knows
3,6,"""Eagle-Raven clan""","""Hladerh"" (Laxgibuu)",Directed,1,5.0,Knows
6,3,"""Hladerh"" (Laxgibuu)","""Eagle-Raven clan""",Directed,1,5.0,Knows
2,55,"Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)","""ancestors of Wolves""",Directed,1,5.0,Knows
2,14,"Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)",Real Marius Barbeau,Directed,1,5.0,Knows
1,5,Speaker Jordan Abel,"""Sispagut"" (Gisk'aast)",Directed,1,7.0,Knows
14,1,Real Marius Barbeau,Speaker Jordan Abel,Directed,1,7.0,Knows of
1,2,Speaker Jordan Abel,"Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)",Directed,1,7.0,Knows
14,2,Real Marius Barbeau,"Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)",Directed,1,7.0,Knows of
1,14,Speaker Jordan Abel,Real Marius Barbeau,Directed,1,7.0,Knows
14,5,Real Marius Barbeau,"""Sispagut"" (Gisk'aast)",Directed,1,7.0,Knows of
1,20,Speaker Jordan Abel,"Laxgibuu (""Wolf clan"")",Directed,1,9.0,Knows
14,3,Real Marius Barbeau,"""Eagle-Raven clan""",Directed,1,9.0,Knows
14,20,Real Marius Barbeau,"Laxgibuu (""Wolf clan"")",Directed,1,9.0,Knows
1,14,Speaker Jordan Abel,Real Marius Barbeau,Directed,1,9.0,Knows
1,3,Speaker Jordan Abel,"""Eagle-Raven clan""",Directed,1,9.0,Knows
1,14,Speaker Jordan Abel,Real Marius Barbeau,Directed,1,11.0,Knows
1,14,Speaker Jordan Abel,Real Marius Barbeau,Directed,1,13.0,Knows
1,14,Speaker Jordan Abel,Real Marius Barbeau,Directed,1,15.0,Knows
1,60,Speaker Jordan Abel,collage photos,Directed,1,17.0,Knows
60,1,collage photos,Speaker Jordan Abel,Directed,1,17.0,Knows
60,58,collage photos,"""Pole of Sagaween""",Directed,1,17.0,Knows
