source,target,Char 1 Name,Char 2 Name,startPage,type,weight
1,2,speaker Abel,Sagaween (Laxsgiik),30,Undirected,1
1,60,speaker Abel,collage photos,30,Undirected,1
1,58,speaker Abel,Pole of Sagaween,30,Undirected,1
2,60,Sagaween (Laxsgiik),collage photos,30,Undirected,1
58,2,Pole of Sagaween,Sagaween (Laxsgiik),30,Undirected,1
58,60,Pole of Sagaween,collage photos,30,Undirected,1
58,60,Pole of Sagaween,collage photos,31,Undirected,1
58,2,Pole of Sagaween,Sagaween (Laxsgiik),31,Undirected,1
2,60,Sagaween (Laxsgiik),collage photos,31,Undirected,1
1,60,speaker Abel,collage photos,31,Undirected,1
1,2,speaker Abel,Sagaween (Laxsgiik),31,Undirected,1
1,58,speaker Abel,Pole of Sagaween,31,Undirected,1
1,2,speaker Abel,Sagaween (Laxsgiik),32,Undirected,1
1,60,speaker Abel,collage photos,32,Undirected,1
1,58,speaker Abel,Pole of Sagaween,32,Undirected,1
2,60,Sagaween (Laxsgiik),collage photos,32,Undirected,1
58,2,Pole of Sagaween,Sagaween (Laxsgiik),32,Undirected,1
58,60,Pole of Sagaween,collage photos,32,Undirected,1
58,60,Pole of Sagaween,collage photos,33,Undirected,1
58,2,Pole of Sagaween,Sagaween (Laxsgiik),33,Undirected,1
2,60,Sagaween (Laxsgiik),collage photos,33,Undirected,1
1,60,speaker Abel,collage photos,33,Undirected,1
1,2,speaker Abel,Sagaween (Laxsgiik),33,Undirected,1
1,58,speaker Abel,Pole of Sagaween,33,Undirected,1
1,2,speaker Abel,Sagaween (Laxsgiik),34,Undirected,1
1,53,speaker Abel,blank (missing null option here),34,Undirected,1
1,58,speaker Abel,Pole of Sagaween,34,Undirected,1
58,2,Pole of Sagaween,Sagaween (Laxsgiik),34,Undirected,1
58,53,Pole of Sagaween,blank (missing null option here),34,Undirected,1
2,53,Sagaween (Laxsgiik),blank (missing null option here),34,Undirected,1
1,58,speaker Abel,Pole of Sagaween,35,Undirected,1
2,53,Sagaween (Laxsgiik),blank (missing null option here),35,Undirected,1
58,53,Pole of Sagaween,blank (missing null option here),35,Undirected,1
1,53,speaker Abel,blank (missing null option here),35,Undirected,1
1,2,speaker Abel,Sagaween (Laxsgiik),35,Undirected,1
58,2,Pole of Sagaween,Sagaween (Laxsgiik),35,Undirected,1
58,53,Pole of Sagaween,blank (missing null option here),36,Undirected,1
1,2,speaker Abel,Sagaween (Laxsgiik),36,Undirected,1
1,53,speaker Abel,blank (missing null option here),36,Undirected,1
1,58,speaker Abel,Pole of Sagaween,36,Undirected,1
58,2,Pole of Sagaween,Sagaween (Laxsgiik),36,Undirected,1
2,53,Sagaween (Laxsgiik),blank (missing null option here),36,Undirected,1
2,53,Sagaween (Laxsgiik),blank (missing null option here),37,Undirected,1
58,2,Pole of Sagaween,Sagaween (Laxsgiik),37,Undirected,1
58,53,Pole of Sagaween,blank (missing null option here),37,Undirected,1
1,53,speaker Abel,blank (missing null option here),37,Undirected,1
1,58,speaker Abel,Pole of Sagaween,37,Undirected,1
1,2,speaker Abel,Sagaween (Laxsgiik),37,Undirected,1
1,2,speaker Abel,Sagaween (Laxsgiik),38,Undirected,1
1,53,speaker Abel,blank (missing null option here),38,Undirected,1
1,58,speaker Abel,Pole of Sagaween,38,Undirected,1
58,2,Pole of Sagaween,Sagaween (Laxsgiik),38,Undirected,1
58,53,Pole of Sagaween,blank (missing null option here),38,Undirected,1
2,53,Sagaween (Laxsgiik),blank (missing null option here),38,Undirected,1
58,53,Pole of Sagaween,blank (missing null option here),39,Undirected,1
58,2,Pole of Sagaween,Sagaween (Laxsgiik),39,Undirected,1
2,53,Sagaween (Laxsgiik),blank (missing null option here),39,Undirected,1
1,53,speaker Abel,blank (missing null option here),39,Undirected,1
1,2,speaker Abel,Sagaween (Laxsgiik),39,Undirected,1
1,58,speaker Abel,Pole of Sagaween,39,Undirected,1
4,7,"Gisk'aast (""Killer Whale Clan"")","Oyee (""Oyai"")",50,Undirected,1
14,57,real Barbeau,Macmillan Company of Canada,50,Undirected,1
4,56,"Gisk'aast (""Killer Whale Clan"")",Caxton Printers,50,Undirected,1
5,54,"""Sispagut"" (Gisk'aast)","""ancestors of Eagles""",50,Undirected,1
6,56,"""Hladerh"" (Laxgibuu)",Caxton Printers,50,Undirected,1
3,57,"""Eagle-Raven clan""",Macmillan Company of Canada,50,Undirected,1
14,54,real Barbeau,"""ancestors of Eagles""",50,Undirected,1
3,54,"""Eagle-Raven clan""","""ancestors of Eagles""",50,Undirected,1
6,7,"""Hladerh"" (Laxgibuu)","Oyee (""Oyai"")",50,Undirected,1
54,57,"""ancestors of Eagles""",Macmillan Company of Canada,50,Undirected,1
20,55,"Laxgibuu (""Wolf clan"")","""ancestors of Wolves""",50,Undirected,1
7,55,"Oyee (""Oyai"")","""ancestors of Wolves""",50,Undirected,1
3,5,"""Eagle-Raven clan""","""Sispagut"" (Gisk'aast)",50,Undirected,1
56,57,Caxton Printers,Macmillan Company of Canada,50,Undirected,1
5,57,"""Sispagut"" (Gisk'aast)",Macmillan Company of Canada,50,Undirected,1
5,20,"""Sispagut"" (Gisk'aast)","Laxgibuu (""Wolf clan"")",50,Undirected,1
3,14,"""Eagle-Raven clan""",real Barbeau,50,Undirected,1
2,7,Sagaween (Laxsgiik),"Oyee (""Oyai"")",50,Undirected,1
3,56,"""Eagle-Raven clan""",Caxton Printers,50,Undirected,1
20,57,"Laxgibuu (""Wolf clan"")",Macmillan Company of Canada,50,Undirected,1
54,56,"""ancestors of Eagles""",Caxton Printers,50,Undirected,1
20,54,"Laxgibuu (""Wolf clan"")","""ancestors of Eagles""",50,Undirected,1
7,57,"Oyee (""Oyai"")",Macmillan Company of Canada,50,Undirected,1
7,14,"Oyee (""Oyai"")",real Barbeau,50,Undirected,1
6,55,"""Hladerh"" (Laxgibuu)","""ancestors of Wolves""",50,Undirected,1
7,54,"Oyee (""Oyai"")","""ancestors of Eagles""",50,Undirected,1
2,3,Sagaween (Laxsgiik),"""Eagle-Raven clan""",50,Undirected,1
14,20,real Barbeau,"Laxgibuu (""Wolf clan"")",50,Undirected,1
3,20,"""Eagle-Raven clan""","Laxgibuu (""Wolf clan"")",50,Undirected,1
2,55,Sagaween (Laxsgiik),"""ancestors of Wolves""",50,Undirected,1
5,14,"""Sispagut"" (Gisk'aast)",real Barbeau,50,Undirected,1
2,6,Sagaween (Laxsgiik),"""Hladerh"" (Laxgibuu)",50,Undirected,1
2,4,Sagaween (Laxsgiik),"Gisk'aast (""Killer Whale Clan"")",50,Undirected,1
4,54,"Gisk'aast (""Killer Whale Clan"")","""ancestors of Eagles""",50,Undirected,1
2,56,Sagaween (Laxsgiik),Caxton Printers,50,Undirected,1
4,20,"Gisk'aast (""Killer Whale Clan"")","Laxgibuu (""Wolf clan"")",50,Undirected,1
55,57,"""ancestors of Wolves""",Macmillan Company of Canada,50,Undirected,1
