source,target,Character 1,Character 2,type,weight,startPage,category
2,6,"Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)","""Hladerh"" (Laxgibuu)",Directed,1,5.0,Exchange
6,2,"""Hladerh"" (Laxgibuu)","Sag̱aween/""Sakau'wan""/""Chief Mountain"" (Laxsgiik)",Directed,1,5.0,Exchange
15,23,Fictional Marius Barbeau,Dennis Wood,Directed,1,55.0,Exchange
23,15,Dennis Wood,Fictional Marius Barbeau,Directed,1,55.0,Exchange
25,16,Jordan Abel's mother,Biographical Jordan Abel,Directed,1,63.0,Exchange
16,26,Biographical Jordan Abel,Jordan Abel's family,Directed,1,63.0,Exchange
16,25,Biographical Jordan Abel,Jordan Abel's mother,Directed,1,63.0,Exchange
26,16,Jordan Abel's family,Biographical Jordan Abel,Directed,1,63.0,Exchange
30,29,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Huge-Belly""",Directed,1,67.0,Exchange
30,31,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Ksemkaigyet""/""female being""",Directed,1,67.0,Exchange
30,27,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Yaw'l"" (Laxgibuu)",Directed,1,67.0,Exchange
30,28,"brother of ""Yaw'l"" who killed ""Huge-Belly""","brothers of ""Yaw'l"" (Laxgibuu)",Directed,1,67.0,Exchange
28,29,"brothers of ""Yaw'l"" (Laxgibuu)","""Huge-Belly""",Directed,1,67.0,Exchange
28,31,"brothers of ""Yaw'l"" (Laxgibuu)","""Ksemkaigyet""/""female being""",Directed,1,67.0,Exchange
28,27,"brothers of ""Yaw'l"" (Laxgibuu)","""Yaw'l"" (Laxgibuu)",Directed,1,67.0,Exchange
29,30,"""Huge-Belly""","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,1,67.0,Exchange
31,28,"""Ksemkaigyet""/""female being""","brothers of ""Yaw'l"" (Laxgibuu)",Directed,1,67.0,Exchange
29,27,"""Huge-Belly""","""Yaw'l"" (Laxgibuu)",Directed,1,67.0,Exchange
31,27,"""Ksemkaigyet""/""female being""","""Yaw'l"" (Laxgibuu)",Directed,1,67.0,Exchange
29,28,"""Huge-Belly""","brothers of ""Yaw'l"" (Laxgibuu)",Directed,1,67.0,Exchange
27,28,"""Yaw'l"" (Laxgibuu)","brothers of ""Yaw'l"" (Laxgibuu)",Directed,1,67.0,Exchange
27,30,"""Yaw'l"" (Laxgibuu)","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,1,67.0,Exchange
27,31,"""Yaw'l"" (Laxgibuu)","""Ksemkaigyet""/""female being""",Directed,1,67.0,Exchange
27,29,"""Yaw'l"" (Laxgibuu)","""Huge-Belly""",Directed,1,67.0,Exchange
31,30,"""Ksemkaigyet""/""female being""","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,1,67.0,Exchange
28,30,"brothers of ""Yaw'l"" (Laxgibuu)","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,1,67.0,Exchange
49,32,"""glass-nosed spirit""","""Ksemkaigyet""/old man",Directed,1,93.0,Exchange
