id,Type of Relationship,Character 1,Character 2,Is Reciprocal?,Narrative Container,Start Page,End Page
7,"Exchange","Alyona Golosovsky","Sophia Golosovsky","1","August","3","16"
8,"Knows","Alyona Golosovsky","Marina Alexandrovna","1","August","4","4"
9,"Knows of","Alyona Golosovsky","Yegor Gusakov","1","August","5","5"
10,"Knows","Alyona Golosovsky","Marina Alexandrovna","1","August","9","9"
11,"Exchange","Alyona Golosovsky","Yegor Gusakov","1","August","9","15"
13,"Exchange","Sophia Golosovsky","Yegor Gusakov","1","August","10","13"
14,"Exchange","Alyona Golosovsky","Sophia Golosovsky","1","August","14","16"
15,"Exchange","Yegor Gusakov","Sophia Golosovsky","1","August","15","15"
16,"Exchange","Olya/Olga","Diana","1","September","17","17"
17,"Knows","Olya/Olga","Valentina Nikolaevna","1","September","17","17"
18,"Knows","Olya/Olga","Olya's mother","1","September","17","21"
19,"Knows of","Olya/Olga","Sophia Golosovsky","0","September","17","17"
20,"Knows of","Olya/Olga","Alyona Golosovsky","0","September","17","17"
21,"Knows","Olya/Olga","Diana","1","September","18","18"
22,"Exchange","Olya/Olga","Diana","0","September","19","20"
23,"Knows","Olya/Olga","history teacher","1","September","18","18"
24,"Knows of","Olya/Olga","""someone's girlfriend""","0","September","18","18"
25,"Knows","Olya/Olga","Classmate 1 (in photo)","1","September","18","18"
26,"Knows","Olya/Olga","A ""girl they knew"" (in photo)","1","September","18","19"
27,"Knows","Olya/Olga","Classmate 2 (in photo)","1","September","19","19"
28,"Knows","Diana","A ""girl they knew"" (in photo)","1","September","18","19"
29,"Knows","Diana","Classmate 1 (in photo)","1","September","18","18"
30,"Knows","Diana","Classmate 2 (in photo)","1","September","19","19"
31,"Knows","Olya/Olga","""the kid who sat behind [Olya]""","1","September","20","21"
32,"Exchange","Olya/Olga","""the nurse giving [Olya] an injection""","1","September","20","20"
33,"Exchange","Olya/Olga","grocery-store cashier","1","September","20","20"
34,"Exchange","Diana","Olya/Olga","1","September","21","21"
35,"Knows","Olya/Olga","Diana","1","September","21","26"
36,"Exchange","Valentina Nikolaevna","Olya/Olga","1","September","22","25"
37,"Knows of","Diana","""a couple""","1","September","22","22"
38,"Knows","Diana","Classmate 1 (in photo)","1","September","23","23"
39,"Knows","Valentina Nikolaevna","Diana","1","September","22","23"
40,"Knows of","Valentina Nikolaevna","Olya's mother","1","September","23","23"
41,"Knows","Olya/Olga","Olya's mother","1","September","24","26"
43,"Exchange","Valentina Nikolaevna","Diana","1","September","24","24"
44,"Knows of","Valentina Nikolaevna","Alyona Golosovsky","0","September","24","24"
45,"Knows of","Valentina Nikolaevna","Sophia Golosovsky","0","September","24","24"
46,"Knows of","Diana","Alyona Golosovsky","0","September","24","24"
47,"Knows of","Diana","Sophia Golosovsky","0","September","24","24"
49,"Knows of","Olya/Olga","Alyona Golosovsky","0","September","24","24"
50,"Knows of","Olya/Olga","Sophia Golosovsky","0","September","24","24"
51,"Knows of","Valentina Nikolaevna","migrants (generally)","0","September","24","24"
52,"Knows of","Valentina Nikolaevna","Native peoples of Kamchatka","0","September","24","24"
53,"Knows of","Diana","migrants (generally)","0","September","24","24"
54,"Knows of","Diana","Native peoples of Kamchatka","0","September","24","24"
55,"Knows of","Olya/Olga","migrants (generally)","0","September","24","24"
56,"Knows of","Olya/Olga","Native peoples of Kamchatka","0","September","24","24"
57,"Knows of","Olya/Olga","Marina Alexandrovna","0","September","24","25"
58,"Knows of","Valentina Nikolaevna","Marina Alexandrovna","0","September","24","25"
59,"Knows of","Diana","Marina Alexandrovna","0","September","24","25"
60,"Exchange","Olya's mother","Diana","1","September","25","25"
62,"Knows of","Diana","Alyona Golosovsky","0","September","26","26"
63,"Knows of","Diana","Sophia Golosovsky","0","September","26","26"
64,"Exchange","Diana","Valentina Nikolaevna","1","September","26","26"
65,"Exchange","Olya/Olga","Diana","1","September","26","26"
66,"Knows","Olya/Olga","Valentina Nikolaevna","1","September","26","26"
67,"Knows of","Olya/Olga","Alyona Golosovsky","0","September","26","27"
68,"Knows of","Olya/Olga","Sophia Golosovsky","0","September","26","27"
69,"Knows of","Valentina Nikolaevna","Olya's mother","1","September","26","26"
70,"Knows of","Olya/Olga","""an old lady""","1","September","27","27"
71,"Knows of","Olya/Olga","Lenin","0","September","27","28"
72,"Exchange","Olya/Olga","a vendor","1","September","27","28"
73,"Knows of","Olya/Olga","""high school boys on their bikes""","0","September","27","28"
74,"Knows of","Olya/Olga","crane operators","0","September","28","28"
75,"Knows","Olya/Olga","Diana","1","September","28","31"
76,"Knows","Olya/Olga","Valentina Nikolaevna","1","September","28","29"
77,"Knows","Olya/Olga","Olya's mother","1","September","29","31"
78,"Knows of","Olya's mother","the kidnapper","0","September","20","20"
79,"Knows of","Olya/Olga","the kidnapper","0","September","20","20"
80,"Knows of","Olya/Olga","the kidnapping","0","September","17","17"
81,"Knows of","Valentina Nikolaevna","the kidnapping","0","September","24","24"
82,"Knows of","Diana","the kidnapping","0","September","24","24"
84,"Knows of","Diana","the kidnapping","0","September","26","26"
85,"Knows of","Olya/Olga","the kidnapping","0","September","24","31"
86,"Exchange","Kolya/Nikolai Danilovich / Lieutenant Ryakhovsky","Olya/Olga","1","September","29","30"
88,"Knows of","Olya/Olga","Alyona Golosovsky","0","September","29","29"
89,"Knows of","Olya/Olga","Sophia Golosovsky","0","September","29","29"
90,"Knows","Olya/Olga","Valentina Nikolaevna","1","September","28","29"
91,"Knows","Sophia Golosovsky","Marina Alexandrovna","1","August","4","4"
92,"Knows of","Sophia Golosovsky","Yegor Gusakov","1","August","5","5"
93,"Knows of","Alyona Golosovsky","""the townspeople"" of past Zavoyko","0","August","5","8"
94,"Knows of","Sophia Golosovsky","""the townspeople"" of past Zavoyko","0","August","5","8"
95,"Knows of","Alyona Golosovsky","Lenin","0","August","9","9"
96,"Knows of","Sophia Golosovsky","Lenin","0","August","9","9"
97,"Knows","Sophia Golosovsky","Marina Alexandrovna","1","August","9","9"
98,"Knows of","Alyona Golosovsky","""an older boy in a fitted cap""","0","August","11","12"
99,"Knows of","Sophia Golosovsky","""an older boy in a fitted cap""","0","August","11","11"
100,"Knows of","Alyona Golosovsky","Oksana","1","August","12","12"
101,"Knows of","Alyona Golosovsky","cruise-ship tourists","0","August","12","12"
102,"Knows of","Sophia Golosovsky","cruise-ship tourists","0","August","12","12"
103,"Knows of","Alyona Golosovsky","""a short haired woman""","0","August","12","12"
104,"Knows of","Sophia Golosovsky","""a short haired woman""","0","August","12","12"
105,"Knows of","Sophia Golosovsky","Oksana","1","August","12","12"
106,"Knows","Alyona Golosovsky","Malysh (Oksana's dog)","0","August","12","12"
107,"Knows of","Sophia Golosovsky","Malysh (Oksana's dog)","0","August","12","12"
108,"Knows","Alyona Golosovsky","Marina Alexandrovna","1","August","13","16"
109,"Knows","Sophia Golosovsky","Marina Alexandrovna","1","August","13","16"
110,"Knows of","Yegor Gusakov","Marina Alexandrovna","0","August","14","14"
111,"Knows of","Diana","the kidnapping","0","September","17","17"
112,"Knows","Olya/Olga","Valentina Nikolaevna","1","September","17","17"
113,"Knows of","Diana","Alyona Golosovsky","0","September","17","17"
114,"Knows of","Diana","Sophia Golosovsky","0","September","17","17"
115,"Knows of","Olya/Olga","tourists (generally)","0","September","18","18"
116,"Knows of","Olya's mother","tourists (generally)","0","September","18","18"
118,"Knows of","Kolya/Nikolai Danilovich / Lieutenant Ryakhovsky","Alyona Golosovsky","0","September","29","30"
119,"Knows of","Kolya/Nikolai Danilovich / Lieutenant Ryakhovsky","Sophia Golosovsky","0","September","29","30"
