source,target,Char 1 Name,Char 2 Name,startPage,type,weight
1711,1713,Mrs. Hurst,Miss Bingley,132,Undirected,1
904,1712,Jane Bennet,Mr. Darcy,132,Undirected,1
903,1710,Elizabeth Bennet,Mr. Hurst,132,Undirected,1
903,1713,Elizabeth Bennet,Miss Bingley,132,Undirected,1
897,904,Mrs. Bennet,Jane Bennet,132,Undirected,1
899,904,Mr. Bingley,Jane Bennet,132,Undirected,1
1710,1711,Mr. Hurst,Mrs. Hurst,132,Undirected,1
902,903,Lady Lucas,Elizabeth Bennet,133,Undirected,1
903,904,Elizabeth Bennet,Jane Bennet,133,Undirected,1
899,19,Mr. Bingley,Sir William Lucas,133,Undirected,1
902,1751,Lady Lucas,Mr. Collins,133,Undirected,1
1715,1716,Charlotte Lucas,Young Lucas,133,Undirected,1
22,1759,Lucas brothers,Maria Lucas,133,Undirected,1
899,22,Mr. Bingley,Lucas brothers,133,Undirected,1
904,1751,Jane Bennet,Mr. Collins,133,Undirected,1
1716,1751,Young Lucas,Mr. Collins,133,Undirected,1
903,22,Elizabeth Bennet,Lucas brothers,133,Undirected,1
903,19,Elizabeth Bennet,Sir William Lucas,133,Undirected,1
899,1715,Mr. Bingley,Charlotte Lucas,133,Undirected,1
19,1751,Sir William Lucas,Mr. Collins,133,Undirected,1
903,1715,Elizabeth Bennet,Charlotte Lucas,133,Undirected,1
1715,19,Charlotte Lucas,Sir William Lucas,133,Undirected,1
899,903,Mr. Bingley,Elizabeth Bennet,133,Undirected,1
1715,22,Charlotte Lucas,Lucas brothers,133,Undirected,1
899,1751,Mr. Bingley,Mr. Collins,133,Undirected,1
902,1759,Lady Lucas,Maria Lucas,133,Undirected,1
903,1751,Elizabeth Bennet,Mr. Collins,133,Undirected,1
904,1759,Jane Bennet,Maria Lucas,133,Undirected,1
1716,1759,Young Lucas,Maria Lucas,133,Undirected,1
1751,1759,Mr. Collins,Maria Lucas,133,Undirected,1
19,1759,Sir William Lucas,Maria Lucas,133,Undirected,1
904,1716,Jane Bennet,Young Lucas,133,Undirected,1
902,1716,Lady Lucas,Young Lucas,133,Undirected,1
1715,1751,Charlotte Lucas,Mr. Collins,133,Undirected,1
899,902,Mr. Bingley,Lady Lucas,133,Undirected,1
19,1716,Sir William Lucas,Young Lucas,133,Undirected,1
902,904,Lady Lucas,Jane Bennet,133,Undirected,1
899,1759,Mr. Bingley,Maria Lucas,133,Undirected,1
22,1751,Lucas brothers,Mr. Collins,133,Undirected,1
902,19,Lady Lucas,Sir William Lucas,133,Undirected,1
899,1716,Mr. Bingley,Young Lucas,133,Undirected,1
902,22,Lady Lucas,Lucas brothers,133,Undirected,1
903,1759,Elizabeth Bennet,Maria Lucas,133,Undirected,1
904,19,Jane Bennet,Sir William Lucas,133,Undirected,1
904,22,Jane Bennet,Lucas brothers,133,Undirected,1
1716,22,Young Lucas,Lucas brothers,133,Undirected,1
902,1715,Lady Lucas,Charlotte Lucas,133,Undirected,1
903,1716,Elizabeth Bennet,Young Lucas,133,Undirected,1
