Relative Order,Event Name,Start Date ST,End Date ST,Is Approximate ST,Narrator,Start Page Mention,End Page Mention,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT,Evidence,Scout,Jem,Dill,Atticus,Tom Robinson,Boo Radley
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,268,268,7/30/1950,7/30/1950,3,376,T,"""That's all I drink, most of the time.""",T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,269,269,7/30/1950,7/30/1950,3,376,T,"""Things haven't caught up with that one's instincts yet.""",T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,270,270,7/30/1950,7/30/1950,3,376,T,Atticus was halfway through his speech to the jury.,T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,271,271,7/30/1950,7/30/1950,3,376,T,"Atticus put his hands in his pockets, and as he returned to the jury...",T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,272,272,7/30/1950,7/30/1950,3,376,T,"""What was the evidence of her offense?""",T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,273,273,7/30/1950,7/30/1950,3,376,T,"""And so a quiet, respectable, humble N****...""",T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,274,274,7/30/1950,7/30/1950,3,376,T,"""I'm no idealist to believe firmly in the integrity of our courts and in the jury system...""",T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,275,275,7/30/1950,7/30/1950,3,376,T,"""In the name of God, do your duty.""",T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,276,276,7/30/1950,7/30/1950,3,376,T,"Judge Taylor saw her and said, ""It's Calpurnia, isn't it?""",T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,277,277,7/30/1950,7/30/1950,3,376,T,"""You've been here all afternoon?""",T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,278,278,7/30/1950,7/30/1950,3,376,T,Reverend Sykes had saved our places.,T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,279,279,7/30/1950,7/30/1950,3,376,T,"""They moved around some when the jury went out,"" said Reverend Sykes.",T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,280,280,7/30/1950,7/30/1950,3,376,T,I looked down and saw Atticus strolling around...,T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,281,281,7/30/1950,7/30/1950,3,376,T,"""Ain't it a long time?""I asked him.",T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,282,282,7/30/1950,7/30/1950,3,376,T,"""Guilty...guilty...guilty...guilty...""",T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,283,283,7/30/1950,7/30/1950,3,376,T,"""Miss Jean Louise, stand up. Your father's passin'.""",T,T,T,T,T,F
14,Tom Robinson's Trial,8/15/1935,8/15/1935,T,Scout,331,331,7/30/1950,7/30/1950,3,376,T,...coming out of the courthouse that night...,T,T,T,T,T,F
15,Mr. Ewell spits in Atticus' face,8/22/1935,8/22/1935,T,Scout,291,291,7/30/1950,7/30/1950,3,376,T,"""I wish Bob Ewell wouldn't chew tobacco,"" was all Atticus said about it.",F,F,F,T,F,F
15,Mr. Ewell spits in Atticus' face,8/22/1935,8/22/1935,T,Scout,292,292,7/30/1950,7/30/1950,3,376,T,"""When a man says he's gonna get you, looks like he means it.""",F,F,F,T,F,F
15,Mr. Ewell spits in Atticus' face,8/22/1935,8/22/1935,T,Scout,293,293,7/30/1950,7/30/1950,3,376,T,"""...Bob Ewell, he got it all out of his system that morning.""",F,F,F,T,F,F
16,Scout attends Aunt Alexandra's missionary circle,8/23/1935,8/23/1935,T,Scout,305,305,7/30/1950,7/30/1950,3,376,T,Today Aunt Alexandra and her missionary circle...,T,F,F,F,F,F
16,Scout attends Aunt Alexandra's missionary circle,8/23/1935,8/23/1935,T,Scout,306,306,7/30/1950,7/30/1950,3,376,T,"Immediately thereafter, the ladies adjourned for refreshments.",T,F,F,F,F,F
16,Scout attends Aunt Alexandra's missionary circle,8/23/1935,8/23/1935,T,Scout,307,307,7/30/1950,7/30/1950,3,376,T,It was customary for every circle hostess to invite her neighbors for refreshments...,T,F,F,F,F,F
16,Scout attends Aunt Alexandra's missionary circle,8/23/1935,8/23/1935,T,Scout,308,308,7/30/1950,7/30/1950,3,376,T,"""Nome, I hadn't thought about it...""",T,F,F,F,F,F
16,Scout attends Aunt Alexandra's missionary circle,8/23/1935,8/23/1935,T,Scout,309,309,7/30/1950,7/30/1950,3,376,T,Mrs. Merriweather played her voice like an organ.,T,F,F,F,F,F
16,Scout attends Aunt Alexandra's missionary circle,8/23/1935,8/23/1935,T,Scout,310,310,7/30/1950,7/30/1950,3,376,T,Mrs. Merriweather turned back to her neighbor.,T,F,F,F,F,F
16,Scout attends Aunt Alexandra's missionary circle,8/23/1935,8/23/1935,T,Scout,311,311,7/30/1950,7/30/1950,3,376,T,I was reminded of the ancient little organ in the hapel at Finch's Landing.,T,F,F,F,F,F
16,Scout attends Aunt Alexandra's missionary circle,8/23/1935,8/23/1935,T,Scout,312,312,7/30/1950,7/30/1950,3,376,T,"""His food doesn't stick going down, does it?""",T,F,F,F,F,F
16,Scout attends Aunt Alexandra's missionary circle,8/23/1935,8/23/1935,T,Scout,313,313,7/30/1950,7/30/1950,3,376,T,But I was more at home in my father's world.,T,F,F,F,F,F
16,Scout attends Aunt Alexandra's missionary circle,8/23/1935,8/23/1935,T,Scout,314,314,7/30/1950,7/30/1950,3,376,T,The front door slammed and I heard Atticus's footsteps in the hall.,T,F,F,F,F,F
16,Scout attends Aunt Alexandra's missionary circle,8/23/1935,8/23/1935,T,Scout,315,315,7/30/1950,7/30/1950,3,376,T,Miss Maudie went to Calpurnia and united it.,T,F,F,F,F,F
16,Scout attends Aunt Alexandra's missionary circle,8/23/1935,8/23/1935,T,Scout,316,316,7/30/1950,7/30/1950,3,376,T,I heard Miss Maudie breathing...,T,F,F,F,F,F
16,Scout attends Aunt Alexandra's missionary circle,8/23/1935,8/23/1935,T,Scout,317,317,7/30/1950,7/30/1950,3,376,T,"""Stop that shaking,"" commanded Miss Maudie, and I stopped",T,F,F,F,F,F
16,Scout attends Aunt Alexandra's missionary circle,8/23/1935,8/23/1935,T,Scout,318,318,7/30/1950,7/30/1950,3,376,T,"After all, if Aunt could be a lady at a time like this, so could I.",T,F,F,F,F,F
17,Tom Robinson is killed,8/30/1935,8/30/1935,T,Scout,315,315,7/30/1950,7/30/1950,3,376,T,"""Tom's dead.""",T,F,F,T,T,F
17,Tom Robinson is killed,8/30/1935,8/30/1935,T,Scout,321,321,7/30/1950,7/30/1950,3,376,T,Atticus told them what had happened.,T,F,F,T,T,F
17,Tom Robinson is killed,8/30/1935,8/30/1935,T,Scout,322,322,7/30/1950,7/30/1950,3,376,T,"To Maycomb, Tom's death was typical.",T,F,F,T,T,F
17,Tom Robinson is killed,8/30/1935,8/30/1935,T,Scout,323,323,7/30/1950,7/30/1950,3,376,T,He likened Tom's death...,T,F,F,T,T,F
18,Helen Robinson learns of Tom's death,8/31/1935,8/31/1935,T,Scout,321,321,7/30/1950,7/30/1950,3,376,T,"Helen said, ""'evenin', Mr. Finch, won't you have a seat?""",T,T,T,T,F,F
18,Helen Robinson learns of Tom's death,8/31/1935,8/31/1935,T,Scout,322,322,7/30/1950,7/30/1950,3,376,T,"""Scout,"" said Dill, ""she just fell down in the dirt.""",T,T,T,T,F,F
19,WW2,9/1/1935,9/1/1935,T,Scout,327,327,7/30/1950,7/30/1950,3,376,T,"""...old Adolf Hitler has been after the Jews...""",T,F,F,F,F,F
19,WW2,9/1/1935,9/1/1935,T,Scout,329,329,7/30/1950,7/30/1950,3,376,T,...Elmer Davis would give us the latest on Hitler.,T,F,F,F,F,F
19,WW2,9/1/1935,9/1/1935,T,Scout,330,330,7/30/1950,7/30/1950,3,376,T,"Miss Gates said it was awful, Hitler doin' like he does...",T,F,F,F,F,F
20,Mr. Ewell infiltrates Judge Taylor's house,8/1/1935,8/1/1935,T,Scout,332,332,7/30/1950,7/30/1950,3,376,T,The second thing happened to Judge Taylor.,F,F,F,F,F,F
20,Mr. Ewell infiltrates Judge Taylor's house,8/1/1935,8/1/1935,T,Scout,333,333,7/30/1950,7/30/1950,3,376,T,...the scratching noise was coming from the rear of the house.,F,F,F,F,F,F
21,Mr. Deas convinces Mr. Ewell to leave Helen Robinson alone,8/15/1935,8/15/1935,T,Scout,333,333,7/30/1950,7/30/1950,3,376,T,"The third thing happened to Helen Robinson, Tom's widow.",F,F,F,F,F,F
21,Mr. Deas convinces Mr. Ewell to leave Helen Robinson alone,8/15/1935,8/15/1935,T,Scout,334,334,7/30/1950,7/30/1950,3,376,T,"He walked her the short way, by the Ewells'.",F,F,F,F,F,F
21,Mr. Deas convinces Mr. Ewell to leave Helen Robinson alone,8/15/1935,8/15/1935,T,Scout,335,335,7/30/1950,7/30/1950,3,376,T,Helen reported no further trouble.,F,F,F,F,F,F
22,Pageant,8/31/1935,8/31/1935,F,Scout,338,338,7/30/1950,7/30/1950,3,376,T,...there would be a pageant for the grown-ups...,T,T,F,F,F,F
22,Pageant,8/31/1935,8/31/1935,F,Scout,339,339,7/30/1950,7/30/1950,3,376,T,...a pageant tonight...,T,T,F,F,F,F
22,Pageant,8/31/1935,8/31/1935,F,Scout,345,345,7/30/1950,7/30/1950,3,376,T,"""A pageant.""",T,T,F,F,F,F
22,Pageant,8/31/1935,8/31/1935,F,Scout,346,346,7/30/1950,7/30/1950,3,376,T,Mrs. Maycomb gave a thirty-minute description of Colonel Maycomb's exploits.,T,T,F,F,F,F
22,Pageant,8/31/1935,8/31/1935,F,Scout,347,347,7/30/1950,7/30/1950,3,376,T,...I had ruined her pageant.,T,T,F,F,F,F
23,Mr. Ewell attacks Jem and Scout; Boo Radley saves them,8/31/1935,8/31/1935,F,Scout,3,3,7/30/1950,7/30/1950,3,376,T,"When he was nearly thirteen, my brother Jem got his arm badly broken...",T,T,F,F,F,T
23,Mr. Ewell attacks Jem and Scout; Boo Radley saves them,8/31/1935,8/31/1935,F,Scout,351,351,7/30/1950,7/30/1950,3,376,T,"He was running, running towards us with no child's steps.",T,T,F,F,F,T
23,Mr. Ewell attacks Jem and Scout; Boo Radley saves them,8/31/1935,8/31/1935,F,Scout,352,352,7/30/1950,7/30/1950,3,376,T,He was carrying Jem.,T,T,F,F,F,T
23,Mr. Ewell attacks Jem and Scout; Boo Radley saves them,8/31/1935,8/31/1935,F,Scout,353,353,7/30/1950,7/30/1950,3,376,T,"""Someone's been after my children.""",T,T,F,F,F,T
23,Mr. Ewell attacks Jem and Scout; Boo Radley saves them,8/31/1935,8/31/1935,F,Scout,356,356,7/30/1950,7/30/1950,3,376,T,The man who brought Jem in...,T,T,F,F,F,T
23,Mr. Ewell attacks Jem and Scout; Boo Radley saves them,8/31/1935,8/31/1935,F,Scout,357,357,7/30/1950,7/30/1950,3,376,T,"Bob Ewell's [...] dead, Mr. Finch.",T,T,F,F,F,T
23,Mr. Ewell attacks Jem and Scout; Boo Radley saves them,8/31/1935,8/31/1935,F,Scout,358,358,7/30/1950,7/30/1950,3,376,T,"""He's dead all right,"" said Mr. Tate.",T,T,F,F,F,T
23,Mr. Ewell attacks Jem and Scout; Boo Radley saves them,8/31/1935,8/31/1935,F,Scout,361,361,7/30/1950,7/30/1950,3,376,T,...then somebody yanked Mr. Ewell down.,T,T,F,F,F,T
23,Mr. Ewell attacks Jem and Scout; Boo Radley saves them,8/31/1935,8/31/1935,F,Scout,362,362,7/30/1950,7/30/1950,3,376,T,"""Somebody was staggerin' around and pantin' and...""",T,T,F,F,F,T
24,Scout meets Boo Radley,8/31/1935,8/31/1935,F,Scout,362,362,7/30/1950,7/30/1950,3,376,T,"As I said it, I half pointed to the man in the corner...",T,T,F,T,F,T
24,Scout meets Boo Radley,8/31/1935,8/31/1935,F,Scout,363,363,7/30/1950,7/30/1950,3,376,T,"""Mr. Arthur, honey,"" said Atticus, gently correcting me.",T,T,F,T,F,T
24,Scout meets Boo Radley,8/31/1935,8/31/1935,F,Scout,364,364,7/30/1950,7/30/1950,3,376,T,"""Come along, Mr. Arthur,"" I heard myself saying...",T,T,F,T,F,T
25,Heck Tate concludes Mr. Ewell fell on his knife,8/31/1935,8/31/1935,F,Scout,366,366,7/30/1950,7/30/1950,3,376,T,"""Bob Ewell fell on his knife.""",T,T,F,F,F,T
25,Heck Tate concludes Mr. Ewell fell on his knife,8/31/1935,8/31/1935,F,Scout,367,367,7/30/1950,7/30/1950,3,376,T,"""He'd flung Jem down...""",T,T,F,F,F,T
25,Heck Tate concludes Mr. Ewell fell on his knife,8/31/1935,8/31/1935,F,Scout,368,368,7/30/1950,7/30/1950,3,376,T,"""God damn it, I'm not thinking of Jem!""",T,T,F,F,F,T
25,Heck Tate concludes Mr. Ewell fell on his knife,8/31/1935,8/31/1935,F,Scout,369,369,7/30/1950,7/30/1950,3,376,T,"""Your boy never stabbed Bob Ewell,"" he said slowly...",T,T,F,F,F,T
25,Heck Tate concludes Mr. Ewell fell on his knife,8/31/1935,8/31/1935,F,Scout,370,370,7/30/1950,7/30/1950,3,376,T,"""...Bob Ewell fell on his knife.""",T,T,F,F,F,T
