id,Type of Relationship,Character 1,Character 2,Is Reciprocal?,Narrative Container,Start Page,End Page
260,"Knows","collage photos","Pole of Sagaween","0","""totempolesofchiefmountain"" (photo)","1210","1216"
261,"Knows","speaker Abel","Pole of Sagaween","1","""totempolesofchiefmountain"" (text)","1217","1219"
262,"Knows","collage photos","speaker Abel","1","""themilkofhypotheticalhistories"" (photo)","1370","1375"
263,"Knows","collage photos","speaker Abel","1","""theplaceofscraps"" (photo)","1530","1538"
264,"Knows","collage photos","academic voice","0","""Despite efforts to determine meaning"" (photo)","1690","1696"
265,"Knows","collage photos","fictional Barbeau","1","""Despite efforts to determine meaning"" (academic voice)","1690","1696"
266,"Knows","collage photos","speaker Abel","1","""coffinhouseofthefrog"" (photo)","1750","1753"
267,"Knows","collage photos","real Barbeau","0","""Coffin Hous"" (photo)","1770","1772"
268,"Knows of","collage photos","James Deans","0","""Coffin Hous"" (photo)","1770","1772"
269,"Knows of","collage photos","Queen Charlotte","0","""Coffin Hous"" (photo)","1770","1772"
270,"Knows","collage photos","speaker Abel","1","""the / flat"" (photo)","1830","1836"
271,"Knows","collage photos","academic voice","0","""the / flat"" (photo)","1830","1836"
272,"Knows","collage photos","Sagaween (Laxsgiik)","0","""thedoctrineoftheindianprophet"" (photo)","1890","1893"
273,"Knows","collage photos","speaker Abel","1","""thedoctrineoftheindianprophet"" (photo)","1890","1893"
274,"Knows","speaker Abel","Sagaween (Laxsgiik)","0","""thedoctrineoftheindianprophet"" (text)","1894","1899"
275,"Knows","collage photos","academic voice","0","""Economically speaking"" (photo)","2010","2016"
276,"Knows","collage photos","real Barbeau","0","""Economically speaking"" (photo)","2010","2016"
277,"Knows","collage photos","speaker Abel","1","""w c n;"" (photo)","2370","2378"
278,"Knows","collage photos","speaker Abel","1","""d  x  l"" (photo)","2390","2398"
279,"Knows","collage photos","speaker Abel","1","""t m c"" (photo)","2410","2417"
280,"Knows","collage photos","speaker Abel","1","""l t g"" (photo)","2430","2436"
281,"Knows","collage photos","speaker Abel","1","""s d h"" (photo)","2450","2458"
282,"Knows","collage photos","speaker Abel","1","""d n k"" (photo)","2470","2476"
283,"Knows","collage photos","speaker Abel","1","""n d s l"" (photo)","2490","2493"
284,"Knows","collage photos","speaker Abel","1","""m s d n"" (photo)","2510","2515"
285,"Knows","collage photos","speaker Abel","1","""x / p / c c r"" (photo)","2530","2538"
286,"Knows","collage photos","speaker Abel","1","""r t t / r v"" (photo)","2550","2557"
288,"Knows","speaker Abel","Laxgibuu (""Wolf clan"")","1","""broke n""","770","779"
289,"Knows","real Barbeau","Pole of Sagaween","1","""13.07.1992 / The poet, deep in a docile state of youth""","590","599"
290,"Knows of","real Barbeau","women related to the ""Coffin House""","0","""Coffin Hous"" (text)","1773","1779"
291,"Knows","speaker Abel","Sagaween (Laxsgiik)","0","""afeudoverthispole"" (text)","34","39"
292,"Knows","collage photos","Sagaween (Laxsgiik)","0","""afeudoverthispole"" (photo)","30","33"
293,"Knows","collage photos","Sagaween (Laxsgiik)","0","""thepoletransportedtotoronto"" (photo)","170","172"
294,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""thepoletransportedtotoronto"" (photo)","170","172"
295,"Knows","speaker Abel","Sagaween (Laxsgiik)","0","""thepoletransportedtotoronto"" (text)","173","179"
296,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""thepoletransportedtotoronto"" (text)","173","179"
297,"Knows","real Barbeau","Sagaween (Laxsgiik)","1","""The pole transported to Toronto.""","190","199"
298,"Knows of","crew of Indians","Sagaween (Laxsgiik)","0","""The pole transported to Toronto.""","190","199"
299,"Knows","speaker Abel","Sagaween (Laxsgiik)","0","""remove / transfer / shift""","210","219"
300,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""The pole transported to Toronto.""","190","199"
301,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""remove / transfer / shift""","210","219"
302,"Knows","real Barbeau","Sagaween (Laxsgiik)","0","""his totem / the water""","230","239"
303,"Knows","speaker Abel","Sagaween (Laxsgiik)","0","""his totem / the water""","230","239"
304,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""his totem / the water""","230","239"
305,"Knows","collage photos","Sagaween (Laxsgiik)","0","""removalofthesakauwanpolefromnassriver"" (photo)","290","292"
306,"Knows","speaker Abel","Sagaween (Laxsgiik)","0","""removalofthesakauwanpolefromnassriver"" (text)","293","299"
307,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""removalofthesakauwanpolefromnassriver"" (text)","293","299"
308,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""removalofthesakauwanpolefromnassriver"" (photo)","290","292"
309,"Knows","""Indians"" (abstract)","Pole of Sagaween","1","""Removal of the Sakau'wan pole from Nass River.""","310","319"
310,"Knows","""Indians"" (abstract)","Sagaween (Laxsgiik)","1","""Removal of the Sakau'wan pole from Nass River.""","310","319"
311,"Knows","Pole of Sagaween","Thunderbird","1","""Removal of the Sakau'wan pole from Nass River.""","310","319"
312,"Knows","residents of Git'iks","Pole of Sagaween","1","""Removal of the Sakau'wan pole from Nass River.""","310","319"
313,"Knows","real Barbeau","Sagaween (Laxsgiik)","0","""Removal of the Sakau'wan pole from Nass River.""","310","319"
314,"Knows","residents of Git'iks","Sagaween (Laxsgiik)","1","""Removal of the Sakau'wan pole from Nass River.""","310","319"
315,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""Removal of the Sakau'wan pole from Nass River.""","310","319"
316,"Knows","""Indians"" (abstract)","Thunderbird","0","""Removal of the Sakau'wan pole from Nass River.""","310","319"
317,"Knows","residents of Git'iks","Thunderbird","1","""Removal of the Sakau'wan pole from Nass River.""","310","319"
318,"Knows","residents of Git'iks","Sagaween (Laxsgiik)","1","""his / stateliness""","330","339"
319,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""his / stateliness""","330","339"
320,"Knows","speaker Abel","Sagaween (Laxsgiik)","0","""his / stateliness""","330","339"
321,"Knows","speaker Abel","Pole of Sagaween","1","""for / the / sight of""","410","419"
322,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""for / the / sight of""","410","419"
323,"Knows","speaker Abel","Sagaween (Laxsgiik)","0","""for / the / sight of""","410","419"
324,"Knows","speaker Abel","Pole of Sagaween","1","""hung over / the fire""","390","399"
325,"Knows","speaker Abel","Sagaween (Laxsgiik)","0","""hung over / the fire""","390","399"
326,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""hung over / the fire""","390","399"
327,"Knows","fictional Barbeau","Sagaween (Laxsgiik)","0","""The anthropologist humbled by beauty and the sleepless moon.""","430","439"
328,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""The anthropologist humbled by beauty and the sleepless moon.""","430","439"
330,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""thesilhouetteofapoleontheshoreofnassriver"" (photo)","450","454"
331,"Knows","speaker Abel","Sagaween (Laxsgiik)","0","""thesilhouetteofapoleontheshoreofnassriver"" (text)","455","459"
332,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""thesilhouetteofapoleontheshoreofnassriver"" (text)","454","459"
333,"Knows","collage photos","Sagaween (Laxsgiik)","0","""thesilhouetteofapoleontheshoreofnassriver"" (photo)","450","454"
334,"Knows","man on a Nass River pole","a Nass River pole","1","""The silhouette of a pole on the shore of Nass River.""","550","559"
335,"Knows","real Barbeau","Sagaween (Laxsgiik)","0","""13.07.1992 / The poet, deep in a docile state of youth""","590","599"
336,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""13.07.1992 / The poet, deep in a docile state of youth""","590","599"
337,"Knows of","Jordan Abel's mother","Sagaween (Laxsgiik)","0","""25.12.2010 / The poet exchanges gifts""","630","639"
338,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""25.12.2010 / The poet exchanges gifts""","630","639"
339,"Knows","Jordan Abel's family","Jordan Abel's mother","1","""25.12.2010 / The poet exchanges gifts""","630","639"
340,"Knows of","biographical Abel","Pole of Sagaween","0","""25.12.2010 / The poet exchanges gifts""","630","639"
341,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""totempolesofchiefmountain"" (photo)","1210","1216"
342,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""totempolesofchiefmountain"" (text)","1217","1219"
343,"Knows","real Barbeau","Sagaween (Laxsgiik)","0","""Totem Poles of Chief Mountain (Boas)""","1230","1239"
344,"Knows of","real Barbeau","Sagaween's father (Gisk'aast)","0","""Totem Poles of Chief Mountain (Boas)""","1230","1239"
345,"Knows of","real Barbeau","Gisk'aast (""Killer Whale Clan"")","0","""Totem Poles of Chief Mountain (Boas)""","1230","1239"
346,"Knows of","real Barbeau","visitors at Sagaween's house","0","""Totem Poles of Chief Mountain (Boas)""","1230","1239"
347,"Knows of","real Barbeau","cedar bark squid","0","""Totem Poles of Chief Mountain (Boas)""","1230","1239"
348,"Knows of","real Barbeau","women singing","0","""Totem Poles of Chief Mountain (Boas)""","1230","1239"
349,"Knows of","ROM admissions staff member","Sagaween (Laxsgiik)","0","""05.08.2011""","1430","1439"
350,"Knows","biographical Abel","Sagaween (Laxsgiik)","0","""05.08.2011""","1430","1439"
351,"Knows","Pole of Sagaween","Sagaween (Laxsgiik)","1","""05.08.2011""","1430","1439"
