source,target,Char 1 Name,Char 2 Name,startPage,type,weight
118,119,Richard Wright,Richard's Childhood Gang,1,Undirected,1
120,123,"""white boys who lived beyond the tracks.""",Richard Wright's Mother,1,Undirected,1
128,124,"""black folks"" (abstract)",Jim Crow,1,Undirected,1
128,118,"""black folks"" (abstract)",Richard Wright,1,Undirected,1
123,125,Richard Wright's Mother,"""white folks"" (abstract)",1,Undirected,1
118,123,Richard Wright,Richard Wright's Mother,1,Undirected,1
118,120,Richard Wright,"""white boys who lived beyond the tracks.""",1,Undirected,1
119,125,Richard's Childhood Gang,"""white folks"" (abstract)",1,Undirected,1
120,124,"""white boys who lived beyond the tracks.""",Jim Crow,1,Undirected,1
128,125,"""black folks"" (abstract)","""white folks"" (abstract)",1,Undirected,1
119,124,Richard's Childhood Gang,Jim Crow,1,Undirected,1
118,124,Richard Wright,Jim Crow,1,Undirected,1
124,125,Jim Crow,"""white folks"" (abstract)",1,Undirected,1
119,123,Richard's Childhood Gang,Richard Wright's Mother,1,Undirected,1
120,125,"""white boys who lived beyond the tracks.""","""white folks"" (abstract)",1,Undirected,1
119,120,Richard's Childhood Gang,"""white boys who lived beyond the tracks.""",1,Undirected,1
128,123,"""black folks"" (abstract)",Richard Wright's Mother,1,Undirected,1
128,120,"""black folks"" (abstract)","""white boys who lived beyond the tracks.""",1,Undirected,1
123,124,Richard Wright's Mother,Jim Crow,1,Undirected,1
118,125,Richard Wright,"""white folks"" (abstract)",1,Undirected,1
128,119,"""black folks"" (abstract)",Richard's Childhood Gang,1,Undirected,1
118,120,Richard Wright,"""white boys who lived beyond the tracks.""",2,Undirected,1
119,125,Richard's Childhood Gang,"""white folks"" (abstract)",2,Undirected,1
203,125,white folks who employ Richard's mother,"""white folks"" (abstract)",2,Undirected,1
119,122,Richard's Childhood Gang,Doctor,2,Undirected,1
120,124,"""white boys who lived beyond the tracks.""",Jim Crow,2,Undirected,1
118,123,Richard Wright,Richard Wright's Mother,2,Undirected,1
120,121,"""white boys who lived beyond the tracks.""","""kind neighbor""",2,Undirected,1
121,122,"""kind neighbor""",Doctor,2,Undirected,1
203,118,white folks who employ Richard's mother,Richard Wright,2,Undirected,1
203,121,white folks who employ Richard's mother,"""kind neighbor""",2,Undirected,1
123,125,Richard Wright's Mother,"""white folks"" (abstract)",2,Undirected,1
