source,target,startPage,Char 1 Name,Char 2 Name,type,weight
896.0,2553.0,114,,,,
896.0,1710.0,114,,,,
896.0,1712.0,114,,,,
896.0,905.0,114,,,,
903.0,905.0,114,,,,
899.0,1713.0,114,,,,
903.0,1710.0,114,,,,
903.0,1712.0,114,,,,
1712.0,906.0,114,,,,
1712.0,905.0,114,,,,
1710.0,907.0,114,,,,
904.0,1712.0,114,,,,
904.0,1710.0,114,,,,
904.0,2553.0,114,,,,
904.0,1750.0,114,,,,
904.0,1713.0,114,,,,
904.0,1711.0,114,,,,
899.0,907.0,114,,,,
899.0,906.0,114,,,,
899.0,905.0,114,,,,
1750.0,906.0,114,,,,
1750.0,905.0,114,,,,
1750.0,1712.0,114,,,,
1750.0,1710.0,114,,,,
1713.0,905.0,114,,,,
1713.0,2553.0,114,,,,
1713.0,1710.0,114,,,,
1713.0,1712.0,114,,,,
1713.0,1750.0,114,,,,
1711.0,905.0,114,,,,
1711.0,906.0,114,,,,
899.0,1711.0,114,,,,
896.0,903.0,114,,,,
896.0,897.0,114,,,,
896.0,899.0,114,,,,
896.0,904.0,114,,,,
897.0,904.0,114,,,,
897.0,899.0,114,,,,
903.0,907.0,114,,,,
903.0,906.0,114,,,,
904.0,907.0,114,,,,
904.0,906.0,114,,,,
904.0,905.0,114,,,,
903.0,2553.0,114,,,,
903.0,1750.0,114,,,,
903.0,1713.0,114,,,,
903.0,1711.0,114,,,,
903.0,904.0,114,,,,
903.0,899.0,114,,,,
903.0,897.0,114,,,,
896.0,907.0,114,,,,
896.0,906.0,114,,,,
899.0,1712.0,114,,,,
899.0,1710.0,114,,,,
899.0,2553.0,114,,,,
899.0,1750.0,114,,,,
1750.0,2553.0,114,,,,
1713.0,907.0,114,,,,
1713.0,906.0,114,,,,
897.0,907.0,114,,,,
897.0,906.0,114,,,,
897.0,905.0,114,,,,
897.0,1712.0,114,,,,
897.0,1710.0,114,,,,
897.0,2553.0,114,,,,
897.0,1750.0,114,,,,
897.0,1713.0,114,,,,
897.0,1711.0,114,,,,
1711.0,1710.0,114,,,,
1711.0,2553.0,114,,,,
1711.0,1750.0,114,,,,
1711.0,1713.0,114,,,,
1710.0,906.0,114,,,,
2553.0,907.0,114,,,,
1710.0,1712.0,114,,,,
1712.0,907.0,114,,,,
1711.0,1712.0,114,,,,
905.0,906.0,114,,,,
905.0,907.0,114,,,,
906.0,907.0,114,,,,
1711.0,907.0,114,,,,
896.0,1750.0,114,,,,
896.0,1713.0,114,,,,
896.0,1711.0,114,,,,
1710.0,905.0,114,,,,
2553.0,1712.0,114,,,,
2553.0,1710.0,114,,,,
1750.0,907.0,114,,,,
2553.0,905.0,114,,,,
2553.0,906.0,114,,,,
903.0,1712.0,115,,,,
904.0,1713.0,115,,,,
1711.0,1712.0,115,,,,
1710.0,1711.0,115,,,,
1710.0,1712.0,115,,,,
903.0,1711.0,115,,,,
903.0,1747.0,115,,,,
903.0,1710.0,115,,,,
904.0,1747.0,115,,,,
904.0,1710.0,115,,,,
903.0,904.0,115,,,,
899.0,1712.0,115,,,,
903.0,1713.0,115,,,,
904.0,1711.0,115,,,,
1713.0,1747.0,115,,,,
1747.0,1712.0,115,,,,
1747.0,1711.0,115,,,,
1747.0,1710.0,115,,,,
1713.0,1711.0,115,,,,
1713.0,1710.0,115,,,,
899.0,903.0,115,,,,
899.0,904.0,115,,,,
899.0,1747.0,115,,,,
899.0,1713.0,115,,,,
899.0,1710.0,115,,,,
899.0,1711.0,115,,,,
1713.0,1712.0,115,,,,
904.0,1712.0,115,,,,
1713.0,1712.0,116,,,,
1747.0,1712.0,116,,,,
899.0,903.0,116,,,,
899.0,904.0,116,,,,
899.0,1713.0,116,,,,
899.0,1747.0,116,,,,
899.0,1712.0,116,,,,
903.0,1712.0,116,,,,
903.0,1747.0,116,,,,
903.0,1713.0,116,,,,
1713.0,1747.0,116,,,,
903.0,904.0,116,,,,
904.0,1712.0,116,,,,
904.0,1747.0,116,,,,
904.0,1713.0,116,,,,
1710.0,1711.0,117,,,,
1710.0,1713.0,117,,,,
1710.0,1747.0,117,,,,
1710.0,1753.0,117,,,,
1711.0,1712.0,117,,,,
1711.0,1713.0,117,,,,
1711.0,1747.0,117,,,,
1711.0,1753.0,117,,,,
1710.0,1712.0,117,,,,
903.0,1747.0,117,,,,
1713.0,1747.0,117,,,,
1713.0,1753.0,117,,,,
903.0,1710.0,117,,,,
903.0,904.0,117,,,,
903.0,1711.0,117,,,,
903.0,1712.0,117,,,,
903.0,1713.0,117,,,,
1747.0,1753.0,117,,,,
899.0,1713.0,117,,,,
899.0,1710.0,117,,,,
899.0,904.0,117,,,,
904.0,1710.0,117,,,,
904.0,1712.0,117,,,,
904.0,1711.0,117,,,,
1712.0,1747.0,117,,,,
1712.0,1713.0,117,,,,
904.0,1753.0,117,,,,
904.0,1747.0,117,,,,
904.0,1713.0,117,,,,
1712.0,1753.0,117,,,,
899.0,1747.0,117,,,,
899.0,1753.0,117,,,,
903.0,1753.0,117,,,,
899.0,1712.0,117,,,,
899.0,1711.0,117,,,,
899.0,903.0,117,,,,
1711.0,903.0,118,,,,
1713.0,904.0,118,,,,
1711.0,1713.0,118,,,,
899.0,904.0,118,,,,
899.0,903.0,118,,,,
904.0,903.0,118,,,,
1713.0,903.0,118,,,,
899.0,1713.0,118,,,,
899.0,1711.0,118,,,,
897.0,903.0,118,,,,
897.0,1711.0,118,,,,
1711.0,904.0,118,,,,
897.0,899.0,118,,,,
897.0,1713.0,118,,,,
897.0,904.0,118,,,,
1716.0,1751.0,119,,,,
1716.0,905.0,119,,,,
1716.0,904.0,119,,,,
901.0,904.0,119,,,,
1716.0,906.0,119,,,,
896.0,907.0,119,,,,
896.0,906.0,119,,,,
896.0,905.0,119,,,,
896.0,904.0,119,,,,
896.0,903.0,119,,,,
896.0,897.0,119,,,,
1716.0,903.0,119,,,,
1716.0,897.0,119,,,,
901.0,905.0,119,,,,
901.0,906.0,119,,,,
901.0,907.0,119,,,,
901.0,1751.0,119,,,,
902.0,1715.0,119,,,,
902.0,1716.0,119,,,,
902.0,1759.0,119,,,,
902.0,897.0,119,,,,
897.0,905.0,119,,,,
897.0,906.0,119,,,,
897.0,907.0,119,,,,
897.0,1751.0,119,,,,
903.0,904.0,119,,,,
903.0,905.0,119,,,,
1759.0,897.0,119,,,,
906.0,907.0,119,,,,
1759.0,903.0,119,,,,
1759.0,1751.0,119,,,,
906.0,1751.0,119,,,,
907.0,1751.0,119,,,,
1715.0,906.0,119,,,,
1715.0,907.0,119,,,,
1715.0,1751.0,119,,,,
1716.0,1759.0,119,,,,
1715.0,905.0,119,,,,
1715.0,904.0,119,,,,
1715.0,903.0,119,,,,
1715.0,897.0,119,,,,
1759.0,906.0,119,,,,
1759.0,905.0,119,,,,
1759.0,904.0,119,,,,
903.0,907.0,119,,,,
905.0,906.0,119,,,,
904.0,907.0,119,,,,
904.0,1751.0,119,,,,
903.0,1751.0,119,,,,
904.0,906.0,119,,,,
904.0,905.0,119,,,,
905.0,907.0,119,,,,
905.0,1751.0,119,,,,
897.0,904.0,119,,,,
897.0,903.0,119,,,,
1759.0,907.0,119,,,,
901.0,903.0,119,,,,
901.0,1716.0,119,,,,
901.0,1759.0,119,,,,
896.0,1759.0,119,,,,
896.0,1716.0,119,,,,
1715.0,1759.0,119,,,,
903.0,906.0,119,,,,
1716.0,907.0,119,,,,
896.0,901.0,119,,,,
896.0,1751.0,119,,,,
901.0,1715.0,119,,,,
901.0,902.0,119,,,,
896.0,902.0,119,,,,
902.0,903.0,119,,,,
902.0,904.0,119,,,,
902.0,905.0,119,,,,
902.0,906.0,119,,,,
902.0,907.0,119,,,,
902.0,1751.0,119,,,,
1715.0,1716.0,119,,,,
896.0,1715.0,119,,,,
901.0,897.0,119,,,,
902.0,1715.0,120,,,,
902.0,1716.0,120,,,,
902.0,1759.0,120,,,,
902.0,901.0,120,,,,
901.0,1751.0,120,,,,
896.0,1759.0,120,,,,
901.0,1715.0,120,,,,
1716.0,1759.0,120,,,,
896.0,1716.0,120,,,,
1751.0,1715.0,120,,,,
901.0,1759.0,120,,,,
1751.0,1759.0,120,,,,
1715.0,1716.0,120,,,,
1715.0,1759.0,120,,,,
1751.0,1716.0,120,,,,
896.0,901.0,120,,,,
901.0,1716.0,120,,,,
896.0,1715.0,120,,,,
896.0,902.0,120,,,,
896.0,1751.0,120,,,,
902.0,1751.0,120,,,,
896.0,1752.0,121,,,,
896.0,1751.0,121,,,,
1751.0,903.0,121,,,,
1751.0,897.0,121,,,,
1751.0,1752.0,121,,,,
896.0,1715.0,121,,,,
896.0,903.0,121,,,,
896.0,897.0,121,,,,
897.0,903.0,121,,,,
897.0,1715.0,121,,,,
903.0,1715.0,121,,,,
1752.0,1715.0,121,,,,
1751.0,1715.0,121,,,,
1752.0,897.0,121,,,,
1752.0,903.0,121,,,,
1751.0,907.0,122,,,,
906.0,903.0,122,,,,
896.0,905.0,122,,,,
896.0,897.0,122,,,,
907.0,904.0,122,,,,
905.0,904.0,122,,,,
897.0,906.0,122,,,,
906.0,907.0,122,,,,
903.0,1715.0,122,,,,
897.0,907.0,122,,,,
1751.0,906.0,122,,,,
906.0,1715.0,122,,,,
906.0,904.0,122,,,,
1751.0,905.0,122,,,,
896.0,1751.0,122,,,,
907.0,903.0,122,,,,
907.0,1715.0,122,,,,
905.0,907.0,122,,,,
903.0,904.0,122,,,,
905.0,1715.0,122,,,,
905.0,903.0,122,,,,
897.0,904.0,122,,,,
905.0,906.0,122,,,,
897.0,1715.0,122,,,,
1715.0,904.0,122,,,,
1751.0,903.0,122,,,,
897.0,903.0,122,,,,
1751.0,897.0,122,,,,
896.0,904.0,122,,,,
896.0,1715.0,122,,,,
896.0,903.0,122,,,,
896.0,907.0,122,,,,
896.0,906.0,122,,,,
897.0,905.0,122,,,,
1751.0,1715.0,122,,,,
1751.0,904.0,122,,,,
903.0,906.0,123,,,,
896.0,906.0,123,,,,
897.0,904.0,123,,,,
897.0,906.0,123,,,,
904.0,907.0,123,,,,
903.0,904.0,123,,,,
904.0,906.0,123,,,,
897.0,1751.0,123,,,,
897.0,907.0,123,,,,
903.0,1715.0,123,,,,
903.0,897.0,123,,,,
903.0,905.0,123,,,,
897.0,905.0,123,,,,
906.0,1751.0,123,,,,
906.0,907.0,123,,,,
905.0,1751.0,123,,,,
907.0,1751.0,123,,,,
905.0,907.0,123,,,,
1715.0,905.0,123,,,,
1715.0,904.0,123,,,,
1715.0,897.0,123,,,,
1715.0,906.0,123,,,,
905.0,906.0,123,,,,
1715.0,1751.0,123,,,,
1715.0,907.0,123,,,,
896.0,897.0,123,,,,
896.0,1715.0,123,,,,
896.0,903.0,123,,,,
904.0,905.0,123,,,,
903.0,907.0,123,,,,
903.0,1751.0,123,,,,
896.0,905.0,123,,,,
896.0,904.0,123,,,,
896.0,907.0,123,,,,
896.0,1751.0,123,,,,
904.0,1751.0,123,,,,
897.0,907.0,124,,,,
905.0,1715.0,124,,,,
904.0,906.0,124,,,,
904.0,905.0,124,,,,
903.0,1751.0,124,,,,
897.0,1751.0,124,,,,
897.0,906.0,124,,,,
897.0,1715.0,124,,,,
904.0,1715.0,124,,,,
907.0,1751.0,124,,,,
903.0,905.0,124,,,,
904.0,1751.0,124,,,,
903.0,904.0,124,,,,
901.0,1751.0,124,,,,
901.0,907.0,124,,,,
901.0,906.0,124,,,,
901.0,1715.0,124,,,,
901.0,904.0,124,,,,
901.0,905.0,124,,,,
897.0,901.0,124,,,,
904.0,907.0,124,,,,
901.0,903.0,124,,,,
897.0,905.0,124,,,,
897.0,903.0,124,,,,
905.0,907.0,124,,,,
905.0,906.0,124,,,,
1715.0,1751.0,124,,,,
905.0,1751.0,124,,,,
1715.0,906.0,124,,,,
1715.0,907.0,124,,,,
903.0,906.0,124,,,,
903.0,907.0,124,,,,
903.0,1715.0,124,,,,
906.0,1751.0,124,,,,
906.0,907.0,124,,,,
897.0,904.0,124,,,,
897.0,1715.0,125,,,,
897.0,903.0,125,,,,
897.0,1751.0,125,,,,
897.0,902.0,125,,,,
904.0,1715.0,125,,,,
897.0,904.0,125,,,,
903.0,904.0,125,,,,
1751.0,904.0,125,,,,
1751.0,1715.0,125,,,,
902.0,1751.0,125,,,,
902.0,903.0,125,,,,
902.0,904.0,125,,,,
902.0,1715.0,125,,,,
1751.0,903.0,125,,,,
903.0,1715.0,125,,,,
896.0,899.0,126,,,,
899.0,904.0,126,,,,
1751.0,899.0,126,,,,
896.0,904.0,126,,,,
1751.0,904.0,126,,,,
896.0,1751.0,126,,,,
897.0,1715.0,127,,,,
897.0,903.0,127,,,,
896.0,904.0,127,,,,
896.0,1751.0,127,,,,
896.0,903.0,127,,,,
903.0,904.0,127,,,,
1715.0,1751.0,127,,,,
904.0,1751.0,127,,,,
903.0,1751.0,127,,,,
897.0,904.0,127,,,,
897.0,1751.0,127,,,,
1715.0,903.0,127,,,,
1715.0,904.0,127,,,,
896.0,897.0,127,,,,
896.0,1715.0,127,,,,
897.0,906.0,131,Mrs. Bennet,Mary Bennet,Undirected,1.0
1710.0,1713.0,131,Mr. Hurst,Miss Bingley,Undirected,1.0
896.0,907.0,131,Mr. Bennet,Kitty Bennet,Undirected,1.0
904.0,1711.0,131,Jane Bennet,Mrs. Hurst,Undirected,1.0
906.0,1711.0,131,Mary Bennet,Mrs. Hurst,Undirected,1.0
903.0,1711.0,131,Elizabeth Bennet,Mrs. Hurst,Undirected,1.0
904.0,1710.0,131,Jane Bennet,Mr. Hurst,Undirected,1.0
896.0,897.0,131,Mr. Bennet,Mrs. Bennet,Undirected,1.0
896.0,906.0,131,Mr. Bennet,Mary Bennet,Undirected,1.0
904.0,905.0,131,Jane Bennet,Lydia Bennet,Undirected,1.0
899.0,1711.0,131,Mr. Bingley,Mrs. Hurst,Undirected,1.0
905.0,906.0,131,Lydia Bennet,Mary Bennet,Undirected,1.0
906.0,1710.0,131,Mary Bennet,Mr. Hurst,Undirected,1.0
899.0,1747.0,131,Mr. Bingley,Miss Darcy,Undirected,1.0
1711.0,1747.0,131,Mrs. Hurst,Miss Darcy,Undirected,1.0
903.0,1747.0,131,Elizabeth Bennet,Miss Darcy,Undirected,1.0
904.0,907.0,131,Jane Bennet,Kitty Bennet,Undirected,1.0
905.0,1711.0,131,Lydia Bennet,Mrs. Hurst,Undirected,1.0
899.0,903.0,131,Mr. Bingley,Elizabeth Bennet,Undirected,1.0
904.0,1747.0,131,Jane Bennet,Miss Darcy,Undirected,1.0
905.0,1712.0,131,Lydia Bennet,Mr. Darcy,Undirected,1.0
1712.0,1713.0,131,Mr. Darcy,Miss Bingley,Undirected,1.0
904.0,1713.0,131,Jane Bennet,Miss Bingley,Undirected,1.0
897.0,899.0,131,Mrs. Bennet,Mr. Bingley,Undirected,1.0
899.0,905.0,131,Mr. Bingley,Lydia Bennet,Undirected,1.0
896.0,1711.0,131,Mr. Bennet,Mrs. Hurst,Undirected,1.0
903.0,905.0,131,Elizabeth Bennet,Lydia Bennet,Undirected,1.0
897.0,1710.0,131,Mrs. Bennet,Mr. Hurst,Undirected,1.0
907.0,1711.0,131,Kitty Bennet,Mrs. Hurst,Undirected,1.0
899.0,907.0,131,Mr. Bingley,Kitty Bennet,Undirected,1.0
903.0,907.0,131,Elizabeth Bennet,Kitty Bennet,Undirected,1.0
897.0,1712.0,131,Mrs. Bennet,Mr. Darcy,Undirected,1.0
905.0,907.0,131,Lydia Bennet,Kitty Bennet,Undirected,1.0
896.0,904.0,131,Mr. Bennet,Jane Bennet,Undirected,1.0
906.0,907.0,131,Mary Bennet,Kitty Bennet,Undirected,1.0
896.0,1747.0,131,Mr. Bennet,Miss Darcy,Undirected,1.0
903.0,1710.0,131,Elizabeth Bennet,Mr. Hurst,Undirected,1.0
896.0,905.0,131,Mr. Bennet,Lydia Bennet,Undirected,1.0
1710.0,1711.0,131,Mr. Hurst,Mrs. Hurst,Undirected,1.0
904.0,906.0,131,Jane Bennet,Mary Bennet,Undirected,1.0
905.0,1710.0,131,Lydia Bennet,Mr. Hurst,Undirected,1.0
897.0,907.0,131,Mrs. Bennet,Kitty Bennet,Undirected,1.0
899.0,904.0,131,Mr. Bingley,Jane Bennet,Undirected,1.0
899.0,1713.0,131,Mr. Bingley,Miss Bingley,Undirected,1.0
1711.0,1713.0,131,Mrs. Hurst,Miss Bingley,Undirected,1.0
903.0,1713.0,131,Elizabeth Bennet,Miss Bingley,Undirected,1.0
906.0,1712.0,131,Mary Bennet,Mr. Darcy,Undirected,1.0
905.0,1747.0,131,Lydia Bennet,Miss Darcy,Undirected,1.0
897.0,904.0,131,Mrs. Bennet,Jane Bennet,Undirected,1.0
905.0,1713.0,131,Lydia Bennet,Miss Bingley,Undirected,1.0
896.0,899.0,131,Mr. Bennet,Mr. Bingley,Undirected,1.0
904.0,1712.0,131,Jane Bennet,Mr. Darcy,Undirected,1.0
903.0,904.0,131,Elizabeth Bennet,Jane Bennet,Undirected,1.0
896.0,1713.0,131,Mr. Bennet,Miss Bingley,Undirected,1.0
907.0,1713.0,131,Kitty Bennet,Miss Bingley,Undirected,1.0
903.0,906.0,131,Elizabeth Bennet,Mary Bennet,Undirected,1.0
907.0,1747.0,131,Kitty Bennet,Miss Darcy,Undirected,1.0
899.0,906.0,131,Mr. Bingley,Mary Bennet,Undirected,1.0
906.0,1713.0,131,Mary Bennet,Miss Bingley,Undirected,1.0
897.0,905.0,131,Mrs. Bennet,Lydia Bennet,Undirected,1.0
1710.0,1712.0,131,Mr. Hurst,Mr. Darcy,Undirected,1.0
1713.0,1747.0,131,Miss Bingley,Miss Darcy,Undirected,1.0
907.0,1710.0,131,Kitty Bennet,Mr. Hurst,Undirected,1.0
896.0,1712.0,131,Mr. Bennet,Mr. Darcy,Undirected,1.0
907.0,1712.0,131,Kitty Bennet,Mr. Darcy,Undirected,1.0
897.0,1711.0,131,Mrs. Bennet,Mrs. Hurst,Undirected,1.0
897.0,1747.0,131,Mrs. Bennet,Miss Darcy,Undirected,1.0
896.0,903.0,131,Mr. Bennet,Elizabeth Bennet,Undirected,1.0
897.0,1713.0,131,Mrs. Bennet,Miss Bingley,Undirected,1.0
899.0,1710.0,131,Mr. Bingley,Mr. Hurst,Undirected,1.0
897.0,903.0,131,Mrs. Bennet,Elizabeth Bennet,Undirected,1.0
1712.0,1747.0,131,Mr. Darcy,Miss Darcy,Undirected,1.0
906.0,1747.0,131,Mary Bennet,Miss Darcy,Undirected,1.0
899.0,1712.0,131,Mr. Bingley,Mr. Darcy,Undirected,1.0
1710.0,1747.0,131,Mr. Hurst,Miss Darcy,Undirected,1.0
1711.0,1712.0,131,Mrs. Hurst,Mr. Darcy,Undirected,1.0
903.0,1712.0,131,Elizabeth Bennet,Mr. Darcy,Undirected,1.0
896.0,1710.0,131,Mr. Bennet,Mr. Hurst,Undirected,1.0
904.0,1712.0,132,Jane Bennet,Mr. Darcy,Undirected,1.0
1712.0,1713.0,132,Mr. Darcy,Miss Bingley,Undirected,1.0
899.0,1713.0,132,Mr. Bingley,Miss Bingley,Undirected,1.0
899.0,1710.0,132,Mr. Bingley,Mr. Hurst,Undirected,1.0
897.0,1713.0,132,Mrs. Bennet,Miss Bingley,Undirected,1.0
897.0,1710.0,132,Mrs. Bennet,Mr. Hurst,Undirected,1.0
1710.0,1712.0,132,Mr. Hurst,Mr. Darcy,Undirected,1.0
897.0,899.0,132,Mrs. Bennet,Mr. Bingley,Undirected,1.0
904.0,1713.0,132,Jane Bennet,Miss Bingley,Undirected,1.0
897.0,903.0,132,Mrs. Bennet,Elizabeth Bennet,Undirected,1.0
904.0,1711.0,132,Jane Bennet,Mrs. Hurst,Undirected,1.0
903.0,1712.0,132,Elizabeth Bennet,Mr. Darcy,Undirected,1.0
1711.0,1712.0,132,Mrs. Hurst,Mr. Darcy,Undirected,1.0
899.0,1712.0,132,Mr. Bingley,Mr. Darcy,Undirected,1.0
897.0,1711.0,132,Mrs. Bennet,Mrs. Hurst,Undirected,1.0
1711.0,1713.0,132,Mrs. Hurst,Miss Bingley,Undirected,1.0
903.0,904.0,132,Elizabeth Bennet,Jane Bennet,Undirected,1.0
897.0,1712.0,132,Mrs. Bennet,Mr. Darcy,Undirected,1.0
903.0,1713.0,132,Elizabeth Bennet,Miss Bingley,Undirected,1.0
903.0,1710.0,132,Elizabeth Bennet,Mr. Hurst,Undirected,1.0
897.0,904.0,132,Mrs. Bennet,Jane Bennet,Undirected,1.0
904.0,1710.0,132,Jane Bennet,Mr. Hurst,Undirected,1.0
903.0,1711.0,132,Elizabeth Bennet,Mrs. Hurst,Undirected,1.0
899.0,1711.0,132,Mr. Bingley,Mrs. Hurst,Undirected,1.0
1710.0,1713.0,132,Mr. Hurst,Miss Bingley,Undirected,1.0
899.0,903.0,132,Mr. Bingley,Elizabeth Bennet,Undirected,1.0
899.0,904.0,132,Mr. Bingley,Jane Bennet,Undirected,1.0
1710.0,1711.0,132,Mr. Hurst,Mrs. Hurst,Undirected,1.0
903.0,1716.0,133,Elizabeth Bennet,Young Lucas,Undirected,1.0
904.0,1715.0,133,Jane Bennet,Charlotte Lucas,Undirected,1.0
19.0,22.0,133,Sir William Lucas,Lucas brothers,Undirected,1.0
899.0,1715.0,133,Mr. Bingley,Charlotte Lucas,Undirected,1.0
19.0,1751.0,133,Sir William Lucas,Mr. Collins,Undirected,1.0
903.0,1715.0,133,Elizabeth Bennet,Charlotte Lucas,Undirected,1.0
1715.0,1751.0,133,Charlotte Lucas,Mr. Collins,Undirected,1.0
19.0,1759.0,133,Sir William Lucas,Maria Lucas,Undirected,1.0
904.0,1716.0,133,Jane Bennet,Young Lucas,Undirected,1.0
902.0,1716.0,133,Lady Lucas,Young Lucas,Undirected,1.0
903.0,22.0,133,Elizabeth Bennet,Lucas brothers,Undirected,1.0
903.0,904.0,133,Elizabeth Bennet,Jane Bennet,Undirected,1.0
902.0,1751.0,133,Lady Lucas,Mr. Collins,Undirected,1.0
902.0,903.0,133,Lady Lucas,Elizabeth Bennet,Undirected,1.0
899.0,19.0,133,Mr. Bingley,Sir William Lucas,Undirected,1.0
902.0,1715.0,133,Lady Lucas,Charlotte Lucas,Undirected,1.0
903.0,19.0,133,Elizabeth Bennet,Sir William Lucas,Undirected,1.0
904.0,1751.0,133,Jane Bennet,Mr. Collins,Undirected,1.0
1716.0,1751.0,133,Young Lucas,Mr. Collins,Undirected,1.0
1715.0,1716.0,133,Charlotte Lucas,Young Lucas,Undirected,1.0
899.0,22.0,133,Mr. Bingley,Lucas brothers,Undirected,1.0
22.0,1759.0,133,Lucas brothers,Maria Lucas,Undirected,1.0
1716.0,22.0,133,Young Lucas,Lucas brothers,Undirected,1.0
1715.0,1759.0,133,Charlotte Lucas,Maria Lucas,Undirected,1.0
899.0,904.0,133,Mr. Bingley,Jane Bennet,Undirected,1.0
904.0,22.0,133,Jane Bennet,Lucas brothers,Undirected,1.0
899.0,902.0,133,Mr. Bingley,Lady Lucas,Undirected,1.0
19.0,1716.0,133,Sir William Lucas,Young Lucas,Undirected,1.0
902.0,904.0,133,Lady Lucas,Jane Bennet,Undirected,1.0
1751.0,1759.0,133,Mr. Collins,Maria Lucas,Undirected,1.0
1716.0,1759.0,133,Young Lucas,Maria Lucas,Undirected,1.0
904.0,1759.0,133,Jane Bennet,Maria Lucas,Undirected,1.0
903.0,1751.0,133,Elizabeth Bennet,Mr. Collins,Undirected,1.0
902.0,1759.0,133,Lady Lucas,Maria Lucas,Undirected,1.0
899.0,1751.0,133,Mr. Bingley,Mr. Collins,Undirected,1.0
1715.0,22.0,133,Charlotte Lucas,Lucas brothers,Undirected,1.0
899.0,903.0,133,Mr. Bingley,Elizabeth Bennet,Undirected,1.0
1715.0,19.0,133,Charlotte Lucas,Sir William Lucas,Undirected,1.0
902.0,22.0,133,Lady Lucas,Lucas brothers,Undirected,1.0
903.0,1759.0,133,Elizabeth Bennet,Maria Lucas,Undirected,1.0
904.0,19.0,133,Jane Bennet,Sir William Lucas,Undirected,1.0
899.0,1716.0,133,Mr. Bingley,Young Lucas,Undirected,1.0
899.0,1759.0,133,Mr. Bingley,Maria Lucas,Undirected,1.0
22.0,1751.0,133,Lucas brothers,Mr. Collins,Undirected,1.0
902.0,19.0,133,Lady Lucas,Sir William Lucas,Undirected,1.0
899.0,1747.0,134,Mr. Bingley,Miss Darcy,Undirected,1.0
1711.0,1747.0,134,Mrs. Hurst,Miss Darcy,Undirected,1.0
903.0,1711.0,134,Elizabeth Bennet,Mrs. Hurst,Undirected,1.0
904.0,1713.0,134,Jane Bennet,Miss Bingley,Undirected,1.0
899.0,1712.0,134,Mr. Bingley,Mr. Darcy,Undirected,1.0
904.0,1711.0,134,Jane Bennet,Mrs. Hurst,Undirected,1.0
903.0,1712.0,134,Elizabeth Bennet,Mr. Darcy,Undirected,1.0
1711.0,1712.0,134,Mrs. Hurst,Mr. Darcy,Undirected,1.0
903.0,904.0,134,Elizabeth Bennet,Jane Bennet,Undirected,1.0
1711.0,1713.0,134,Mrs. Hurst,Miss Bingley,Undirected,1.0
904.0,1712.0,134,Jane Bennet,Mr. Darcy,Undirected,1.0
903.0,1713.0,134,Elizabeth Bennet,Miss Bingley,Undirected,1.0
899.0,904.0,134,Mr. Bingley,Jane Bennet,Undirected,1.0
1712.0,1713.0,134,Mr. Darcy,Miss Bingley,Undirected,1.0
1713.0,1747.0,134,Miss Bingley,Miss Darcy,Undirected,1.0
903.0,1747.0,134,Elizabeth Bennet,Miss Darcy,Undirected,1.0
899.0,1713.0,134,Mr. Bingley,Miss Bingley,Undirected,1.0
899.0,1711.0,134,Mr. Bingley,Mrs. Hurst,Undirected,1.0
904.0,1747.0,134,Jane Bennet,Miss Darcy,Undirected,1.0
1712.0,1747.0,134,Mr. Darcy,Miss Darcy,Undirected,1.0
899.0,903.0,134,Mr. Bingley,Elizabeth Bennet,Undirected,1.0
897.0,899.0,135,Mrs. Bennet,Mr. Bingley,Undirected,1.0
897.0,905.0,135,Mrs. Bennet,Lydia Bennet,Undirected,1.0
896.0,903.0,135,Mr. Bennet,Elizabeth Bennet,Undirected,1.0
907.0,1713.0,135,Kitty Bennet,Miss Bingley,Undirected,1.0
1711.0,1712.0,135,Mrs. Hurst,Mr. Darcy,Undirected,1.0
907.0,1750.0,135,Kitty Bennet,Mr. Wickham,Undirected,1.0
903.0,1712.0,135,Elizabeth Bennet,Mr. Darcy,Undirected,1.0
906.0,1711.0,135,Mary Bennet,Mrs. Hurst,Undirected,1.0
904.0,1711.0,135,Jane Bennet,Mrs. Hurst,Undirected,1.0
905.0,907.0,135,Lydia Bennet,Kitty Bennet,Undirected,1.0
896.0,904.0,135,Mr. Bennet,Jane Bennet,Undirected,1.0
899.0,903.0,135,Mr. Bingley,Elizabeth Bennet,Undirected,1.0
1712.0,1750.0,135,Mr. Darcy,Mr. Wickham,Undirected,1.0
903.0,906.0,135,Elizabeth Bennet,Mary Bennet,Undirected,1.0
905.0,1712.0,135,Lydia Bennet,Mr. Darcy,Undirected,1.0
899.0,904.0,135,Mr. Bingley,Jane Bennet,Undirected,1.0
906.0,907.0,135,Mary Bennet,Kitty Bennet,Undirected,1.0
899.0,1713.0,135,Mr. Bingley,Miss Bingley,Undirected,1.0
1711.0,1713.0,135,Mrs. Hurst,Miss Bingley,Undirected,1.0
904.0,905.0,135,Jane Bennet,Lydia Bennet,Undirected,1.0
904.0,1750.0,135,Jane Bennet,Mr. Wickham,Undirected,1.0
896.0,1712.0,135,Mr. Bennet,Mr. Darcy,Undirected,1.0
907.0,1712.0,135,Kitty Bennet,Mr. Darcy,Undirected,1.0
897.0,1711.0,135,Mrs. Bennet,Mrs. Hurst,Undirected,1.0
906.0,1750.0,135,Mary Bennet,Mr. Wickham,Undirected,1.0
