
"id","Type of Relationship <br />(choose)","Character 1 <br />(choose)","Character 2 <br />(choose)","Is Reciprocal? <br />(choose)","Narrative Container <br />(choose)","Start Page","End Page"
"2497","Knows","Judge Antone Bazil Coutts","Judge Coutts' Mother","1","Demolition","275","275"
"2498","Knows of","Judge Antone Bazil Coutts","Henry David Thoreau","0","Demolition","275","275"
"2502","Knows","Judge Antone Bazil Coutts","Doctor Cordelia Lochren","1","Demolition","276","278"
"2503","Knows","Judge Antone Bazil Coutts","Candy","1","Demolition","276","277"
"2504","Knows","Judge Antone Bazil Coutts","""patron"" (pg. 276)","1","Demolition","276","276"
"2506","Knows","Judge Antone Bazil Coutts","Gottschalk","1","Demolition","277","277"
"2507","Knows","Judge Antone Bazil Coutts","Judge Coutts' Mother","1","Demolition","277","277"
"2508","Knows","Judge Antone Bazil Coutts","Judge Coutts' Father","1","Demolition","277","277"
"2510","Exchange","Judge Antone Bazil Coutts","Judge Coutts' Mother","1","Demolition","278","280"
"2513","Exchange","Judge Antone Bazil Coutts","Doctor Cordelia Lochren","1","Demolition","279","283"
"2514","Knows","Judge Antone Bazil Coutts","Ted Bursap","1","Demolition","279","283"
"2519","Knows","Judge Antone Bazil Coutts","Lucretius","0","Demolition","280","281"
"2520","Knows","Judge Antone Bazil Coutts","Marcus Aurelius","0","Demolition","280","281"
"2521","Knows","Judge Antone Bazil Coutts","Epictetus","0","Demolition","280","281"
"2522","Knows","Judge Antone Bazil Coutts","Plotinus","0","Demolition","280","281"
"2525","Knows","Judge Antone Bazil Coutts","Doctor Cordelia Lochren","1","Demolition","284","284"
"2526","Exchange","Judge Antone Bazil Coutts","Judge Coutts' Mother","1","Demolition","284","285"
"2527","Exchange","Judge Antone Bazil Coutts","Real Estate Agent","1","Demolition","284","286"
"2528","Knows","Judge Antone Bazil Coutts","Judge Coutts' Father","1","Demolition","284","284"
"2533","Knows of","Judge Antone Bazil Coutts","William Jennings Bryan","0","Demolition","285","285"
"2534","Knows","Judge Antone Bazil Coutts","Doctor Cordelia Lochren","1","Demolition","286","286"
"2535","Knows","Judge Antone Bazil Coutts","Ted Bursap","1","Demolition","286","286"
"2538","Exchange","Judge Antone Bazil Coutts","Cordelia's Receptionist","1","Demolition","287","287"
"2540","Exchange","Judge Antone Bazil Coutts","Doctor Cordelia Lochren","1","Demolition","287","290"
"2545","Knows","Judge Antone Bazil Coutts","Geraldine Milk","1","Demolition","289","289"
"2546","Exchange","Judge Antone Bazil Coutts","Judge Coutts' Mother","1","Demolition","289","289"
"2548","Knows","Judge Antone Bazil Coutts","Ted Bursap","1","Demolition","290","290"
"2549","Knows","Judge Antone Bazil Coutts","Judge Coutts' Mother","1","Demolition","290","290"
"2550","Exchange","Judge Antone Bazil Coutts","Geraldine Milk","1","Demolition","291","292"
"2912","Knows of","Judge Antone Bazil Coutts","The Lochren Family","0","The Way Things Are","92","92"
"150","Knows","Marn Wolde","Billy Peace","1","Satan: Hijacker of a Planet","137","137"
"151","Knows","Marn Wolde","Marn Wolde's Mother","1","Satan: Hijacker of a Planet","137","139"
"152","Knows","Marn Wolde","Marn Wolde's Father","1","Satan: Hijacker of a Planet","138","138"
"153","Exchange","Marn Wolde","Billy Peace","1","Satan: Hijacker of a Planet","138","138"
"155","Exchange","Marn Wolde","Marn Wolde's Father","1","Satan: Hijacker of a Planet","139","139"
"156","Exchange","Marn Wolde","Billy Peace","1","Satan: Hijacker of a Planet","139","139"
"158","Knows","Marn Wolde","Warren Wolde","1","Satan: Hijacker of a Planet","139","140"
"161","Knows of","Marn Wolde","Warren Wolde's Father","0","Satan: Hijacker of a Planet","139","139"
"165","Exchange","Marn Wolde","Billy Peace","1","Satan: Hijacker of a Planet","140","140"
"166","Exchange","Marn Wolde","Marn Wolde's Mother","1","Satan: Hijacker of a Planet","140","140"
"168","Knows","Marn Wolde","Marn Wolde's Grandfather","1","Satan: Hijacker of a Planet","140","140"
"169","Knows","Marn Wolde","Marn Wolde's Grandmother","1","Satan: Hijacker of a Planet","140","140"
"171","Knows of","Marn Wolde","Jesus","0","Satan: Hijacker of a Planet","140","140"
"174","Knows","Marn Wolde","Marn Wolde's Father","1","Satan: Hijacker of a Planet","140","140"
"175","Knows","Marn Wolde","Marn Wolde's Mother","1","Satan: Hijacker of a Planet","141","141"
"176","Exchange","Marn Wolde","Warren Wolde","1","Satan: Hijacker of a Planet","141","141"
"177","Exchange","Marn Wolde","""[S]inging people""","1","Satan: Hijacker of a Planet","141","141"
"286","Knows","Marn Wolde","Ed (""[M]ain preacher"")","1","Satan: Hijacker of a Planet","144","144"
"287","Knows","Marn Wolde","Ed's Mother","1","Satan: Hijacker of a Planet","144","146"
"290","Knows","Marn Wolde","Warren Wolde","1","Satan: Hijacker of a Planet","146","146"
"291","Knows","Marn Wolde","Marn Wolde's Mother","1","Satan: Hijacker of a Planet","146","146"
"292","Knows","Marn Wolde","Marn Wolde's Father","1","Satan: Hijacker of a Planet","146","146"
"295","Knows","Marn Wolde","Judah Peace","1","The Daniels","147","147"
"296","Knows","Marn Wolde","Lilith Peace","1","The Daniels","147","147"
"300","Knows","Marn Wolde","Marn Wolde's Mother","1","The Daniels","147","147"
"301","Knows","Marn Wolde","Marn Wolde's Father","1","The Daniels","147","147"
"303","Exchange","Marn Wolde","Judah Peace","1","The Daniels","148","148"
"304","Exchange","Marn Wolde","Lilith Peace","1","The Daniels","148","148"
"305","Knows of","Marn Wolde","Billy Peace's Father","0","The Daniels","148","148"
"306","Knows of","Marn Wolde","Billy Peace's Mother","0","The Daniels","148","148"
"310","Knows","Marn Wolde","Maggie Peace","1","The Daniels","148","148"
"312","Exchange","Marn Wolde","Marn Wolde's Father","1","The Daniels","148","150"
"313","Exchange","Marn Wolde","Marn Wolde's Mother","1","The Daniels","148","150"
"320","Knows","Marn Wolde","""[E]ight retired persons""","1","The Daniels","148","149"
"322","Knows","Marn Wolde","Marn Wolde's First Brother","1","The Daniels","149","149"
"323","Knows","Marn Wolde","Marn Wolde's Second Brother","1","The Daniels","149","149"
"328","Knows","Marn Wolde","Judah Peace","1","The Daniels","149","150"
"329","Knows","Marn Wolde","Lilith Peace","1","The Daniels","149","151"
"340","Knows","Marn Wolde","Warren Wolde","1","The Daniels","150","151"
"551","Knows","Marn Wolde","Marn Wolde's Mother","1","The Daniels","152","153"
"552","Exchange","Marn Wolde","Marn Wolde's First Brother","1","The Daniels","152","152"
"553","Exchange","Marn Wolde","Marn Wolde's Second Brother","1","The Daniels","152","152"
"554","Knows","Marn Wolde","Marn Wolde's Father","1","The Daniels","152","155"
"555","Knows","Marn Wolde","""[E]ight retired persons""","1","The Daniels","152","153"
"558","Knows","Marn Wolde","Warren Wolde","1","The Daniels","153","155"
"561","Knows of","Marn Wolde","""[L]awyer"" (Billy hires)","0","The Daniels","153","153"
"564","Knows","Marn Wolde","Marn Wolde's Mother","1","The Daniels","153","154"
"566","Knows","Marn Wolde","""[P]eople"" (in Marn's house)","1","The Daniels","154","154"
"569","Knows","Marn Wolde","Judah Peace","1","The Daniels","155","156"
"570","Knows","Marn Wolde","Lilith Peace","1","The Daniels","155","156"
"572","Knows","Marn Wolde","""[A] congressional member""","1","The Daniels","155","155"
"574","Exchange","Marn Wolde","Marn Wolde's Mother","1","The Daniels","155","155"
"576","Knows","Marn Wolde","Marn Wolde's Mother","1","The Daniels","156","156"
"577","Exchange","Marn Wolde","Marn Wolde's Mother","1","The Daniels","157","157"
"580","Knows","Marn Wolde","Marn Wolde's Father","1","The Kindred","158","158"
"581","Knows","Marn Wolde","Marn Wolde's Mother","1","The Kindred","158","158"
"583","Knows","Marn Wolde","Billy Peace","1","The Kindred","158","158"
"584","Knows","Marn Wolde","God","1","The Kindred","158","159"
"585","Knows","Marn Wolde","The Kindred","1","The Kindred","158","158"
"588","Knows","Marn Wolde","Satan","1","The Kindred","159","159"
"591","Knows","Marn Wolde","Marn Wolde","1","The Kindred","160","160"
"592","Exchange","Marn Wolde","Virginie","1","The Kindred","160","160"
"596","Exchange","Marn Wolde","Marn's Diamondback","1","The Kindred","160","160"
"597","Exchange","Marn Wolde","Marn's Copperhead","1","The Kindred","160","160"
"604","Knows of","Marn Wolde","Billy Peace's Father","1","The Kindred","160","160"
"605","Knows of","Marn Wolde","Billy Peace's Mother","1","The Kindred","160","161"
"606","Knows of","Marn Wolde","Maggie Peace","1","The Kindred","160","161"
"607","Knows","Marn Wolde","Judah Peace","1","The Kindred","161","164"
"608","Knows","Marn Wolde","Lilith Peace","1","The Kindred","161","164"
"612","Knows","Marn Wolde","Marn's Diamondback","1","The Kindred","162","164"
"613","Exchange","Marn Wolde","Marn's Copperhead","1","The Kindred","162","162"
"614","Knows","Marn Wolde","Billy Peace","1","The Kindred","163","166"
"615","Knows","Marn Wolde","Marn's Copperhead","1","The Kindred","163","164"
"617","Knows","Marn Wolde","Train Car Passengers","1","The Kindred","163","163"
"618","Exchange","Marn Wolde","Frenchie","1","The Kindred","164","165"
"620","Exchange","Marn Wolde","""[W]aitress"" (at the 4-B's)","1","The Kindred","165","165"
"622","Exchange","Marn Wolde","Marn Wolde","1","The Kindred","166","166"
"623","Knows","Marn Wolde","The Kindred","1","The Kindred","163","163"
"624","Knows","Marn Wolde","The Kindred","1","The Kindred","165","166"
"626","Knows","Marn Wolde","Judah Peace","1","The Kindred","166","168"
"627","Knows","Marn Wolde","Lilith Peace","1","The Kindred","166","168"
"631","Exchange","Marn Wolde","Billy Peace","1","The Kindred","167","167"
"632","Knows","Marn Wolde","Deborah","1","The Kindred","167","167"
"634","Knows","Marn Wolde","Billy Peace","1","The Kindred","168","168"
"637","Exchange","Marn Wolde","Bliss","1","The Kindred","170","171"
"638","Knows","Marn Wolde","Judah Peace","1","The Kindred","170","170"
"639","Knows","Marn Wolde","Lilith Peace","1","The Kindred","170","170"
"642","Exchange","Marn Wolde","Frenchie","1","The Kindred","171","171"
"643","Exchange","Marn Wolde","Deborah","1","The Kindred","171","171"
"644","Knows","Marn Wolde","Deborah's children","1","The Kindred","171","171"
"646","Knows","Marn Wolde","The Kindred","1","The Kindred","172","172"
"647","Exchange","Marn Wolde","Billy Peace","1","The Kindred","172","173"
"648","Knows","Marn Wolde","Judah Peace","1","The Kindred","172","174"
"649","Knows","Marn Wolde","Lilith Peace","1","The Kindred","172","173"
"653","Knows","Marn Wolde","Marn's Diamondback","1","The Kindred","173","173"
"654","Knows","Marn Wolde","Marn's Copperhead","1","The Kindred","173","173"
"658","Knows","Marn Wolde","Deborah","1","The Kindred","173","174"
"659","Knows","Marn Wolde","Deborah's children","1","The Kindred","173","174"
"661","Knows","Marn Wolde","The Kindred","1","The Kindred","174","174"
"662","Knows","Marn Wolde","Marn Wolde's Father","1","The Kindred","174","174"
"664","Knows","Marn Wolde","Anguish","1","The Kindred","174","175"
"667","Exchange","Marn Wolde","Judah Peace","1","The Kindred","175","175"
"668","Knows","Marn Wolde","Billy Peace","1","The Kindred","175","175"
"670","Knows","Marn Wolde","Lilith Peace","1","The Kindred","175","175"
"671","Exchange","Marn Wolde","Billy Peace","1","The Kindred","176","178"
"672","Knows","Marn Wolde","Bliss","1","The Kindred","176","177"
"673","Knows","Marn Wolde","Deborah","1","The Kindred","176","176"
"674","Exchange","Marn Wolde","Marn's Diamondback","1","The Kindred","177","177"
"675","Exchange","Marn Wolde","Marn's Copperhead","1","The Kindred","177","177"
"677","Knows","Marn Wolde","Anguish","1","The Kindred","177","177"
"678","Knows","Marn Wolde","Lilith Peace","1","The Kindred","177","179"
"680","Exchange","Marn Wolde","Warren Wolde","1","The Kindred","177","177"
"681","Knows","Marn Wolde","Judah Peace","1","The Kindred","179","179"
"682","Knows","Marn Wolde","Billy Peace","1","The Kindred","179","179"
"683","Knows","Marn Wolde","Bliss","1","The Kindred","179","179"
"1422","Knows","Marn Wolde","Lilith Peace","1","The 4-B's","183","184"
"1423","Knows","Marn Wolde","Judah Peace","1","The 4-B's","183","184"
"1429","Exchange","Marn Wolde","Evelina Harp","1","The 4-B's","184","187"
"1432","Exchange","Marn Wolde","Lilith Peace","1","The 4-B's","185","187"
"1433","Exchange","Marn Wolde","Judah Peace","1","The 4-B's","185","185"
"1443","Knows","Marn Wolde","Judah Peace","1","The 4-B's","186","186"
"1447","Exchange","Marn Wolde","Judah Peace","1","The 4-B's","187","187"
"1449","Knows","Marn Wolde","Billy Peace","1","The 4-B's","187","188"
"1456","Exchange","Marn Wolde","Bliss","1","The 4-B's","187","189"
"1461","Knows","Marn Wolde","The Kindred","1","The 4-B's","188","188"
"1466","Knows","Marn Wolde","Lilith Peace","1","The 4-B's","188","189"
"1467","Knows","Marn Wolde","Judah Peace","1","The 4-B's","188","189"
"1478","Exchange","Marn Wolde","Lilith Peace","1","The 4-B's","190","192"
"1479","Exchange","Marn Wolde","Judah Peace","1","The 4-B's","190","192"
"1480","Knows","Marn Wolde","People (who stick gum under the table)","0","The 4-B's","190","190"
"1494","Knows of","Marn Wolde","Joseph Harp","0","The 4-B's","191","191"
"1496","Knows of","Marn Wolde","Charles Berlitz","0","The 4-B's","191","191"
"1510","Knows","Marn Wolde","Judge Antone Bazil Coutts","1","The 4-B's","192","192"
"1511","Knows","Marn Wolde","Geraldine Milk","0","The 4-B's","192","192"
"1582","Knows","Marn Wolde","Warren Wolde","1","Warren","228","228"
"901","Exchange","Doctor Cordelia Lochren","Seraph Milk (Mooshum)","1","The Lochren Farm","61","62"
"902","Exchange","Doctor Cordelia Lochren","Asiginak","1","The Lochren Farm","61","62"
"903","Exchange","Doctor Cordelia Lochren","Holy Track","1","The Lochren Farm","61","62"
"904","Exchange","Doctor Cordelia Lochren","Cuthbert Peace","1","The Lochren Farm","61","62"
"905","Knows","Doctor Cordelia Lochren","The Lochren Murder","1","The Lochren Farm","61","63"
"917","Knows","Doctor Cordelia Lochren","The Lochren Family","1","The Lochren Farm","62","62"
"1028","Knows","Doctor Cordelia Lochren","The Lochren Family","1","Confessional","67","67"
"1029","Knows","Doctor Cordelia Lochren","The Lochren Murder","1","Confessional","67","67"
"1242","Knows","Doctor Cordelia Lochren","The Lochren Murder","0","The Baby","71","71"
"1307","Knows","Doctor Cordelia Lochren","The Lochren Family","1","The Clatter of Wings","78","78"
"1308","Knows","Doctor Cordelia Lochren","The Lochren Murder","1","The Clatter of Wings","78","78"
"1910","Knows of","Doctor Cordelia Lochren","Priest (in Pluto)","0","Disaster Stamps of Pluto","295","295"
"1911","Knows of","Doctor Cordelia Lochren","Earl","0","Disaster Stamps of Pluto","295","295"
"1912","Knows of","Doctor Cordelia Lochren","""[S]mall town stripper""","0","Disaster Stamps of Pluto","295","295"
"1914","Knows of","Doctor Cordelia Lochren","""[L]ocal boy"" (whose hand was amputated)","0","Disaster Stamps of Pluto","295","295"
"1915","Knows of","Doctor Cordelia Lochren","Town Council","0","Disaster Stamps of Pluto","295","295"
"1916","Knows of","Doctor Cordelia Lochren","Hobby Club Members","0","Disaster Stamps of Pluto","295","295"
"1917","Knows of","Doctor Cordelia Lochren","Church Society","0","Disaster Stamps of Pluto","295","295"
"1918","Knows of","Doctor Cordelia Lochren","Card-Playing Groups","0","Disaster Stamps of Pluto","295","295"
"1919","Knows of","Doctor Cordelia Lochren","Young Mothers","0","Disaster Stamps of Pluto","296","296"
"1920","Knows of","Doctor Cordelia Lochren","Husbands (of Young Mothers)","0","Disaster Stamps of Pluto","296","296"
"1923","Knows","Doctor Cordelia Lochren","Neve Harp","1","Disaster Stamps of Pluto","296","296"
"1925","Knows of","Doctor Cordelia Lochren","Frank Harp","0","Disaster Stamps of Pluto","296","297"
"1927","Knows of","Doctor Cordelia Lochren","""Dakota...Town Site Company"" Members","0","Disaster Stamps of Pluto","296","297"
"1928","Knows of","Doctor Cordelia Lochren","Farmers (who shipped their harvests by train)","0","Disaster Stamps of Pluto","296","297"
"1930","Knows of","Doctor Cordelia Lochren","Zeus","0","Disaster Stamps of Pluto","297","297"
"1931","Knows of","Doctor Cordelia Lochren","Neptune","0","Disaster Stamps of Pluto","297","297"
"1932","Knows of","Doctor Cordelia Lochren","Apollo","0","Disaster Stamps of Pluto","297","297"
"1933","Knows of","Doctor Cordelia Lochren","Athena","0","Disaster Stamps of Pluto","297","297"
"1935","Knows of","Doctor Cordelia Lochren","Pluto","0","Disaster Stamps of Pluto","297","297"
"1941","Knows of","Doctor Cordelia Lochren","Venus","0","Disaster Stamps of Pluto","297","297"
"1944","Knows","Doctor Cordelia Lochren","The Lochren Family","1","Disaster Stamps of Pluto","297","298"
"1945","Knows","Doctor Cordelia Lochren","The Lochren Murder","1","Disaster Stamps of Pluto","297","298"
"1947","Knows of","Doctor Cordelia Lochren","The Lynching","1","Disaster Stamps of Pluto","297","297"
"1949","Knows of","Doctor Cordelia Lochren","Townsmen (involved in the lynching)","0","Disaster Stamps of Pluto","297","297"
"1950","Knows","Doctor Cordelia Lochren","Seraph Milk (Mooshum)","1","Disaster Stamps of Pluto","297","297"
"1951","Knows","Doctor Cordelia Lochren","Deborah","1","Disaster Stamps of Pluto","297","297"
"1952","Knows","Doctor Cordelia Lochren","Cuthbert Peace","1","Disaster Stamps of Pluto","297","297"
"1953","Knows","Doctor Cordelia Lochren","Holy Track","1","Disaster Stamps of Pluto","297","297"
"1954","Knows of","Doctor Cordelia Lochren","Tobek Hess","0","Disaster Stamps of Pluto","297","298"
"1956","Knows","Doctor Cordelia Lochren","Cordelia's Older Sister","1","Disaster Stamps of Pluto","297","297"
"1957","Knows of","Doctor Cordelia Lochren","Octave Harp","0","Disaster Stamps of Pluto","297","304"
"1959","Knows of","Doctor Cordelia Lochren","Murdo Harp","0","Disaster Stamps of Pluto","297","299"
"1966","Knows of","Doctor Cordelia Lochren","Electa and Tobek's Parents","0","Disaster Stamps of Pluto","298","298"
"1967","Knows","Doctor Cordelia Lochren","Electa Hoag","1","Disaster Stamps of Pluto","298","298"
"1968","Knows","Doctor Cordelia Lochren","Oric Hoag","1","Disaster Stamps of Pluto","298","298"
"1969","Knows","Doctor Cordelia Lochren","Cordelia's Nurse","1","Disaster Stamps of Pluto","298","298"
"1970","Knows","Doctor Cordelia Lochren","Cordelia's Patients","1","Disaster Stamps of Pluto","298","298"
"1971","Knows","Doctor Cordelia Lochren","Judge Antone Bazil Coutts","1","Disaster Stamps of Pluto","298","298"
"1973","Knows","Doctor Cordelia Lochren","Swimming Coach","1","Disaster Stamps of Pluto","299","299"
"1975","Knows of","Doctor Cordelia Lochren","Student (who married the swim coach)","0","Disaster Stamps of Pluto","299","299"
"1977","Exchange","Doctor Cordelia Lochren","Neve Harp","1","Disaster Stamps of Pluto","299","306"
"1982","Knows of","Doctor Cordelia Lochren","John Wildstrand","0","Disaster Stamps of Pluto","299","299"
"1983","Knows of","Doctor Cordelia Lochren","Neve Harp's Second Husband","0","Disaster Stamps of Pluto","299","299"
"1984","Knows of","Doctor Cordelia Lochren","Neve Harp's Potential Third Husband","0","Disaster Stamps of Pluto","299","299"
"1985","Knows of","Doctor Cordelia Lochren","Billy Peace","0","Disaster Stamps of Pluto","299","299"
"1989","Knows of","Doctor Cordelia Lochren","Edward Harp","0","Disaster Stamps of Pluto","300","301"
"1991","Knows of","Doctor Cordelia Lochren","Bank Robbers","0","Disaster Stamps of Pluto","300","300"
"1992","Knows of","Doctor Cordelia Lochren","God","0","Disaster Stamps of Pluto","301","301"
"1994","Exchange","Doctor Cordelia Lochren","Priest (in Pluto)","1","Disaster Stamps of Pluto","301","301"
"1997","Knows of","Doctor Cordelia Lochren","Frank Baptist","0","Disaster Stamps of Pluto","301","301"
"1998","Exchange","Doctor Cordelia Lochren","Earl","1","Disaster Stamps of Pluto","302","302"
"2001","Knows of","Doctor Cordelia Lochren","Murdo Harp","0","Disaster Stamps of Pluto","302","304"
"2004","Knows of","Doctor Cordelia Lochren","Stamp Dealers","0","Disaster Stamps of Pluto","302","303"
"2006","Knows of","Doctor Cordelia Lochren","Soldiers","0","Disaster Stamps of Pluto","302","302"
"2007","Knows of","Doctor Cordelia Lochren","John F. Kennedy","0","Disaster Stamps of Pluto","302","302"
"2009","Knows of","Doctor Cordelia Lochren","Jackie Kennedy","0","Disaster Stamps of Pluto","302","302"
"2011","Knows of","Doctor Cordelia Lochren","Edward Harp","0","Disaster Stamps of Pluto","303","303"
"2016","Knows of","Doctor Cordelia Lochren","Wealthy Brazilian Woman","0","Disaster Stamps of Pluto","303","304"
"2019","Knows of","Doctor Cordelia Lochren","New Hampshire Mail Carrier","0","Disaster Stamps of Pluto","303","303"
"2021","Knows of","Doctor Cordelia Lochren","Herodotus","0","Disaster Stamps of Pluto","303","303"
"2025","Knows of","Doctor Cordelia Lochren","Pliny the Younger","0","Disaster Stamps of Pluto","303","304"
"2026","Knows of","Doctor Cordelia Lochren","Pliny the Elder","0","Disaster Stamps of Pluto","303","304"
"2031","Knows of","Doctor Cordelia Lochren","Customs Officials","0","Disaster Stamps of Pluto","304","304"
"2033","Knows of","Doctor Cordelia Lochren","Frank Baptist","0","Disaster Stamps of Pluto","304","304"
"2038","Knows of","Doctor Cordelia Lochren","Brazilian Woman's Son","0","Disaster Stamps of Pluto","304","304"
"2045","Knows of","Doctor Cordelia Lochren","Neve's Step Children","0","Disaster Stamps of Pluto","305","305"
"2046","Knows of","Doctor Cordelia Lochren","Neve Harp's Second Husband","0","Disaster Stamps of Pluto","305","305"
"2047","Knows of","Doctor Cordelia Lochren","Neve's Step Grandchildren","0","Disaster Stamps of Pluto","305","305"
"2049","Knows of","Doctor Cordelia Lochren","Billy Peace","0","Disaster Stamps of Pluto","305","305"
"2051","Knows of","Doctor Cordelia Lochren","The Kindred","0","Disaster Stamps of Pluto","305","305"
"2053","Knows of","Doctor Cordelia Lochren","Edward Harp","0","Disaster Stamps of Pluto","306","306"
"2055","Knows of","Doctor Cordelia Lochren","Octave Harp","0","Disaster Stamps of Pluto","306","306"
"2057","Knows of","Doctor Cordelia Lochren","Benjamin Franklin","0","Disaster Stamps of Pluto","306","306"
"2059","Knows of","Doctor Cordelia Lochren","Dealer in London","0","Disaster Stamps of Pluto","306","306"
"2061","Knows","Doctor Cordelia Lochren","The Lochren Family","1","Disaster Stamps of Pluto","307","308"
"2062","Knows","Doctor Cordelia Lochren","The Lochren Murder","1","Disaster Stamps of Pluto","307","308"
"2063","Knows","Doctor Cordelia Lochren","Undertaker (for the Lochren Family)","1","Disaster Stamps of Pluto","307","307"
"2066","Knows","Doctor Cordelia Lochren","Oric Hoag","1","Disaster Stamps of Pluto","307","307"
"2067","Exchange","Doctor Cordelia Lochren","Electa Hoag","1","Disaster Stamps of Pluto","307","307"
"2069","Exchange","Doctor Cordelia Lochren","Cuthbert Peace","1","Disaster Stamps of Pluto","307","307"
"2070","Knows of","Doctor Cordelia Lochren","The Lynching","0","Disaster Stamps of Pluto","307","308"
"2072","Knows of","Doctor Cordelia Lochren","Seraph Milk (Mooshum)","0","Disaster Stamps of Pluto","307","308"
"2073","Knows of","Doctor Cordelia Lochren","Holy Track","0","Disaster Stamps of Pluto","307","308"
"2074","Knows of","Doctor Cordelia Lochren","Asiginak","0","Disaster Stamps of Pluto","307","308"
"2079","Knows of","Doctor Cordelia Lochren","Tobek Hess","0","Disaster Stamps of Pluto","307","308"
"2088","Knows of","Doctor Cordelia Lochren","Cuthbert Peace","0","Disaster Stamps of Pluto","308","308"
"2091","Exchange","Doctor Cordelia Lochren","Warren Wolde","1","Disaster Stamps of Pluto","309","311"
"2092","Exchange","Doctor Cordelia Lochren","Marn Wolde","1","Disaster Stamps of Pluto","309","309"
"2093","Exchange","Doctor Cordelia Lochren","Marn Wolde's Father","1","Disaster Stamps of Pluto","309","309"
"2094","Exchange","Doctor Cordelia Lochren","Marn Wolde's Mother","1","Disaster Stamps of Pluto","309","309"
"2095","Exchange","Doctor Cordelia Lochren","Warren Wolde's Lawyer","1","Disaster Stamps of Pluto","310","310"
"2096","Exchange","Doctor Cordelia Lochren","Nurse (who found Warren dead)","1","Disaster Stamps of Pluto","310","310"
"2099","Knows of","Doctor Cordelia Lochren","Corwin Peace","0","Disaster Stamps of Pluto","310","310"
"2100","Knows","Doctor Cordelia Lochren","Neve Harp","1","Disaster Stamps of Pluto","310","311"
"2101","Knows","Doctor Cordelia Lochren","The Lochren Family","1","Disaster Stamps of Pluto","311","311"
"2512","Knows","Doctor Cordelia Lochren","Cordelia's Receptionist","1","Demolition","279","279"
"2515","Knows","Doctor Cordelia Lochren","Ted Bursap","1","Demolition","279","283"
"2523","Knows","Doctor Cordelia Lochren","Cordelia's Receptionist","1","Demolition","281","281"
"2524","Knows","Doctor Cordelia Lochren","Cordelia's Patients","1","Demolition","281","281"
"2539","Knows","Doctor Cordelia Lochren","Cordelia's Receptionist","1","Demolition","287","287"
"2541","Knows","Doctor Cordelia Lochren","Ted Bursap","1","Demolition","287","287"
"2542","Exchange","Doctor Cordelia Lochren","Ted Bursap","1","Demolition","288","288"
"2544","Knows","Doctor Cordelia Lochren","Ted Bursap","1","Demolition","289","289"
"2119","Knows","Henri Peace","Lafayette Peace","1","The Way Things Are","91","91"
"2120","Knows","Henri Peace","Joseph J. Coutts","1","The Way Things Are","91","91"
"2157","Knows","Henri Peace","Lafayette Peace","1","Town Fever","97","98"
"2212","Knows","Henri Peace","Lafayette Peace","1","The Great Drive","100","100"
"2213","Knows","Henri Peace","Emil Buckendorf","1","The Great Drive","100","100"
"2214","Knows","Henri Peace","Emil Buckendorf's First Brother","1","The Great Drive","100","100"
"2215","Knows","Henri Peace","Emil Buckendorf's Second Brother","1","The Great Drive","100","100"
"2216","Knows","Henri Peace","Emil Buckendorf's Third Brother","1","The Great Drive","100","100"
"2227","Exchange","Henri Peace","Joseph J. Coutts","1","The Great Drive","101","101"
"2228","Exchange","Henri Peace","Reginald Bull","1","The Great Drive","101","101"
"2229","Knows","Henri Peace","English Bill","1","The Great Drive","101","101"
"2230","Exchange","Henri Peace","Lafayette Peace","1","The Great Drive","101","101"
"2231","Exchange","Henri Peace","Emil Buckendorf","1","The Great Drive","101","101"
"2232","Exchange","Henri Peace","Emil Buckendorf's First Brother","1","The Great Drive","101","101"
"2233","Exchange","Henri Peace","Emil Buckendorf's Second Brother","1","The Great Drive","101","101"
"2234","Exchange","Henri Peace","Emil Buckendorf's Third Brother","1","The Great Drive","101","101"
"2250","Knows","Henri Peace","Lafayette Peace","1","The Wolf","114","114"
"2251","Knows","Henri Peace","Emil Buckendorf","1","The Wolf","114","114"
"2406","Knows","Henri Peace","Lafayette Peace","1","The Fire","209","209"
"2410","Knows","Henri Peace","Joseph J. Coutts","1","The Fire","209","209"
"2458","Knows","Henri Peace","Lafayette Peace","1","Letter","214","214"
"2459","Knows of","Henri Peace","LaFountaine","0","Letter","214","214"
"2460","Knows","Henri Peace","Father Jasperine","1","Letter","214","214"
"2463","Knows","Henri Peace","Henri Peace's Father","1","Letter","214","214"
"2465","Knows","Henri Peace","Henri Peace's Wife","1","Letter","215","215"
"2466","Knows","Henri Peace","Lafayette Peace's Wife","1","Letter","215","215"
"2468","Exchange","Henri Peace","Lafayette Peace","1","Letter","215","215"
"2469","Knows","Henri Peace","Henri and Lafayette Peace's Uncles","1","Letter","215","216"
"2471","Exchange","Henri Peace","Lafayette Peace","0","Letter","216","216"
"2573","Exchange","Henri Peace","Lafayette Peace","1","The Great Drive","102","104"
"2574","Exchange","Henri Peace","Emil Buckendorf","1","The Great Drive","102","103"
"2575","Exchange","Henri Peace","Emil Buckendorf's First Brother","1","The Great Drive","102","103"
"2576","Exchange","Henri Peace","Emil Buckendorf's Second Brother","1","The Great Drive","102","103"
"2577","Exchange","Henri Peace","Emil Buckendorf's Third Brother","1","The Great Drive","102","103"
"2592","Knows","Henri Peace","Ginimoshe","1","The Great Drive","103","104"
