source,target,type,weight,startPage,category
903,1751,directed,1,95,Exchange
1751,903,directed,1,96,Exchange
1751,1712,directed,1,96,Exchange
1712,1751,directed,1,96,Exchange
903,1751,directed,1,96,Exchange
902,897,directed,1,97,Exchange
903,897,directed,1,97,Exchange
897,902,directed,1,97,Exchange
897,903,directed,1,97,Exchange
903,896,directed,1,98,Exchange
904,899,directed,1,98,Exchange
896,903,directed,1,98,Exchange
899,904,directed,1,98,Exchange
896,906,directed,1,98,Exchange
1713,1711,directed,1,98,Exchange
1711,1713,directed,1,98,Exchange
897,902,directed,1,99,Exchange
1751,1712,directed,1,99,Exchange
904,899,directed,1,100,Exchange
1751,899,directed,1,100,Exchange
1751,903,directed,1,100,Exchange
899,904,directed,1,100,Exchange
905,905,directed,1,100,Exchange
897,1711,directed,1,100,Exchange
1751,1711,directed,1,100,Exchange
897,1713,directed,1,100,Exchange
1751,1713,directed,1,100,Exchange
1751,1715,directed,1,100,Exchange
1715,1751,directed,1,100,Exchange
899,897,directed,1,101,Exchange
897,899,directed,1,101,Exchange
1751,897,directed,1,102,Exchange
1751,903,directed,1,102,Exchange
1751,907,directed,1,102,Exchange
897,907,directed,1,102,Exchange
897,1751,directed,1,102,Exchange
907,1751,directed,1,102,Exchange
903,1751,directed,1,102,Exchange
1751,903,directed,1,103,Exchange
903,1751,directed,1,103,Exchange
1752,1751,directed,1,103,Exchange
1751,1752,directed,1,103,Exchange
1751,903,directed,1,104,Exchange
903,1751,directed,1,104,Exchange
1752,1751,directed,1,104,Exchange
1751,1752,directed,1,104,Exchange
1751,903,directed,1,105,Exchange
903,1751,directed,1,105,Exchange
1751,903,directed,1,106,Exchange
903,1751,directed,1,106,Exchange
1751,897,directed,1,108,Exchange
897,1751,directed,1,108,Exchange
897,896,directed,1,109,Exchange
903,896,directed,1,109,Exchange
896,897,directed,1,109,Exchange
1751,897,directed,1,109,Exchange
896,903,directed,1,109,Exchange
897,1751,directed,1,109,Exchange
903,896,directed,1,110,Exchange
897,896,directed,1,110,Exchange
903,897,directed,1,110,Exchange
896,897,directed,1,110,Exchange
904,897,directed,1,110,Exchange
897,903,directed,1,110,Exchange
896,903,directed,1,110,Exchange
897,904,directed,1,110,Exchange
905,1715,directed,1,110,Exchange
897,1715,directed,1,110,Exchange
907,1715,directed,1,110,Exchange
905,897,directed,1,111,Exchange
897,903,directed,1,111,Exchange
897,904,directed,1,111,Exchange
897,905,directed,1,111,Exchange
1751,1715,directed,1,111,Exchange
897,1715,directed,1,111,Exchange
1715,1751,directed,1,111,Exchange
1751,897,directed,1,112,Exchange
897,1751,directed,1,112,Exchange
903,897,directed,1,113,Exchange
1750,903,directed,1,113,Exchange
897,903,directed,1,113,Exchange
1750,904,directed,1,113,Exchange
1750,905,directed,1,113,Exchange
1750,906,directed,1,113,Exchange
1750,907,directed,1,113,Exchange
1751,1715,directed,1,113,Exchange
903,1750,directed,1,113,Exchange
904,1750,directed,1,113,Exchange
906,1750,directed,1,113,Exchange
905,1750,directed,1,113,Exchange
907,1750,directed,1,113,Exchange
1715,1751,directed,1,113,Exchange
904,903,directed,1,114,Exchange
1750,903,directed,1,114,Exchange
903,904,directed,1,114,Exchange
1713,904,directed,1,114,Exchange
903,1750,directed,1,114,Exchange
904,903,directed,1,115,Exchange
903,904,directed,1,115,Exchange
1713,904,directed,1,115,Exchange
904,1713,directed,1,115,Exchange
904,903,directed,1,116,Exchange
1713,904,directed,1,116,Exchange
903,904,directed,1,116,Exchange
904,1713,directed,1,116,Exchange
904,903,directed,1,117,Exchange
903,904,directed,1,117,Exchange
1715,903,directed,1,119,Exchange
1751,1715,directed,1,119,Exchange
903,1715,directed,1,119,Exchange
1715,1751,directed,1,119,Exchange
1751,901,directed,1,120,Exchange
1751,902,directed,1,120,Exchange
1751,1715,directed,1,120,Exchange
1715,1751,directed,1,120,Exchange
902,1751,directed,1,120,Exchange
901,1751,directed,1,120,Exchange
1751,896,directed,1,121,Exchange
1751,897,directed,1,121,Exchange
897,1751,directed,1,121,Exchange
896,1751,directed,1,121,Exchange
1751,896,directed,1,122,Exchange
1715,903,directed,1,122,Exchange
903,1715,directed,1,122,Exchange
896,1751,directed,1,122,Exchange
1715,903,directed,1,123,Exchange
903,1715,directed,1,123,Exchange
901,897,directed,1,124,Exchange
897,901,directed,1,124,Exchange
903,901,directed,1,124,Exchange
904,901,directed,1,124,Exchange
905,901,directed,1,124,Exchange
901,903,directed,1,124,Exchange
901,904,directed,1,124,Exchange
901,905,directed,1,124,Exchange
904,903,directed,1,125,Exchange
903,904,directed,1,125,Exchange
1751,896,directed,1,126,Exchange
897,896,directed,1,127,Exchange
896,897,directed,1,127,Exchange
904,903,directed,1,127,Exchange
903,904,directed,1,127,Exchange
1751,1715,directed,1,127,Exchange
1715,1751,directed,1,127,Exchange
904,903,directed,1,131,Exchange
1713,904,directed,1,131,Exchange
903,904,directed,1,131,Exchange
904,903,directed,1,132,Exchange
904,903,directed,1,133,Exchange
903,904,directed,1,133,Exchange
904,903,directed,1,134,Exchange
903,904,directed,1,134,Exchange
903,896,directed,1,135,Exchange
896,903,directed,1,135,Exchange
1751,896,directed,1,137,Exchange
896,1751,directed,1,137,Exchange
1757,897,directed,1,138,Exchange
1757,903,directed,1,138,Exchange
897,1757,directed,1,138,Exchange
903,1757,directed,1,138,Exchange
1757,904,directed,1,140,Exchange
904,1757,directed,1,140,Exchange
1757,903,directed,1,142,Exchange
903,1757,directed,1,142,Exchange
1751,903,directed,1,143,Exchange
1715,903,directed,1,143,Exchange
903,1715,directed,1,143,Exchange
903,1751,directed,1,143,Exchange
904,903,directed,1,144,Exchange
903,904,directed,1,144,Exchange
904,899,directed,1,145,Exchange
904,1711,directed,1,145,Exchange
904,1713,directed,1,145,Exchange
1713,904,directed,1,146,Exchange
1757,903,directed,1,147,Exchange
903,1757,directed,1,147,Exchange
903,896,directed,1,149,Exchange
903,901,directed,1,149,Exchange
901,903,directed,1,149,Exchange
1759,903,directed,1,149,Exchange
896,903,directed,1,149,Exchange
1750,903,directed,1,149,Exchange
903,1750,directed,1,149,Exchange
903,1759,directed,1,149,Exchange
1759,901,directed,1,150,Exchange
901,903,directed,1,150,Exchange
1759,903,directed,1,150,Exchange
904,903,directed,1,150,Exchange
1757,903,directed,1,150,Exchange
903,904,directed,1,150,Exchange
903,1757,directed,1,150,Exchange
901,1759,directed,1,150,Exchange
1715,903,directed,1,153,Exchange
1751,903,directed,1,153,Exchange
903,1715,directed,1,153,Exchange
903,1751,directed,1,153,Exchange
1751,901,directed,1,154,Exchange
1751,903,directed,1,154,Exchange
1715,903,directed,1,154,Exchange
903,1715,directed,1,154,Exchange
903,1751,directed,1,154,Exchange
901,1751,directed,1,154,Exchange
1715,903,directed,1,155,Exchange
1751,903,directed,1,155,Exchange
