leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Alma Singer",green,124,"Charlotte Singer (50.9); Bird (42.6); David Singer (41.4); Misha Shklovsky (35.2); God (25.6)",1138,595.0000,100.00,0,
"Leo",red,122,"Alma Mereminski/Moritz (60.9); Isaac Moritz (59.7); Bruno (34.4); Leo's father (20.8); Bernard Moritz (19.2)",1132,585.0000,98.48,3,
"The History of Love",yellow,62,"Zvi Litvinoff (46.7); Rosa (26.7); Isaac Babel (15.3); The Germans (Nazis) (14.8); Zvi's Father (14.1)",1691,358.0000,64.09,1,
"Feingold",cyan,8,"De Biedma (13.0); Bibi (Bruno's Dog) (12.7); Shlomo Wasserman (11.7); Ignacio da Silva (11.7); Duddelsach (11.7)",1303,21.0000,13.03,4,
"Houdini",orange,7,"Woman (who was locked out) (11.4); Monet (10.8); Matisse (10.8); Modigliani (10.8); Person (who the woman's copied key is for) (10.8)",1329,14.0000,11.97,5,
"Isaac Moritz's Ex-Wife",,5,"Isaac Moritz's Gardener (12.3); Isaac Moritz's Friend (11.1); Isaac Moritz's Neighbor (11.1); Isaac Moritz's Neighbor's Child (11.1)",1278,16.0000,12.27,2,
"Man (sitting next to Alma at the Zoo)",,5,"Mother (at the Zoo) (10.8); Woman (at the Zoo) (10.8); Second woman (at the Zoo) (10.8); Zoo Baby (10.8)",1425,7.0000,10.91,8,
"First SS Officer",,4,"SS Officer's Wife (10.8); Man (who cheats with the SS Officer's wife) (10.8); Second SS Officer (10.5)",1426,7.0000,10.91,7,
"Jacob Marcus",,2,"Jacob Marcus' Mother (11.7)",1207,12.0000,11.67,6,
