leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Bobby Mahon",red,76,"Frank Mahon (62.6); Triona Cahill/Mahon (43.5); Denis (22.3); Bobby's Mother (20.5); Robert Mahon (18.9)",1,579.0000,100.00,0,
"Réaltín",salmon,56,"Dylan (Réaltín's son) (57.4); Seanie Shaper (Sean Shanahan) (54.8); Tom (Réaltín's father) (31.8); Trevor (25.4); George McSweeney (24.4)",5,309.0000,57.89,5,
"Timmy Hanrahan",cyan,48,"Vasya Afanasiev (21.1); Timmy's Nana (20.0); Ciss Brien (16.6); Mickey Briars (15.9); Polish men (15.5)",6,157.0000,34.18,4,
"Pokey Burke",chartreuse,39,"Josie Burke (44.0); Eileen Burke (31.1); ""the boys"" (who worked for Pokey) (28.9); Eamonn Burke (24.0); Mags Burke (20.6)",22,343.0000,63.19,3,
"Lloyd",magenta,35,"Lily (21.1); Hughie (20.8); John-John (17.6); Hughie's wife (16.9); Millicent (16.9)",14,104.0000,25.91,2,
"Jesus",orange,32,"Brian (18.0); Paddy (Brian's father) (17.6); Brian's mother (15.5); Kenny Farrell (14.8); Pawsy Rogers (14.1)",90,218.0000,43.69,7,
"God",blue,31,"Jim Gildea (32.8); Bridie Connors (20.5); Peter Connors (17.5); Michael Connors (15.9); ""mad old biddy"" (14.1)",67,305.0000,57.26,8,
"Rory Slattery",yellow,19,"John Cotter (15.0); Rory's Father (15.0); Rory's Mother (13.7); Holly (13.1); Irish people (13.1)",15,124.0000,29.03,6,
"Seanie's friends",green,18,"""wans from the convent"" (11.2); First Year girl (11.2); Fishfingers (11.2); Johnny Incest (11.2); Johnny Incest's parents (11.2)",136,35.0000,15.15,1,
