leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Opal Viola Victoria Bear Shield",red,76,"Jacquie Red Feather (77.8); Orvil Red Feather (69.8); Lony Red Feather (57.7); Loother Red Feather (57.7); Harvey (51.7)",85,340.0000,83.38,3,
"Blue",blue,66,"Edwin Black (56.2); Thomas Frank (33.3); Powwow Committee (25.1); Bill Davis (23.8); Karen (23.2)",88,249.0000,63.74,7,
"Big Oakland Powwow",purple,59,"Octavio Gomez (77.6); Calvin Johnson (58.8); Carlos (50.1); Charles (49.9); Tony Loneman (41.1)",84,417.0000,100.00,4,
"Colonizers/colonists",cyan,40,"Indigenous people (16.0); Indian Head (''test pattern Indian"") (13.2); Americans (13.0); Benjamin Church (11.9); John Alderman (11.9)",325,28.0000,16.04,8,
"Dene Oxendene",orange,22,"Lucas (26.4); ""black guy...with a white beard"" (grant judge) (20.4); ""Old white lady"" (grant judge) (20.4); ""An Indian...woman"" (grant judge) (19.9); ""An older guy who's...Native"" (grant judge) (19.9)",67,129.0000,37.84,0,
"Oakland Athletics",salmon,22,"Oakland Raiders (18.2); Narrator of One Flew over the Cuckoo's Nest (15.2); Catfish Hunter (13.7); Charlie Finley (13.7); Ernest Hemingway (13.7)",130,60.0000,22.95,6,
"Children",,8,"Forefathers (11.5); Hired thugs (11.5); People drowning (11.5); People on board (11.5); Someone else on the yacht (11.5)",379,7.0000,11.51,5,
"""Pig-brained men""",,1,,164,0.0000,10.00,1,
"""the white man""",,1,,187,0.0000,10.00,2,
