leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Evelina Harp",blue,146,"Seraph Milk (Mooshum) (57.7); Clemence Harp (30.7); Joseph Harp (26.8); Shamengwa Milk (25.1); Holy Track (23.6)",3,1602.0000,100.00,0,
"Judge Antone Bazil Coutts",yellow,109,"Emil Buckendorf (35.6); Emil Buckendorf's First Brother (33.4); Emil Buckendorf's Second Brother (33.4); Emil Buckendorf's Third Brother (33.4); Joseph J. Coutts (29.6)",4,680.0000,48.17,1,
"Marn Wolde",red,43,"Billy Peace (31.1); Lilith Peace (19.7); Judah Peace (19.6); Warren Wolde (15.8); Marn Wolde's Mother (15.0)",5,529.0000,39.68,2,
"Neve Harp",green,32,"John Wildstrand (19.4); Maggie Peace (16.4); Octave Harp (13.4); Murdo Harp (12.9); Neve Harp's Second Husband (10.8)",27,260.0000,24.56,3,
"Other Freshmen",,4,"Freshmen's Parents (10.1); Bob Dylan (10.1); Janis Joplin (10.1)",177,5.0000,10.22,4,
