leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Opal Viola Victoria Bear Shield",red,79,"Jacquie Red Feather (91.8); Orvil Red Feather (80.1); Lony Red Feather (65.9); Loother Red Feather (65.9); Harvey (58.3)",85,330.0000,100.00,4,
"Blue",blue,68,"Edwin Black (61.3); Thomas Frank (36.7); Bill Davis (26.9); Powwow Committee (26.1); Karen (25.5)",88,221.0000,70.27,6,
"Octavio Gomez",green,53,"Calvin Johnson (65.1); Carlos (55.0); Charles (54.7); Tony Loneman (44.1); Daniel Gonzales (36.5)",77,285.0000,87.73,5,
"Colonizers/colonists",cyan,40,"Indigenous people (17.1); Indian Head (''test pattern Indian"") (14.1); Americans (13.8); Benjamin Church (12.5); John Alderman (12.5)",325,28.0000,17.64,7,
"Dene Oxendene",orange,22,"Lucas (30.7); ""black guy...with a white beard"" (grant judge) (23.1); ""Old white lady"" (grant judge) (23.1); ""An Indian...woman"" (grant judge) (22.5); ""An older guy who's...Native"" (grant judge) (22.5)",67,124.0000,43.82,0,
"Oakland Athletics",salmon,22,"Oakland Raiders (19.5); Narrator of One Flew over the Cuckoo's Nest (16.5); Catfish Hunter (14.6); Charlie Finley (14.6); Ernest Hemingway (14.6)",130,56.0000,25.27,8,
"Children",,8,"Forefathers (11.9); Hired thugs (11.9); People drowning (11.9); People on board (11.9); Someone else on the yacht (11.9)",379,7.0000,11.91,3,
"""Pig-brained men""",,1,,164,0.0000,10.00,1,
"""the white man""",,1,,187,0.0000,10.00,2,
