leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Bennie Salazar",blue,42,"Alex (67.2); Scotty Hausmann (50.6); Lulu Peale (34.1); Rebecca (Alex's wife) (24.9); Cara-Ann (Alex's daughter) (22.9)",67,150.0000,71.80,0,
"Sasha",red,35,"Drew Blake (59.4); Alison Blake (57.7); Robert Freeman Jr. (46.9); Ted Hollander (39.4); Lincoln Blake (31.6)",66,218.0000,100.00,7,
"Lou Kline",orange,34,"Rhea (50.6); Jocelyn (43.6); Rolph (33.6); Charlie (28.7); Alice (22.0)",130,125.0000,61.43,5,
"Jules Jones",cyan,27,"Dolly Peale (41.5); Kitty Jackson (41.5); Stephanie (39.4); Arc (27.0); Bosco (18.7)",138,89.0000,46.50,2,
"Chandra (oldest Stop/Go sister)",,5,"Louisa (younger Stop/Go sister) (12.9); Stop/Go Producer 1 (11.2); Stop/Go Producer 2 (11.2); Stop/Go Producer 3 (11.2)",114,8.0000,12.90,6,
"Flaming Dildos (band)",,3,"crowd at the Mab (12.1); four guys with safety pin chains (11.2)",126,8.0000,12.90,1,
"Lassimo Hotel Concierge",,3,"""security"" (on the phone) (10.4); ""the police"" (10.4)",74,8.0000,12.90,4,
"Jury at Kitty Jackson's trial",,2,"Kitty Jackson's Defense Attorney (10.4)",472,2.0000,10.41,3,
"news reporters",,2,"The General's Human Relations Cpt. (10.4)",526,2.0000,10.41,8,
