leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Some Guy digitizing L.A.",,1,,797,0.0000,10.00,466,
"Someone with a wooden crate",,1,,473,0.0000,10.00,467,
"South African Couple",,1,,377,0.0000,10.00,468,
"Sponsor",,1,,212,0.0000,10.00,469,
"Sports Arena crowd",,1,,664,0.0000,10.00,470,
"Sportscasters on Mexican radio",,1,,388,0.0000,10.00,471,
"St. Ana",,1,,745,0.0000,10.00,472,
"St. Bernardino",,1,,744,0.0000,10.00,473,
"St. Marino",,1,,748,0.0000,10.00,474,
"St. Monica",,1,,743,0.0000,10.00,475,
"St. Pedro",,1,,747,0.0000,10.00,476,
"St.Gabriel",,1,,746,0.0000,10.00,477,
"Steven Maier",,1,,317,0.0000,10.00,478,
"Steven Spielberg",,1,,714,0.0000,10.00,479,
"Street peddlers",,1,,830,0.0000,10.00,480,
"Street Vendors",,1,,399,0.0000,10.00,481,
"Super-Barrio",,1,,553,0.0000,10.00,482,
"Super-Chicano",,1,,558,0.0000,10.00,483,
"Super-Gringo",,1,,559,0.0000,10.00,484,
"Super-Ilegal",,1,,557,0.0000,10.00,485,
"Super-Migra",,1,,555,0.0000,10.00,486,
"Surfers",,1,,82,0.0000,10.00,487,
"Surfers",,1,,700,0.0000,10.00,488,
"surgery patient",,1,,274,0.0000,10.00,489,
"surgical resident",,1,,273,0.0000,10.00,490,
"Sushi Restaurant Clientele (Abstract)",,1,,369,0.0000,10.00,491,
"sweaty trojan horse rider",,1,,661,0.0000,10.00,492,
"Tattered and Soiled man",,1,,471,0.0000,10.00,494,
"taxi driver",,1,,288,0.0000,10.00,495,
"Taxpayers (abstract)",,1,,343,0.0000,10.00,496,
"Ted Hayes",,1,,325,0.0000,10.00,497,
"Teddy Roosevelt",,1,,727,0.0000,10.00,498,
"Terrorists",,1,,655,0.0000,10.00,499,
"Terry Murphy and Barry Nolan (Hard Copy)",,1,,361,0.0000,10.00,500,
"The Aztecs",,1,,386,0.0000,10.00,501,
"The Black Panthers",,1,,808,0.0000,10.00,502,
"The boys in Singapore",,1,,261,0.0000,10.00,503,
"the Ch'ol",,1,,592,0.0000,10.00,504,
"The Clippers",,1,,659,0.0000,10.00,505,
"The dead boy's brother",,1,,303,0.0000,10.00,506,
"The Dodgers",,1,,666,0.0000,10.00,507,
"The Elderly (abstract)",,1,,345,0.0000,10.00,508,
"the gringos",,1,,549,0.0000,10.00,509,
"the Japanese (abstract)",,1,,524,0.0000,10.00,510,
"the Lacandón",,1,,593,0.0000,10.00,512,
"The Lakers",,1,,669,0.0000,10.00,513,
"The Mafia",,1,,404,0.0000,10.00,514,
"The Mexican government",,1,,411,0.0000,10.00,515,
"The people in Marcos village",,1,,635,0.0000,10.00,517,
"the Pilgrims",,1,,137,0.0000,10.00,518,
"The Pillsbury Doughboy",,1,,367,0.0000,10.00,519,
"The Police (Abstract)",,1,,339,0.0000,10.00,520,
"The Red Cross",,1,,800,0.0000,10.00,521,
"the Russians",,1,,331,0.0000,10.00,522,
"The shooter",,1,,790,0.0000,10.00,523,
"The Station Chief",,1,,362,0.0000,10.00,524,
"The Three Tenors",,1,,360,0.0000,10.00,525,
"the Tojolabal",,1,,596,0.0000,10.00,526,
"the Tzeltal",,1,,594,0.0000,10.00,527,
"the Tzotzil",,1,,595,0.0000,10.00,528,
"The Zapatistas",,1,,428,0.0000,10.00,529,
"the Zoque",,1,,597,0.0000,10.00,530,
"Third World children",,1,,768,0.0000,10.00,531,
"Thomas Jefferson",,1,,804,0.0000,10.00,532,
"Those Brazilians",,1,,313,0.0000,10.00,533,
"Tom Ford (Black Orchid)",,1,,357,0.0000,10.00,535,
"Tom Schnabel",,1,,806,0.0000,10.00,536,
"Tonantzin",,1,,724,0.0000,10.00,537,
"Tongva (Yaanga) People",,1,,247,0.0000,10.00,538,
"tourists",,1,,203,0.0000,10.00,539,
"Trekkies",,1,,753,0.0000,10.00,540,
"Trio of Homeless",,1,,801,0.0000,10.00,541,
"twelve fabulous babe escorts",,1,,787,0.0000,10.00,542,
"two high level gov't officials",,1,,631,0.0000,10.00,543,
"two-year-old",,1,,633,0.0000,10.00,544,
"U.S. Surgeon General",,1,,195,0.0000,10.00,545,
"UCLA team",,1,,662,0.0000,10.00,546,
"Uma Thurman",,1,,141,0.0000,10.00,547,
"undocumenteds/illegals/aliens",,1,,450,0.0000,10.00,548,
"United Nations reps",,1,,628,0.0000,10.00,549,
"Unnamed baby",,1,,234,0.0000,10.00,550,
"USC team",,1,,663,0.0000,10.00,551,
"Van Gogh",,1,,217,0.0000,10.00,552,
"Vasco Núñez de Balboa",,1,,133,0.0000,10.00,553,
"Venezuelan and Mexican drivers",,1,,579,0.0000,10.00,554,
"Victor Hugo",,1,,452,0.0000,10.00,555,
"Viet Cong",,1,,422,0.0000,10.00,556,
"Vietnamese (abstract)",,1,,421,0.0000,10.00,557,
"Vigilante Group",,1,,812,0.0000,10.00,558,
"Virgin of Guadalupe",,1,,723,0.0000,10.00,559,
"Volleyball teams",,1,,704,0.0000,10.00,560,
"Wah Ching",,1,,585,0.0000,10.00,562,
"Waiters",,1,,176,0.0000,10.00,563,
"waiters",,1,,440,0.0000,10.00,564,
"Wally Amos (Famous Amos)",,1,,368,0.0000,10.00,565,
"Walt Disney",,1,,816,0.0000,10.00,566,
"Walter H. Leimert",,1,,740,0.0000,10.00,567,
"Walter Mosley",,1,,751,0.0000,10.00,568,
"Warner Brothers",,1,,817,0.0000,10.00,569,
"Warren Alney",,1,,805,0.0000,10.00,570,
"Waste Companies",,1,,412,0.0000,10.00,571,
"wave of Koreans",,1,,283,0.0000,10.00,572,
"Webb reporter in San Jose",,1,,94,0.0000,10.00,573,
"Weight Watchers",,1,,400,0.0000,10.00,574,
"wetbacks",,1,,448,0.0000,10.00,575,
"White guy who looks Cherokee/Navajo",,1,,376,0.0000,10.00,576,
"White kids (abstract)",,1,,424,0.0000,10.00,577,
"White People at Hiro's Sushi",,1,,374,0.0000,10.00,578,
"William Gibson",,1,,822,0.0000,10.00,579,
"woman pressing rubber",,1,,642,0.0000,10.00,581,
"Woman selling nopales",,1,,573,0.0000,10.00,582,
"wops",,1,,449,0.0000,10.00,583,
"workers at Gabriel's house",,1,,96,0.0000,10.00,584,
"Worthington Ford",,1,,809,0.0000,10.00,585,
"Xiayue's Brother",,1,,266,0.0000,10.00,586,
"Xiayue's Father",,1,,846,0.0000,10.00,587,
"Xiayue's Mother",,1,,260,0.0000,10.00,588,
"Yankee pirates",,1,,763,0.0000,10.00,589,
"Yonetaro Otani",,1,,244,0.0000,10.00,590,
"Yuppies",,1,,406,0.0000,10.00,591,
