leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Stalin",,1,,1313,0.0000,10.00,114,
"Men (who carried Leo's uncle's body)",,1,,1724,0.0000,10.00,115,
"Mrs. Stanislawski",,1,,1314,0.0000,10.00,116,
"Leo's Teacher",,1,,1315,0.0000,10.00,117,
"King George",,1,,1725,0.0000,10.00,118,
"Rabbi (In Slonim)",,1,,1316,0.0000,10.00,119,
"Famous Tzaddik",,1,,1317,0.0000,10.00,120,
"Alma Mereminski's Brother",,1,,1321,0.0000,10.00,121,
"Antonin Dvorak",,1,,1726,0.0000,10.00,122,
"Monet",,1,,1323,0.0000,10.00,123,
"Matisse",,1,,1324,0.0000,10.00,124,
"Modigliani",,1,,1325,0.0000,10.00,125,
"Person (who the woman's copied key is for)",,1,,1328,0.0000,10.00,126,
"Houdini",,1,,1329,0.0000,10.00,127,
"Arthur Rubinstein",,1,,1330,0.0000,10.00,128,
"Mendel Mereminski",,1,,1331,0.0000,10.00,129,
"Adam Mereminski",,1,,1332,0.0000,10.00,130,
"Fanny Mereminski",,1,,1333,0.0000,10.00,131,
"Nacham",,1,,1334,0.0000,10.00,132,
"Zellig",,1,,1335,0.0000,10.00,133,
"Hershel",,1,,1336,0.0000,10.00,134,
"Bluma",,1,,1337,0.0000,10.00,135,
"Ida",,1,,1338,0.0000,10.00,136,
"Art curator",,1,,1727,0.0000,10.00,137,
"Eight people with exposed tattoos",,1,,1728,0.0000,10.00,138,
"Kid (dragging a blow-up shark)",,1,,1729,0.0000,10.00,139,
"Girl (in a turquoise bikini)",,1,,1342,0.0000,10.00,140,
"Misha's Cousin (lives in Ann Arbor)",,1,,1344,0.0000,10.00,141,
"Eva Marie Saint",,1,,1345,0.0000,10.00,142,
"Cary Grant",,1,,1346,0.0000,10.00,143,
"Flo",,1,,1347,0.0000,10.00,144,
"Catherine the Great",,1,,1350,0.0000,10.00,145,
"Mrs. Zucker",,1,,1353,0.0000,10.00,146,
"Daleds (at Hebrew school)",,1,,1732,0.0000,10.00,147,
"Zvi's Father",,1,,1355,0.0000,10.00,148,
"Zvi's Father's Cousin",,1,,1356,0.0000,10.00,149,
"Pretty French Brunette",,1,,1357,0.0000,10.00,150,
"Foreman",,1,,1358,0.0000,10.00,151,
"Old German Jew",,1,,1359,0.0000,10.00,152,
"Zvi's old boss",,1,,1733,0.0000,10.00,153,
"Andre (Zvi's Brother)",,1,,1364,0.0000,10.00,154,
"Alberto Santos-Dumont",,1,,1362,0.0000,10.00,155,
"Zvi's Mother",,1,,1363,0.0000,10.00,156,
"Children (at Zvi's school in Chile)",,1,,1734,0.0000,10.00,157,
"University students (in Chile)",,1,,1735,0.0000,10.00,158,
"Neruda",,1,,1365,0.0000,10.00,159,
"Dario",,1,,1366,0.0000,10.00,160,
"Grace Kelly",,1,,1367,0.0000,10.00,161,
"Rosa's friends",,1,,1736,0.0000,10.00,162,
"Man (who got on the train at Yonkers)",,1,,1368,0.0000,10.00,163,
"The Rolling Stones",,1,,1370,0.0000,10.00,164,
"Bob Dylan",,1,,1371,0.0000,10.00,165,
"Hanna (Leo's Sister)",,1,,1374,0.0000,10.00,166,
"Mr. Rogers",,1,,1375,0.0000,10.00,167,
"Boy (who married Leo's Sister)",,1,,1376,0.0000,10.00,168,
"Leo's Sister",,1,,2502,0.0000,10.00,169,
"Woman (who died in Leo's arms)",,1,,1378,0.0000,10.00,170,
"Little Boy (in polished boots)",,1,,1379,0.0000,10.00,171,
"Father (of the little boy in polished boots)",,1,,1380,0.0000,10.00,172,
"Fritzy",,1,,1382,0.0000,10.00,173,
"Sari",,1,,1383,0.0000,10.00,174,
"Charlotte's Cousin's Husband",,1,,1385,0.0000,10.00,175,
"Mother (of the man with black glasses)",,1,,1738,0.0000,10.00,176,
"Arthur Goldfarb",,1,,1387,0.0000,10.00,177,
"Arthur Goldfarb's Grandniece",,1,,1388,0.0000,10.00,178,
"Wife (of the man working at the City Clerk's Off",,1,,1389,0.0000,10.00,179,
"Rabbi Greenberg",,1,,1390,0.0000,10.00,180,
"Mordecai's Parents",,1,,1391,0.0000,10.00,181,
"Great-Aunt Dora",,1,,1393,0.0000,10.00,182,
"Rembrant",,1,,1394,0.0000,10.00,183,
"Waiter",,1,,1395,0.0000,10.00,184,
"Wittgenstein",,1,,1739,0.0000,10.00,185,
"Zvi's Landlady's Son",,1,,1396,0.0000,10.00,186,
"Zvi's students",,1,,1740,0.0000,10.00,187,
"Zvi's Father's Friend",,1,,1397,0.0000,10.00,188,
"Rosa's Nephew",,1,,1399,0.0000,10.00,189,
"Rosa's Uncle",,1,,1401,0.0000,10.00,190,
"Rosa's Sister",,1,,1402,0.0000,10.00,191,
"Maid (who stole the gold chain)",,1,,1403,0.0000,10.00,192,
"Alfonso (Rosa's Cousin)",,1,,1404,0.0000,10.00,193,
"Portuguese Ambassador",,1,,1405,0.0000,10.00,194,
"Woman (nude model)",,1,,1406,0.0000,10.00,195,
"Second Nude Model",,1,,1407,0.0000,10.00,196,
"Jacob Marcus",,1,,1207,0.0000,10.00,197,
"Jacob Marcus' Mother",,1,,1409,0.0000,10.00,198,
"Marsha",,1,,1410,0.0000,10.00,199,
"Joe",,1,,1411,0.0000,10.00,200,
"Herman Cooper's Father",,1,,1412,0.0000,10.00,201,
"The Queen",,1,,1171,0.0000,10.00,202,
"Sex Pistols",,1,,1761,0.0000,10.00,203,
"Jacques Cousteau",,1,,1413,0.0000,10.00,204,
"Bedouins",,1,,1741,0.0000,10.00,205,
"The Police",,1,,1416,0.0000,10.00,206,
"Firemen",,1,,1417,0.0000,10.00,207,
"Garbage Man",,1,,1418,0.0000,10.00,208,
"Roger Thornhill",,1,,1422,0.0000,10.00,209,
"Little Boy (throwing rocks in the fountain)",,1,,1423,0.0000,10.00,210,
"Boys (in Leo's class)",,1,,1743,0.0000,10.00,211,
"Man (sitting next to Alma at the Zoo)",,1,,1425,0.0000,10.00,212,
"SS Officer's Wife",,1,,1428,0.0000,10.00,214,
"Man (who cheats with the SS Officer's wife)",,1,,1746,0.0000,10.00,215,
"Mother (at the Zoo)",,1,,1430,0.0000,10.00,216,
"Woman (at the Zoo)",,1,,1431,0.0000,10.00,217,
"Second woman (at the Zoo)",,1,,1744,0.0000,10.00,218,
"Zoo Baby",,1,,1762,0.0000,10.00,219,
