id,Label 
13.0,Severine Milk's Parishioners
91.0,"The ""black-haired"" Stooge"
45.0,The Lochren Family
49.0,The Lochren Murder
50.0,The Lynching
20.0,Uncle Whitey
68.0,William Hotchkiss
69.0,Woman (murdered a couple farms over)
30.0,Woman (Octave drowned himself over)
190.0,"""[L]ocal poets and hippies"" (Evelina lives with)"
181.0,"""[W]hite girls"" (Evelina knows)"
184.0,"""AIM-looking boyfriends"""
183.0,"""Indian women"" (on campus)"
188.0,Anas Nin
186.0,Arthur Rimbaud
48.0,Asiginak
51.0,Billy Peace
179.0,Bob Dylan
211.0,Charlie Chaplin
16.0,Clemence Harp
31.0,Corwin Peace
47.0,Cuthbert Peace
210.0,Doctors (at the state mental hospital)
201.0,Dwight Eisenhower
18.0,Edward Harp
67.0,Emil Buckendorf
292.0,Emil Buckendorf's First Brother
293.0,Emil Buckendorf's Second Brother
294.0,Emil Buckendorf's Third Brother
160.0,Enery Mantle
66.0,Eugene Wildstrand
3.0,Evelina Harp
189.0,Evelina's friends (in Grand Forks)
185.0,Evelina's Roommate
63.0,Frederic Vogeli
178.0,Freshmen's Parents
19.0,Geraldine Milk
159.0,Henric Gostlin
46.0,Holy Track
180.0,Janis Joplin
182.0,Joni Mitchell
17.0,Joseph Harp
4.0,Judge Antone Bazil Coutts
202.0,Lucille
203.0,Lucille's Children
28.0,Maggie Peace
212.0,Mantle Family
176.0,Marcus Aurelius
5.0,Marn Wolde
196.0,Mrs. L
197.0,"Mrs. L's ""little boy"""
163.0,Murdo Harp
27.0,Neve Harp
204.0,Nonette
206.0,Nonette's Cousin
208.0,Nonette's Father
207.0,Nonette's Mother
205.0,Nonette's Roommates
198.0,Nurse (who was going off duty)
200.0,Nurses (at the state mental hospital)
213.0,Old Buffalo Hunters
194.0,Other Aides (at the state mental hospital)
177.0,Other Freshmen
199.0,Patients (at the state mental hospital)
195.0,Person (next to Evelina in the staff dormitory)
191.0,Poet (who was going underground)
209.0,Policeman (who brings Warren back)
193.0,Psych I Professor
15.0,Seraph Milk (Mooshum)
61.0,Shamengwa Milk
135.0,Sister Mary Anita Buckendorf
187.0,Sylvia Plath
117.0,The Kindred
49.0,The Lochren Murder
50.0,The Lynching
157.0,Townsmen (involved in the lynching)
20.0,Uncle Whitey
192.0,UND Students
362.0,Unknown Buckendorf
8.0,Warren Wolde
68.0,William Hotchkiss
16.0,Clemence Harp
31.0,Corwin Peace
18.0,Edward Harp
67.0,Emil Buckendorf
292.0,Emil Buckendorf's First Brother
293.0,Emil Buckendorf's Second Brother
294.0,Emil Buckendorf's Third Brother
3.0,Evelina Harp
139.0,Evelina's Former Teachers
103.0,Father Cassidy
60.0,God
17.0,Joseph Harp
136.0,Mary (biblical figure)
32.0,Other Children (in school with Evelina)
140.0,Other Teachers (at Evelina's school)
135.0,Sister Mary Anita Buckendorf
214.0,Sister Mary Anita's Father
137.0,The Apostles (biblical figures)
20.0,Uncle Whitey
138.0,Zorro
311.0,"""doctor"" (Wildstrand took Neve to)"
309.0,"""farmer"" (pulled Neve from a ditch)"
310.0,"""police"" (with Neve)"
305.0,"""robber"" (held John up)"
51.0,Billy Peace
80.0,Billy Peace's Father
306.0,Billy Peace's Grandfather
308.0,Billy Peace's Grandmother
81.0,Billy Peace's Mother
307.0,Bonnie
313.0,Corwin (Billy's best buddy)
31.0,Corwin Peace
66.0,Eugene Wildstrand
57.0,Jesus
92.0,John F. Kennedy
26.0,John Wildstrand
304.0,John Wildstrand's Employees
4.0,Judge Antone Bazil Coutts
278.0,Lafayette Peace
94.0,Louis Riel
28.0,Maggie Peace
163.0,Murdo Harp
27.0,Neve Harp
312.0,Shakespeare
337.0,"""patron"" (pg. 276)"
345.0,"""roommate"" (of Judge Coutts' Mother)"
336.0,Candy
250.0,Cordelia's Patients
338.0,Cordelia's Receptionist
6.0,Doctor Cordelia Lochren
342.0,Epictetus
19.0,Geraldine Milk
60.0,God
334.0,Gottschalk
335.0,Henry David Thoreau
279.0,Joseph J. Coutts
301.0,Joseph J. Coutts' Wife
4.0,Judge Antone Bazil Coutts
281.0,Judge Coutts' Father
225.0,Judge Coutts' Mother
341.0,Lucretius
176.0,Marcus Aurelius
346.0,Old Folks
343.0,Plotinus
344.0,Real Estate Agent
339.0,Ted Bursap
348.0,Ted Bursap's Crew
340.0,Ted Bursap's Dead Wife
347.0,William Jennings Bryan
229.0,"""[L]ocal boy"" (whose hand was amputated)"
23.0,"""[S]mall town stripper"""
238.0,"""Dakota...Town Site Company"" Members"
242.0,Apollo
48.0,Asiginak
243.0,Athena
255.0,Bank Robbers
222.0,Benjamin Franklin
51.0,Billy Peace
268.0,Brazilian Woman's Son
233.0,Card-Playing Groups
232.0,Church Society
252.0,Cordelia's First Husband
251.0,Cordelia's Nurse
246.0,Cordelia's Older Sister
250.0,Cordelia's Patients
31.0,Corwin Peace
267.0,Customs Officials
47.0,Cuthbert Peace
271.0,Dealer in London
124.0,Deborah
6.0,Doctor Cordelia Lochren
165.0,Earl
18.0,Edward Harp
249.0,Electa and Tobek's Parents
151.0,Electa Hoag
239.0,Farmers (who shipped their harvests by train)
256.0,Frank Baptist
237.0,Frank Harp
60.0,God
263.0,Herodotus
231.0,Hobby Club Members
46.0,Holy Track
235.0,Husbands (of Young Mothers)
41.0,Jackie Kennedy
92.0,John F. Kennedy
26.0,John Wildstrand
4.0,Judge Antone Bazil Coutts
5.0,Marn Wolde
53.0,Marn Wolde's Father
52.0,Marn Wolde's Mother
163.0,Murdo Harp
241.0,Neptune
27.0,Neve Harp
129.0,Neve Harp's Potential Third Husband
128.0,Neve Harp's Second Husband
269.0,Neve's Step Children
270.0,Neve's Step Grandchildren
262.0,New Hampshire Mail Carrier
274.0,Nurse (who found Warren dead)
29.0,Octave Harp
65.0,Oric Hoag
265.0,Pliny the Elder
264.0,Pliny the Younger
245.0,Pluto
228.0,Priest (in Pluto)
15.0,Seraph Milk (Mooshum)
258.0,Soldiers
257.0,Stamp Dealers
254.0,Student (who married the swim coach)
253.0,Swimming Coach
117.0,The Kindred
45.0,The Lochren Family
49.0,The Lochren Murder
50.0,The Lynching
152.0,Tobek Hess
230.0,Town Council
157.0,Townsmen (involved in the lynching)
272.0,Undertaker (for the Lochren Family)
244.0,Venus
8.0,Warren Wolde
273.0,Warren Wolde's Lawyer
261.0,Wealthy Brazilian Woman
234.0,Young Mothers
240.0,Zeus
352.0,"""four men"" (deserted B.J.)"
350.0,"""local doctor"" (Ginimoshe assisted)"
355.0,"""patients"" (of the local doctor)"
283.0,"""youth"" (of St. Anthony)"
356.0,Alexander the Great
351.0,B.J. Bolt
358.0,Caius Caesar
291.0,Colonel LeVinne P. Poolcaugh
360.0,Democritas
285.0,Dorea Ann Swivel
354.0,Dorea's Husband
67.0,Emil Buckendorf
292.0,Emil Buckendorf's First Brother
293.0,Emil Buckendorf's Second Brother
294.0,Emil Buckendorf's Third Brother
298.0,English Bill
3.0,Evelina Harp
296.0,First Icelandic Woman
349.0,Ginimoshe
7.0,Henri Peace
359.0,Heraclitus
279.0,Joseph J. Coutts
4.0,Judge Antone Bazil Coutts
278.0,Lafayette Peace
286.0,Louisa Bird
176.0,Marcus Aurelius
136.0,Mary (biblical figure)
290.0,Odin Merrimack
357.0,Pompeium
289.0,Reginald Bull
295.0,School District Officer
297.0,Second Icelandic Woman
361.0,Socrates
284.0,St. Anthony
353.0,St. Cloud
288.0,St. Paul
287.0,St. Paul Minister
319.0,"""cop"" (in Corwin's favourite movie)"
320.0,"""manager"" (of a music store)"
323.0,"""musician"" (pg. 208)"
318.0,"""nun"" (pg. 204)"
327.0,"""people"" (at Shamengwa's funeral)"
324.0,"""people"" (in the food court)"
321.0,"""people"" (pg. 208)"
322.0,"""woman"" (pg. 208)"
101.0,Baby (who the Milk family lost)
16.0,Clemence Harp
31.0,Corwin Peace
314.0,Corwin Peace's Girlfriends
325.0,Corwin's Probation Officer
315.0,Edward Curtis
18.0,Edward Harp
3.0,Evelina Harp
103.0,Father Cassidy
329.0,Father Jasperine
19.0,Geraldine Milk
60.0,God
333.0,Henri and Lafayette Peace's Uncles
7.0,Henri Peace
330.0,Henri Peace's Father
331.0,Henri Peace's Wife
57.0,Jesus
26.0,John Wildstrand
326.0,Joseph (biblical figure)
17.0,Joseph Harp
279.0,Joseph J. Coutts
96.0,Joseph Milk (Seraph Milk's Father)
4.0,Judge Antone Bazil Coutts
34.0,Junesse Malaterre
278.0,Lafayette Peace
332.0,Lafayette Peace's Wife
328.0,LaFountaine
94.0,Louis Riel
28.0,Maggie Peace
136.0,Mary (biblical figure)
15.0,Seraph Milk (Mooshum)
95.0,Seraph Milk's Mother
9.0,Severine Milk
61.0,Shamengwa Milk
20.0,Uncle Whitey
