,source,target,type,weight,startPage,category
417,16.0,3.0,Directed,1,43,Knows
418,16.0,17.0,Directed,1,43,Knows
419,17.0,3.0,Directed,1,11,Knows
420,17.0,18.0,Directed,1,12,Knows
421,17.0,19.0,Directed,1,23,Knows
422,17.0,15.0,Directed,1,23,Knows
423,17.0,61.0,Directed,1,23,Knows
424,17.0,103.0,Directed,1,24,Knows
425,17.0,61.0,Directed,1,25,Exchange
425,17.0,61.0,Directed,1,26,Exchange
426,17.0,15.0,Directed,1,25,Exchange
426,17.0,15.0,Directed,1,26,Exchange
427,17.0,103.0,Directed,1,25,Exchange
427,17.0,103.0,Directed,1,26,Exchange
428,17.0,103.0,Directed,1,28,Knows
429,17.0,15.0,Directed,1,28,Knows
430,17.0,18.0,Directed,1,28,Knows
430,17.0,18.0,Directed,1,29,Knows
431,17.0,19.0,Directed,1,28,Knows
431,17.0,19.0,Directed,1,29,Knows
432,17.0,105.0,Directed,1,28,Knows
433,17.0,106.0,Directed,1,28,Knows
434,17.0,31.0,Directed,1,28,Knows
435,17.0,107.0,Directed,1,28,Knows
436,17.0,16.0,Directed,1,28,Exchange
437,17.0,18.0,Directed,1,30,Exchange
438,17.0,103.0,Directed,1,32,Knows
439,17.0,19.0,Directed,1,32,Knows
440,17.0,15.0,Directed,1,35,Knows
440,17.0,15.0,Directed,1,36,Knows
441,17.0,18.0,Directed,1,35,Knows
441,17.0,18.0,Directed,1,36,Knows
442,17.0,103.0,Directed,1,36,Exchange
442,17.0,103.0,Directed,1,37,Exchange
443,17.0,61.0,Directed,1,37,Exchange
443,17.0,61.0,Directed,1,38,Exchange
443,17.0,61.0,Directed,1,39,Exchange
444,17.0,103.0,Directed,1,38,Exchange
444,17.0,103.0,Directed,1,39,Exchange
444,17.0,103.0,Directed,1,40,Exchange
444,17.0,103.0,Directed,1,41,Exchange
445,17.0,3.0,Directed,1,41,Exchange
446,17.0,32.0,Directed,1,43,Knows
446,17.0,32.0,Directed,1,44,Knows
447,18.0,3.0,Directed,1,6,Knows
447,18.0,3.0,Directed,1,7,Knows
447,18.0,3.0,Directed,1,8,Knows
447,18.0,3.0,Directed,1,9,Knows
448,18.0,17.0,Directed,1,6,Knows
448,18.0,17.0,Directed,1,7,Knows
448,18.0,17.0,Directed,1,8,Knows
449,18.0,16.0,Directed,1,8,Knows
449,18.0,16.0,Directed,1,9,Knows
450,18.0,15.0,Directed,1,8,Knows
451,18.0,26.0,Directed,1,9,Knows
452,18.0,27.0,Directed,1,9,Knows
453,18.0,29.0,Directed,1,9,Knows
454,18.0,3.0,Directed,1,11,Knows
455,18.0,33.0,Directed,1,11,Knows
456,18.0,17.0,Directed,1,19,Knows
457,18.0,17.0,Directed,1,19,Knows
458,18.0,92.0,Directed,1,21,Knows of
459,18.0,93.0,Directed,1,21,Knows of
460,18.0,94.0,Directed,1,21,Knows of
461,18.0,19.0,Directed,1,28,Knows
461,18.0,19.0,Directed,1,29,Knows
462,18.0,103.0,Directed,1,31,Knows
463,18.0,27.0,Directed,1,35,Knows
464,18.0,26.0,Directed,1,35,Knows
465,18.0,128.0,Directed,1,35,Knows
466,19.0,22.0,Directed,1,9,Exchange
467,19.0,34.0,Directed,1,22,Knows
468,20.0,21.0,Directed,1,9,Exchange
469,20.0,23.0,Directed,1,9,Exchange
470,26.0,27.0,Directed,1,9,Exchange
471,26.0,28.0,Directed,1,9,Exchange
472,27.0,26.0,Directed,1,35,Knows
473,27.0,128.0,Directed,1,35,Knows
474,27.0,129.0,Directed,1,35,Knows
475,27.0,130.0,Directed,1,35,Knows of
476,29.0,30.0,Directed,1,9,Knows
477,31.0,32.0,Directed,1,10,Exchange
478,31.0,3.0,Directed,1,10,Exchange
479,31.0,3.0,Directed,1,13,Exchange
480,31.0,3.0,Directed,1,15,Exchange
481,31.0,32.0,Directed,1,43,Exchange
482,31.0,135.0,Directed,1,44,Knows
483,31.0,3.0,Directed,1,45,Knows
484,31.0,135.0,Directed,1,47,Knows
485,31.0,32.0,Directed,1,47,Knows
486,31.0,32.0,Directed,1,48,Exchange
486,31.0,32.0,Directed,1,49,Exchange
487,31.0,135.0,Directed,1,48,Exchange
488,31.0,135.0,Directed,1,49,Exchange
489,31.0,3.0,Directed,1,51,Exchange
489,31.0,3.0,Directed,1,52,Exchange
490,31.0,32.0,Directed,1,51,Exchange
490,31.0,32.0,Directed,1,52,Exchange
491,32.0,3.0,Directed,1,13,Exchange
492,32.0,135.0,Directed,1,47,Knows
493,32.0,32.0,Directed,1,48,Exchange
493,32.0,32.0,Directed,1,49,Exchange
494,32.0,135.0,Directed,1,48,Exchange
495,32.0,140.0,Directed,1,48,Knows
496,32.0,32.0,Directed,1,53,Exchange
497,34.0,15.0,Directed,1,11,Knows
498,34.0,35.0,Directed,1,11,Exchange
499,34.0,36.0,Directed,1,12,Knows of
500,34.0,15.0,Directed,1,12,Knows
501,34.0,35.0,Directed,1,12,Knows
502,34.0,37.0,Directed,1,12,Knows
503,34.0,15.0,Directed,1,13,Knows
504,34.0,72.0,Directed,1,17,Knows
505,34.0,69.0,Directed,1,17,Knows of
506,34.0,71.0,Directed,1,17,Knows of
507,34.0,16.0,Directed,1,19,Knows
508,34.0,19.0,Directed,1,19,Knows
509,34.0,20.0,Directed,1,19,Knows
510,34.0,86.0,Directed,1,19,Knows
511,35.0,37.0,Directed,1,12,Knows
512,39.0,3.0,Directed,1,14,Exchange
513,42.0,15.0,Directed,1,16,Exchange
514,42.0,34.0,Directed,1,16,Exchange
515,42.0,43.0,Directed,1,16,Knows
516,42.0,15.0,Directed,1,17,Exchange
516,42.0,15.0,Directed,1,18,Exchange
517,42.0,34.0,Directed,1,17,Exchange
517,42.0,34.0,Directed,1,18,Exchange
518,42.0,72.0,Directed,1,17,Exchange
518,42.0,72.0,Directed,1,18,Exchange
519,42.0,69.0,Directed,1,17,Knows of
520,42.0,43.0,Directed,1,18,Exchange
521,42.0,73.0,Directed,1,18,Exchange
522,42.0,74.0,Directed,1,18,Knows
523,42.0,43.0,Directed,1,19,Knows
524,42.0,87.0,Directed,1,19,Knows
525,43.0,72.0,Directed,1,18,Exchange
526,43.0,73.0,Directed,1,18,Exchange
527,43.0,73.0,Directed,1,19,Exchange
528,44.0,42.0,Directed,1,16,Knows of
529,45.0,49.0,Directed,1,17,Knows
530,46.0,50.0,Directed,1,17,Knows
531,47.0,50.0,Directed,1,17,Knows
532,48.0,50.0,Directed,1,17,Knows
533,49.0,50.0,Directed,1,17,Knows
534,51.0,52.0,Directed,1,138,Exchange
535,51.0,52.0,Directed,1,140,Exchange
536,51.0,5.0,Directed,1,141,Exchange
536,51.0,5.0,Directed,1,142,Exchange
536,51.0,5.0,Directed,1,143,Exchange
536,51.0,5.0,Directed,1,144,Exchange
536,51.0,5.0,Directed,1,145,Exchange
537,51.0,60.0,Directed,1,142,Knows
538,51.0,58.0,Directed,1,141,Exchange
538,51.0,58.0,Directed,1,142,Exchange
538,51.0,58.0,Directed,1,143,Exchange
538,51.0,58.0,Directed,1,144,Exchange
539,51.0,75.0,Directed,1,142,Knows
539,51.0,75.0,Directed,1,143,Knows
539,51.0,75.0,Directed,1,144,Knows
540,51.0,60.0,Directed,1,143,Exchange
541,51.0,60.0,Directed,1,144,Knows
542,51.0,59.0,Directed,1,144,Knows
543,51.0,76.0,Directed,1,144,Knows
543,51.0,76.0,Directed,1,145,Knows
544,51.0,5.0,Directed,1,147,Exchange
544,51.0,5.0,Directed,1,148,Exchange
544,51.0,5.0,Directed,1,149,Exchange
544,51.0,5.0,Directed,1,150,Exchange
544,51.0,5.0,Directed,1,151,Exchange
544,51.0,5.0,Directed,1,152,Exchange
544,51.0,5.0,Directed,1,153,Exchange
544,51.0,5.0,Directed,1,154,Exchange
544,51.0,5.0,Directed,1,155,Exchange
544,51.0,5.0,Directed,1,156,Exchange
544,51.0,5.0,Directed,1,157,Exchange
545,51.0,78.0,Directed,1,147,Knows
545,51.0,78.0,Directed,1,148,Knows
545,51.0,78.0,Directed,1,149,Knows
545,51.0,78.0,Directed,1,150,Knows
546,51.0,79.0,Directed,1,147,Knows
546,51.0,79.0,Directed,1,148,Knows
546,51.0,79.0,Directed,1,149,Knows
546,51.0,79.0,Directed,1,150,Knows
547,51.0,80.0,Directed,1,148,Knows
548,51.0,81.0,Directed,1,148,Knows
549,51.0,82.0,Directed,1,148,Knows
550,51.0,83.0,Directed,1,148,Knows
551,51.0,84.0,Directed,1,149,Knows of
551,51.0,84.0,Directed,1,150,Knows of
552,51.0,85.0,Directed,1,149,Knows of
552,51.0,85.0,Directed,1,150,Knows of
553,51.0,83.0,Directed,1,149,Exchange
554,51.0,53.0,Directed,1,149,Knows
555,51.0,52.0,Directed,1,149,Knows
556,51.0,53.0,Directed,1,150,Exchange
557,51.0,52.0,Directed,1,150,Exchange
558,51.0,8.0,Directed,1,150,Knows
558,51.0,8.0,Directed,1,151,Knows
559,51.0,53.0,Directed,1,151,Knows
559,51.0,53.0,Directed,1,152,Knows
559,51.0,53.0,Directed,1,153,Knows
560,51.0,52.0,Directed,1,151,Knows
561,51.0,52.0,Directed,1,153,Exchange
562,51.0,8.0,Directed,1,153,Knows
563,51.0,114.0,Directed,1,153,Knows
564,51.0,83.0,Directed,1,153,Knows
565,51.0,78.0,Directed,1,154,Knows
566,51.0,52.0,Directed,1,155,Exchange
567,51.0,116.0,Directed,1,155,Knows
568,51.0,117.0,Directed,1,158,Knows
569,51.0,5.0,Directed,1,159,Exchange
569,51.0,5.0,Directed,1,160,Exchange
569,51.0,5.0,Directed,1,161,Exchange
569,51.0,5.0,Directed,1,162,Exchange
570,51.0,75.0,Directed,1,159,Knows
571,51.0,60.0,Directed,1,159,Knows
572,51.0,80.0,Directed,1,160,Knows
573,51.0,81.0,Directed,1,160,Knows
573,51.0,81.0,Directed,1,161,Knows
574,51.0,82.0,Directed,1,160,Knows
574,51.0,82.0,Directed,1,161,Knows
575,51.0,78.0,Directed,1,161,Exchange
575,51.0,78.0,Directed,1,162,Exchange
576,51.0,79.0,Directed,1,161,Exchange
576,51.0,79.0,Directed,1,162,Exchange
577,51.0,78.0,Directed,1,166,Knows
577,51.0,78.0,Directed,1,167,Knows
577,51.0,78.0,Directed,1,168,Knows
577,51.0,78.0,Directed,1,169,Knows
578,51.0,79.0,Directed,1,166,Knows
578,51.0,79.0,Directed,1,167,Knows
579,51.0,124.0,Directed,1,167,Knows
580,51.0,5.0,Directed,1,169,Exchange
580,51.0,5.0,Directed,1,170,Exchange
581,51.0,79.0,Directed,1,169,Knows
582,51.0,125.0,Directed,1,170,Knows
583,51.0,78.0,Directed,1,172,Knows
584,51.0,79.0,Directed,1,172,Knows
585,51.0,119.0,Directed,1,173,Knows
586,51.0,120.0,Directed,1,173,Knows
587,52.0,8.0,Directed,1,139,Knows
588,52.0,54.0,Directed,1,139,Knows of
589,52.0,53.0,Directed,1,147,Knows
589,52.0,53.0,Directed,1,148,Knows
589,52.0,53.0,Directed,1,149,Knows
589,52.0,53.0,Directed,1,150,Knows
589,52.0,53.0,Directed,1,151,Knows
589,52.0,53.0,Directed,1,152,Knows
589,52.0,53.0,Directed,1,153,Knows
590,52.0,51.0,Directed,1,148,Knows
591,52.0,78.0,Directed,1,148,Knows of
592,52.0,79.0,Directed,1,148,Knows of
593,52.0,78.0,Directed,1,150,Knows
594,52.0,79.0,Directed,1,150,Knows
595,52.0,8.0,Directed,1,150,Knows
595,52.0,8.0,Directed,1,151,Knows
596,52.0,8.0,Directed,1,153,Exchange
597,52.0,51.0,Directed,1,157,Knows
598,53.0,52.0,Directed,1,139,Knows
599,53.0,8.0,Directed,1,139,Knows
600,53.0,54.0,Directed,1,139,Knows of
601,53.0,52.0,Directed,1,146,Knows
602,53.0,51.0,Directed,1,148,Knows
603,53.0,78.0,Directed,1,148,Knows of
604,53.0,79.0,Directed,1,148,Knows of
605,53.0,78.0,Directed,1,150,Knows
606,53.0,79.0,Directed,1,150,Knows
607,53.0,84.0,Directed,1,150,Knows
608,53.0,85.0,Directed,1,150,Knows
609,53.0,8.0,Directed,1,150,Knows
609,53.0,8.0,Directed,1,151,Knows
610,53.0,83.0,Directed,1,152,Knows
610,53.0,83.0,Directed,1,153,Knows
611,53.0,8.0,Directed,1,155,Knows
612,53.0,52.0,Directed,1,158,Knows
613,55.0,56.0,Directed,1,140,Knows
614,55.0,57.0,Directed,1,140,Knows
615,56.0,57.0,Directed,1,140,Knows
616,59.0,5.0,Directed,1,141,Exchange
617,59.0,51.0,Directed,1,141,Knows
618,59.0,76.0,Directed,1,144,Knows
618,59.0,76.0,Directed,1,145,Knows
618,59.0,76.0,Directed,1,146,Knows
619,60.0,58.0,Directed,1,142,Knows
619,60.0,58.0,Directed,1,143,Knows
619,60.0,58.0,Directed,1,144,Knows
620,60.0,5.0,Directed,1,142,Knows
620,60.0,5.0,Directed,1,143,Knows
620,60.0,5.0,Directed,1,144,Knows
621,61.0,9.0,Directed,1,21,Knows
622,61.0,102.0,Directed,1,22,Exchange
622,61.0,102.0,Directed,1,23,Exchange
623,61.0,16.0,Directed,1,22,Knows
624,61.0,19.0,Directed,1,22,Knows
625,61.0,103.0,Directed,1,23,Exchange
625,61.0,103.0,Directed,1,24,Exchange
625,61.0,103.0,Directed,1,25,Exchange
625,61.0,103.0,Directed,1,26,Exchange
626,61.0,94.0,Directed,1,30,Knows
627,61.0,109.0,Directed,1,30,Knows of
628,61.0,110.0,Directed,1,30,Knows
629,61.0,111.0,Directed,1,30,Knows
630,61.0,103.0,Directed,1,32,Exchange
630,61.0,103.0,Directed,1,33,Exchange
630,61.0,103.0,Directed,1,34,Exchange
631,61.0,94.0,Directed,1,33,Knows
631,61.0,94.0,Directed,1,34,Knows
632,61.0,16.0,Directed,1,33,Knows
633,61.0,16.0,Directed,1,34,Exchange
634,61.0,132.0,Directed,1,36,Knows
635,61.0,15.0,Directed,1,37,Exchange
635,61.0,15.0,Directed,1,38,Exchange
635,61.0,15.0,Directed,1,39,Exchange
635,61.0,15.0,Directed,1,40,Exchange
635,61.0,15.0,Directed,1,41,Exchange
636,61.0,103.0,Directed,1,37,Exchange
636,61.0,103.0,Directed,1,38,Exchange
636,61.0,103.0,Directed,1,39,Exchange
636,61.0,103.0,Directed,1,40,Exchange
636,61.0,103.0,Directed,1,41,Exchange
637,61.0,134.0,Directed,1,41,Knows
638,63.0,50.0,Directed,1,17,Knows
639,63.0,64.0,Directed,1,17,Knows
640,63.0,65.0,Directed,1,17,Knows
641,63.0,66.0,Directed,1,17,Knows
642,63.0,68.0,Directed,1,17,Knows
643,63.0,67.0,Directed,1,17,Knows
644,63.0,46.0,Directed,1,17,Knows
645,63.0,48.0,Directed,1,17,Knows
646,63.0,47.0,Directed,1,17,Knows
647,63.0,15.0,Directed,1,17,Knows
648,63.0,70.0,Directed,1,17,Knows
649,64.0,50.0,Directed,1,17,Knows
650,64.0,65.0,Directed,1,17,Knows
651,64.0,66.0,Directed,1,17,Knows
652,64.0,68.0,Directed,1,17,Knows
653,64.0,67.0,Directed,1,17,Knows
654,64.0,46.0,Directed,1,17,Knows
655,64.0,48.0,Directed,1,17,Knows
656,64.0,47.0,Directed,1,17,Knows
657,64.0,15.0,Directed,1,17,Knows
658,64.0,70.0,Directed,1,17,Knows
659,65.0,50.0,Directed,1,17,Knows
660,65.0,66.0,Directed,1,17,Knows
661,65.0,68.0,Directed,1,17,Knows
662,65.0,67.0,Directed,1,17,Knows
663,65.0,46.0,Directed,1,17,Knows
664,65.0,48.0,Directed,1,17,Knows
665,65.0,47.0,Directed,1,17,Knows
666,65.0,15.0,Directed,1,17,Knows
667,66.0,50.0,Directed,1,17,Knows
668,66.0,68.0,Directed,1,17,Knows
669,66.0,67.0,Directed,1,17,Knows
670,66.0,46.0,Directed,1,17,Knows
671,66.0,48.0,Directed,1,17,Knows
672,66.0,47.0,Directed,1,17,Knows
673,66.0,15.0,Directed,1,17,Knows
674,66.0,70.0,Directed,1,17,Knows
675,67.0,50.0,Directed,1,17,Knows
676,67.0,46.0,Directed,1,17,Knows
677,67.0,48.0,Directed,1,17,Knows
678,67.0,47.0,Directed,1,17,Knows
679,67.0,15.0,Directed,1,17,Knows
680,67.0,70.0,Directed,1,17,Knows
681,68.0,50.0,Directed,1,17,Knows
682,68.0,67.0,Directed,1,17,Knows
683,68.0,46.0,Directed,1,17,Knows
684,68.0,48.0,Directed,1,17,Knows
685,68.0,47.0,Directed,1,17,Knows
686,68.0,15.0,Directed,1,17,Knows
687,68.0,70.0,Directed,1,17,Knows
688,70.0,50.0,Directed,1,17,Knows
689,70.0,46.0,Directed,1,17,Knows
690,70.0,48.0,Directed,1,17,Knows
691,70.0,47.0,Directed,1,17,Knows
692,70.0,15.0,Directed,1,17,Knows
693,71.0,69.0,Directed,1,17,Knows
694,72.0,69.0,Directed,1,17,Knows
695,75.0,58.0,Directed,1,142,Knows
695,75.0,58.0,Directed,1,143,Knows
695,75.0,58.0,Directed,1,144,Knows
696,75.0,5.0,Directed,1,142,Knows
696,75.0,5.0,Directed,1,143,Knows
696,75.0,5.0,Directed,1,144,Knows
697,77.0,5.0,Directed,1,145,Exchange
698,77.0,76.0,Directed,1,145,Knows
699,78.0,79.0,Directed,1,147,Knows
699,78.0,79.0,Directed,1,148,Knows
699,78.0,79.0,Directed,1,149,Knows
699,78.0,79.0,Directed,1,150,Knows
700,78.0,79.0,Directed,1,155,Knows
700,78.0,79.0,Directed,1,156,Knows
701,78.0,79.0,Directed,1,161,Knows
701,78.0,79.0,Directed,1,162,Knows
701,78.0,79.0,Directed,1,163,Knows
701,78.0,79.0,Directed,1,164,Knows
702,78.0,79.0,Directed,1,166,Knows
702,78.0,79.0,Directed,1,167,Knows
702,78.0,79.0,Directed,1,168,Knows
702,78.0,79.0,Directed,1,169,Knows
702,78.0,79.0,Directed,1,170,Knows
703,78.0,79.0,Directed,1,172,Knows
703,78.0,79.0,Directed,1,173,Knows
703,78.0,79.0,Directed,1,174,Knows
704,78.0,127.0,Directed,1,174,Knows
704,78.0,127.0,Directed,1,175,Knows
705,78.0,51.0,Directed,1,175,Exchange
706,79.0,5.0,Directed,1,174,Exchange
707,79.0,127.0,Directed,1,174,Knows
707,79.0,127.0,Directed,1,175,Knows
708,80.0,81.0,Directed,1,148,Knows
709,80.0,81.0,Directed,1,160,Knows
710,80.0,82.0,Directed,1,160,Knows
711,81.0,82.0,Directed,1,160,Knows
712,84.0,85.0,Directed,1,149,Knows
713,88.0,89.0,Directed,1,19,Knows
714,88.0,90.0,Directed,1,19,Knows of
715,89.0,90.0,Directed,1,19,Knows
716,94.0,109.0,Directed,1,30,Knows
717,94.0,110.0,Directed,1,30,Knows
718,94.0,111.0,Directed,1,30,Knows
719,95.0,94.0,Directed,1,21,Knows
720,95.0,61.0,Directed,1,21,Knows
721,95.0,9.0,Directed,1,21,Knows
722,95.0,97.0,Directed,1,21,Knows
723,95.0,98.0,Directed,1,21,Knows
724,95.0,99.0,Directed,1,21,Knows
725,95.0,100.0,Directed,1,21,Knows
726,95.0,101.0,Directed,1,21,Knows
727,96.0,95.0,Directed,1,21,Knows
728,96.0,94.0,Directed,1,21,Knows
729,96.0,61.0,Directed,1,21,Knows
730,96.0,9.0,Directed,1,21,Knows
730,96.0,9.0,Directed,1,22,Knows
731,96.0,97.0,Directed,1,21,Knows
732,96.0,98.0,Directed,1,21,Knows
733,96.0,99.0,Directed,1,21,Knows
734,96.0,100.0,Directed,1,21,Knows
734,96.0,100.0,Directed,1,22,Knows
735,96.0,101.0,Directed,1,21,Knows
736,103.0,16.0,Directed,1,23,Knows
736,103.0,16.0,Directed,1,24,Knows
737,103.0,18.0,Directed,1,24,Knows
738,103.0,61.0,Directed,1,27,Knows
739,103.0,15.0,Directed,1,27,Knows
740,103.0,60.0,Directed,1,33,Knows of
741,103.0,27.0,Directed,1,34,Knows of
742,103.0,40.0,Directed,1,40,Knows
743,103.0,75.0,Directed,1,36,Knows of
744,118.0,119.0,Directed,1,160,Knows
745,118.0,120.0,Directed,1,160,Knows
746,119.0,120.0,Directed,1,160,Knows
747,119.0,120.0,Directed,1,173,Knows
748,119.0,120.0,Directed,1,177,Knows
749,121.0,121.0,Directed,1,163,Exchange
750,122.0,51.0,Directed,1,165,Knows
751,122.0,117.0,Directed,1,165,Knows
752,124.0,126.0,Directed,1,171,Knows
753,124.0,126.0,Directed,1,173,Knows
753,124.0,126.0,Directed,1,174,Knows
754,125.0,122.0,Directed,1,171,Exchange
755,127.0,79.0,Directed,1,177,Knows
756,130.0,129.0,Directed,1,35,Knows
757,135.0,32.0,Directed,1,44,Knows
757,135.0,32.0,Directed,1,45,Knows
758,135.0,139.0,Directed,1,45,Knows
759,135.0,70.0,Directed,1,46,Knows
760,135.0,18.0,Directed,1,49,Knows of
761,135.0,32.0,Directed,1,49,Exchange
762,135.0,16.0,Directed,1,51,Knows of
763,135.0,32.0,Directed,1,52,Exchange
763,135.0,32.0,Directed,1,53,Exchange
764,3.0,3.0,Directed,1,5,Knows of
764,3.0,3.0,Directed,1,6,Knows of
764,3.0,3.0,Directed,1,7,Knows of
764,3.0,3.0,Directed,1,8,Knows of
765,3.0,9.0,Directed,1,5,Knows of
765,3.0,9.0,Directed,1,6,Knows of
765,3.0,9.0,Directed,1,7,Knows of
765,3.0,9.0,Directed,1,8,Knows of
766,3.0,3.0,Directed,1,5,Knows of
767,3.0,10.0,Directed,1,5,Knows of
768,3.0,3.0,Directed,1,5,Knows of
769,3.0,12.0,Directed,1,5,Knows of
770,3.0,3.0,Directed,1,5,Knows of
771,3.0,11.0,Directed,1,5,Knows of
772,3.0,9.0,Directed,1,5,Exchange
773,3.0,13.0,Directed,1,5,Exchange
774,3.0,13.0,Directed,1,5,Knows of
775,3.0,10.0,Directed,1,5,Knows of
776,3.0,13.0,Directed,1,5,Knows of
777,3.0,12.0,Directed,1,5,Knows of
778,3.0,14.0,Directed,1,5,Exchange
779,3.0,11.0,Directed,1,5,Exchange
780,3.0,9.0,Directed,1,6,Knows
780,3.0,9.0,Directed,1,7,Knows
780,3.0,9.0,Directed,1,8,Knows
781,3.0,15.0,Directed,1,6,Knows
781,3.0,15.0,Directed,1,7,Knows
781,3.0,15.0,Directed,1,8,Knows
782,3.0,15.0,Directed,1,6,Exchange
782,3.0,15.0,Directed,1,7,Exchange
782,3.0,15.0,Directed,1,8,Exchange
782,3.0,15.0,Directed,1,9,Exchange
783,3.0,3.0,Directed,1,6,Exchange
783,3.0,3.0,Directed,1,7,Exchange
783,3.0,3.0,Directed,1,8,Exchange
783,3.0,3.0,Directed,1,9,Exchange
784,3.0,3.0,Directed,1,6,Knows
784,3.0,3.0,Directed,1,7,Knows
784,3.0,3.0,Directed,1,8,Knows
785,3.0,16.0,Directed,1,6,Knows
785,3.0,16.0,Directed,1,7,Knows
785,3.0,16.0,Directed,1,8,Knows
786,3.0,15.0,Directed,1,6,Knows
787,3.0,16.0,Directed,1,6,Knows
788,3.0,3.0,Directed,1,6,Knows
788,3.0,3.0,Directed,1,7,Knows
788,3.0,3.0,Directed,1,8,Knows
788,3.0,3.0,Directed,1,9,Knows
789,3.0,17.0,Directed,1,6,Knows
789,3.0,17.0,Directed,1,7,Knows
789,3.0,17.0,Directed,1,8,Knows
789,3.0,17.0,Directed,1,9,Knows
790,3.0,15.0,Directed,1,6,Exchange
790,3.0,15.0,Directed,1,7,Exchange
790,3.0,15.0,Directed,1,8,Exchange
790,3.0,15.0,Directed,1,9,Exchange
791,3.0,17.0,Directed,1,6,Exchange
791,3.0,17.0,Directed,1,7,Exchange
791,3.0,17.0,Directed,1,8,Exchange
791,3.0,17.0,Directed,1,9,Exchange
792,3.0,18.0,Directed,1,6,Knows
792,3.0,18.0,Directed,1,7,Knows
792,3.0,18.0,Directed,1,8,Knows
792,3.0,18.0,Directed,1,9,Knows
793,3.0,3.0,Directed,1,6,Knows
793,3.0,3.0,Directed,1,7,Knows
793,3.0,3.0,Directed,1,8,Knows
793,3.0,3.0,Directed,1,9,Knows
794,3.0,18.0,Directed,1,6,Knows
794,3.0,18.0,Directed,1,7,Knows
794,3.0,18.0,Directed,1,8,Knows
795,3.0,17.0,Directed,1,6,Knows
795,3.0,17.0,Directed,1,7,Knows
795,3.0,17.0,Directed,1,8,Knows
796,3.0,16.0,Directed,1,7,Exchange
797,3.0,15.0,Directed,1,7,Exchange
798,3.0,9.0,Directed,1,7,Exchange
799,3.0,13.0,Directed,1,7,Exchange
800,3.0,3.0,Directed,1,5,Knows of
801,3.0,13.0,Directed,1,5,Knows of
802,3.0,3.0,Directed,1,7,Knows of
802,3.0,3.0,Directed,1,8,Knows of
803,3.0,13.0,Directed,1,7,Knows of
803,3.0,13.0,Directed,1,8,Knows of
804,3.0,15.0,Directed,1,7,Knows
804,3.0,15.0,Directed,1,8,Knows
805,3.0,13.0,Directed,1,7,Knows
805,3.0,13.0,Directed,1,8,Knows
806,3.0,16.0,Directed,1,8,Knows
807,3.0,15.0,Directed,1,8,Knows
808,3.0,16.0,Directed,1,8,Knows
809,3.0,17.0,Directed,1,8,Knows
810,3.0,18.0,Directed,1,8,Knows
810,3.0,18.0,Directed,1,9,Knows
811,3.0,16.0,Directed,1,8,Knows
811,3.0,16.0,Directed,1,9,Knows
812,3.0,18.0,Directed,1,8,Knows
813,3.0,15.0,Directed,1,8,Knows
814,3.0,19.0,Directed,1,9,Exchange
815,3.0,22.0,Directed,1,9,Exchange
816,3.0,3.0,Directed,1,8,Knows
816,3.0,3.0,Directed,1,9,Knows
817,3.0,19.0,Directed,1,8,Knows
817,3.0,19.0,Directed,1,9,Knows
818,3.0,3.0,Directed,1,9,Knows of
819,3.0,22.0,Directed,1,9,Knows of
820,3.0,20.0,Directed,1,9,Exchange
821,3.0,21.0,Directed,1,9,Exchange
822,3.0,16.0,Directed,1,9,Knows
823,3.0,19.0,Directed,1,9,Knows
824,3.0,3.0,Directed,1,8,Knows
824,3.0,3.0,Directed,1,9,Knows
825,3.0,20.0,Directed,1,8,Knows
825,3.0,20.0,Directed,1,9,Knows
826,3.0,3.0,Directed,1,9,Knows of
827,3.0,21.0,Directed,1,9,Knows of
828,3.0,20.0,Directed,1,9,Exchange
829,3.0,23.0,Directed,1,9,Exchange
830,3.0,3.0,Directed,1,9,Knows of
831,3.0,23.0,Directed,1,9,Knows of
832,3.0,18.0,Directed,1,9,Knows
833,3.0,26.0,Directed,1,9,Knows
834,3.0,26.0,Directed,1,9,Exchange
835,3.0,27.0,Directed,1,9,Exchange
836,3.0,18.0,Directed,1,9,Knows
837,3.0,27.0,Directed,1,9,Knows
838,3.0,26.0,Directed,1,9,Exchange
839,3.0,28.0,Directed,1,9,Exchange
840,3.0,3.0,Directed,1,8,Knows of
840,3.0,3.0,Directed,1,9,Knows of
841,3.0,26.0,Directed,1,8,Knows of
841,3.0,26.0,Directed,1,9,Knows of
842,3.0,3.0,Directed,1,8,Knows
842,3.0,3.0,Directed,1,9,Knows
843,3.0,27.0,Directed,1,8,Knows
843,3.0,27.0,Directed,1,9,Knows
844,3.0,3.0,Directed,1,9,Knows of
845,3.0,28.0,Directed,1,9,Knows of
846,3.0,29.0,Directed,1,9,Knows
847,3.0,30.0,Directed,1,9,Knows
848,3.0,3.0,Directed,1,8,Knows of
848,3.0,3.0,Directed,1,9,Knows of
849,3.0,29.0,Directed,1,8,Knows of
849,3.0,29.0,Directed,1,9,Knows of
850,3.0,3.0,Directed,1,9,Knows of
851,3.0,30.0,Directed,1,9,Knows of
852,3.0,18.0,Directed,1,9,Knows
853,3.0,29.0,Directed,1,9,Knows
854,3.0,3.0,Directed,1,9,Knows
855,3.0,31.0,Directed,1,9,Knows
856,3.0,3.0,Directed,1,10,Exchange
857,3.0,32.0,Directed,1,10,Exchange
