,source,target,type,weight,startPage,category
1331,5.0,78.0,Directed,1,148,Knows of
1332,5.0,53.0,Directed,1,148,Knows of
1333,5.0,79.0,Directed,1,148,Knows of
1334,5.0,52.0,Directed,1,148,Knows of
1335,5.0,78.0,Directed,1,148,Knows of
1336,5.0,52.0,Directed,1,148,Knows of
1337,5.0,79.0,Directed,1,148,Knows of
1338,5.0,5.0,Directed,1,148,Knows
1338,5.0,5.0,Directed,1,149,Knows
1339,5.0,83.0,Directed,1,148,Knows
1339,5.0,83.0,Directed,1,149,Knows
1340,5.0,51.0,Directed,1,148,Knows
1341,5.0,83.0,Directed,1,148,Knows
1342,5.0,5.0,Directed,1,149,Knows
1343,5.0,84.0,Directed,1,149,Knows
1344,5.0,5.0,Directed,1,149,Knows
1345,5.0,85.0,Directed,1,149,Knows
1346,5.0,84.0,Directed,1,149,Knows
1347,5.0,85.0,Directed,1,149,Knows
1348,5.0,51.0,Directed,1,149,Knows of
1348,5.0,51.0,Directed,1,150,Knows of
1349,5.0,84.0,Directed,1,149,Knows of
1349,5.0,84.0,Directed,1,150,Knows of
1350,5.0,51.0,Directed,1,149,Knows of
1350,5.0,51.0,Directed,1,150,Knows of
1351,5.0,85.0,Directed,1,149,Knows of
1351,5.0,85.0,Directed,1,150,Knows of
1352,5.0,51.0,Directed,1,149,Exchange
1353,5.0,83.0,Directed,1,149,Exchange
1354,5.0,5.0,Directed,1,149,Knows
1354,5.0,5.0,Directed,1,150,Knows
1355,5.0,78.0,Directed,1,149,Knows
1355,5.0,78.0,Directed,1,150,Knows
1356,5.0,5.0,Directed,1,149,Knows
1356,5.0,5.0,Directed,1,150,Knows
1356,5.0,5.0,Directed,1,151,Knows
1357,5.0,79.0,Directed,1,149,Knows
1357,5.0,79.0,Directed,1,150,Knows
1357,5.0,79.0,Directed,1,151,Knows
1358,5.0,51.0,Directed,1,149,Knows
1359,5.0,53.0,Directed,1,149,Knows
1360,5.0,51.0,Directed,1,149,Knows
1361,5.0,52.0,Directed,1,149,Knows
1362,5.0,51.0,Directed,1,150,Exchange
1363,5.0,53.0,Directed,1,150,Exchange
1364,5.0,51.0,Directed,1,150,Exchange
1365,5.0,52.0,Directed,1,150,Exchange
1366,5.0,53.0,Directed,1,150,Knows
1367,5.0,78.0,Directed,1,150,Knows
1368,5.0,53.0,Directed,1,150,Knows
1369,5.0,79.0,Directed,1,150,Knows
1370,5.0,52.0,Directed,1,150,Knows
1371,5.0,78.0,Directed,1,150,Knows
1372,5.0,52.0,Directed,1,150,Knows
1373,5.0,79.0,Directed,1,150,Knows
1374,5.0,5.0,Directed,1,150,Knows
1374,5.0,5.0,Directed,1,151,Knows
1375,5.0,8.0,Directed,1,150,Knows
1375,5.0,8.0,Directed,1,151,Knows
1376,5.0,51.0,Directed,1,150,Knows
1376,5.0,51.0,Directed,1,151,Knows
1377,5.0,8.0,Directed,1,150,Knows
1377,5.0,8.0,Directed,1,151,Knows
1378,5.0,53.0,Directed,1,150,Knows
1379,5.0,84.0,Directed,1,150,Knows
1380,5.0,53.0,Directed,1,150,Knows
1381,5.0,85.0,Directed,1,150,Knows
1382,5.0,53.0,Directed,1,150,Knows
1382,5.0,53.0,Directed,1,151,Knows
1383,5.0,8.0,Directed,1,150,Knows
1383,5.0,8.0,Directed,1,151,Knows
1384,5.0,52.0,Directed,1,150,Knows
1384,5.0,52.0,Directed,1,151,Knows
1385,5.0,8.0,Directed,1,150,Knows
1385,5.0,8.0,Directed,1,151,Knows
1386,5.0,51.0,Directed,1,151,Knows
1386,5.0,51.0,Directed,1,152,Knows
1386,5.0,51.0,Directed,1,153,Knows
1387,5.0,53.0,Directed,1,151,Knows
1387,5.0,53.0,Directed,1,152,Knows
1387,5.0,53.0,Directed,1,153,Knows
1388,5.0,51.0,Directed,1,151,Knows
1389,5.0,52.0,Directed,1,151,Knows
1390,3.0,3.0,Directed,1,19,Knows
1391,3.0,34.0,Directed,1,19,Knows
1392,3.0,15.0,Directed,1,19,Knows
1393,3.0,16.0,Directed,1,19,Knows
1394,3.0,34.0,Directed,1,19,Knows
1395,3.0,16.0,Directed,1,19,Knows
1396,3.0,3.0,Directed,1,19,Knows
1397,3.0,16.0,Directed,1,19,Knows
1398,3.0,15.0,Directed,1,19,Knows
1399,3.0,19.0,Directed,1,19,Knows
1400,3.0,34.0,Directed,1,19,Knows
1401,3.0,19.0,Directed,1,19,Knows
1402,3.0,3.0,Directed,1,19,Knows
1403,3.0,19.0,Directed,1,19,Knows
1404,3.0,15.0,Directed,1,19,Knows
1405,3.0,20.0,Directed,1,19,Knows
1406,3.0,34.0,Directed,1,19,Knows
1407,3.0,20.0,Directed,1,19,Knows
1408,3.0,3.0,Directed,1,19,Knows
1409,3.0,20.0,Directed,1,19,Knows
1410,3.0,15.0,Directed,1,19,Knows
1411,3.0,86.0,Directed,1,19,Knows
1412,3.0,34.0,Directed,1,19,Knows
1413,3.0,86.0,Directed,1,19,Knows
1414,3.0,3.0,Directed,1,19,Knows of
1415,3.0,86.0,Directed,1,19,Knows of
1416,3.0,16.0,Directed,1,19,Knows
1417,3.0,18.0,Directed,1,19,Knows
1418,3.0,3.0,Directed,1,19,Knows
1419,3.0,18.0,Directed,1,19,Knows
1420,3.0,3.0,Directed,1,19,Knows
1421,3.0,17.0,Directed,1,19,Knows
1422,3.0,16.0,Directed,1,19,Knows
1423,3.0,17.0,Directed,1,19,Knows
1424,3.0,18.0,Directed,1,19,Knows
1425,3.0,17.0,Directed,1,19,Knows
1426,3.0,3.0,Directed,1,19,Knows of
1427,3.0,43.0,Directed,1,19,Knows of
1428,3.0,3.0,Directed,1,19,Knows of
1429,3.0,42.0,Directed,1,19,Knows of
1430,3.0,42.0,Directed,1,19,Knows
1431,3.0,43.0,Directed,1,19,Knows
1432,3.0,15.0,Directed,1,19,Knows
1433,3.0,42.0,Directed,1,19,Knows
1434,3.0,3.0,Directed,1,19,Knows
1435,3.0,15.0,Directed,1,19,Knows
1436,3.0,42.0,Directed,1,19,Knows
1437,3.0,87.0,Directed,1,19,Knows
1438,3.0,15.0,Directed,1,19,Knows of
1439,3.0,87.0,Directed,1,19,Knows of
1440,3.0,3.0,Directed,1,19,Knows of
1441,3.0,87.0,Directed,1,19,Knows of
1442,3.0,43.0,Directed,1,19,Exchange
1443,3.0,73.0,Directed,1,19,Exchange
1444,3.0,3.0,Directed,1,19,Knows of
1445,3.0,73.0,Directed,1,19,Knows of
1446,3.0,88.0,Directed,1,19,Knows
1447,3.0,89.0,Directed,1,19,Knows
1448,3.0,88.0,Directed,1,19,Knows of
1449,3.0,90.0,Directed,1,19,Knows of
1450,3.0,89.0,Directed,1,19,Knows
1451,3.0,90.0,Directed,1,19,Knows
1452,3.0,3.0,Directed,1,19,Knows of
1453,3.0,88.0,Directed,1,19,Knows of
1454,3.0,3.0,Directed,1,19,Knows of
1455,3.0,89.0,Directed,1,19,Knows of
1456,3.0,3.0,Directed,1,19,Knows of
1457,3.0,90.0,Directed,1,19,Knows of
1458,3.0,3.0,Directed,1,19,Knows
1459,3.0,18.0,Directed,1,19,Knows
1460,3.0,3.0,Directed,1,19,Knows
1461,3.0,17.0,Directed,1,19,Knows
1462,3.0,3.0,Directed,1,19,Knows
1463,3.0,16.0,Directed,1,19,Knows
1464,3.0,15.0,Directed,1,19,Knows
1465,3.0,16.0,Directed,1,19,Knows
1466,3.0,15.0,Directed,1,19,Knows
1467,3.0,18.0,Directed,1,19,Knows
1468,3.0,15.0,Directed,1,19,Knows
1469,3.0,17.0,Directed,1,19,Knows
1470,3.0,16.0,Directed,1,19,Knows
1471,3.0,18.0,Directed,1,19,Knows
1472,3.0,16.0,Directed,1,19,Knows
1473,3.0,17.0,Directed,1,19,Knows
1474,3.0,18.0,Directed,1,19,Knows
1475,3.0,17.0,Directed,1,19,Knows
1476,3.0,15.0,Directed,1,19,Knows of
1477,3.0,91.0,Directed,1,19,Knows of
1478,3.0,3.0,Directed,1,19,Knows of
1479,3.0,91.0,Directed,1,19,Knows of
1480,3.0,15.0,Directed,1,19,Knows
1481,3.0,34.0,Directed,1,19,Knows
1482,3.0,3.0,Directed,1,19,Knows
1483,3.0,34.0,Directed,1,19,Knows
1484,3.0,3.0,Directed,1,20,Exchange
1485,3.0,31.0,Directed,1,20,Exchange
1486,3.0,3.0,Directed,1,21,Knows of
1487,3.0,92.0,Directed,1,21,Knows of
1488,3.0,3.0,Directed,1,21,Knows of
1489,3.0,93.0,Directed,1,21,Knows of
1490,3.0,3.0,Directed,1,21,Knows of
1490,3.0,3.0,Directed,1,22,Knows of
1491,3.0,94.0,Directed,1,21,Knows of
1491,3.0,94.0,Directed,1,22,Knows of
1492,3.0,16.0,Directed,1,21,Knows
1493,3.0,18.0,Directed,1,21,Knows
1494,3.0,3.0,Directed,1,21,Knows
1495,3.0,16.0,Directed,1,21,Knows
1496,3.0,3.0,Directed,1,21,Knows
1497,3.0,18.0,Directed,1,21,Knows
1498,3.0,16.0,Directed,1,21,Knows of
1499,3.0,92.0,Directed,1,21,Knows of
1500,3.0,16.0,Directed,1,21,Knows of
1501,3.0,93.0,Directed,1,21,Knows of
1502,3.0,16.0,Directed,1,21,Knows of
1503,3.0,94.0,Directed,1,21,Knows of
1504,3.0,18.0,Directed,1,21,Knows of
1505,3.0,92.0,Directed,1,21,Knows of
1506,3.0,18.0,Directed,1,21,Knows of
1507,3.0,93.0,Directed,1,21,Knows of
1508,3.0,18.0,Directed,1,21,Knows of
1509,3.0,94.0,Directed,1,21,Knows of
1510,3.0,15.0,Directed,1,21,Knows
1511,3.0,96.0,Directed,1,21,Knows
1512,3.0,15.0,Directed,1,21,Knows of
1513,3.0,94.0,Directed,1,21,Knows of
1514,3.0,15.0,Directed,1,21,Knows
1515,3.0,95.0,Directed,1,21,Knows
1516,3.0,96.0,Directed,1,21,Knows
1517,3.0,95.0,Directed,1,21,Knows
1518,3.0,96.0,Directed,1,21,Knows
1519,3.0,94.0,Directed,1,21,Knows
1520,3.0,95.0,Directed,1,21,Knows
1521,3.0,94.0,Directed,1,21,Knows
1522,3.0,96.0,Directed,1,21,Knows
1523,3.0,61.0,Directed,1,21,Knows
1524,3.0,95.0,Directed,1,21,Knows
1525,3.0,61.0,Directed,1,21,Knows
1526,3.0,15.0,Directed,1,21,Knows
1526,3.0,15.0,Directed,1,22,Knows
1526,3.0,15.0,Directed,1,23,Knows
1527,3.0,61.0,Directed,1,21,Knows
1527,3.0,61.0,Directed,1,22,Knows
1527,3.0,61.0,Directed,1,23,Knows
1528,3.0,96.0,Directed,1,21,Knows
1528,3.0,96.0,Directed,1,22,Knows
1529,3.0,9.0,Directed,1,21,Knows
1529,3.0,9.0,Directed,1,22,Knows
1530,3.0,95.0,Directed,1,21,Knows
1531,3.0,9.0,Directed,1,21,Knows
1532,3.0,15.0,Directed,1,21,Knows
1533,3.0,9.0,Directed,1,21,Knows
1534,3.0,61.0,Directed,1,21,Knows
1535,3.0,9.0,Directed,1,21,Knows
1536,3.0,96.0,Directed,1,21,Knows
1537,3.0,97.0,Directed,1,21,Knows
1538,3.0,96.0,Directed,1,21,Knows
1539,3.0,98.0,Directed,1,21,Knows
1540,3.0,96.0,Directed,1,21,Knows
1541,3.0,99.0,Directed,1,21,Knows
1542,3.0,96.0,Directed,1,21,Knows
1542,3.0,96.0,Directed,1,22,Knows
1543,3.0,100.0,Directed,1,21,Knows
1543,3.0,100.0,Directed,1,22,Knows
1544,3.0,95.0,Directed,1,21,Knows
1545,3.0,97.0,Directed,1,21,Knows
1546,3.0,95.0,Directed,1,21,Knows
1547,3.0,98.0,Directed,1,21,Knows
1548,3.0,95.0,Directed,1,21,Knows
1549,3.0,99.0,Directed,1,21,Knows
1550,3.0,95.0,Directed,1,21,Knows
1551,3.0,100.0,Directed,1,21,Knows
1552,3.0,96.0,Directed,1,21,Knows
1553,3.0,101.0,Directed,1,21,Knows
1554,3.0,95.0,Directed,1,21,Knows
1555,3.0,101.0,Directed,1,21,Knows
1556,3.0,3.0,Directed,1,21,Knows
1556,3.0,3.0,Directed,1,22,Knows
1556,3.0,3.0,Directed,1,23,Knows
1556,3.0,3.0,Directed,1,24,Knows
1556,3.0,3.0,Directed,1,25,Knows
1556,3.0,3.0,Directed,1,26,Knows
1556,3.0,3.0,Directed,1,27,Knows
1556,3.0,3.0,Directed,1,28,Knows
1557,3.0,15.0,Directed,1,21,Knows
1557,3.0,15.0,Directed,1,22,Knows
1557,3.0,15.0,Directed,1,23,Knows
1557,3.0,15.0,Directed,1,24,Knows
1557,3.0,15.0,Directed,1,25,Knows
1557,3.0,15.0,Directed,1,26,Knows
1557,3.0,15.0,Directed,1,27,Knows
1557,3.0,15.0,Directed,1,28,Knows
1558,3.0,3.0,Directed,1,21,Knows
1558,3.0,3.0,Directed,1,22,Knows
1558,3.0,3.0,Directed,1,23,Knows
1558,3.0,3.0,Directed,1,24,Knows
1558,3.0,3.0,Directed,1,25,Knows
1558,3.0,3.0,Directed,1,26,Knows
1558,3.0,3.0,Directed,1,27,Knows
1558,3.0,3.0,Directed,1,28,Knows
1559,3.0,61.0,Directed,1,21,Knows
1559,3.0,61.0,Directed,1,22,Knows
1559,3.0,61.0,Directed,1,23,Knows
1559,3.0,61.0,Directed,1,24,Knows
1559,3.0,61.0,Directed,1,25,Knows
1559,3.0,61.0,Directed,1,26,Knows
1559,3.0,61.0,Directed,1,27,Knows
1559,3.0,61.0,Directed,1,28,Knows
1560,3.0,3.0,Directed,1,21,Knows of
1560,3.0,3.0,Directed,1,22,Knows of
1561,3.0,9.0,Directed,1,21,Knows of
1561,3.0,9.0,Directed,1,22,Knows of
1562,3.0,3.0,Directed,1,21,Knows of
1562,3.0,3.0,Directed,1,22,Knows of
1563,3.0,96.0,Directed,1,21,Knows of
1563,3.0,96.0,Directed,1,22,Knows of
1564,3.0,3.0,Directed,1,21,Knows of
1565,3.0,95.0,Directed,1,21,Knows of
1566,3.0,3.0,Directed,1,21,Knows of
1567,3.0,97.0,Directed,1,21,Knows of
1568,3.0,3.0,Directed,1,21,Knows of
1569,3.0,98.0,Directed,1,21,Knows of
1570,3.0,3.0,Directed,1,21,Knows of
1571,3.0,99.0,Directed,1,21,Knows of
1572,3.0,3.0,Directed,1,21,Knows of
1572,3.0,3.0,Directed,1,22,Knows of
1573,3.0,100.0,Directed,1,21,Knows of
1573,3.0,100.0,Directed,1,22,Knows of
1574,3.0,3.0,Directed,1,21,Knows of
1575,3.0,101.0,Directed,1,21,Knows of
1576,3.0,15.0,Directed,1,22,Exchange
1576,3.0,15.0,Directed,1,23,Exchange
1576,3.0,15.0,Directed,1,24,Exchange
1577,3.0,16.0,Directed,1,22,Exchange
1577,3.0,16.0,Directed,1,23,Exchange
1577,3.0,16.0,Directed,1,24,Exchange
1578,3.0,3.0,Directed,1,22,Knows
1578,3.0,3.0,Directed,1,23,Knows
1578,3.0,3.0,Directed,1,24,Knows
1579,3.0,16.0,Directed,1,22,Knows
1579,3.0,16.0,Directed,1,23,Knows
1579,3.0,16.0,Directed,1,24,Knows
1580,3.0,61.0,Directed,1,22,Exchange
1580,3.0,61.0,Directed,1,23,Exchange
1581,3.0,102.0,Directed,1,22,Exchange
1581,3.0,102.0,Directed,1,23,Exchange
1582,3.0,15.0,Directed,1,22,Exchange
1582,3.0,15.0,Directed,1,23,Exchange
1583,3.0,102.0,Directed,1,22,Exchange
1583,3.0,102.0,Directed,1,23,Exchange
1584,3.0,61.0,Directed,1,22,Knows
1585,3.0,16.0,Directed,1,22,Knows
1586,3.0,15.0,Directed,1,22,Knows
1587,3.0,19.0,Directed,1,22,Knows
1588,3.0,61.0,Directed,1,22,Knows
1589,3.0,19.0,Directed,1,22,Knows
1590,3.0,16.0,Directed,1,22,Knows
1591,3.0,34.0,Directed,1,22,Knows
1592,3.0,19.0,Directed,1,22,Knows
1593,3.0,34.0,Directed,1,22,Knows
1594,3.0,3.0,Directed,1,22,Knows
1594,3.0,3.0,Directed,1,23,Knows
1595,3.0,19.0,Directed,1,22,Knows
1595,3.0,19.0,Directed,1,23,Knows
1596,3.0,3.0,Directed,1,22,Knows
1596,3.0,3.0,Directed,1,23,Knows
1597,3.0,102.0,Directed,1,22,Knows
1597,3.0,102.0,Directed,1,23,Knows
1598,3.0,3.0,Directed,1,23,Knows
1598,3.0,3.0,Directed,1,24,Knows
1598,3.0,3.0,Directed,1,25,Knows
1598,3.0,3.0,Directed,1,26,Knows
1598,3.0,3.0,Directed,1,27,Knows
1598,3.0,3.0,Directed,1,28,Knows
1599,3.0,103.0,Directed,1,23,Knows
1599,3.0,103.0,Directed,1,24,Knows
1599,3.0,103.0,Directed,1,25,Knows
1599,3.0,103.0,Directed,1,26,Knows
1599,3.0,103.0,Directed,1,27,Knows
1599,3.0,103.0,Directed,1,28,Knows
1600,3.0,3.0,Directed,1,23,Exchange
1601,3.0,17.0,Directed,1,23,Exchange
1602,3.0,17.0,Directed,1,23,Knows
1603,3.0,19.0,Directed,1,23,Knows
1604,3.0,103.0,Directed,1,23,Knows
1604,3.0,103.0,Directed,1,24,Knows
1605,3.0,16.0,Directed,1,23,Knows
1605,3.0,16.0,Directed,1,24,Knows
1606,3.0,17.0,Directed,1,23,Knows
1607,3.0,15.0,Directed,1,23,Knows
1608,3.0,17.0,Directed,1,23,Knows
1609,3.0,61.0,Directed,1,23,Knows
1610,3.0,15.0,Directed,1,23,Exchange
1610,3.0,15.0,Directed,1,24,Exchange
1610,3.0,15.0,Directed,1,25,Exchange
1610,3.0,15.0,Directed,1,26,Exchange
1611,3.0,103.0,Directed,1,23,Exchange
1611,3.0,103.0,Directed,1,24,Exchange
1611,3.0,103.0,Directed,1,25,Exchange
1611,3.0,103.0,Directed,1,26,Exchange
1612,3.0,61.0,Directed,1,23,Exchange
1612,3.0,61.0,Directed,1,24,Exchange
1612,3.0,61.0,Directed,1,25,Exchange
1612,3.0,61.0,Directed,1,26,Exchange
1613,3.0,103.0,Directed,1,23,Exchange
1613,3.0,103.0,Directed,1,24,Exchange
1613,3.0,103.0,Directed,1,25,Exchange
1613,3.0,103.0,Directed,1,26,Exchange
1614,3.0,3.0,Directed,1,24,Knows
1615,3.0,17.0,Directed,1,24,Knows
1616,3.0,17.0,Directed,1,24,Knows
1617,3.0,103.0,Directed,1,24,Knows
1618,3.0,16.0,Directed,1,24,Knows
1619,3.0,18.0,Directed,1,24,Knows
1620,3.0,103.0,Directed,1,24,Knows
1621,3.0,18.0,Directed,1,24,Knows
1622,3.0,15.0,Directed,1,24,Exchange
1622,3.0,15.0,Directed,1,25,Exchange
1622,3.0,15.0,Directed,1,26,Exchange
1623,3.0,61.0,Directed,1,24,Exchange
1623,3.0,61.0,Directed,1,25,Exchange
1623,3.0,61.0,Directed,1,26,Exchange
1624,3.0,17.0,Directed,1,25,Exchange
1624,3.0,17.0,Directed,1,26,Exchange
1625,3.0,61.0,Directed,1,25,Exchange
1625,3.0,61.0,Directed,1,26,Exchange
1626,3.0,17.0,Directed,1,25,Exchange
1626,3.0,17.0,Directed,1,26,Exchange
1627,3.0,15.0,Directed,1,25,Exchange
1627,3.0,15.0,Directed,1,26,Exchange
1628,3.0,17.0,Directed,1,25,Exchange
1628,3.0,17.0,Directed,1,26,Exchange
1629,3.0,103.0,Directed,1,25,Exchange
1629,3.0,103.0,Directed,1,26,Exchange
1630,3.0,3.0,Directed,1,25,Exchange
1630,3.0,3.0,Directed,1,26,Exchange
1630,3.0,3.0,Directed,1,27,Exchange
1630,3.0,3.0,Directed,1,28,Exchange
1630,3.0,3.0,Directed,1,29,Exchange
1630,3.0,3.0,Directed,1,30,Exchange
1631,3.0,17.0,Directed,1,25,Exchange
1631,3.0,17.0,Directed,1,26,Exchange
1631,3.0,17.0,Directed,1,27,Exchange
1631,3.0,17.0,Directed,1,28,Exchange
1631,3.0,17.0,Directed,1,29,Exchange
1631,3.0,17.0,Directed,1,30,Exchange
1632,3.0,3.0,Directed,1,26,Exchange
1633,3.0,16.0,Directed,1,26,Exchange
1634,3.0,16.0,Directed,1,26,Exchange
1635,3.0,17.0,Directed,1,26,Exchange
1636,3.0,16.0,Directed,1,26,Exchange
1636,3.0,16.0,Directed,1,27,Exchange
1637,3.0,103.0,Directed,1,26,Exchange
1637,3.0,103.0,Directed,1,27,Exchange
1638,3.0,103.0,Directed,1,27,Knows
1639,3.0,61.0,Directed,1,27,Knows
1640,3.0,103.0,Directed,1,27,Knows
1641,3.0,15.0,Directed,1,27,Knows
1642,3.0,16.0,Directed,1,27,Knows
1643,3.0,15.0,Directed,1,27,Knows
1644,3.0,16.0,Directed,1,27,Knows
1645,3.0,61.0,Directed,1,27,Knows
1646,3.0,16.0,Directed,1,27,Knows
1647,3.0,17.0,Directed,1,27,Knows
1648,3.0,3.0,Directed,1,27,Knows
1649,3.0,16.0,Directed,1,27,Knows
1650,3.0,15.0,Directed,1,28,Exchange
1651,3.0,103.0,Directed,1,28,Exchange
1652,3.0,17.0,Directed,1,28,Knows
1653,3.0,103.0,Directed,1,28,Knows
1654,3.0,17.0,Directed,1,28,Knows
1655,3.0,15.0,Directed,1,28,Knows
1656,3.0,17.0,Directed,1,28,Knows
1656,3.0,17.0,Directed,1,29,Knows
1657,3.0,18.0,Directed,1,28,Knows
1657,3.0,18.0,Directed,1,29,Knows
1658,3.0,3.0,Directed,1,28,Knows
1658,3.0,3.0,Directed,1,29,Knows
1659,3.0,18.0,Directed,1,28,Knows
1659,3.0,18.0,Directed,1,29,Knows
1660,3.0,3.0,Directed,1,28,Knows
1660,3.0,3.0,Directed,1,29,Knows
1661,3.0,19.0,Directed,1,28,Knows
1661,3.0,19.0,Directed,1,29,Knows
1662,3.0,17.0,Directed,1,28,Knows
1662,3.0,17.0,Directed,1,29,Knows
1663,3.0,19.0,Directed,1,28,Knows
1663,3.0,19.0,Directed,1,29,Knows
1664,3.0,3.0,Directed,1,28,Knows
1665,3.0,105.0,Directed,1,28,Knows
1666,3.0,17.0,Directed,1,28,Knows
1667,3.0,105.0,Directed,1,28,Knows
1668,3.0,3.0,Directed,1,28,Knows
1669,3.0,106.0,Directed,1,28,Knows
1670,3.0,17.0,Directed,1,28,Knows
1671,3.0,106.0,Directed,1,28,Knows
1672,3.0,3.0,Directed,1,28,Knows
1673,3.0,31.0,Directed,1,28,Knows
1674,3.0,17.0,Directed,1,28,Knows
1675,3.0,31.0,Directed,1,28,Knows
1676,3.0,3.0,Directed,1,28,Knows
1677,3.0,107.0,Directed,1,28,Knows
1678,3.0,17.0,Directed,1,28,Knows
1679,3.0,107.0,Directed,1,28,Knows
1680,3.0,3.0,Directed,1,28,Knows
1681,3.0,108.0,Directed,1,28,Knows
1682,3.0,3.0,Directed,1,28,Exchange
1683,3.0,16.0,Directed,1,28,Exchange
1684,3.0,17.0,Directed,1,28,Exchange
1685,3.0,16.0,Directed,1,28,Exchange
1686,3.0,18.0,Directed,1,28,Knows
1686,3.0,18.0,Directed,1,29,Knows
1687,3.0,19.0,Directed,1,28,Knows
1687,3.0,19.0,Directed,1,29,Knows
1688,3.0,3.0,Directed,1,29,Exchange
1688,3.0,3.0,Directed,1,30,Exchange
1688,3.0,3.0,Directed,1,31,Exchange
1689,3.0,15.0,Directed,1,29,Exchange
1689,3.0,15.0,Directed,1,30,Exchange
1689,3.0,15.0,Directed,1,31,Exchange
1690,3.0,3.0,Directed,1,30,Exchange
1690,3.0,3.0,Directed,1,31,Exchange
1691,3.0,18.0,Directed,1,30,Exchange
1691,3.0,18.0,Directed,1,31,Exchange
1692,3.0,17.0,Directed,1,30,Exchange
1693,3.0,18.0,Directed,1,30,Exchange
1694,3.0,3.0,Directed,1,30,Exchange
1695,3.0,61.0,Directed,1,30,Exchange
1696,3.0,15.0,Directed,1,30,Exchange
1697,3.0,61.0,Directed,1,30,Exchange
1698,3.0,3.0,Directed,1,30,Knows of
1699,3.0,94.0,Directed,1,30,Knows of
1700,3.0,15.0,Directed,1,30,Knows
1701,3.0,94.0,Directed,1,30,Knows
1702,3.0,61.0,Directed,1,30,Knows
1703,3.0,94.0,Directed,1,30,Knows
1704,3.0,3.0,Directed,1,30,Knows of
1705,3.0,109.0,Directed,1,30,Knows of
1706,3.0,15.0,Directed,1,30,Knows of
1707,3.0,109.0,Directed,1,30,Knows of
1708,3.0,61.0,Directed,1,30,Knows of
1709,3.0,109.0,Directed,1,30,Knows of
1710,3.0,94.0,Directed,1,30,Knows
1711,3.0,109.0,Directed,1,30,Knows
1712,3.0,15.0,Directed,1,30,Knows
1713,3.0,110.0,Directed,1,30,Knows
1714,3.0,61.0,Directed,1,30,Knows
1715,3.0,110.0,Directed,1,30,Knows
1716,3.0,3.0,Directed,1,30,Knows
1717,3.0,110.0,Directed,1,30,Knows
1718,3.0,3.0,Directed,1,30,Knows
1719,3.0,111.0,Directed,1,30,Knows
1720,3.0,15.0,Directed,1,30,Knows
1721,3.0,111.0,Directed,1,30,Knows
1722,3.0,61.0,Directed,1,30,Knows
1723,3.0,111.0,Directed,1,30,Knows
1724,3.0,94.0,Directed,1,30,Knows
1725,3.0,110.0,Directed,1,30,Knows
1726,3.0,94.0,Directed,1,30,Knows
1727,3.0,111.0,Directed,1,30,Knows
1728,3.0,15.0,Directed,1,31,Exchange
1729,3.0,18.0,Directed,1,31,Exchange
1730,3.0,3.0,Directed,1,31,Exchange
1730,3.0,3.0,Directed,1,32,Exchange
1731,3.0,16.0,Directed,1,31,Exchange
1731,3.0,16.0,Directed,1,32,Exchange
1732,3.0,16.0,Directed,1,31,Exchange
1733,3.0,18.0,Directed,1,31,Exchange
1734,3.0,18.0,Directed,1,31,Knows
1735,3.0,103.0,Directed,1,31,Knows
1736,3.0,3.0,Directed,1,31,Knows
1736,3.0,3.0,Directed,1,32,Knows
1736,3.0,3.0,Directed,1,33,Knows
1736,3.0,3.0,Directed,1,34,Knows
1737,3.0,103.0,Directed,1,31,Knows
1737,3.0,103.0,Directed,1,32,Knows
1737,3.0,103.0,Directed,1,33,Knows
1737,3.0,103.0,Directed,1,34,Knows
1738,3.0,16.0,Directed,1,31,Knows
1739,3.0,17.0,Directed,1,31,Knows
1740,3.0,16.0,Directed,1,31,Knows of
1740,3.0,16.0,Directed,1,32,Knows of
1741,3.0,60.0,Directed,1,31,Knows of
1741,3.0,60.0,Directed,1,32,Knows of
1742,3.0,3.0,Directed,1,31,Knows of
1742,3.0,3.0,Directed,1,32,Knows of
1742,3.0,3.0,Directed,1,33,Knows of
1743,3.0,60.0,Directed,1,31,Knows of
1743,3.0,60.0,Directed,1,32,Knows of
1743,3.0,60.0,Directed,1,33,Knows of
1744,3.0,3.0,Directed,1,31,Knows
1745,3.0,17.0,Directed,1,31,Knows
1746,3.0,16.0,Directed,1,31,Exchange
1747,3.0,15.0,Directed,1,31,Exchange
1748,3.0,16.0,Directed,1,31,Knows
1749,3.0,103.0,Directed,1,31,Knows
1750,3.0,16.0,Directed,1,32,Knows
1751,3.0,113.0,Directed,1,32,Knows
1752,3.0,3.0,Directed,1,32,Exchange
1753,3.0,17.0,Directed,1,32,Exchange
1754,3.0,17.0,Directed,1,32,Knows
1755,3.0,103.0,Directed,1,32,Knows
1756,3.0,17.0,Directed,1,32,Knows
1757,3.0,19.0,Directed,1,32,Knows
1758,3.0,3.0,Directed,1,32,Exchange
1759,3.0,19.0,Directed,1,32,Exchange
1760,3.0,15.0,Directed,1,32,Exchange
1760,3.0,15.0,Directed,1,33,Exchange
1760,3.0,15.0,Directed,1,34,Exchange
1761,3.0,103.0,Directed,1,32,Exchange
1761,3.0,103.0,Directed,1,33,Exchange
1761,3.0,103.0,Directed,1,34,Exchange
1762,3.0,61.0,Directed,1,32,Exchange
1762,3.0,61.0,Directed,1,33,Exchange
1762,3.0,61.0,Directed,1,34,Exchange
