leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Quentin Compson III",blue,48,"Caddy Compson (69.9); Jason Compson III (34.2); Versh Gibson (27.5); Shreve (23.0); Spoade (19.7)",1444,395.0000,92.85,1,
"Jason Compson IV",red,35,"Caroline Bascomb Compson (64.7); Miss Quentin Compson (25.6); Earl (17.6); Maury Bascomb (16.1); Uncle Job (13.2)",1434,429.0000,100.00,5,
"Benjamin Compson",yellow,17,"Dilsey Gibson (73.7); Luster Gibson (46.6); T.P. (23.2); Frony Gibson (19.0); Roskus Gibson (15.9)",1443,317.0000,76.45,0,
"Church-goers",green,4,"Reverend Shegog (11.9); Woman (soprano) (10.6); Choir (10.2)",1532,18.0000,13.57,3,
"People in cabins (who stare at Ben)",,1,,1526,2.0000,10.21,2,
"People (in Easter Sunday clothes)",,1,,1573,2.0000,10.21,4,
