leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Leo",red,134,"Alma Mereminski/Moritz (59.9); Isaac Moritz (58.9); Bruno (34.5); Leo's father (21.2); Bernard Moritz (19.6)",1132,541.0000,96.18,4,
"Alma Singer",green,118,"Charlotte Singer (50.0); Bird (42.8); David Singer (41.4); Misha Shklovsky (36.0); God (26.2)",1138,565.0000,100.00,0,
"Zvi Litvinoff",yellow,60,"Rosa (25.9); Isaac Babel (15.6); The Germans (Nazis) (14.8); Zvi's Father (14.1); Zvi's Landlady (13.8)",1140,218.0000,44.73,2,
"Alma Mereminski's Brother",magenta,16,"Hershel (13.7); Houdini (12.1); Mendel Mereminski (12.1); Adam Mereminski (12.1); Fanny Mereminski (12.1)",1321,28.0000,14.46,3,
"Man (sitting next to Alma at the Zoo)",,5,"Mother (at the Zoo) (11.0); Woman (at the Zoo) (11.0); Second woman (at the Zoo) (11.0); Zoo Baby (11.0)",1425,7.0000,11.12,6,
"First SS Officer",,4,"SS Officer's Wife (11.0); Man (who cheats with the SS Officer's wife) (11.0); Second SS Officer (10.6)",1426,7.0000,11.12,5,
"Antonio Alberto de Biedma",,1,,1249,0.0000,10.00,1,
