leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Leo",red,54,"Bruno (26.6); Alma Mereminski/Moritz (19.1); Bernard Moritz (15.8); Man in a Yellow Bow Tie and a White Jacket (15.8); Woman (Art Teacher) (14.1)",1132,235.0000,89.17,2,
"Alma Singer",green,47,"Charlotte Singer (50.6); Bird (40.5); Isaac Moritz (23.9); Misha Shklovsky (22.2); Uncle Julian (15.4)",1138,267.0000,100.00,1,
"Zvi Litvinoff",yellow,15,"Rosa (18.1); Editor (who met with the Litvinoffs) (11.0); Zvi's Landlady (11.0); Department Store Manager (10.7); Bookstore Owner (of small secondhand bookstore) (10.7)",1140,45.0000,24.89,3,
"Bruno Schulz",,2,"Grocer (10.3)",1408,3.0000,10.68,0,
"Little Boy in a Soccer Uniform (in Starbucks)",,2,"Mother of the Boy in the Soccer Uniform (in Star (10.3)",1229,3.0000,10.68,4,
"Kid (who David threw a rock at)",,2,"David's Brother (10.7)",1256,4.0000,11.02,5,
"Franz Kafka",,2,"People (in Leo's obituary for Kafka) (10.3)",1294,3.0000,10.68,6,
"First Girl (playing across the street)",,2,"Second Girl (playing across the street) (10.3)",1308,3.0000,10.68,7,
"First SS Officer",,2,"Second SS Officer (10.3)",1426,3.0000,10.68,8,
