leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Alma Singer",green,135,"Charlotte Singer (46.5); Bird (39.9); Isaac Moritz (37.4); Alma Mereminski/Moritz (35.7); David Singer (31.5)",1138,777.0000,100.00,3,
"Leo",red,132,"Bruno (19.6); Leo's father (15.2); Leo's mother (13.5); Man in a Yellow Bow Tie and a White Jacket (13.0); The Germans (Nazis) (11.7)",1132,666.0000,87.13,5,
"Zvi Litvinoff",yellow,64,"The History of Love (27.9); Rosa (19.4); Isaac Babel (11.7); Zvi's Father (11.3); Jorge Luis Borges (11.2)",1140,232.0000,36.79,2,
"Tenzing Norgay",,2,"Sir Edmund Hillary (10.2)",1200,3.0000,10.23,0,
"Isaac Moritz's Neighbor",,2,"Isaac Moritz's Neighbor's Child (10.2)",1280,4.0000,10.35,1,
"Jacob Marcus",,2,"Jacob Marcus' Mother (10.3)",1207,6.0000,10.58,4,
"Mother (at the Zoo)",,2,"Zoo Baby (10.2)",1430,3.0000,10.23,6,
