leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Syenite",orange,28,"Alabaster (71.1); Asael Leadership Allia (24.7); Innon (22.4); Heresmith Leadership Allia (18.9); Antimony (14.9)",49,407.0000,100.00,4,
"Damaya",yellow,24,"Schaffa (34.9); Binof (19.3); Carnelian (17.1); Damaya's mother (14.9); Timay (Guardian) (14.9)",23,198.0000,53.56,3,
"Essun",red,14,"Hoa (39.8); Tonkee (38.0); Ykka (30.0); Lerna (22.0); Rask (17.6)",2,265.0000,68.44,2,
"a younger Sanzed woman (in the group of five) (235",,5,"a young uncertain man (235) (10.9); oldest woman (in the group of five) (235) (10.9); the other two Sanzed women (in the group of five) (10.9); youngest woman (in the group of five) (235) (10.9)",134,42.0000,18.89,1,
"""audience"" (on the young junior)",,2,"""young junior"" (singing in the Fulcrum) (10.4)",56,4.0000,10.44,0,
"Misalem",,2,"Yumenescenes (10.4)",66,4.0000,10.44,5,
