leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Octavio Gomez",green,31,"Calvin Johnson (83.9); Carlos (69.6); Charles (68.7); Tony Loneman (54.3); Daniel Gonzales (30.6)",77,201.0000,100.00,92,
"Jacquie Red Feather",red,24,"Opal Viola Victoria Bear Shield (89.3); Harvey (62.8); Victoria (Vicky) (25.2); ""two [wearing] baseball caps"" (20.7); Old guy (20.7)",82,194.0000,96.87,60,
"Blue",blue,13,"Edwin Black (61.9); Karen (20.7); Powwow Committee (18.5); Geraldine (17.2); Paul (16.3)",88,139.0000,72.24,38,
"Orvil Red Feather",yellow,13,"Loother Red Feather (60.1); Lony Red Feather (59.3); Powwow Dancers (19.0); Police Officers (16.3); Security Guard (16.3)",83,127.0000,66.87,82,
"Dene Oxendene",orange,12,"Lucas (22.5); Norma (17.2); ""black guy...with a white beard"" (grant judge) (13.6); ""Old white lady"" (grant judge) (13.6); ""An Indian...woman"" (grant judge) (12.7)",67,107.0000,57.91,36,
"Thomas Frank",magenta,12,"Bobby Big Medicine (16.3); Drum Groups (16.3); Thomas Frank's Father (13.6); Bat (12.7); DeLonna (12.7)",89,54.0000,34.18,144,
"Indigenous people",cyan,11,"Colonizers/colonists (13.6); Metacomet/ King Philip (12.7); Benjamin Church (10.9); Colonel John Chivington (10.9); Families (10.9)",351,10.0000,14.48,111,
"John",,7,"Phil (19.4); A couple of John's friends (19.0); Corporate Tech Nerds (19.0); Hipsters (19.0); Squatters (19.0)",311,22.0000,19.85,54,
"Husband (in the Rolling Head story)",,6,"Daughter (in the Rolling Head story) (11.8); Rolling Head (11.8); Son (in the Rolling Head story) (11.8); water monster (11.8); Wife (in the Rolling Head story) (11.8)",341,8.0000,13.58,161,
"Someone else on the yacht",,4,"Hired thugs (11.8); Someone on the yacht (11.8); People drowning (10.9)",377,6.0000,12.69,131,
"Texas Rangers (government)",,3,"Joaquin Murieta (10.9); Three Fingered Jack (10.9)",338,4.0000,11.79,140,
