leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"The Indians",,3,"Columbus (10.9); The white men (10.9)",135,4.0000,11.79,142,
"""another white woman""",,2,"""some crazy white woman"" (10.9)",282,2.0000,10.90,4,
"Oakland Athletics",,2,"San Francisco Giants (10.9)",130,2.0000,10.90,125,
"Bears",,2,"Teddy Roosevelt (10.9)",177,2.0000,10.90,138,
"""five or six Indians""",,1,,363,0.0000,10.00,0,
"""men behind the bus""",,1,,386,0.0000,10.00,1,
"""Pig-brained men""",,1,,164,0.0000,10.00,2,
"""Sea of white faces""",,1,,173,0.0000,10.00,3,
"""some hipster""",,1,,260,0.0000,10.00,5,
"""Someone"" from Vietnam War",,1,,362,0.0000,10.00,6,
"""the adults""",,1,,162,0.0000,10.00,7,
"""the white man""",,1,,187,0.0000,10.00,8,
"""those men"" (who kill women)",,1,,284,0.0000,10.00,9,
"""unknown artist""",,1,,385,0.0000,10.00,10,
"A few youth",,1,,171,0.0000,10.00,11,
"A Tribe Called Red",,1,,215,0.0000,10.00,12,
"Abortion resource",,1,,195,0.0000,10.00,13,
"Adriana",,1,,193,0.0000,10.00,14,
"Adriana's brother",,1,,194,0.0000,10.00,15,
"Alcatraz",,1,,116,0.0000,10.00,16,
"Americans",,1,,340,0.0000,10.00,17,
"Ancestors",,1,,263,0.0000,10.00,18,
"Beethoven",,1,,243,0.0000,10.00,19,
"Big Oakland Powwow",,1,,84,0.0000,10.00,20,
"Blue's Adoptive Dad",,1,,277,0.0000,10.00,21,
"Blue's Adoptive Mom",,1,,276,0.0000,10.00,22,
"Blue's friend",,1,,322,0.0000,10.00,23,
"Bus driver",,1,,142,0.0000,10.00,24,
"Calvin Johnson's Dad",,1,,149,0.0000,10.00,25,
"Calvin Johnson's Mom",,1,,148,0.0000,10.00,26,
"Cannabis supplier",,1,,143,0.0000,10.00,27,
"Catfish Hunter",,1,,109,0.0000,10.00,28,
"Chance the Rapper",,1,,240,0.0000,10.00,29,
"Charlie Finley",,1,,111,0.0000,10.00,30,
"Children",,1,,379,0.0000,10.00,31,
"Creator",,1,,163,0.0000,10.00,32,
"Darren Aronofsky",,1,,306,0.0000,10.00,33,
"dead woman's baby",,1,,283,0.0000,10.00,34,
"DefeKate Moss",,1,,203,0.0000,10.00,35,
"Earl Sweatshirt",,1,,242,0.0000,10.00,37,
"Edwin Black's Fake Self",,1,,196,0.0000,10.00,39,
"Edwin Black's Fake Self's dad",,1,,199,0.0000,10.00,40,
"Edwin Black's Fake Self's girlfriend",,1,,197,0.0000,10.00,41,
"Edwin Black's Fake Self's mom",,1,,198,0.0000,10.00,42,
"Edwin's 660 Facebook Friends",,1,,387,0.0000,10.00,43,
"Elmore Leonard",,1,,129,0.0000,10.00,44,
"Eminem",,1,,241,0.0000,10.00,45,
"Ernest Hemingway",,1,,121,0.0000,10.00,46,
"Evangelicals",,1,,300,0.0000,10.00,47,
"F. Scott Fitzgerald",,1,,120,0.0000,10.00,48,
"Forefathers",,1,,372,0.0000,10.00,49,
"Geraldine's Grandmother",,1,,279,0.0000,10.00,50,
"Gertrude Stein",,1,,96,0.0000,10.00,51,
"Girlfriend of one of the twins",,1,,265,0.0000,10.00,52,
"Harold",,1,,172,0.0000,10.00,53,
"Holy Ghost",,1,,290,0.0000,10.00,55,
"Homer Simpson",,1,,201,0.0000,10.00,56,
"Hunter S. Thompson",,1,,118,0.0000,10.00,57,
"Iron Eyes Cody",,1,,352,0.0000,10.00,58,
"Jack London",,1,,127,0.0000,10.00,59,
"Jacquie Red Feather's Father",,1,,113,0.0000,10.00,61,
"James Hampton",,1,,291,0.0000,10.00,62,
"Jamie Red Feather",,1,,189,0.0000,10.00,63,
"Jesus",,1,,202,0.0000,10.00,64,
"John Rollin Ridge",,1,,336,0.0000,10.00,65,
"John Wayne",,1,,350,0.0000,10.00,66,
"Johnny Depp",,1,,200,0.0000,10.00,67,
"Josefina's love interest",,1,,231,0.0000,10.00,68,
"Josefina's Uncle",,1,,232,0.0000,10.00,69,
"Junior",,1,,233,0.0000,10.00,70,
"Ken Kesey",,1,,124,0.0000,10.00,71,
"Kevin Costner",,1,,349,0.0000,10.00,72,
"Kevin Farley",,1,,90,0.0000,10.00,73,
"Kid on the bus",,1,,79,0.0000,10.00,74,
"Kids on field trips",,1,,246,0.0000,10.00,75,
"Louise Erdrich",,1,,74,0.0000,10.00,76,
"Lucas's sister",,1,,222,0.0000,10.00,77,
"Mario Brothers (Nintendo)",,1,,253,0.0000,10.00,78,
"Massachusetts Bay Colony",,1,,333,0.0000,10.00,79,
"Mel Gibson",,1,,347,0.0000,10.00,80,
"Men in military uniforms",,1,,158,0.0000,10.00,81,
"Mexicans",,1,,348,0.0000,10.00,83,
"MF Doom",,1,,72,0.0000,10.00,84,
"Muslims",,1,,369,0.0000,10.00,85,
"Narrator of One Flew over the Cuckoo's Nest",,1,,353,0.0000,10.00,86,
"Natives",,1,,250,0.0000,10.00,87,
"ninety of Massasoit's men",,1,,326,0.0000,10.00,88,
"Northern Moon (Drum Group)",,1,,295,0.0000,10.00,89,
"Oakland Raiders",,1,,133,0.0000,10.00,90,
"Obama",,1,,204,0.0000,10.00,91,
"Octavio Gomez's Grandfather",,1,,252,0.0000,10.00,93,
"Octavio Gomez's Mother",,1,,234,0.0000,10.00,94,
"Old guy on the bus",,1,,141,0.0000,10.00,95,
"Old guy's brother",,1,,209,0.0000,10.00,96,
"Old people",,1,,371,0.0000,10.00,97,
"Older white woman",,1,,273,0.0000,10.00,98,
"Opal the Medicine Woman",,1,,114,0.0000,10.00,99,
"Opal Viola Victoria Bear Shield's Father",,1,,112,0.0000,10.00,100,
"Optimus Prime",,1,,367,0.0000,10.00,101,
"Oscar Zeta Acosta",,1,,119,0.0000,10.00,102,
"Otis Redding",,1,,220,0.0000,10.00,103,
"Participants in Dene's Film",,1,,249,0.0000,10.00,104,
"Paul's Dad",,1,,275,0.0000,10.00,105,
"people",,1,,305,0.0000,10.00,106,
"People at the Powwow",,1,,244,0.0000,10.00,107,
"people from foster care",,1,,218,0.0000,10.00,108,
"People from group homes",,1,,219,0.0000,10.00,109,
"People on board",,1,,374,0.0000,10.00,110,
"Person who left IPod on bus",,1,,136,0.0000,10.00,112,
"Phil's family",,1,,321,0.0000,10.00,113,
"Phil's Grandfather",,1,,317,0.0000,10.00,114,
"Plymouth colony",,1,,335,0.0000,10.00,115,
"Plymouth court",,1,,329,0.0000,10.00,116,
"Postgame crew",,1,,188,0.0000,10.00,117,
"Radiohead",,1,,91,0.0000,10.00,118,
"Raymond Carver",,1,,122,0.0000,10.00,119,
"Reggie Jackson",,1,,110,0.0000,10.00,120,
"Rich people",,1,,247,0.0000,10.00,121,
"Richard Brautigan",,1,,126,0.0000,10.00,122,
"Ronald McDonald",,1,,225,0.0000,10.00,123,
"Saddam Hussein",,1,,368,0.0000,10.00,124,
"San Francisco sports teams",,1,,132,0.0000,10.00,126,
"Shooters",,1,,383,0.0000,10.00,127,
"Sixty-three casualties of Loma Prieta Earthquake",,1,,144,0.0000,10.00,128,
"Sloth (The Goonies)",,1,,151,0.0000,10.00,129,
"Smokey Robinson",,1,,221,0.0000,10.00,130,
"Someone's father",,1,,376,0.0000,10.00,132,
"Southern Moon (Drum Group)",,1,,294,0.0000,10.00,133,
"Sports Announcers",,1,,358,0.0000,10.00,134,
"Stanley Kubrick",,1,,94,0.0000,10.00,135,
"Stephen King",,1,,128,0.0000,10.00,136,
"Tall Whites",,1,,267,0.0000,10.00,137,
"Texas Rangers",,1,,139,0.0000,10.00,139,
"The coroner",,1,,175,0.0000,10.00,141,
"The neighbors",,1,,216,0.0000,10.00,143,
"Thomas Frank's Father's Grandparents",,1,,298,0.0000,10.00,145,
"Thomas Frank's Father's Great Grandmother",,1,,299,0.0000,10.00,146,
"Thomas Frank's Grandmother",,1,,287,0.0000,10.00,147,
"Thomas Frank's Sisters",,1,,289,0.0000,10.00,148,
"Thomas Frank's Uncle",,1,,292,0.0000,10.00,149,
"Tony Loneman's Father",,1,,73,0.0000,10.00,150,
"Twin brothers",,1,,264,0.0000,10.00,151,
"U.S Government",,1,,182,0.0000,10.00,152,
"Vet on the bus",,1,,107,0.0000,10.00,153,
"Victims",,1,,382,0.0000,10.00,154,
"Vida Blue",,1,,108,0.0000,10.00,155,
"Vunderkode",,1,,259,0.0000,10.00,156,
"Waitress at Denny's",,1,,357,0.0000,10.00,157,
"Wampanoag Indians",,1,,334,0.0000,10.00,158,
"Wamsutta",,1,,328,0.0000,10.00,159,
"Watchers",,1,,381,0.0000,10.00,160,
"William Faulkner",,1,,123,0.0000,10.00,162,
"Young people",,1,,370,0.0000,10.00,163,
"Younger men",,1,,159,0.0000,10.00,164,
