leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Mann",magenta,41,"Peewee (31.8); Grannie (31.3); Brinkley (20.6); Lulu (17.9); The four soldiers (including Charley) (17.9)",256,280.0000,79.23,131,
"Taylor",blue,35,"God (69.8); Smith (22.9); Taylor's congregation (21.4); kidnappers (20.9); Bob (kidnapper) (20.4)",31,364.0000,100.00,137,
"Richard Wright",red,26,"Morrie (12.5); Boss of the optical company (12.0); Pease (12.0); Main boy (8) (11.7); Boss of Clothing Store (11.5)",118,69.0000,27.06,120,
"Big Boy",cyan,15,"Bobo (37.4); Liza Morrison (Big Boy's Mother) (36.5); Lester (34.2); Buck (34.0); Saul Morrison (Big Boy's Father) (26.3)",114,188.0000,56.48,127,
"Sue",green,14,"sheriff's men (36.5); Sheriff Bradley (25.3); Tim (sheriff's man) (23.4); Johnny-Boy (22.6); Jim (sheriff's man) (21.1)",144,217.0000,63.65,133,
"Sarah",yellow,9,"Silas (24.6); gramophone salesman (17.2); Ruth (15.4); ""buddy"" (of gramophone salesman) (12.0); ""white men with pistols and rifles"" (11.5)",3,90.0000,32.25,158,
"Hotel Management",,3,"Bell-boys (10.2); Hall-boys (10.2)",181,2.0000,10.49,81,
"Hospital crowds (100)",,2,"Long line of soldiers (100) (10.2)",311,1.0000,10.25,98,
"Charley",,2,"One of the four soldiers who wants a cigarette (10.5)",325,2.0000,10.49,110,
"""One of the bell-boys""",,2,"Police after the bell-boy (11.0)",175,4.0000,10.99,116,
"""white boys who lived beyond the tracks.""",,2,"Richard's Childhood Gang (11.0)",120,4.0000,10.99,121,
"Jack (Lynch mob)",,2,"unnamed women (Lynch Mob) (10.5)",328,2.0000,10.49,155,
"""2 Negroes"" (13)",,1,,221,0.0000,10.00,0,
"""a crowd"" (of demonstrators)",,1,,80,0.0000,10.00,1,
"""a doctah""",,1,,105,0.0000,10.00,2,
"""a janitah""",,1,,103,0.0000,10.00,3,
"""a white prostitute"" (12)",,1,,220,0.0000,10.00,4,
"""American White Women"" (abstract)",,1,,190,0.0000,10.00,5,
"""bad n*****s""",,1,,84,0.0000,10.00,6,
"""black and white soldiers""",,1,,17,0.0000,10.00,7,
"""black folks"" (abstract)",,1,,128,0.0000,10.00,8,
"""black folks"" (townspeople BMS)",,1,,154,0.0000,10.00,9,
"""black folks"" (townspeople FC)",,1,,252,0.0000,10.00,10,
"""black man"" (killed by police)",,1,,108,0.0000,10.00,11,
"""black men"" (abstract)",,1,,23,0.0000,10.00,12,
"""black soldier""",,1,,18,0.0000,10.00,13,
"""black women"" (croppers)",,1,,24,0.0000,10.00,14,
"""blue-coated policemen""",,1,,111,0.0000,10.00,15,
"""chillun of Israel""",,1,,72,0.0000,10.00,16,
"""Colored folks up North"" (28)",,1,,235,0.0000,10.00,17,
"""everbody"" (victims of war)",,1,,7,0.0000,10.00,18,
"""fellow negro porters"" (8)",,1,,136,0.0000,10.00,19,
"""five or six thousand of us""",,1,,35,0.0000,10.00,20,
"""Jew boy""",,1,,166,0.0000,10.00,21,
"""Miz Harvey""",,1,,104,0.0000,10.00,22,
"""n*****s""",,1,,155,0.0000,10.00,23,
"""Negroes who lived in the south"" (10)",,1,,216,0.0000,10.00,24,
"""Ol Anderson""",,1,,330,0.0000,10.00,25,
"""one of the Negro maids""",,1,,176,0.0000,10.00,26,
"""prostitutes"" (11)",,1,,172,0.0000,10.00,27,
"""The Child"" (12)",,1,,219,0.0000,10.00,28,
"""the dead""",,1,,97,0.0000,10.00,29,
"""the n*****""",,1,,33,0.0000,10.00,30,
"""the ol n*****""",,1,,264,0.0000,10.00,31,
"""the old folks"" (45)",,1,,248,0.0000,10.00,32,
"""the relief""",,1,,215,0.0000,10.00,33,
"""the rich bosses""",,1,,151,0.0000,10.00,34,
"""the white man""",,1,,32,0.0000,10.00,35,
"""white and black Communists"" (223)",,1,,141,0.0000,10.00,36,
"""white boy"" (Houston's neighbourhood)",,1,,99,0.0000,10.00,37,
"""white folks"" (abstract)",,1,,125,0.0000,10.00,38,
"""white folks"" (poor white townspeople)",,1,,227,0.0000,10.00,39,
"""white folks"" (white townspeople)",,1,,254,0.0000,10.00,40,
"""white man"" (Houston's neighbourhood)",,1,,98,0.0000,10.00,41,
"""white men in glistening raincoats""",,1,,156,0.0000,10.00,42,
"""white men"" (abstract)",,1,,22,0.0000,10.00,43,
"""white woman"" (accuser of black soldier)",,1,,19,0.0000,10.00,44,
"""white woman"" (Houston's neighbourhood)",,1,,100,0.0000,10.00,45,
"""yo mama"" (17)",,1,,234,0.0000,10.00,46,
"6 men who drowned (85)",,1,,292,0.0000,10.00,47,
"Abraham Lincoln",,1,,193,0.0000,10.00,48,
"assorted white nurses and doctors",,1,,294,0.0000,10.00,49,
"Aunt Peel",,1,,16,0.0000,10.00,50,
"baby (of congregation member)",,1,,225,0.0000,10.00,51,
"Barrett (Barrett's Pasture pg 81)",,1,,283,0.0000,10.00,52,
"bell-boy caught with white sex-worker",,1,,179,0.0000,10.00,53,
"Bess (Taylor's mule)",,1,,45,0.0000,10.00,54,
"Black People working on the levee",,1,,276,0.0000,10.00,55,
"Black preachers, teachers, and clerks (3)",,1,,126,0.0000,10.00,56,
"Blattberg",,1,,153,0.0000,10.00,57,
"Bob (Jimmy's friend)",,1,,60,0.0000,10.00,58,
"Bob (Johnny-Boy's friend)",,1,,143,0.0000,10.00,59,
"Bobo's family",,1,,246,0.0000,10.00,60,
"Boss of delivery company",,1,,213,0.0000,10.00,61,
"Brother Hall",,1,,274,0.0000,10.00,62,
"Burgess",,1,,13,0.0000,10.00,63,
"Casey Jones",,1,,249,0.0000,10.00,64,
"Catholic co-worker",,1,,223,0.0000,10.00,65,
"Catholics (abstract)",,1,,195,0.0000,10.00,66,
"Chamber of Commerce",,1,,85,0.0000,10.00,67,
"children in the church",,1,,78,0.0000,10.00,68,
"children of thin black woman",,1,,69,0.0000,10.00,69,
"Co-workers at Memphis optical company",,1,,188,0.0000,10.00,70,
"committee from congregation",,1,,47,0.0000,10.00,71,
"Deacon Bonds’s children",,1,,106,0.0000,10.00,72,
"Deacon Bonds’s wife",,1,,107,0.0000,10.00,73,
"farm hire",,1,,15,0.0000,10.00,74,
"figure in nightmare",,1,,26,0.0000,10.00,75,
"folks at the store",,1,,204,0.0000,10.00,76,
"French Women (abstract)",,1,,191,0.0000,10.00,77,
"Green (Johnny-Boy's comrade)",,1,,159,0.0000,10.00,78,
"Heartfield's folks",,1,,284,0.0000,10.00,79,
"Hospital employees (abstract)",,1,,282,0.0000,10.00,80,
"Houston",,1,,96,0.0000,10.00,82,
"Industrial Squad",,1,,251,0.0000,10.00,83,
"Jack (Jimmy's friend)",,1,,61,0.0000,10.00,84,
"Jack Johnson",,1,,192,0.0000,10.00,85,
"Jacob",,1,,76,0.0000,10.00,86,
"Jews (abstract)",,1,,197,0.0000,10.00,87,
"Jim Crow",,1,,124,0.0000,10.00,88,
"Jimmy's boys",,1,,62,0.0000,10.00,89,
"Joe (Jimmy's friend)",,1,,255,0.0000,10.00,90,
"Johnson",,1,,160,0.0000,10.00,91,
"Jonah",,1,,74,0.0000,10.00,92,
"Judas",,1,,50,0.0000,10.00,93,
"Lead White Boy from the car",,1,,137,0.0000,10.00,94,
"leaders of organizations",,1,,79,0.0000,10.00,95,
"Lem (Reva's father)",,1,,262,0.0000,10.00,96,
"Library-goers (14)",,1,,184,0.0000,10.00,97,
"Lynch-mobs (abstract)",,1,,200,0.0000,10.00,99,
"maids",,1,,222,0.0000,10.00,100,
"man who starved",,1,,253,0.0000,10.00,101,
"mob (attacked Scott)",,1,,82,0.0000,10.00,102,
"Moses",,1,,44,0.0000,10.00,103,
"Mr. Bridges",,1,,309,0.0000,10.00,104,
"Murphy",,1,,161,0.0000,10.00,105,
"Negro Soldiers in France (14)",,1,,187,0.0000,10.00,106,
"Old Man Bowman",,1,,270,0.0000,10.00,107,
"Old Man Harvey",,1,,233,0.0000,10.00,108,
"One of the four soldiers",,1,,322,0.0000,10.00,109,
"participants in Tom's war",,1,,8,0.0000,10.00,111,
"people on sidewalks",,1,,112,0.0000,10.00,112,
"People selling boats",,1,,275,0.0000,10.00,113,
"Pete (Jimmy's friend)",,1,,59,0.0000,10.00,114,
"Police (abstract)",,1,,199,0.0000,10.00,115,
"Red Cross",,1,,271,0.0000,10.00,117,
"Reva's brother",,1,,149,0.0000,10.00,118,
"Reva's mother",,1,,150,0.0000,10.00,119,
"Richard's friend who ran an elevator (15)",,1,,202,0.0000,10.00,122,
"Roman Catholic Library-goer",,1,,185,0.0000,10.00,123,
"Sally (The cow)",,1,,266,0.0000,10.00,124,
"Sam (Jimmy's friend)",,1,,58,0.0000,10.00,125,
"Samson",,1,,101,0.0000,10.00,126,
"Scott",,1,,81,0.0000,10.00,128,
"Shadrach, Meshach, and Abednego",,1,,73,0.0000,10.00,129,
"Sister James' Boy",,1,,278,0.0000,10.00,130,
"soldiers on the grass (113)",,1,,317,0.0000,10.00,132,
"Sue's mother",,1,,145,0.0000,10.00,134,
"Sue’s husband",,1,,146,0.0000,10.00,135,
"Sug",,1,,140,0.0000,10.00,136,
"Taylor's father",,1,,43,0.0000,10.00,138,
"Taylor's mother",,1,,42,0.0000,10.00,139,
"The Baby",,1,,268,0.0000,10.00,140,
"the Devil",,1,,51,0.0000,10.00,141,
"The Heartfield Family",,1,,272,0.0000,10.00,142,
"The Ku Klux Klan",,1,,189,0.0000,10.00,143,
"The Librarian",,1,,186,0.0000,10.00,144,
"The maid's baby",,1,,178,0.0000,10.00,145,
"the police",,1,,64,0.0000,10.00,146,
"The Pope",,1,,196,0.0000,10.00,147,
"the Reds",,1,,34,0.0000,10.00,148,
"The Republican Party",,1,,198,0.0000,10.00,149,
"Tom",,1,,6,0.0000,10.00,150,
"townspeople (FC)",,1,,214,0.0000,10.00,151,
"U.S. Government (abstract)",,1,,269,0.0000,10.00,152,
"U.S. Military",,1,,277,0.0000,10.00,153,
"Ulysses S. Grant",,1,,224,0.0000,10.00,154,
"white folks who employ Richard's mother",,1,,203,0.0000,10.00,156,
"white man in a wagon (34)",,1,,245,0.0000,10.00,157,
"white men around the hotel (12)",,1,,218,0.0000,10.00,159,
"white Women",,1,,250,0.0000,10.00,160,
"wife (of congregation member)",,1,,226,0.0000,10.00,161,
"Will",,1,,116,0.0000,10.00,162,
"William Sherman",,1,,194,0.0000,10.00,163,
"“wicked men”",,1,,75,0.0000,10.00,164,
