label,width,height,font_size,label_radius
Sammy (used to be an actor),405.00,30.00,25.0,203.05
Samuel Adams,180.00,30.00,25.0,91.24
Sandino,105.00,30.00,25.0,54.60
sanitary workers,240.00,30.00,25.0,120.93
Santa Anita Racetrack crowd,405.00,30.00,25.0,203.05
Santos Dumont,195.00,30.00,25.0,98.65
Saratoga Sara,195.00,30.00,25.0,98.65
Saratoga Sara's baby,300.00,30.00,25.0,150.75
Satellite Dish men,280.80,31.20,26.0,141.26
Scalper,105.00,30.00,25.0,54.60
Scalpers,115.20,28.80,24.0,59.37
Scientists,150.00,30.00,25.0,76.49
Scottie Pippen,218.40,31.20,26.0,110.31
Sebastian Viscaíno,259.20,28.80,24.0,130.40
Second Baptist (Implied Church),465.00,30.00,25.0,232.98
Seji Ozawa,150.00,30.00,25.0,76.49
semi truck driver,275.40,32.40,27.0,138.65
several Republican presidential candidates,630.00,30.00,25.0,315.36
Shaquille O'Neal,259.20,32.40,27.0,130.61
Shubert crowd,195.00,30.00,25.0,98.65
Simón Bolívar,202.80,31.20,26.0,102.59
Sin Yang Chang,210.00,30.00,25.0,106.07
Sin Yang Chang's wife,315.00,30.00,25.0,158.21
Singaporean people (abstract),435.00,30.00,25.0,218.02
Singaporean Taggers,273.60,28.80,24.0,137.56
Single fathers,201.60,28.80,24.0,101.82
Sitting Bull,187.20,31.20,26.0,94.89
"Smokey, Pick-n-save, and Pollyanna",571.20,33.60,28.0,286.09
smugglers,135.00,30.00,25.0,69.15
Snoop Dogg,144.00,28.80,24.0,73.43
Sol,174.60,116.40,97.0,104.92
Some Guy digitizing L.A.,360.00,30.00,25.0,180.62
Somebody,120.00,30.00,25.0,61.85
someone,105.00,30.00,25.0,54.60
someone in cockfight crowd,390.00,30.00,25.0,195.58
Someone with a wooden crate,421.20,31.20,26.0,211.18
South African Couple,300.00,30.00,25.0,150.75
Sponsor,105.00,30.00,25.0,54.60
Sports Arena crowd,270.00,30.00,25.0,135.83
Sportscasters on Mexican radio,432.00,28.80,24.0,216.48
St. Ana,100.80,28.80,24.0,52.42
St. Bernardino,201.60,28.80,24.0,101.82
St. Marino,144.00,28.80,24.0,73.43
St. Monica,144.00,28.80,24.0,73.43
St. Pedro,129.60,28.80,24.0,66.38
St.Gabriel,150.00,30.00,25.0,76.49
Steven Maier,180.00,30.00,25.0,91.24
Steven Spielberg,240.00,30.00,25.0,120.93
Stomp performers,240.00,30.00,25.0,120.93
Street peddlers,225.00,30.00,25.0,113.50
Street Vendors,201.60,28.80,24.0,101.82
Subcomandante Marcos,324.00,32.40,27.0,162.81
Super-Barrio,208.80,34.80,29.0,105.84
Super-Chicano,226.20,34.80,29.0,114.43
Super-Gringo,208.80,34.80,29.0,105.84
Super-Ilegal,208.80,34.80,29.0,105.84
Super-Migra,191.40,34.80,29.0,97.27
SUPERNAFTA,246.00,49.20,41.0,125.44
Surfers,105.00,30.00,25.0,54.60
Surfers,100.80,28.80,24.0,52.42
surgery patient,225.00,30.00,25.0,113.50
surgical resident,255.00,30.00,25.0,128.38
Sushi Restaurant Clientele (Abstract),555.00,30.00,25.0,277.91
sweaty trojan horse rider,390.00,31.20,26.0,195.62
Tachito Somoza,218.40,31.20,26.0,110.31
Talk Radio Stations,330.60,34.80,29.0,166.21
Talk Show Tiffany,265.20,31.20,26.0,133.51
Tattered and Soiled man,331.20,28.80,24.0,166.22
taxi driver,191.40,34.80,29.0,97.27
Taxpayers (abstract),288.00,28.80,24.0,144.72
Ted Hayes,135.00,30.00,25.0,69.15
Teddy Roosevelt,225.00,30.00,25.0,113.50
Terrorists,144.00,28.80,24.0,73.43
Terry,75.00,30.00,25.0,40.39
Terry Murphy and Barry Nolan (Hard Copy),600.00,30.00,25.0,300.37
The Aztecs,150.00,30.00,25.0,76.49
The Black Panthers,259.20,28.80,24.0,130.40
The boys in Singapore,302.40,28.80,24.0,151.88
the Ch'ol,129.60,28.80,24.0,66.38
The Clippers,180.00,30.00,25.0,91.24
The DEA,105.00,30.00,25.0,54.60
The dead boy's brother,330.00,30.00,25.0,165.68
The Dead Boy's Crew,285.00,30.00,25.0,143.29
The Dodgers,165.00,30.00,25.0,83.85
The Elderly (abstract),316.80,28.80,24.0,159.05
The Greek audience,270.00,30.00,25.0,135.83
the gringos,165.00,30.00,25.0,83.85
The homeless (abstract),593.40,51.60,43.0,297.82
the Japanese (abstract),345.00,30.00,25.0,173.15
The Jubilee Choir,255.00,30.00,25.0,128.38
The kid who survived / dies,437.40,32.40,27.0,219.30
the Lacandón,172.80,28.80,24.0,87.59
The Lakers,156.00,31.20,26.0,79.54
The Mafia,129.60,28.80,24.0,66.38
The Mexican government,316.80,28.80,24.0,159.05
The NewsNow Van,315.00,42.00,35.0,158.89
The Orange,306.00,61.20,51.0,156.03
The Orange Mob,226.80,32.40,27.0,114.55
The people in Marcos village,420.00,30.00,25.0,210.54
the Pilgrims,172.80,28.80,24.0,87.59
The Pillsbury Doughboy,330.00,30.00,25.0,165.68
The Police (Abstract),302.40,28.80,24.0,151.88
The Red Cross,195.00,30.00,25.0,98.65
the Russians,180.00,30.00,25.0,91.24
The shooter,171.60,31.20,26.0,87.21
The Snakehead,226.20,34.80,29.0,114.43
the Spider Woman,240.00,30.00,25.0,120.93
The Station Chief,255.00,30.00,25.0,128.38
The Three Tenors,240.00,30.00,25.0,120.93
the Tojolabal,187.20,28.80,24.0,94.70
the Tzeltal,158.40,28.80,24.0,80.50
the Tzotzil,158.40,28.80,24.0,80.50
The Zapatistas,210.00,30.00,25.0,106.07
the Zoque,129.60,28.80,24.0,66.38
Third World children,300.00,30.00,25.0,150.75
Thomas Jefferson,230.40,28.80,24.0,116.10
Those Brazilians,240.00,30.00,25.0,120.93
Thousands of Iglesias fans,390.00,30.00,25.0,195.58
Tom Ford (Black Orchid),331.20,28.80,24.0,166.22
Tom Schnabel,172.80,28.80,24.0,87.59
Tonantzin,135.00,30.00,25.0,69.15
Tongva (Yaanga) People,316.80,28.80,24.0,159.05
tourists,120.00,30.00,25.0,61.85
Travel agent,180.00,30.00,25.0,91.24
Trekkies,120.00,30.00,25.0,61.85
Trio of Homeless,240.00,30.00,25.0,120.93
twelve fabulous babe escorts,420.00,30.00,25.0,210.54
two high level gov't officials,432.00,28.80,24.0,216.48
two-year-old,180.00,30.00,25.0,91.24
U.S. Surgeon General,288.00,28.80,24.0,144.72
UCLA team,140.40,31.20,26.0,71.91
Uma Thurman,165.00,30.00,25.0,83.85
undocumenteds/illegals/aliens,435.00,30.00,25.0,218.02
United Nations reps,273.60,28.80,24.0,137.56
Unnamed baby,180.00,30.00,25.0,91.24
Unnamed members of L.A. Underclass,1040.40,61.20,51.0,521.10
USC team,124.80,31.20,26.0,64.32
v Boys,90.00,30.00,25.0,47.43
Van Gogh,120.00,30.00,25.0,61.85
Vargas Llosa,180.00,30.00,25.0,91.24
Vasco Núñez de Balboa,302.40,28.80,24.0,151.88
Venezuelan and Mexican drivers,432.00,28.80,24.0,216.48
Victor Hugo,165.00,30.00,25.0,83.85
Viet Cong,135.00,30.00,25.0,69.15
Vietnamese (abstract),315.00,30.00,25.0,158.21
Vigilante Group,216.00,28.80,24.0,108.96
Virgin of Guadalupe,285.00,30.00,25.0,143.29
Volleyball teams,240.00,30.00,25.0,120.93
Wadsworth audience,270.00,30.00,25.0,135.83
Wah Ching,135.00,30.00,25.0,69.15
Waiters,109.20,31.20,26.0,56.78
waiters,100.80,28.80,24.0,52.42
Walkman Kid,171.60,31.20,26.0,87.21
Wally Amos (Famous Amos),360.00,30.00,25.0,180.62
Walt Disney,165.00,30.00,25.0,83.85
Walter H. Leimert,244.80,28.80,24.0,123.24
Walter Mosley,195.00,30.00,25.0,98.65
Warner Brothers,216.00,28.80,24.0,108.96
Warren Alney,172.80,28.80,24.0,87.59
Waste Companies,225.00,30.00,25.0,113.50
wave of Koreans,216.00,28.80,24.0,108.96
Webb reporter in San Jose,375.00,30.00,25.0,188.10
Weight Watchers,225.00,30.00,25.0,113.50
wetbacks,115.20,28.80,24.0,59.37
White guy who looks Cherokee/Navajo,525.00,30.00,25.0,262.93
White kids (abstract),302.40,28.80,24.0,151.88
White People at Hiro's Sushi,420.00,30.00,25.0,210.54
William Gibson,201.60,28.80,24.0,101.82
Woman at Neighbourhood meeting,468.00,31.20,26.0,234.52
woman in dream,218.40,31.20,26.0,110.31
woman pressing rubber,302.40,28.80,24.0,151.88
Woman selling nopales,315.00,30.00,25.0,158.21
wops,57.60,28.80,24.0,32.20
Worker on the phone,285.00,30.00,25.0,143.29
workers at Gabriel's house,436.80,33.60,28.0,219.05
Worthington Ford,230.40,28.80,24.0,116.10
Xiayue,151.20,50.40,42.0,79.69
Xiayue's Brother,297.60,37.20,31.0,149.96
Xiayue's Father,225.00,30.00,25.0,113.50
Xiayue's Mother,234.00,31.20,26.0,118.04
Yankee pirates,201.60,28.80,24.0,101.82
Yonetaro Otani,201.60,28.80,24.0,101.82
young boy,135.00,30.00,25.0,69.15
Young man,140.40,31.20,26.0,71.91
Young mother,187.20,31.20,26.0,94.89
Yuppies,100.80,28.80,24.0,52.42
