leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Evelina Harp",,150,"Seraph Milk (Mooshum) (59.2); The Lynching (33.3); Clemence Harp (30.4); Joseph Harp (26.5); Holy Track (25.5)",3,1646.0000,100.00,0,
"Judge Antone Bazil Coutts",,107,"Emil Buckendorf (36.8); Emil Buckendorf's First Brother (34.5); Emil Buckendorf's Second Brother (34.5); Emil Buckendorf's Third Brother (34.5); Joseph J. Coutts (29.2)",4,684.0000,47.37,1,
"Marn Wolde",,43,"Billy Peace (30.5); Lilith Peace (19.4); Judah Peace (19.4); Warren Wolde (16.1); Marn Wolde's Mother (14.9)",5,529.0000,38.89,2,
"Neve Harp",,32,"John Wildstrand (19.1); Maggie Peace (16.2); Octave Harp (13.3); Murdo Harp (12.8); Neve Harp's Second Husband (10.8)",27,263.0000,24.33,3,
"Other Freshmen",,4,"Freshmen's Parents (10.1); Bob Dylan (10.1); Janis Joplin (10.1)",177,5.0000,10.22,4,
