leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Marina Alexandrovna",yellow,23,"Natasha/Natalia (89.7); Alla Innokentevna (63.8); Petya (45.2); Eva (43.1); Chegga/Sergei Adukanov (40.0)",32,176.0000,100.00,4,
"Yegor Gusakov",chartreuse,14,"Alyona Golosovsky (33.8); Lada (31.7); Sophia Golosovsky (31.7); Kristina (30.7); Masha/Mashenka Zakotnova (30.7)",31,50.0000,34.83,1,
"Oksana",green,11,"Max/Maxim (42.1); Katya/Ekaterina (40.0); Anton (14.1); a bear (13.1); Malysh (Oksana's dog) (13.1)",22,70.0000,45.17,2,
"Ksyusha/Ksenia Adukanov",blue,11,"Chander (29.7); Ruslan (27.1); Alisa (24.5); Margarita Anatolyevna (21.4); The dance troupe (17.2)",7,83.0000,51.90,6,
"Valentina Nikolaevna",red,11,"Olya/Olga (23.4); Diana (16.2); The doctor (13.1); a vendor (11.0); Dr. Popkov (11.0)",30,38.0000,28.62,7,
"Kolya/Nikolai Danilovich / Lieutenant Ryakhovsky",salmon,8,"Anfisa (47.2); Zoya (37.9); Fedya (29.7); Dima (27.6); Tatyana Yurievna (13.1)",17,78.0000,49.31,8,
"Nadia/Nadezhda",purple,7,"Mila/Ludmila (30.7); Baba / Nadia's Mother (24.5); Slava Bychkov (21.4); Nadia's father (18.3); waiter (158) (13.1)",10,124.0000,73.10,3,
"Revmira",orange,7,"Artyom (15.2); Inna (Artyom's Teammate's Wife) (14.1); Vera Vasilievna (Gleb's Mother) (12.1); ""the other nurse"" (10.0); Artyom's Sister (10.0)",16,40.0000,29.66,5,
"a reporter (161)",,2,"a Ukrainian commuter (161) (10.0)",277,2.0000,10.00,0,
