leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"Alma Singer",green,135,"Charlotte Singer (45.9); Bird (40.8); Isaac Moritz (36.9); Alma Mereminski/Moritz (35.5); David Singer (31.4)",1138,750.0000,100.00,5,
"Leo",red,131,"Bruno (19.7); Leo's father (15.4); Leo's mother (13.6); Man in a Yellow Bow Tie and a White Jacket (13.1); The Germans (Nazis) (11.8)",1132,632.0000,85.82,2,
"Zvi Litvinoff",yellow,62,"Rosa (18.7); Isaac Babel (11.8); Zvi's Father (11.3); Jorge Luis Borges (11.2); Miriam (Zvi's sister) (11.0)",1140,208.0000,34.87,4,
"Bruno Schulz",,2,"Grocer (10.1)",1408,4.0000,10.36,0,
"Tenzing Norgay",,2,"Sir Edmund Hillary (10.2)",1200,3.0000,10.24,1,
"Isaac Moritz's Neighbor",,2,"Isaac Moritz's Neighbor's Child (10.2)",1280,4.0000,10.36,3,
"Jacob Marcus",,2,"Jacob Marcus' Mother (10.4)",1207,6.0000,10.60,6,
"Mother (at the Zoo)",,2,"Zoo Baby (10.2)",1430,3.0000,10.24,7,
