id,Type of Relationship,Character 1,Character 2,Is Reciprocal?,Narrative Container,Start Page,End Page
467,"Knows","Syenite","Alabaster","1","12: Syenite finds a new toy","212","215"
468,"Knows","Asael Leadership Allia","Alabaster","1","12: Syenite finds a new toy","212","215"
469,"Knows","Syenite","Dibars' citizens","1","12: Syenite finds a new toy","213","213"
470,"Exchange","Syenite","""geomests""","1","12: Syenite finds a new toy","213","213"
471,"Knows","Syenite","The Fulcrum","1","12: Syenite finds a new toy","213","215"
472,"Knows","Asael Leadership Allia","The Fulcrum","1","12: Syenite finds a new toy","213","213"
473,"Knows","Syenite","Allia's quartent governor","1","12: Syenite finds a new toy","214","215"
474,"Knows","Asael Leadership Allia","Allia's quartent governor","1","12: Syenite finds a new toy","214","217"
476,"Knows","Heresmith Leadership Allia","Asael Leadership Allia","1","12: Syenite finds a new toy","217","217"
477,"Exchange","Syenite","Heresmith Leadership Allia","1","12: Syenite finds a new toy","217","227"
478,"Knows","Heresmith Leadership Allia","Allia's quartent governor","1","12: Syenite finds a new toy","217","217"
479,"Exchange","Syenite","Asael Leadership Allia","1","12: Syenite finds a new toy","219","227"
480,"Exchange","Heresmith Leadership Allia","Asael Leadership Allia","1","12: Syenite finds a new toy","219","227"
481,"Exchange","Syenite","""clerk"" (with Asael and Heresmith)","1","12: Syenite finds a new toy","221","221"
482,"Knows","""clerk"" (with Asael and Heresmith)","Asael Leadership Allia","1","12: Syenite finds a new toy","221","221"
483,"Knows","""clerk"" (with Asael and Heresmith)","Heresmith Leadership Allia","1","12: Syenite finds a new toy","221","221"
484,"Knows","Syenite","Alabaster","1","12: Syenite finds a new toy","223","223"
485,"Knows","Heresmith Leadership Allia","The Fulcrum","1","12: Syenite finds a new toy","224","224"
486,"Knows","Heresmith Leadership Allia","Geneer Licensure","1","12: Syenite finds a new toy","224","224"
487,"Exchange","Syenite","""clerk"" (with Asael and Heresmith)","1","12: Syenite finds a new toy","224","224"
488,"Knows","""clerk"" (with Asael and Heresmith)","The Fulcrum","1","12: Syenite finds a new toy","224","224"
489,"Knows","Heresmith Leadership Allia","Allia's quartent governor","1","12: Syenite finds a new toy","225","225"
