
"id","Type of Relationship <br />(choose)","Character 1 <br />(choose)","Character 2 <br />(choose)","Is Reciprocal? <br />(choose)","Narrative Container <br />(choose)","Start Page","End Page"
"566","Knows of","Edwin Black","Harvey","0","Edwin Black (I)","69","69"
"567","Knows","Edwin Black","Karen","1","Edwin Black (I)","69","69"
"568","Exchange","Edwin Black","Harvey","1","Edwin Black (I)","69","71"
"570","Knows of","Edwin Black","Obama","0","Edwin Black (I)","72","72"
"677","Exchange","Edwin Black","Karen","1","Edwin Black (I)","72","77"
"679","Knows","Edwin Black","Bill Davis","1","Edwin Black (I)","72","73"
"681","Knows","Edwin Black","Bill Davis","1","Edwin Black (I)","75","75"
"683","Knows of","Edwin Black","Big Oakland Powwow","0","Edwin Black (I)","76","76"
"684","Knows of","Edwin Black","A Tribe Called Red","0","Edwin Black (I)","77","77"
"856","Knows of","Edwin Black","Big Oakland Powwow","0","Calvin Johnson (II)","144","146"
"861","Exchange","Edwin Black","Blue","1","Calvin Johnson (II)","144","146"
"766","Knows","Daniel Gonzales","Manny & Daniel's Dad","1","Octavio Gomez (III)","175","175"
"770","Knows","Daniel Gonzales","Sylvia","1","Octavio Gomez (III)","176","176"
"857","Knows of","Blue","Big Oakland Powwow","0","Calvin Johnson (II)","144","146"
"862","Knows","Blue","Maggie","1","Calvin Johnson (II)","145","145"
"858","Knows of","Thomas Frank","Big Oakland Powwow","0","Calvin Johnson (II)","145","145"
"221","Knows of","Lucas","Stanley Kubrick","0","Dene Oxendene (I)","31","31"
"222","Knows","Lucas","Opal Viola Victoria Bear Shield","1","Dene Oxendene (I)","32","32"
"224","Knows","Lucas","Norma","1","Dene Oxendene (I)","32","32"
"319","Knows","Lucas","Norma","1","Dene Oxendene (I)","37","37"
"700","Knows","Lucas","Lucus's sister","1","Opal Viola Victoria Bear Shield (III)","164","164"
"725","Knows of","Lucas","Ronald McDonald","0","Opal Viola Victoria Bear Shield (III)","168","168"
"727","Knows of","Lucas","Ronald","0","Opal Viola Victoria Bear Shield (III)","169","170"
"219","Exchange","Norma","Lucas","1","Dene Oxendene (I)","30","31"
"244","Knows","Norma","Lucas","1","Dene Oxendene (I)","43","44"
"676","Knows","Norma","Lucas","1","Dene Oxendene (I)","34","37"
"229","Knows of","Rob","Gertrude Stein","0","Dene Oxendene (I)","38","38"
"241","Exchange","""Old white lady"" (grant judge)","Dene Oxendene","1","Dene Oxendene (I)","42","42"
"326","Knows of","""Old white lady"" (grant judge)","Lucas","0","Dene Oxendene (I)","40","40"
"240","Exchange","""black guy...with a white beard"" (grant judge)","Dene Oxendene","1","Dene Oxendene (I)","41","42"
"322","Knows of","""black guy...with a white beard"" (grant judge)","Lucas","0","Dene Oxendene (I)","40","40"
"323","Knows of","""middle-aged black guy"" (2) (grant judge)","Lucas","0","Dene Oxendene (I)","40","40"
"324","Knows of","""middle-aged white lady"" (1) (grant judge)","Lucas","0","Dene Oxendene (I)","40","40"
"325","Knows of","""middle-aged white lady"" (2) (grant judge)","Lucas","0","Dene Oxendene (I)","40","40"
"327","Knows of","""youngish Hispanic guy"" (grant judge)","Lucas","0","Dene Oxendene (I)","40","40"
"320","Knows of","""An Indian...woman"" (grant judge)","Lucas","0","Dene Oxendene (I)","40","40"
"239","Exchange","""An older guy who's...Native"" (grant judge)","Dene Oxendene","1","Dene Oxendene (I)","40","40"
"321","Knows of","""An older guy who's...Native"" (grant judge)","Lucas","0","Dene Oxendene (I)","40","40"
"246","Exchange","Victoria (Vicky)","Opal Viola Victoria Bear Shield","1","Opal Viola Victoria Bear Shield (I)","45","46"
"247","Exchange","Victoria (Vicky)","Jacquie Red Feather","1","Opal Viola Victoria Bear Shield (I)","45","46"
"265","Knows of","Victoria (Vicky)","Alcatraz","0","Opal Viola Victoria Bear Shield (I)","48","48"
"268","Exchange","Victoria (Vicky)","Opal Viola Victoria Bear Shield","1","Opal Viola Victoria Bear Shield (I)","49","49"
"269","Exchange","Victoria (Vicky)","Jacquie Red Feather","1","Opal Viola Victoria Bear Shield (I)","49","49"
"328","Knows of","Victoria (Vicky)","The white men","0","Opal Viola Victoria Bear Shield (I)","46","46"
"362","Knows","Victoria (Vicky)","Opal Viola Victoria Bear Shield","1","Jacquie Red Feather (I)","99","99"
"366","Knows","Victoria (Vicky)","Jacquie Red Feather's Father","1","Jacquie Red Feather (I)","99","99"
"367","Knows","Victoria (Vicky)","Opal Viola Victoria Bear Shield's Father","1","Jacquie Red Feather (I)","99","99"
