id,Name <br />(100 chars)_l,source,Name <br />(100 chars)_r,id_cont,Title <br />(100 chars),Level <br />(choose),Start Page_cont,End Page_cont,Narrator <br />(choose),Protagonist <br />(choose),Embed. Type <br />(choose),id_rel,Type of Relationship <br />(choose),Character 1 <br />(choose),Character 2 <br />(choose),Is Reciprocal? <br />(choose),Narrative Container <br />(choose),Start Page_rel,End Page_rel,index
213,Drew Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,841,Knows,Sasha,Drew Blake,1,12 Great Rock and Roll Pauses By Alison Blake,247,247,
213,Drew Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,862,Knows,Sasha,Drew Blake,1,12 Great Rock and Roll Pauses By Alison Blake,255,255,
166,Bosco,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,869,Knows,Sasha,Bosco,1,12 Great Rock and Roll Pauses By Alison Blake,258,258,
140,Alison Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,878,Exchange,Sasha,Alison Blake,1,12 Great Rock and Roll Pauses By Alison Blake,264,265,
211,Lincoln Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,879,Exchange,Sasha,Lincoln Blake,1,12 Great Rock and Roll Pauses By Alison Blake,264,264,
213,Drew Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,882,Knows,Sasha,Drew Blake,1,12 Great Rock and Roll Pauses By Alison Blake,264,264,
323,The Langs (family),66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,883,Knows,Sasha,The Langs (family),1,12 Great Rock and Roll Pauses By Alison Blake,265,265,
326,Drew Blake's mother,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,885,Knows,Sasha,Drew Blake's mother,1,12 Great Rock and Roll Pauses By Alison Blake,265,265,
324,Suzette (Alison's friend),66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,889,Knows,Sasha,Suzette (Alison's friend),1,12 Great Rock and Roll Pauses By Alison Blake,265,265,
211,Lincoln Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,890,Knows,Sasha,Lincoln Blake,1,12 Great Rock and Roll Pauses By Alison Blake,265,265,
325,Ada (Sasha's friend),66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,892,Knows,Sasha,Ada (Sasha's friend),1,12 Great Rock and Roll Pauses By Alison Blake,265,265,
213,Drew Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,900,Knows,Sasha,Drew Blake,1,12 Great Rock and Roll Pauses By Alison Blake,269,271,
140,Alison Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,901,Knows,Sasha,Alison Blake,1,12 Great Rock and Roll Pauses By Alison Blake,269,270,
