Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,Participating Characters,E Alma Mereminski's Mother,E Alma Mereminski/Moritz,E Alma’s Father,E Leo’s mother,E Leo’s father,E Leo,E Zvi Litvinoff,E Isaac Moritz,E Mordecai Moritz,E Hitler's armies,E Zvi's Father,E Zvi's Mother,E Miriam Litvinoff,E Zvi's Brother,E Rosa,E David Singer,E Second Bookstore Owner (In Buenos Aires),E Charlotte Singer,E Bruno,E Alma Singer,E Misha Shklovsky,E Bird,E Herman Cooper,E Bernard Moritz,E Man in a Yellow Bow Tie and a White Jacket,E Man (from Fact-Checking Department),E Man (from Fiction Department)
15,E Leo and Bruno reconnect,1945-10-01,1998-01-01,T,E Leo (narrator),6.0,6.0,2000-12-01,0000-01-01,3.0,13.0,T,"*The date would have been close to 1998 as Leo states that Bruno's ""hair was thin and white"" (6) indicating Bruno and Leo's old age* They meet after Leo sees Alma M. when Isaac is five (after October 1945) and they have already reconnected by the time of Leo's heart attack (1998)",,,,,,,T,,,,,,,,,,,,,T,,,,,,,,
15,E Leo and Bruno reconnect,1945-10-01,1998-01-01,T,E Leo (narrator),5.0,5.0,2000-12-01,0000-01-01,3.0,13.0,T,"*The date would have been close to 1998 as Leo states that Bruno's ""hair was thin and white"" (6) indicating Bruno and Leo's old age* They meet after Leo sees Alma M. when Isaac is five (after October 1945) and they have already reconnected by the time of Leo's heart attack (1998)",,,,,,,T,,,,,,,,,,,,,T,,,,,,,,
17,E Zvi and Rosa meet,1951-08-01,1951-12-01,T,E Zvi's Narrator,157.0,157.0,1980-01-01,0000-01-01,153.0,159.0,T,"""I met Zvi in Valparaiso, in the fall of 1951"" (65)",,,,,,,,T,,,,,,,,T,,,,,,,,,,,,
17,E Zvi and Rosa meet,1951-08-01,1951-12-01,T,E Zvi's Narrator,65.0,65.0,1980-01-01,0000-01-01,65.0,74.0,T,"""I met Zvi in Valparaiso, in the fall of 1951"" (65)",,,,,,,,T,,,,,,,,T,,,,,,,,,,,,
18,E Zvi and Rosa finish translating 'The History of Love',1952-01-01,1952-01-01,T,E Zvi's Narrator,66.0,66.0,1980-01-01,0000-01-01,65.0,74.0,T,"""In the summer of 1936...sixteen years later he watched as another chapter of the book written by Gursky reappeared in his own longhand"" (184-185) 1936 plus 16 years would make it 1952",,,,,,,,T,,,,,,,,T,,,,,,,,,,,,
19,E Rosa destroys the manuscript,1954-01-01,1964-01-01,T,E Leo (narrator),248.0,248.0,2000-12-01,0000-01-01,248.0,250.0,T,"Rosa receives ""the letter addressed to Litvinoff ...a few months after the publication of 'The History of Love''"" (189) and then destroys the manuscript ""[s]ome months later"" (189)",,,,,,,,,,,,,,,,T,,,,,,,,,,,,
19,E Rosa destroys the manuscript,1954-01-01,1964-01-01,T,E Leo (narrator),121.0,121.0,2000-12-01,0000-01-01,119.0,134.0,T,"Rosa receives ""the letter addressed to Litvinoff ...a few months after the publication of 'The History of Love''"" (189) and then destroys the manuscript ""[s]ome months later"" (189)",,,,,,,,,,,,,,,,T,,,,,,,,,,,,
19,E Rosa destroys the manuscript,1954-01-01,1964-01-01,T,E Zvi's Narrator,191.0,191.0,1980-01-01,0000-01-01,183.0,191.0,T,"Rosa receives ""the letter addressed to Litvinoff ...a few months after the publication of 'The History of Love''"" (189) and then destroys the manuscript ""[s]ome months later"" (189)",,,,,,,,,,,,,,,,T,,,,,,,,,,,,
20,E Zvi adds Leo's obituary to 'The History of Love',1954-01-01,1964-01-01,T,E Zvi's Narrator,189.0,189.0,1980-01-01,0000-01-01,183.0,191.0,T,"Added after ""The History of Love"" was shown to publishers ""in the fall of 1954"" (68) and before it was published (before 1964) ""a postcard from 1964....By then the 'History' had been published"" (67)",,,,,,,,T,,,,,,,,,,,,,,,,,,,,
19,E Rosa destroys the manuscript,1954-01-01,1964-01-01,T,E Zvi's Narrator,66.0,66.0,1980-01-01,0000-01-01,65.0,74.0,T,"Rosa receives ""the letter addressed to Litvinoff ...a few months after the publication of 'The History of Love''"" (189) and then destroys the manuscript ""[s]ome months later"" (189)",,,,,,,,,,,,,,,,T,,,,,,,,,,,,
19,E Rosa destroys the manuscript,1954-01-01,1964-01-01,T,E Leo (narrator),122.0,122.0,2000-12-01,0000-01-01,119.0,134.0,T,"Rosa receives ""the letter addressed to Litvinoff ...a few months after the publication of 'The History of Love''"" (189) and then destroys the manuscript ""[s]ome months later"" (189)",,,,,,,,,,,,,,,,T,,,,,,,,,,,,
19,E Rosa destroys the manuscript,1954-01-01,1964-01-01,T,E Zvi's Narrator,190.0,190.0,1980-01-01,0000-01-01,183.0,191.0,T,"Rosa receives ""the letter addressed to Litvinoff ...a few months after the publication of 'The History of Love''"" (189) and then destroys the manuscript ""[s]ome months later"" (189)",,,,,,,,,,,,,,,,T,,,,,,,,,,,,
21,E Zvi publishes 'The History of Love',1954-01-01,1964-01-01,T,E Zvi's Narrator,67.0,67.0,1980-01-01,0000-01-01,65.0,74.0,T,"""The History of Love"" was shown to publishers ""in the fall of 1954"" (68) and published before 1964 ""a postcard from 1964....By then the 'History' had been published"" (67)",,,,,,,,T,,,,,,,,,,,,,,,,,,,,
21,E Zvi publishes 'The History of Love',1954-01-01,1964-01-01,T,E Zvi's Narrator,70.0,70.0,1980-01-01,0000-01-01,65.0,74.0,T,"""The History of Love"" was shown to publishers ""in the fall of 1954"" (68) and published before 1964 ""a postcard from 1964....By then the 'History' had been published"" (67)",,,,,,,,T,,,,,,,,,,,,,,,,,,,,
21,E Zvi publishes 'The History of Love',1954-01-01,1964-01-01,T,E Zvi's Narrator,188.0,188.0,1980-01-01,0000-01-01,183.0,191.0,T,"""The History of Love"" was shown to publishers ""in the fall of 1954"" (68) and published before 1964 ""a postcard from 1964....By then the 'History' had been published"" (67)",,,,,,,,T,,,,,,,,,,,,,,,,,,,,
21,E Zvi publishes 'The History of Love',1954-01-01,1964-01-01,T,E Zvi's Narrator,189.0,189.0,1980-01-01,0000-01-01,183.0,191.0,T,"""The History of Love"" was shown to publishers ""in the fall of 1954"" (68) and published before 1964 ""a postcard from 1964....By then the 'History' had been published"" (67)",,,,,,,,T,,,,,,,,,,,,,,,,,,,,
21,E Zvi publishes 'The History of Love',1954-01-01,1964-01-01,T,E Zvi's Narrator,190.0,190.0,1980-01-01,0000-01-01,183.0,191.0,T,"""The History of Love"" was shown to publishers ""in the fall of 1954"" (68) and published before 1964 ""a postcard from 1964....By then the 'History' had been published"" (67)",,,,,,,,T,,,,,,,,,,,,,,,,,,,,
22,E David Singer buys 'The History of Love',1971-01-01,1971-01-01,T,E Zvi's Narrator,74.0,74.0,1980-01-01,0000-01-01,65.0,74.0,T,"""David Singer found The History of Love...when he was twenty-two"" (175-176). He is 10 years older than Charlotte ""he was ten years older than she was"" (38) and Charlotte is 41 when Alma is 15 ""even now at forty-one...fifteen"" (38) If Alma was born in 1985 then she is 15 and Charlotte is 41 in 2000, therefore Charlotte was born in 1959, and being ten years younger, David was born in 1949. So when David was 22 years old the year was 1971.",,,,,,,,,,,,,,,,,T,T,,,,,,,,,,
22,E David Singer buys 'The History of Love',1971-01-01,1971-01-01,T,E Alma (narrator),175.0,175.0,2000-09-14,0000-01-01,175.0,176.0,T,"""David Singer found The History of Love...when he was twenty-two"" (175-176). He is 10 years older than Charlotte ""he was ten years older than she was"" (38) and Charlotte is 41 when Alma is 15 ""even now at forty-one...fifteen"" (38) If Alma was born in 1985 then she is 15 and Charlotte is 41 in 2000, therefore Charlotte was born in 1959, and being ten years younger, David was born in 1949. So when David was 22 years old the year was 1971.",,,,,,,,,,,,,,,,,T,T,,,,,,,,,,
23,E Charlotte and David meet,1975-01-01,1979-01-01,T,E Alma (narrator),37.0,37.0,2000-09-14,0000-01-01,37.0,38.0,T,"They met ""the summer before she started Oxford"" (37-38)",,,,,,,,,,,,,,,,,T,,T,,,,,,,,,
23,E Charlotte and David meet,1975-01-01,1979-01-01,T,E Alma (narrator),38.0,38.0,2000-09-14,0000-01-01,37.0,38.0,T,"They met ""the summer before she started Oxford"" (37-38)",,,,,,,,,,,,,,,,,T,,T,,,,,,,,,
23,E Charlotte and David meet,1975-01-01,1979-01-01,T,E Alma (narrator),108.0,108.0,2000-09-14,0000-01-01,106.0,108.0,T,"They met ""the summer before she started Oxford"" (37-38)",,,,,,,,,,,,,,,,,T,,T,,,,,,,,,
24,E Zvi dies,1978-01-01,1978-01-01,T,E Zvi's Narrator,188.0,188.0,1980-01-01,0000-01-01,183.0,191.0,T,"""until his death in 1978"" (68)",,,,,,,,T,,,,,,,,,,,,,,,,,,,,
24,E Zvi dies,1978-01-01,1978-01-01,T,E Zvi's Narrator,65.0,65.0,1980-01-01,0000-01-01,65.0,74.0,T,"""until his death in 1978"" (68)",,,,,,,,T,,,,,,,,,,,,,,,,,,,,
24,E Zvi dies,1978-01-01,1978-01-01,T,E Zvi's Narrator,68.0,68.0,1980-01-01,0000-01-01,65.0,74.0,T,"""until his death in 1978"" (68)",,,,,,,,T,,,,,,,,,,,,,,,,,,,,
24,E Zvi dies,1978-01-01,1978-01-01,T,E Zvi's Narrator,71.0,71.0,1980-01-01,0000-01-01,65.0,74.0,T,"""until his death in 1978"" (68)",,,,,,,,T,,,,,,,,,,,,,,,,,,,,
24,E Zvi dies,1978-01-01,1978-01-01,T,E Zvi's Narrator,187.0,187.0,2000-09-14,0000-01-01,183.0,191.0,T,"""until his death in 1978"" (68)",,,,,,,,T,,,,,,,,,,,,,,,,,,,,
25,E Alma Singer is born,1985-09-14,1985-09-28,T,E Alma (narrator),41.0,41.0,2000-09-14,0000-01-01,41.0,41.0,T,"Isaac was born in 1940 and died at 60 in the narrative present, which would make the narrative present or telling time in the year 2000, therefore, if Alma is 15 in 2000, she would have been born in 1985. Alma's birthday is in late September: ""[t]he rain started near the end of September, a few days before my birthday""(193) and she writes ""The morning of my fifteenth birthday"" (194) before Bird's journal entry dated ""September 28"" (203).",,,,,,,,,,,,,,,,,T,,T,,T,,,,,,,
25,E Alma Singer is born,1985-09-14,1985-09-28,T,E Alma (narrator),35.0,35.0,2000-09-14,0000-01-01,35.0,35.0,T,"Isaac was born in 1940 and died at 60 in the narrative present, which would make the narrative present or telling time in the year 2000, therefore, if Alma is 15 in 2000, she would have been born in 1985. Alma's birthday is in late September: ""[t]he rain started near the end of September, a few days before my birthday""(193) and she writes ""The morning of my fifteenth birthday"" (194) before Bird's journal entry dated ""September 28"" (203).",,,,,,,,,,,,,,,,,T,,T,,T,,,,,,,
26,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),37.0,37.0,2000-09-14,0000-01-01,37.0,38.0,T,"Alma states ""my father died when I was seven"" (37)",,,,,,,,,,,,,,,,,T,,,,,,,,,,,
26,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),41.0,41.0,2000-09-14,0000-01-01,41.0,41.0,T,"Alma states ""my father died when I was seven"" (37)",,,,,,,,,,,,,,,,,T,,,,,,,,,,,
26,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),42.0,42.0,2000-09-14,0000-01-01,42.0,43.0,T,"Alma states ""my father died when I was seven"" (37)",,,,,,,,,,,,,,,,,T,,,,,,,,,,,
26,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),43.0,43.0,2000-09-14,0000-01-01,43.0,44.0,T,"Alma states ""my father died when I was seven"" (37)",,,,,,,,,,,,,,,,,T,,,,,,,,,,,
26,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),46.0,46.0,2000-09-14,0000-01-01,46.0,48.0,T,"Alma states ""my father died when I was seven"" (37)",,,,,,,,,,,,,,,,,T,,,,,,,,,,,
26,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),94.0,94.0,2000-09-14,0000-01-01,94.0,95.0,T,"Alma states ""my father died when I was seven"" (37)",,,,,,,,,,,,,,,,,T,,,,,,,,,,,
26,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),101.0,101.0,2000-09-14,0000-01-01,101.0,101.0,T,"Alma states ""my father died when I was seven"" (37)",,,,,,,,,,,,,,,,,T,,,,,,,,,,,
26,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),181.0,181.0,2000-09-14,0000-01-01,181.0,182.0,T,"Alma states ""my father died when I was seven"" (37)",,,,,,,,,,,,,,,,,T,,,,,,,,,,,
26,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),247.0,247.0,2000-10-21,0000-01-01,247.0,247.0,T,"Alma states ""my father died when I was seven"" (37)",,,,,,,,,,,,,,,,,T,,,,,,,,,,,
26,E David Singer dies,1992-09-01,1993-09-01,T,E Bird (narrator),206.0,206.0,2000-10-03,2000-10-03,206.0,207.0,F,"Alma states ""my father died when I was seven"" (37)",,,,,,,,,,,,,,,,,T,,,,,,,,,,,
27,E Alma Mereminski dies,1995-01-01,1995-01-01,T,E Leo (narrator),85.0,85.0,2000-12-01,0000-01-01,75.0,92.0,T,"Leo states that Alma ""died five years ago"" (85) narrated the same year that Isaac died which is 2000",,,T,,,,,,,,,,,,,,,,,,,,,,,,,
27,E Alma Mereminski dies,1995-01-01,1995-01-01,T,E Alma (narrator),176.0,176.0,2000-09-14,0000-01-01,176.0,177.0,T,"Leo states that Alma ""died five years ago"" (85) narrated the same year that Isaac died which is 2000",,,T,,,,,,,,,,,,,,,,,,,,,,,,,
27,E Alma Mereminski dies,1995-01-01,1995-01-01,T,E Leo (narrator),168.0,168.0,2000-12-01,0000-01-01,160.0,169.0,T,"Leo states that Alma ""died five years ago"" (85) narrated the same year that Isaac died which is 2000",,,T,,,,,,,,,,,,,,,,,,,,,,,,,
27,E Alma Mereminski dies,1995-01-01,1995-01-01,T,E Leo (narrator),163.0,163.0,2000-12-01,0000-01-01,160.0,169.0,T,"Leo states that Alma ""died five years ago"" (85) narrated the same year that Isaac died which is 2000",,,T,,,,,,,,,,,,,,,,,,,,,,,,,
28,E Misha and Alma become penpals,1997-09-01,1998-02-01,T,E Alma (narrator),95.0,95.0,2000-09-14,0000-01-01,95.0,97.0,T,"When Alma receives ""Misha's first letter"" he is ""almost thirteen, five months older than [her]"" (98)",,,,,,,,,,,,,,,,,,,,,T,T,,,,,,
28,E Misha and Alma become penpals,1997-09-01,1998-02-01,T,E Alma (narrator),98.0,98.0,2000-09-14,0000-01-01,98.0,99.0,T,"When Alma receives ""Misha's first letter"" he is ""almost thirteen, five months older than [her]"" (98)",,,,,,,,,,,,,,,,,,,,,T,T,,,,,,
29,E Leo begins to write again,1998-01-01,1998-01-01,T,E Leo (narrator),167.0,167.0,2000-12-01,0000-01-01,160.0,169.0,T,"""A couple of months after my heart attack, fifty-seven years after I'd given it up, I started to write again""(9)",,,,,,,T,,,,,,,,,,,,,,,,,,,,,
29,E Leo begins to write again,1998-01-01,1998-01-01,T,E Leo (narrator),209.0,209.0,2000-12-01,0000-01-01,208.0,212.0,T,"""A couple of months after my heart attack, fifty-seven years after I'd given it up, I started to write again""(9)",,,,,,,T,,,,,,,,,,,,,,,,,,,,,
29,E Leo begins to write again,1998-01-01,1998-01-01,T,E Leo (narrator),124.0,124.0,2000-12-01,0000-01-01,119.0,134.0,T,"""A couple of months after my heart attack, fifty-seven years after I'd given it up, I started to write again""(9)",,,,,,,T,,,,,,,,,,,,,,,,,,,,,
29,E Leo begins to write again,1998-01-01,1998-01-01,T,E Leo (narrator),9.0,9.0,2000-12-01,0000-01-01,3.0,13.0,T,"""A couple of months after my heart attack, fifty-seven years after I'd given it up, I started to write again""(9)",,,,,,,T,,,,,,,,,,,,,,,,,,,,,
30,E Charlotte receives Isaac's first letter,2000-02-01,2000-02-01,T,E Alma (narrator),55.0,55.0,2000-09-14,0000-01-01,55.0,57.0,T,"""in the middle of last February a letter arrived"" (55)",,,,,,,,,T,,,,,,,,,,T,,,,,,,,,
30,E Charlotte receives Isaac's first letter,2000-02-01,2000-02-01,T,E Alma (narrator),101.0,101.0,2000-09-14,0000-01-01,101.0,101.0,T,"""in the middle of last February a letter arrived"" (55)",,,,,,,,,T,,,,,,,,,,T,,,,,,,,,
30,E Charlotte receives Isaac's first letter,2000-02-01,2000-02-01,T,E Alma (narrator),139.0,139.0,2000-09-14,0000-01-01,139.0,140.0,T,"""in the middle of last February a letter arrived"" (55)",,,,,,,,,T,,,,,,,,,,T,,,,,,,,,
31,E Alma begins searching for Alma Mereminski,2000-07-14,2000-08-01,T,E Alma (narrator),109.0,109.0,2000-09-14,0000-01-01,108.0,109.0,T,"""It was already the end of July....The next day his letter came"" (102)",,,,,,,,,,,,,,,,,,,,,T,,,,,,,
32,E Alma and Misha kiss,2000-08-14,2000-09-01,T,E Alma (narrator),141.0,141.0,2000-09-14,0000-01-01,141.0,142.0,T,"Alma states that ""IT WAS ALMOST THE END OF AUGUST"" (141) as well as ""Ill be fifteen next month""(148)",,,,,,,,,,,,,,,,,,,,,T,T,,,,,,
33,E Alma reads Bird's journal,2000-08-14,2000-10-01,T,E Alma (narrator),149.0,149.0,2000-09-14,0000-01-01,149.0,152.0,T,After she realizes Alma is married but before she turns fifteen,,,,,,,,,,,,,,,,,,,,,T,,,,,,,
34,E Alma discovers that Alma Mereminski has died,2000-08-14,2000-10-01,T,E Alma (narrator),176.0,176.0,2000-09-14,0000-01-01,176.0,177.0,T,After she reads Bird's journal but before she turns fifteen,,,,,,,,,,,,,,,,,,,,,T,,,,,,,
35,E Alma realizes Alma Mereminski is married,2000-08-14,2000-10-01,T,E Alma (narrator),149.0,149.0,2000-09-14,0000-01-01,149.0,149.0,T,Happens after Alma and Misha kiss but before Alma's 15th birthday,,,,,,,,,,,,,,,,,,,,,T,,,,,,,
32,E Alma and Misha kiss,2000-08-14,2000-09-01,T,E Alma (narrator),141.0,141.0,2000-09-14,0000-01-01,140.0,141.0,T,"Alma states that ""IT WAS ALMOST THE END OF AUGUST"" (141) as well as ""Ill be fifteen next month""(148)",,,,,,,,,,,,,,,,,,,,,T,T,,,,,,
36,E Alma discovers Jacob Marcus is Isaac Moritz,2000-09-01,2000-11-01,T,E Alma (narrator),196.0,196.0,2000-09-14,0000-01-01,196.0,196.0,T,After she turns fifteen but before she and Herman go to Isaac's house,,,,,,,,,,,,,,,,,,,,,T,,,,,,,
37,E Leo sends Isaac 'WORDS FOR EVERYTHING',2000-09-20,2000-09-20,F,E Leo (narrator),34.0,34.0,2000-12-01,0000-01-01,14.0,34.0,T,"Leo models in the art class on ""September 19th"" (15) and delivers ""Words for Everything"" the next day ""at 8:45"" (34)",,,,,,,T,,,,,,,,,,,,,,,,,,,,,
37,E Leo sends Isaac 'WORDS FOR EVERYTHING',2000-09-20,2000-09-20,F,E Leo (narrator),75.0,75.0,2000-12-01,0000-01-01,75.0,92.0,T,"Leo models in the art class on ""September 19th"" (15) and delivers ""Words for Everything"" the next day ""at 8:45"" (34)",,,,,,,T,,,,,,,,,,,,,,,,,,,,,
38,E Alma and Herman go to Isaac's house,2000-09-24,2000-09-25,T,E Alma (narrator),200.0,200.0,2000-10-05,0000-01-01,200.0,201.0,T,"""a week and a half later"" is ""October 5th"" (202)",,,,,,,,,,,,,,,,,,,,,T,,,T,,,,
38,E Alma and Herman go to Isaac's house,2000-09-24,2000-09-25,T,E Alma (narrator),199.0,199.0,2000-10-05,0000-01-01,199.0,200.0,T,"""a week and a half later"" is ""October 5th"" (202)",,,,,,,,,,,,,,,,,,,,,T,,,T,,,,
39,E Isaac dies,2000-10-03,2000-10-03,F,E Leo (narrator),77.0,77.0,2000-12-01,0000-01-01,75.0,92.0,T,"""Isaac Moritz...died Tuesday night"" (77) ""A memorial service will be held Saturday, October 7"" (80)",,,,,,,,,T,,,,,,,,,,,,,,,,,,,
39,E Isaac dies,2000-10-03,2000-10-03,F,E Leo (narrator),161.0,161.0,2000-12-01,0000-01-01,160.0,169.0,T,"""Isaac Moritz...died Tuesday night"" (77) ""A memorial service will be held Saturday, October 7"" (80)",,,,,,,,,T,,,,,,,,,,,,,,,,,,,
39,E Isaac dies,2000-10-03,2000-10-03,F,E Leo (narrator),169.0,169.0,2000-12-01,0000-01-01,160.0,169.0,T,"""Isaac Moritz...died Tuesday night"" (77) ""A memorial service will be held Saturday, October 7"" (80)",,,,,,,,,T,,,,,,,,,,,,,,,,,,,
40,E Bird learns about Alma's search,2000-10-03,2000-10-03,F,E Bird (narrator),207.0,207.0,2000-10-03,2000-10-03,206.0,207.0,F,"In Bird's journal entry titled ""October 3"" (206) Bird answers a call from Misha who asks if Alma ""ever found the person she was looking for"" (207)",,,,,,,,,,,,,,,,,,,,,,T,T,,,,,
39,E Isaac dies,2000-10-03,2000-10-03,F,E Leo (narrator),209.0,209.0,2000-12-01,0000-01-01,208.0,212.0,T,"""Isaac Moritz...died Tuesday night"" (77) ""A memorial service will be held Saturday, October 7"" (80)",,,,,,,,,T,,,,,,,,,,,,,,,,,,,
39,E Isaac dies,2000-10-03,2000-10-03,F,E Leo (narrator),212.0,212.0,2000-12-01,0000-01-01,208.0,212.0,T,"""Isaac Moritz...died Tuesday night"" (77) ""A memorial service will be held Saturday, October 7"" (80)",,,,,,,,,T,,,,,,,,,,,,,,,,,,,
41,E Alma learns of Isaac's death,2000-10-05,2000-10-05,F,E Alma (narrator),202.0,202.0,2000-10-05,0000-01-01,201.0,202.0,T,"""I remember the date- October 5th"" Charlotte tells Alma there is ""an obituary for [Isaac] in the paper"" (202)",,,,,,,,,,,,,,,,,,,,,T,,,,,,,
42,E Leo finds out about Isaac's death,2000-10-05,2000-10-05,F,E Leo (narrator),77.0,77.0,2000-12-01,0000-01-01,75.0,92.0,T,"The day after Leo reads the newspaper "" was Friday"" (80) and the funeral is held the next day, listed in the obituary as ""October 7"" (80)",,,,,,,T,,,,,,,,,,,,,,,,,,,,,
43,E Bernard calls for Alma (revealing Leo's identity to Bird),2000-10-06,2000-10-06,F,E Bird (narrator),217.0,217.0,2000-10-06,2000-10-06,213.0,218.0,F,"In Bird's journal entry ""October 6"" (215) his phone call with Bernard is detailed (216)",,,,,,,,,,,,,,,,,,,,,,,T,,T,,,
43,E Bernard calls for Alma (revealing Leo's identity to Bird),2000-10-06,2000-10-06,F,E Bird (narrator),216.0,216.0,2000-10-06,2000-10-06,215.0,218.0,F,"In Bird's journal entry ""October 6"" (215) his phone call with Bernard is detailed (216)",,,,,,,,,,,,,,,,,,,,,,,T,,T,,,
44,E Leo recieves 'The History of Love',2000-10-07,2000-10-07,F,E Leo (narrator),161.0,161.0,2000-12-01,0000-01-01,160.0,169.0,T,"After Leo gets home from Isaac's funeral he finds ""a large brown envelope"" and realizes it is The History of Love (92)",,,,,,,T,,,,,,,,,,,,,,,,,,,,,
45,E Leo attends Isaac's funeral,2000-10-07,2000-10-07,F,E Leo (narrator),88.0,88.0,2000-12-01,0000-01-01,75.0,92.0,T,"""A memorial service will be held Saturday, October 7th"" (80)",,,,,,,T,,,,,,,,,,,,,,,,,,T,T,,
44,E Leo recieves 'The History of Love',2000-10-07,2000-10-07,F,E Leo (narrator),92.0,92.0,2000-12-01,0000-01-01,75.0,92.0,T,"After Leo gets home from Isaac's funeral he finds ""a large brown envelope"" and realizes it is The History of Love (92)",,,,,,,T,,,,,,,,,,,,,,,,,,,,,
45,E Leo attends Isaac's funeral,2000-10-07,2000-10-07,F,E Leo (narrator),84.0,84.0,2000-12-01,0000-01-01,75.0,92.0,T,"""A memorial service will be held Saturday, October 7th"" (80)",,,,,,,T,,,,,,,,,,,,,,,,,,T,T,,
45,E Leo attends Isaac's funeral,2000-10-07,2000-10-07,F,E Leo (narrator),85.0,85.0,2000-12-01,0000-01-01,75.0,92.0,T,"""A memorial service will be held Saturday, October 7th"" (80)",,,,,,,T,,,,,,,,,,,,,,,,,,T,T,,
45,E Leo attends Isaac's funeral,2000-10-07,2000-10-07,F,E Leo (narrator),86.0,86.0,2000-12-01,0000-01-01,75.0,92.0,T,"""A memorial service will be held Saturday, October 7th"" (80)",,,,,,,T,,,,,,,,,,,,,,,,,,T,T,,
46,E Bird sends Leo 'The History of Love' and letters to Leo and Alma,2000-10-07,2000-10-07,F,,,,,,,,F,"Under his entry ""October 7"" Bird writes: ""I went to her study and printed out The History of Love. I put it in a brown envelope and on the front I wrote FOR LEOPOLD GURSKY....I hid the envelope with The History of Love under my jacket, and went out the door"" (218) and he sends the letters after finds out that Alma is searching for someone and sometime before Leo receives his letter on ""October 17th"" (211)",,,,,,,T,,,,,,,,,,,,,,,,T,,,,,
47,E Bird sends Alma and Leo letters,2000-10-07,2000-10-17,T,,,,,,,,F,"He sends the letters after finds out that Alma is searching for someone and sometime before Leo receives his letter on ""October 17th"" (211)",,,,,,,T,,,,,,,,,,,,,,T,,T,,,,,
45,E Leo attends Isaac's funeral,2000-10-07,2000-10-07,F,E Leo (narrator),89.0,89.0,2000-12-01,0000-01-01,75.0,92.0,T,"""A memorial service will be held Saturday, October 7th"" (80)",,,,,,,T,,,,,,,,,,,,,,,,,,T,T,,
45,E Leo attends Isaac's funeral,2000-10-07,2000-10-07,F,E Leo (narrator),87.0,87.0,2000-12-01,0000-01-01,75.0,92.0,T,"""A memorial service will be held Saturday, October 7th"" (80)",,,,,,,T,,,,,,,,,,,,,,,,,,T,T,,
48,E Leo goes to Isaac's house to retrieve 'Words for Everything',2000-10-11,2000-10-11,F,E Leo (narrator),163.0,163.0,2000-12-01,0000-01-01,160.0,169.0,T,"""Five days after the brown envelope had arrived on my doorstep with the pages of the book I'd written half a century ago, I was on my way to get back the book I'd written half a century later. Or, to say it differently: a week after my son died, I was on my way to his house"" (161)",,,,,,,T,,,,,,,,,,,,,T,,,,,,,,T
48,E Leo goes to Isaac's house to retrieve 'Words for Everything',2000-10-11,2000-10-11,F,E Leo (narrator),161.0,161.0,2000-12-01,0000-01-01,160.0,169.0,T,"""Five days after the brown envelope had arrived on my doorstep with the pages of the book I'd written half a century ago, I was on my way to get back the book I'd written half a century later. Or, to say it differently: a week after my son died, I was on my way to his house"" (161)",,,,,,,T,,,,,,,,,,,,,T,,,,,,,,T
48,E Leo goes to Isaac's house to retrieve 'Words for Everything',2000-10-11,2000-10-11,F,E Leo (narrator),162.0,162.0,2000-12-01,0000-01-01,160.0,169.0,T,"""Five days after the brown envelope had arrived on my doorstep with the pages of the book I'd written half a century ago, I was on my way to get back the book I'd written half a century later. Or, to say it differently: a week after my son died, I was on my way to his house"" (161)",,,,,,,T,,,,,,,,,,,,,T,,,,,,,,T
49,E Alma receives Bird's letter,2000-10-14,2000-10-18,T,E Alma (narrator),233.0,233.0,2000-10-21,0000-01-01,233.0,233.0,T,"A few days before she meets up with Leo: ""for a few days between the time that I received the letter and the time I went to meet whoever had sent it"" (233), the Saturday after October 17th 2000 is October 21st",,,,,,,,,,,,,,,,,,,,,T,,,,,,,
49,E Alma receives Bird's letter,2000-10-14,2000-10-18,T,E Alma (narrator),219.0,219.0,2000-10-21,0000-01-01,219.0,219.0,T,"A few days before she meets up with Leo: ""for a few days between the time that I received the letter and the time I went to meet whoever had sent it"" (233), the Saturday after October 17th 2000 is October 21st",,,,,,,,,,,,,,,,,,,,,T,,,,,,,
50,E Leo learns that Isaac published 'Words for Everything',2000-10-17,2000-10-17,F,E Leo (narrator),209.0,209.0,2000-12-01,0000-01-01,208.0,212.0,T,"""October 17th"" (211)",,,,,,,T,,,,,,,,,,,,,,,,,,,,T,
51,E Leo receives Bird's letter,2000-10-17,2000-10-17,F,E Leo (narrator),212.0,212.0,2000-12-01,0000-01-01,208.0,212.0,T,"""October 17th"" (211)",,,,,,,T,,,,,,,,,,,,,,,,,,,,,
