Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,id_x,Novel_x,Duration,Preceding Event,id_y,Container,TT Description,id,Novel_y,Preceding t-t
,E Alma Mereminski dies,1995-01-01,1995-01-01,T,E Leo (narrator),85,85,2000-12-01,0000-01-01,75,92,T,"Leo states that Alma ""died five years ago"" (85) narrated the same year that Isaac died which is 2000",148,Emma's The History of Love,1,E David Singer dies,258,E A JOY FOREVER,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma Mereminski dies,1995-01-01,1995-01-01,T,E Leo (narrator),163,163,2000-12-01,0000-01-01,160,169,T,"Leo states that Alma ""died five years ago"" (85) narrated the same year that Isaac died which is 2000",148,Emma's The History of Love,1,E David Singer dies,259,E DIE LAUGHING,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma Mereminski dies,1995-01-01,1995-01-01,T,E Leo (narrator),168,168,2000-12-01,0000-01-01,160,169,T,"Leo states that Alma ""died five years ago"" (85) narrated the same year that Isaac died which is 2000",148,Emma's The History of Love,1,E David Singer dies,260,E DIE LAUGHING,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma Mereminski dies,1995-01-01,1995-01-01,T,E Alma (narrator),176,176,2000-09-14,0000-01-01,176,177,T,"Leo states that Alma ""died five years ago"" (85) narrated the same year that Isaac died which is 2000",148,Emma's The History of Love,1,E David Singer dies,556,E 7. I'M SICK OF FAMOUS WRITERS,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma Mereminski is born,1920-02-21,1920-02-21,F,E Leo (narrator),128,128,2000-12-01,0000-01-01,119,134,T,"""I knew her birthday was twenty-first of February (making her older than me by five months and twenty-eight days)""(28)",88,Emma's The History of Love,1,_NO PRECEDING EVENT,175,E UNTIL THE WRITING HAND HURTS,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma Singer is born,1985-09-14,1985-09-28,T,E Alma (narrator),35,35,2000-09-14,0000-01-01,35,35,T,"Isaac was born in 1940 and died at 60 in the narrative present, which would make the narrative present or telling time in the year 2000, therefore, if Alma is 15 in 2000, she would have been born in 1985. Alma's birthday is in late September: ""[t]he rain started near the end of September, a few days before my birthday""(193) and she writes ""The morning of my fifteenth birthday"" (194) before Bird's journal entry dated ""September 28"" (203).",146,Emma's The History of Love,1,E Leo and Bruno reconnect,249,E 1. MY NAME IS ALMA SINGER,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma Singer is born,1985-09-14,1985-09-28,T,E Alma (narrator),41,41,2000-09-14,0000-01-01,41,41,T,"Isaac was born in 1940 and died at 60 in the narrative present, which would make the narrative present or telling time in the year 2000, therefore, if Alma is 15 in 2000, she would have been born in 1985. Alma's birthday is in late September: ""[t]he rain started near the end of September, a few days before my birthday""(193) and she writes ""The morning of my fifteenth birthday"" (194) before Bird's journal entry dated ""September 28"" (203).",146,Emma's The History of Love,1,E Leo and Bruno reconnect,250,E 10. THEY MOVED TO NEW YORK AND HAD ME,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma and Herman go to Isaac's house,2000-09-24,2000-09-25,T,E Alma (narrator),199,199,2000-10-05,0000-01-01,199,200,T,"""a week and a half later"" is ""October 5th"" (202)",160,Emma's The History of Love,1,E Leo sends Isaac 'WORDS FOR EVERYTHING',285,E 17. LOOK AT ME,E Not before October 5th 2000,15,Emma's The History of Love,E Not before September 14 2000
,E Alma and Herman go to Isaac's house,2000-09-24,2000-09-25,T,E Alma (narrator),200,200,2000-10-05,0000-01-01,200,201,T,"""a week and a half later"" is ""October 5th"" (202)",160,Emma's The History of Love,1,E Leo sends Isaac 'WORDS FOR EVERYTHING',286,E 19. I JUST DO,E Not before October 5th 2000,15,Emma's The History of Love,E Not before September 14 2000
,E Alma and Leo meet,2000-10-21,2000-10-21,F,E Alma (narrator),241,241,2000-10-21,0000-01-01,241,241,T,"""Please meet me at 4:00 on Saturday"" (212) the Saturday after October 17th 2000 is October 21st",172,Emma's The History of Love,1,E Leo receives Bird's letter,304,E A + L 1.23,E Not before October 21st 2000,16,Emma's The History of Love,E Not before October 5th 2000
,E Alma and Leo meet,2000-10-21,2000-10-21,F,E Leo (narrator),242,242,2000-12-01,0000-01-01,242,242,T,"""Please meet me at 4:00 on Saturday"" (212) the Saturday after October 17th 2000 is October 21st",172,Emma's The History of Love,1,E Leo receives Bird's letter,305,E A + L 1.24,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma and Misha kiss,2000-08-14,2000-09-01,T,E Alma (narrator),141,141,2000-09-14,0000-01-01,141,142,T,"Alma states that ""IT WAS ALMOST THE END OF AUGUST"" (141) as well as ""Ill be fifteen next month""(148)",153,Emma's The History of Love,1,E Alma begins searching for Alma Mereminski,275,E 10. THEN,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma and Misha kiss,2000-08-14,2000-09-01,T,E Alma (narrator),141,141,2000-09-14,0000-01-01,140,141,T,"Alma states that ""IT WAS ALMOST THE END OF AUGUST"" (141) as well as ""Ill be fifteen next month""(148)",153,Emma's The History of Love,1,E Alma begins searching for Alma Mereminski,276,E 9. IF SHE'S REAL,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma begins searching for Alma Mereminski,2000-07-14,2000-08-01,T,E Alma (narrator),109,109,2000-09-14,0000-01-01,108,109,T,"""It was already the end of July....The next day his letter came"" (102)",152,Emma's The History of Love,1,E Charlotte receives Isaac's first letter,274,E 14. THE BIRTH OF FEELING,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma discovers Jacob Marcus is Isaac Moritz,2000-09-01,2000-11-01,T,E Alma (narrator),196,196,2000-09-14,0000-01-01,196,196,T,After she turns fifteen but before she and Herman go to Isaac's house,157,Emma's The History of Love,1,E Alma discovers that Alma Mereminski has died,280,E 9. HOLY COW,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma discovers that Alma Mereminski has died,2000-08-14,2000-10-01,T,E Alma (narrator),176,176,2000-09-14,0000-01-01,176,177,T,After she reads Bird's journal but before she turns fifteen,156,Emma's The History of Love,1,E Alma reads Bird's journal,279,E 7. I'M SICK OF FAMOUS WRITERS,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma learns of Isaac's death,2000-10-05,2000-10-05,F,E Alma (narrator),202,202,2000-10-05,0000-01-01,201,202,T,"""I remember the date- October 5th"" Charlotte tells Alma there is ""an obituary for [Isaac] in the paper"" (202)",163,Emma's The History of Love,1,E Leo finds out about Isaac's death,291,E 22. I DECIDED THERE WAS NOTHING LEFT TO LOSE,E Not before October 5th 2000,15,Emma's The History of Love,E Not before September 14 2000
,E Alma leaves for America,1940-01-01,1940-05-01,T,E Leo (narrator),8,8,2000-12-01,0000-01-01,3,13,T,"""the woman who had been a girl got on a boat to America and threw up the whole way, not because she was seasick but because she was pregnant""(12) Isaac was born after October 8 1940 and before November 1 1940, and as morning sickness occurs in the first trimester, Alma would have been getting sick between January and May of 1940",127,Emma's The History of Love,0,E Zvi sees Leo and Alma kiss,195,E THE LAST WORDS ON EARTH 1.1,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma leaves for America,1940-01-01,1940-05-01,T,E Leo (narrator),11,11,2000-12-01,0000-01-01,3,13,T,"""the woman who had been a girl got on a boat to America and threw up the whole way, not because she was seasick but because she was pregnant""(12) Isaac was born after October 8 1940 and before November 1 1940, and as morning sickness occurs in the first trimester, Alma would have been getting sick between January and May of 1940",127,Emma's The History of Love,0,E Zvi sees Leo and Alma kiss,523,E THE LAST WORDS ON EARTH 1.1,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma leaves for America,1940-01-01,1940-05-01,T,E Leo (narrator),12,12,2000-12-01,0000-01-01,3,13,T,"""the woman who had been a girl got on a boat to America and threw up the whole way, not because she was seasick but because she was pregnant""(12) Isaac was born after October 8 1940 and before November 1 1940, and as morning sickness occurs in the first trimester, Alma would have been getting sick between January and May of 1940",127,Emma's The History of Love,0,E Zvi sees Leo and Alma kiss,196,E THE LAST WORDS ON EARTH 1.1,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma leaves for America,1940-01-01,1940-05-01,T,E Alma (narrator),140,140,2000-09-14,0000-01-01,140,141,T,"""the woman who had been a girl got on a boat to America and threw up the whole way, not because she was seasick but because she was pregnant""(12) Isaac was born after October 8 1940 and before November 1 1940, and as morning sickness occurs in the first trimester, Alma would have been getting sick between January and May of 1940",127,Emma's The History of Love,0,E Zvi sees Leo and Alma kiss,524,E 9. IF SHE'S REAL,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma leaves for America,1940-01-01,1940-05-01,T,E Alma (narrator),171,171,2000-09-14,0000-01-01,171,171,T,"""the woman who had been a girl got on a boat to America and threw up the whole way, not because she was seasick but because she was pregnant""(12) Isaac was born after October 8 1940 and before November 1 1940, and as morning sickness occurs in the first trimester, Alma would have been getting sick between January and May of 1940",127,Emma's The History of Love,0,E Zvi sees Leo and Alma kiss,197,E 2. MY MOTHER LOOKS RIGHT THROUGH ME,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma leaves for America,1940-01-01,1940-05-01,T,E Alma (narrator),251,251,2000-10-21,0000-01-01,251,251,T,"""the woman who had been a girl got on a boat to America and threw up the whole way, not because she was seasick but because she was pregnant""(12) Isaac was born after October 8 1940 and before November 1 1940, and as morning sickness occurs in the first trimester, Alma would have been getting sick between January and May of 1940",127,Emma's The History of Love,0,E Zvi sees Leo and Alma kiss,198,E A + L 1.31,E Not before October 21st 2000,16,Emma's The History of Love,E Not before October 5th 2000
,E Alma reads Bird's journal,2000-08-14,2000-10-01,T,E Alma (narrator),149,149,2000-09-14,0000-01-01,149,152,T,After she realizes Alma is married but before she turns fifteen,155,Emma's The History of Love,1,E Alma realizes Alma Mereminski is married,278,E 22. BEING NORMAL,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma realizes Alma Mereminski is married,2000-08-14,2000-10-01,T,E Alma (narrator),149,149,2000-09-14,0000-01-01,149,149,T,Happens after Alma and Misha kiss but before Alma's 15th birthday,154,Emma's The History of Love,1,E Alma and Misha kiss,277,E 21. SHE MUST HAVE GOTTEN MARRIED!,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma realizes that Leo wrote 'The History of Love',2000-10-21,2000-10-21,F,E Alma (narrator),251,251,2000-10-21,0000-01-01,251,251,T,"""And then I realized that I had been searching for the wrong person"" (251)",173,Emma's The History of Love,1,E Alma and Leo meet,306,E A + L 1.31,E Not before October 21st 2000,16,Emma's The History of Love,E Not before October 5th 2000
,E Alma receives Bird's letter,2000-10-14,2000-10-18,T,E Alma (narrator),219,219,2000-10-21,0000-01-01,219,219,T,"A few days before she meets up with Leo: ""for a few days between the time that I received the letter and the time I went to meet whoever had sent it"" (233), the Saturday after October 17th 2000 is October 21st",170,Emma's The History of Love,1,E Leo goes to Isaac's house to retrieve 'Words for Everything',300,E A + L 1.1,E Not before October 21st 2000,16,Emma's The History of Love,E Not before October 5th 2000
,E Alma receives Bird's letter,2000-10-14,2000-10-18,T,E Alma (narrator),233,233,2000-10-21,0000-01-01,233,233,T,"A few days before she meets up with Leo: ""for a few days between the time that I received the letter and the time I went to meet whoever had sent it"" (233), the Saturday after October 17th 2000 is October 21st",170,Emma's The History of Love,1,E Leo goes to Isaac's house to retrieve 'Words for Everything',301,E A + L 1.15,E Not before October 21st 2000,16,Emma's The History of Love,E Not before October 5th 2000
,E Alma refuses Leo's proposal,1945-10-01,1946-08-18,T,E Leo (narrator),13,13,2000-12-01,0000-01-01,3,13,T,"The novel states that  Leo ""was twenty-five years old"" (13) and Isaac was ""now five"" (13) therefore it is after Isaac turns 5 in October and before Leo's 26th birthday",135,Emma's The History of Love,1,E Leo leaves for America,226,E THE LAST WORDS ON EARTH 1.1,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Alma refuses Leo's proposal,1945-10-01,1946-08-18,T,E Leo (narrator),226,226,2000-12-01,0000-01-01,226,226,T,"The novel states that  Leo ""was twenty-five years old"" (13) and Isaac was ""now five"" (13) therefore it is after Isaac turns 5 in October and before Leo's 26th birthday",135,Emma's The History of Love,1,E Leo leaves for America,227,E A + L 1.8,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Bernard calls for Alma (revealing Leo's identity to Bird),2000-10-06,2000-10-06,F,E Bird (narrator),216,216,2000-10-06,2000-10-06,215,218,F,"In Bird's journal entry ""October 6"" (215) his phone call with Bernard is detailed (216)",164,Emma's The History of Love,1,E Alma learns of Isaac's death,292,E October 6,E October 6th 2000,19,Emma's The History of Love,E October 3rd 2000
,E Bernard calls for Alma (revealing Leo's identity to Bird),2000-10-06,2000-10-06,F,E Bird (narrator),217,217,2000-10-06,2000-10-06,213,218,F,"In Bird's journal entry ""October 6"" (215) his phone call with Bernard is detailed (216)",164,Emma's The History of Love,1,E Alma learns of Isaac's death,564,E WOULD A LAMED VOVNIK DO THIS?,E October 6th 2000,19,Emma's The History of Love,E October 3rd 2000
,E Bird learns about Alma's search,2000-10-03,2000-10-03,F,E Bird (narrator),207,207,2000-10-03,2000-10-03,206,207,F,"In Bird's journal entry titled ""October 3"" (206) Bird answers a call from Misha who asks if Alma ""ever found the person she was looking for"" (207)",159,Emma's The History of Love,1,E Alma and Herman go to Isaac's house,283,E October 3,E October 3rd 2000,18,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Bird sends Alma and Leo letters,2000-10-07,2000-10-17,T,,,,,,,,F,"He sends the letters after finds out that Alma is searching for someone and sometime before Leo receives his letter on ""October 17th"" (211)",166,Emma's The History of Love,1,E Bird sends Leo 'The History of Love' and letters to Leo and Alma,,,,,,
,E Bird sends Leo 'The History of Love' and letters to Leo and Alma,2000-10-07,2000-10-07,F,,,,,,,,F,"Under his entry ""October 7"" Bird writes: ""I went to her study and printed out The History of Love. I put it in a brown envelope and on the front I wrote FOR LEOPOLD GURSKY....I hid the envelope with The History of Love under my jacket, and went out the door"" (218) and he sends the letters after finds out that Alma is searching for someone and sometime before Leo receives his letter on ""October 17th"" (211)",165,Emma's The History of Love,1,E Bernard calls for Alma (revealing Leo's identity to Bird),,,,,,
,E Bruno dies,1941-07-01,1941-07-01,T,E Leo (narrator),249,249,2000-12-01,0000-01-01,248,250,T,""" He died on a July day in 1941"" (249)",175,Emma's The History of Love,1,E Nazis invade Slonim,217,E A + L 1.30,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Charlotte and David meet,1975-01-01,1979-01-01,T,E Alma (narrator),37,37,2000-09-14,0000-01-01,37,38,T,"They met ""the summer before she started Oxford"" (37-38)",143,Emma's The History of Love,1,E David Singer buys 'The History of Love',242,E 4. MY FATHER DIED WHEN I WAS SEVEN,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Charlotte and David meet,1975-01-01,1979-01-01,T,E Alma (narrator),38,38,2000-09-14,0000-01-01,37,38,T,"They met ""the summer before she started Oxford"" (37-38)",143,Emma's The History of Love,1,E David Singer buys 'The History of Love',243,E 4. MY FATHER DIED WHEN I WAS SEVEN,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Charlotte and David meet,1975-01-01,1979-01-01,T,E Alma (narrator),108,108,2000-09-14,0000-01-01,106,108,T,"They met ""the summer before she started Oxford"" (37-38)",143,Emma's The History of Love,1,E David Singer buys 'The History of Love',547,E 13. THE ETERNAL DISAPPOINTMENT OF LIFE AS IT IS,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Charlotte receives Isaac's first letter,2000-02-01,2000-02-01,T,E Alma (narrator),55,55,2000-09-14,0000-01-01,55,57,T,"""in the middle of last February a letter arrived"" (55)",151,Emma's The History of Love,1,E Leo begins to write again,271,E 28. A HUNDRED THINGS CAN CHANGE YOUR LIFE; A LETTER IS ONE,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Charlotte receives Isaac's first letter,2000-02-01,2000-02-01,T,E Alma (narrator),101,101,2000-09-14,0000-01-01,101,101,T,"""in the middle of last February a letter arrived"" (55)",151,Emma's The History of Love,1,E Leo begins to write again,273,E 8. Блядь,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Charlotte receives Isaac's first letter,2000-02-01,2000-02-01,T,E Alma (narrator),139,139,2000-09-14,0000-01-01,139,140,T,"""in the middle of last February a letter arrived"" (55)",151,Emma's The History of Love,1,E Leo begins to write again,272,E 8. INTERGLACIAL,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E David Singer buys 'The History of Love',1971-01-01,1971-01-01,T,E Zvi's Narrator,74,74,1980-01-01,0000-01-01,65,74,T,"""David Singer found The History of Love...when he was twenty-two"" (175-176). He is 10 years older than Charlotte ""he was ten years older than she was"" (38) and Charlotte is 41 when Alma is 15 ""even now at forty-one...fifteen"" (38) If Alma was born in 1985 then she is 15 and Charlotte is 41 in 2000, therefore Charlotte was born in 1959, and being ten years younger, David was born in 1949. So when David was 22 years old the year was 1971.",142,Emma's The History of Love,1,E Rosa destroys the manuscript,240,E FORGIVE ME,E Unknown (Not before 1980),17,Emma's The History of Love,_CHOOSE A TELLING TIME
,E David Singer buys 'The History of Love',1971-01-01,1971-01-01,T,E Alma (narrator),175,175,2000-09-14,0000-01-01,175,176,T,"""David Singer found The History of Love...when he was twenty-two"" (175-176). He is 10 years older than Charlotte ""he was ten years older than she was"" (38) and Charlotte is 41 when Alma is 15 ""even now at forty-one...fifteen"" (38) If Alma was born in 1985 then she is 15 and Charlotte is 41 in 2000, therefore Charlotte was born in 1959, and being ten years younger, David was born in 1949. So when David was 22 years old the year was 1971.",142,Emma's The History of Love,1,E Rosa destroys the manuscript,241,E 6. I KNOCK AND SHE ANSWERS,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),37,37,2000-09-14,0000-01-01,37,38,T,"Alma states ""my father died when I was seven"" (37)",147,Emma's The History of Love,1,E Alma Singer is born,251,E 4. MY FATHER DIED WHEN I WAS SEVEN,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),41,41,2000-09-14,0000-01-01,41,41,T,"Alma states ""my father died when I was seven"" (37)",147,Emma's The History of Love,1,E Alma Singer is born,255,"E 12. HE LIKED TO COOK AND LAUGH AND SING, COULD START A FIRE WITH HIS HANDS...",E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),42,42,2000-09-14,0000-01-01,42,43,T,"Alma states ""my father died when I was seven"" (37)",147,Emma's The History of Love,1,E Alma Singer is born,256,E 14. AT THE END OF THE WORLD,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),43,43,2000-09-14,0000-01-01,43,44,T,"Alma states ""my father died when I was seven"" (37)",147,Emma's The History of Love,1,E Alma Singer is born,266,E 16. EVERYTHING IS REMADE AS REASON,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),46,46,2000-09-14,0000-01-01,46,48,T,"Alma states ""my father died when I was seven"" (37)",147,Emma's The History of Love,1,E Alma Singer is born,252,E 20. MY MOTHER HAS ONLY BEEN ON TWO DATES SINCE MY FATHER DIED,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),94,94,2000-09-14,0000-01-01,94,95,T,"Alma states ""my father died when I was seven"" (37)",147,Emma's The History of Love,1,E Alma Singer is born,253,E 3. THE MAN WHO COULDN'T ESCAPE GRAVITY,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),101,101,2000-09-14,0000-01-01,101,101,T,"Alma states ""my father died when I was seven"" (37)",147,Emma's The History of Love,1,E Alma Singer is born,265,E 8. Блядь,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),181,181,2000-09-14,0000-01-01,181,182,T,"Alma states ""my father died when I was seven"" (37)",147,Emma's The History of Love,1,E Alma Singer is born,257,E 12. I GAVE UP,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E David Singer dies,1992-09-01,1993-09-01,T,E Bird (narrator),206,206,2000-10-03,2000-10-03,206,207,F,"Alma states ""my father died when I was seven"" (37)",147,Emma's The History of Love,1,E Alma Singer is born,264,E October 3,E October 3rd 2000,18,Emma's The History of Love,_CHOOSE A TELLING TIME
,E David Singer dies,1992-09-01,1993-09-01,T,E Alma (narrator),247,247,2000-10-21,0000-01-01,247,247,T,"Alma states ""my father died when I was seven"" (37)",147,Emma's The History of Love,1,E Alma Singer is born,254,E A + L 1.29,E Not before October 21st 2000,16,Emma's The History of Love,E Not before October 5th 2000
,E Isaac dies,2000-10-03,2000-10-03,F,E Leo (narrator),77,77,2000-12-01,0000-01-01,75,92,T,"""Isaac Moritz...died Tuesday night"" (77) ""A memorial service will be held Saturday, October 7"" (80)",161,Emma's The History of Love,1,E Bird learns about Alma's search,287,E A JOY FOREVER,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Isaac dies,2000-10-03,2000-10-03,F,E Leo (narrator),161,161,2000-12-01,0000-01-01,160,169,T,"""Isaac Moritz...died Tuesday night"" (77) ""A memorial service will be held Saturday, October 7"" (80)",161,Emma's The History of Love,1,E Bird learns about Alma's search,562,E DIE LAUGHING,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Isaac dies,2000-10-03,2000-10-03,F,E Leo (narrator),169,169,2000-12-01,0000-01-01,160,169,T,"""Isaac Moritz...died Tuesday night"" (77) ""A memorial service will be held Saturday, October 7"" (80)",161,Emma's The History of Love,1,E Bird learns about Alma's search,288,E DIE LAUGHING,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Isaac dies,2000-10-03,2000-10-03,F,E Leo (narrator),209,209,2000-12-01,0000-01-01,208,212,T,"""Isaac Moritz...died Tuesday night"" (77) ""A memorial service will be held Saturday, October 7"" (80)",161,Emma's The History of Love,1,E Bird learns about Alma's search,289,E THE LAST TIME I SAW YOU,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Isaac dies,2000-10-03,2000-10-03,F,E Leo (narrator),212,212,2000-12-01,0000-01-01,208,212,T,"""Isaac Moritz...died Tuesday night"" (77) ""A memorial service will be held Saturday, October 7"" (80)",161,Emma's The History of Love,1,E Bird learns about Alma's search,563,E THE LAST TIME I SAW YOU,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Isaac is born,1940-10-08,1940-11-01,T,E Leo (narrator),13,13,2000-12-01,0000-01-01,3,13,T,"Isaac ""was 60"" when he died (77) which was October 7th 2000, and accounting for Leo and Alma's birthdays, he would have been born between October 8th and November",128,Emma's The History of Love,1,E Alma leaves for America,199,E THE LAST WORDS ON EARTH 1.1,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Isaac is born,1940-10-08,1940-11-01,T,E Leo (narrator),78,78,2000-12-01,0000-01-01,75,92,T,"Isaac ""was 60"" when he died (77) which was October 7th 2000, and accounting for Leo and Alma's birthdays, he would have been born between October 8th and November",128,Emma's The History of Love,1,E Alma leaves for America,200,E A JOY FOREVER,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Isaac is born,1940-10-08,1940-11-01,T,E Leo (narrator),164,164,2000-12-01,0000-01-01,160,169,T,"Isaac ""was 60"" when he died (77) which was October 7th 2000, and accounting for Leo and Alma's birthdays, he would have been born between October 8th and November",128,Emma's The History of Love,1,E Alma leaves for America,201,E DIE LAUGHING,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Leo and Alma fall in love,1930-01-01,1940-01-01,T,E Leo (narrator),8,8,2000-12-01,0000-01-01,3,13,T,"""When they were ten he asked her to marry him"" (11) Alma and Leo were born in 1920, therefore when they were 10 the year would have been 1930. ""After she left, everything fell apart"" (8) ""In the summer of 1941 the Einsatzgruppen drove deeper east"" (12) Alma leaves before Slonim is invaded, therefore before 1941 and has Isaac in 1940, so she would have have to have left sometime before 1940.",90,Emma's The History of Love,0,E Leo is born,178,E THE LAST WORDS ON EARTH 1.1,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Leo and Alma fall in love,1930-01-01,1940-01-01,T,E Leo (narrator),11,11,2000-12-01,0000-01-01,3,13,T,"""When they were ten he asked her to marry him"" (11) Alma and Leo were born in 1920, therefore when they were 10 the year would have been 1930. ""After she left, everything fell apart"" (8) ""In the summer of 1941 the Einsatzgruppen drove deeper east"" (12) Alma leaves before Slonim is invaded, therefore before 1941 and has Isaac in 1940, so she would have have to have left sometime before 1940.",90,Emma's The History of Love,0,E Leo is born,179,E THE LAST WORDS ON EARTH 1.1,E Not before December 2000,13,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Leo and Alma fall in love,1930-01-01,1940-01-01,T,E Alma (narrator),57,57,2000-09-14,0000-01-01,57,58,T,"""When they were ten he asked her to marry him"" (11) Alma and Leo were born in 1920, therefore when they were 10 the year would have been 1930. ""After she left, everything fell apart"" (8) ""In the summer of 1941 the Einsatzgruppen drove deeper east"" (12) Alma leaves before Slonim is invaded, therefore before 1941 and has Isaac in 1940, so she would have have to have left sometime before 1940.",90,Emma's The History of Love,0,E Leo is born,180,E 29. MY MOTHER USED TO READ TO ME FROM THE HISTORY OF LOVE,E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Leo and Alma fall in love,1930-01-01,1940-01-01,T,E Alma (narrator),62,62,2000-09-14,0000-01-01,61,64,T,"""When they were ten he asked her to marry him"" (11) Alma and Leo were born in 1920, therefore when they were 10 the year would have been 1930. ""After she left, everything fell apart"" (8) ""In the summer of 1941 the Einsatzgruppen drove deeper east"" (12) Alma leaves before Slonim is invaded, therefore before 1941 and has Isaac in 1940, so she would have have to have left sometime before 1940.",90,Emma's The History of Love,0,E Leo is born,181,"E 33. THE HISTORY OF LOVE, CHAPTER 10",E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
,E Leo and Alma fall in love,1930-01-01,1940-01-01,T,E Alma (narrator),63,63,2000-09-14,0000-01-01,61,64,T,"""When they were ten he asked her to marry him"" (11) Alma and Leo were born in 1920, therefore when they were 10 the year would have been 1930. ""After she left, everything fell apart"" (8) ""In the summer of 1941 the Einsatzgruppen drove deeper east"" (12) Alma leaves before Slonim is invaded, therefore before 1941 and has Isaac in 1940, so she would have have to have left sometime before 1940.",90,Emma's The History of Love,0,E Leo is born,183,"E 33. THE HISTORY OF LOVE, CHAPTER 10",E Not before September 14 2000,14,Emma's The History of Love,_CHOOSE A TELLING TIME
