Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,id_x,Novel_x,Duration,Preceding Event,id_y,Container,TT Description,id,Novel_y,Preceding t-t
,Jason loses bank job,1911-01-01,1911-01-01,T,Jason Compson IV (narrator),206,206,1928-04-06,1928-04-06,180,264,F,"Jason loses the bank job that Herbert promised because of the divorce: ""'Oh', she says, 'that job'. I'm sorry about that, Jason"" (202)",197,The Sound and the Fury,0,Herbert Head divorces Caddy,375,"April Sixth, 1928.",Jason recieves Caddy's letter (April sixth 1928),32,The Sound and the Fury,Jason drives Quentin Jr. to school (April sixth 1928)
,Jason loses bank job,1911-01-01,1911-01-01,T,3rd Person Narrator (SaF),304,304,,,,,,"Jason loses the bank job that Herbert promised because of the divorce: ""'Oh', she says, 'that job'. I'm sorry about that, Jason"" (202)",197,The Sound and the Fury,0,Herbert Head divorces Caddy,376,"April Eighth, 1928.","April Eighth, 1928",45,The Sound and the Fury,"Benjy watches Quentin run away (April seventh, 1928)"
,Jason loses bank job,1911-01-01,1911-01-01,T,3rd Person Narrator (SaF),306,306,,,,,,"Jason loses the bank job that Herbert promised because of the divorce: ""'Oh', she says, 'that job'. I'm sorry about that, Jason"" (202)",197,The Sound and the Fury,0,Herbert Head divorces Caddy,377,"April Eighth, 1928.","April Eighth, 1928",45,The Sound and the Fury,"Benjy watches Quentin run away (April seventh, 1928)"
,Jason loses bank job,1911-01-01,1911-01-01,T,3rd Person Narrator (SaF),307,307,,,,,,"Jason loses the bank job that Herbert promised because of the divorce: ""'Oh', she says, 'that job'. I'm sorry about that, Jason"" (202)",197,The Sound and the Fury,0,Herbert Head divorces Caddy,378,"April Eighth, 1928.","April Eighth, 1928",45,The Sound and the Fury,"Benjy watches Quentin run away (April seventh, 1928)"
,"Jason takes Caddy's money, forges a check, and gives it to his mother to burn",1928-04-06,1928-04-07,T,Jason Compson IV (narrator),215,215,1928-04-06,1928-04-06,180,264,F,"Occurs in the section ""April Sixth, 1928.""",205,The Sound and the Fury,0,Roskus dies,395,"April Sixth, 1928.",Quentin Jr. asks for money (April sixth 1928),33,The Sound and the Fury,Jason recieves Caddy's letter (April sixth 1928)
,"Jason takes Caddy's money, forges a check, and gives it to his mother to burn",1928-04-06,1928-04-07,T,Jason Compson IV (narrator),216,216,1928-04-06,1928-04-06,180,264,F,"Occurs in the section ""April Sixth, 1928.""",205,The Sound and the Fury,0,Roskus dies,396,"April Sixth, 1928.",Jason forges a check (April sixth 1928),34,The Sound and the Fury,Quentin Jr. asks for money (April sixth 1928)
,"Jason takes Caddy's money, forges a check, and gives it to his mother to burn",1928-04-06,1928-04-07,T,Jason Compson IV (narrator),218,218,1928-04-06,1928-04-06,180,264,F,"Occurs in the section ""April Sixth, 1928.""",205,The Sound and the Fury,0,Roskus dies,397,"April Sixth, 1928.",Jason forges a check (April sixth 1928),34,The Sound and the Fury,Quentin Jr. asks for money (April sixth 1928)
,"Jason takes Caddy's money, forges a check, and gives it to his mother to burn",1928-04-06,1928-04-07,T,Jason Compson IV (narrator),219,219,1928-04-06,1928-04-06,180,264,F,"Occurs in the section ""April Sixth, 1928.""",205,The Sound and the Fury,0,Roskus dies,398,"April Sixth, 1928.",Jason gives his mother the forged check to burn and a letter from Uncle Maury (April sixth 1928),35,The Sound and the Fury,Jason forges a check (April sixth 1928)
,"Jason takes Caddy's money, forges a check, and gives it to his mother to burn",1928-04-06,1928-04-07,T,Jason Compson IV (narrator),220,220,1928-04-06,1928-04-06,180,264,F,"Occurs in the section ""April Sixth, 1928.""",205,The Sound and the Fury,0,Roskus dies,399,"April Sixth, 1928.",Jason gives his mother the forged check to burn and a letter from Uncle Maury (April sixth 1928),35,The Sound and the Fury,Jason forges a check (April sixth 1928)
,"Jason takes Caddy's money, forges a check, and gives it to his mother to burn",1928-04-06,1928-04-07,T,Jason Compson IV (narrator),226,226,1928-04-06,1928-04-06,180,264,F,"Occurs in the section ""April Sixth, 1928.""",205,The Sound and the Fury,0,Roskus dies,400,"April Sixth, 1928.",Jason gives his mother the forged check to burn and a letter from Uncle Maury (April sixth 1928),35,The Sound and the Fury,Jason forges a check (April sixth 1928)
,"Jason takes Caddy's money, forges a check, and gives it to his mother to burn",1928-04-06,1928-04-07,T,3rd Person Narrator (SaF),307,307,,,,,,"Occurs in the section ""April Sixth, 1928.""",205,The Sound and the Fury,0,Roskus dies,401,"April Eighth, 1928.","April Eighth, 1928",45,The Sound and the Fury,"Benjy watches Quentin run away (April seventh, 1928)"
,Junior tricks Pecola and blames her for killing the cat,1941-03-01,1941-03-01,T,3rd Person Narrator (The Bluest Eye),89,89,,,,,,"""Outside, the March wind blew into the rip in her dress"" (93)",231,The Bluest Eye,1,"Maureen Peal walks home with Claudia, Frieda, and Pecola",629,"""They come from Mobile."" [Winter 2]","Spring, 1941 (Third Person Narrator)",48,The Bluest Eye,_CHOOSE A TELLING TIME
,Junior tricks Pecola and blames her for killing the cat,1941-03-01,1941-03-01,T,3rd Person Narrator (The Bluest Eye),90,90,,,,,,"""Outside, the March wind blew into the rip in her dress"" (93)",231,The Bluest Eye,1,"Maureen Peal walks home with Claudia, Frieda, and Pecola",630,"""They come from Mobile."" [Winter 2]","Spring, 1941 (Third Person Narrator)",48,The Bluest Eye,_CHOOSE A TELLING TIME
,Junior tricks Pecola and blames her for killing the cat,1941-03-01,1941-03-01,T,3rd Person Narrator (The Bluest Eye),91,91,,,,,,"""Outside, the March wind blew into the rip in her dress"" (93)",231,The Bluest Eye,1,"Maureen Peal walks home with Claudia, Frieda, and Pecola",631,"""They come from Mobile."" [Winter 2]","Spring, 1941 (Third Person Narrator)",48,The Bluest Eye,_CHOOSE A TELLING TIME
,Junior tricks Pecola and blames her for killing the cat,1941-03-01,1941-03-01,T,3rd Person Narrator (The Bluest Eye),94,94,,,,,,"""Outside, the March wind blew into the rip in her dress"" (93)",231,The Bluest Eye,1,"Maureen Peal walks home with Claudia, Frieda, and Pecola",632,"""They come from Mobile."" [Winter 2]","Spring, 1941 (Third Person Narrator)",48,The Bluest Eye,_CHOOSE A TELLING TIME
,Luster drives Benjy an alternate route in the carriage and Jason attacks Luster,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),320,320,,,,,,"Occurs in the section ""April Eighth, 1928.""",212,The Sound and the Fury,0,Jason chases Quentin to Mottson and gets in a fight with the man wearing the dirty apron; he learns that Quentin is not there and goes home,437,"April Eighth, 1928.","April Eighth, 1928",45,The Sound and the Fury,"Benjy watches Quentin run away (April seventh, 1928)"
,Lydia runs away with Mr. Wickham,1794-07-26,1794-07-27,T,3rd Person Narrator (PP),260,266,,,,,,,254,Pride and Prejudice,1,_CHOOSE AN EVENT,700,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Lydia runs away with Mr. Wickham,1794-07-26,1794-07-27,T,3rd Person Narrator (PP),268,269,,,,,,,254,Pride and Prejudice,1,_CHOOSE AN EVENT,701,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Lydia runs away with Mr. Wickham,1794-07-26,1794-07-27,T,3rd Person Narrator (PP),274,274,,,,,,,254,Pride and Prejudice,1,_CHOOSE AN EVENT,702,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Lydia runs away with Mr. Wickham,1794-07-26,1794-07-27,T,3rd Person Narrator (PP),276,277,,,,,,,254,Pride and Prejudice,1,_CHOOSE AN EVENT,703,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,"Maureen Peal walks home with Claudia, Frieda, and Pecola",1941-01-01,1941-03-20,T,Claudia (narrator),65,65,1943-01-01,1993-01-01,61,80,T,"""It was a false spring day, which...pierced the shell of a deadening winter""(64) and occurs in school, so assuming that the girls would've come back after holidays, making it the new year.",230,The Bluest Eye,1,Pecola starts mensturating,621,"""My daddy's face is a study."" [Winter 1]",Not before 1943 (Claudia),47,The Bluest Eye,_CHOOSE A TELLING TIME
,"Maureen Peal walks home with Claudia, Frieda, and Pecola",1941-01-01,1941-03-20,T,Claudia (narrator),67,67,1943-01-01,1993-01-01,61,80,T,"""It was a false spring day, which...pierced the shell of a deadening winter""(64) and occurs in school, so assuming that the girls would've come back after holidays, making it the new year.",230,The Bluest Eye,1,Pecola starts mensturating,622,"""My daddy's face is a study."" [Winter 1]",Not before 1943 (Claudia),47,The Bluest Eye,_CHOOSE A TELLING TIME
,"Maureen Peal walks home with Claudia, Frieda, and Pecola",1941-01-01,1941-03-20,T,Claudia (narrator),68,68,1943-01-01,1993-01-01,61,80,T,"""It was a false spring day, which...pierced the shell of a deadening winter""(64) and occurs in school, so assuming that the girls would've come back after holidays, making it the new year.",230,The Bluest Eye,1,Pecola starts mensturating,623,"""My daddy's face is a study."" [Winter 1]",Not before 1943 (Claudia),47,The Bluest Eye,_CHOOSE A TELLING TIME
,"Maureen Peal walks home with Claudia, Frieda, and Pecola",1941-01-01,1941-03-20,T,Claudia (narrator),69,69,1943-01-01,1993-01-01,61,80,T,"""It was a false spring day, which...pierced the shell of a deadening winter""(64) and occurs in school, so assuming that the girls would've come back after holidays, making it the new year.",230,The Bluest Eye,1,Pecola starts mensturating,624,"""My daddy's face is a study."" [Winter 1]",Not before 1943 (Claudia),47,The Bluest Eye,_CHOOSE A TELLING TIME
,"Maureen Peal walks home with Claudia, Frieda, and Pecola",1941-01-01,1941-03-20,T,Claudia (narrator),70,70,1943-01-01,1993-01-01,61,80,T,"""It was a false spring day, which...pierced the shell of a deadening winter""(64) and occurs in school, so assuming that the girls would've come back after holidays, making it the new year.",230,The Bluest Eye,1,Pecola starts mensturating,625,"""My daddy's face is a study."" [Winter 1]",Not before 1943 (Claudia),47,The Bluest Eye,_CHOOSE A TELLING TIME
,"Maureen Peal walks home with Claudia, Frieda, and Pecola",1941-01-01,1941-03-20,T,Claudia (narrator),71,71,1943-01-01,1993-01-01,61,80,T,"""It was a false spring day, which...pierced the shell of a deadening winter""(64) and occurs in school, so assuming that the girls would've come back after holidays, making it the new year.",230,The Bluest Eye,1,Pecola starts mensturating,626,"""My daddy's face is a study."" [Winter 1]",Not before 1943 (Claudia),47,The Bluest Eye,_CHOOSE A TELLING TIME
,"Maureen Peal walks home with Claudia, Frieda, and Pecola",1941-01-01,1941-03-20,T,Claudia (narrator),72,72,1943-01-01,1993-01-01,61,80,T,"""It was a false spring day, which...pierced the shell of a deadening winter""(64) and occurs in school, so assuming that the girls would've come back after holidays, making it the new year.",230,The Bluest Eye,1,Pecola starts mensturating,627,"""My daddy's face is a study."" [Winter 1]",Not before 1943 (Claudia),47,The Bluest Eye,_CHOOSE A TELLING TIME
,"Maureen Peal walks home with Claudia, Frieda, and Pecola",1941-01-01,1941-03-20,T,Claudia (narrator),73,73,1943-01-01,1993-01-01,61,80,T,"""It was a false spring day, which...pierced the shell of a deadening winter""(64) and occurs in school, so assuming that the girls would've come back after holidays, making it the new year.",230,The Bluest Eye,1,Pecola starts mensturating,628,"""My daddy's face is a study."" [Winter 1]",Not before 1943 (Claudia),47,The Bluest Eye,_CHOOSE A TELLING TIME
,Mr. Bingley and Jane get engaged,1794-09-26,1794-09-26,F,3rd Person Narrator (PP),327,332,,,,,,,259,Pride and Prejudice,1,_CHOOSE AN EVENT,716,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Bingley and Jane get engaged,1794-09-26,1794-09-26,F,3rd Person Narrator (PP),350,350,,,,,,,259,Pride and Prejudice,1,_CHOOSE AN EVENT,717,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Bingley and Mr. Darcy return to Netherfield,1794-09-16,1794-12-24,T,3rd Person Narrator (PP),313,313,,,,,,,258,Pride and Prejudice,98,_CHOOSE AN EVENT,713,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Bingley and Mr. Darcy return to Netherfield,1794-09-16,1794-12-24,T,3rd Person Narrator (PP),319,319,,,,,,,258,Pride and Prejudice,98,_CHOOSE AN EVENT,714,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Bingley and Mr. Darcy return to Netherfield,1794-09-16,1794-12-24,T,3rd Person Narrator (PP),360,360,,,,,,,258,Pride and Prejudice,98,_CHOOSE AN EVENT,715,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Bingley comes to Netherfield,1793-09-29,1793-09-29,F,3rd Person Narrator (PP),5,6,,,,,,,239,Pride and Prejudice,1,_CHOOSE AN EVENT,673,Volume 1,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Collins and Charlotte Lucas get married,1794-01-09,1794-01-09,F,3rd Person Narrator (PP),143,143,,,,,,,249,Pride and Prejudice,1,_CHOOSE AN EVENT,695,Volume 2,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Collins gets engaged to Charlotte Lucas,1793-11-30,1793-11-30,F,3rd Person Narrator (PP),120,120,,,,,,,247,Pride and Prejudice,1,_CHOOSE AN EVENT,691,Volume 1,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Collins proposes to Elizabeth,1793-11-27,1793-11-27,F,3rd Person Narrator (PP),102,113,,,,,,,245,Pride and Prejudice,1,_CHOOSE AN EVENT,683,Volume 1,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Collins proposes to Elizabeth,1793-11-27,1793-11-27,F,3rd Person Narrator (PP),119,199,,,,,,,245,Pride and Prejudice,1,_CHOOSE AN EVENT,684,Volume 1,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Darcy and Colonel Fitzwilliam visit Rosings,1794-03-23,1794-05-03,T,3rd Person Narrator (PP),166,204,,,,,,,251,Pride and Prejudice,40,_CHOOSE AN EVENT,697,Volume 2,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Darcy explains everything in a letter,1794-04-10,1794-04-10,F,3rd Person Narrator (PP),348,348,,,,,,,253,Pride and Prejudice,1,_CHOOSE AN EVENT,699,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Darcy proposes to Elizabeth,1794-04-09,1794-05-01,T,3rd Person Narrator (PP),191,197,,,,,,,252,Pride and Prejudice,1,_CHOOSE AN EVENT,698,Volume 2,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Darcy settles things between Mr. Wickham and Lydia,1794-08-08,1794-08-16,T,3rd Person Narrator (PP),286,288,,,,,,,256,Pride and Prejudice,3,_CHOOSE AN EVENT,709,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Darcy settles things between Mr. Wickham and Lydia,1794-08-08,1794-08-16,T,3rd Person Narrator (PP),304,309,,,,,,,256,Pride and Prejudice,3,_CHOOSE AN EVENT,710,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Darcy settles things between Mr. Wickham and Lydia,1794-08-08,1794-08-16,T,3rd Person Narrator (PP),345,346,,,,,,,256,Pride and Prejudice,3,_CHOOSE AN EVENT,711,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Darcy settles things between Mr. Wickham and Lydia,1794-08-08,1794-08-16,T,3rd Person Narrator (PP),360,360,,,,,,,256,Pride and Prejudice,3,_CHOOSE AN EVENT,712,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Darcy snubs Elizabeth at the Meryton assembly,1793-10-21,1793-10-21,F,3rd Person Narrator (PP),18,18,,,,,,,240,Pride and Prejudice,1,_CHOOSE AN EVENT,675,Volume 1,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Darcy snubs Elizabeth at the Meryton assembly,1793-10-21,1793-10-21,F,3rd Person Narrator (PP),20,21,,,,,,,240,Pride and Prejudice,1,_CHOOSE AN EVENT,676,Volume 1,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Darcy snubs Elizabeth at the Meryton assembly,1793-10-21,1793-10-21,F,3rd Person Narrator (PP),188,188,,,,,,,240,Pride and Prejudice,1,_CHOOSE AN EVENT,674,Volume 2,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,"Mr. Darcy's father dies and Mr. Wickham asks for an ""immediate pecuniary advantage, in leiu of the preferment.""",1789-01-01,1789-01-01,T,3rd Person Narrator (PP),140,140,,,,,,,262,Pride and Prejudice,1,_CHOOSE AN EVENT,724,Volume 2,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,"Mr. Darcy's father dies and Mr. Wickham asks for an ""immediate pecuniary advantage, in leiu of the preferment.""",1789-01-01,1789-01-01,T,3rd Person Narrator (PP),195,195,,,,,,,262,Pride and Prejudice,1,_CHOOSE AN EVENT,725,Volume 2,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Henry assaults Frieda,1941-03-20,1941-05-05,T,Claudia (narrator),98,98,1943-01-01,1993-01-01,97,109,T,"""early spring""(106)",232,The Bluest Eye,1,Junior tricks Pecola and blames her for killing the cat,634,"""The first twigs are thin, green, and supple.""",Not before 1943 (Claudia),47,The Bluest Eye,_CHOOSE A TELLING TIME
,Mr. Henry assaults Frieda,1941-03-20,1941-05-05,T,Claudia (narrator),99,99,1943-01-01,1993-01-01,97,109,T,"""early spring""(106)",232,The Bluest Eye,1,Junior tricks Pecola and blames her for killing the cat,633,"""The first twigs are thin, green, and supple.""",Not before 1943 (Claudia),47,The Bluest Eye,_CHOOSE A TELLING TIME
,Mr. Henry assaults Frieda,1941-03-20,1941-05-05,T,Claudia (narrator),100,100,1943-01-01,1993-01-01,97,109,T,"""early spring""(106)",232,The Bluest Eye,1,Junior tricks Pecola and blames her for killing the cat,635,"""The first twigs are thin, green, and supple.""",Not before 1943 (Claudia),47,The Bluest Eye,_CHOOSE A TELLING TIME
,Mr. Henry moves in with the Macteers,1940-09-22,1940-12-22,T,Claudia (narrator),12,12,1943-01-01,1993-01-01,9,32,T,"""It was autumn too when Mr. Henry came"" (12)",227,The Bluest Eye,1,Cholly burns down the Breedlove’s house,614,"""Nuns go by quiet as lust, and drunken men and sober eyes sing in the lobby of the Greek hotel."" [Autumn 1]",Not before 1943 (Claudia),47,The Bluest Eye,_CHOOSE A TELLING TIME
,Mr. Henry moves in with the Macteers,1940-09-22,1940-12-22,T,Claudia (narrator),13,13,1943-01-01,1993-01-01,9,32,T,"""It was autumn too when Mr. Henry came"" (12)",227,The Bluest Eye,1,Cholly burns down the Breedlove’s house,615,"""Nuns go by quiet as lust, and drunken men and sober eyes sing in the lobby of the Greek hotel."" [Autumn 1]",Not before 1943 (Claudia),47,The Bluest Eye,_CHOOSE A TELLING TIME
,Mr. Henry moves in with the Macteers,1940-09-22,1940-12-22,T,Claudia (narrator),15,15,1943-01-01,1993-01-01,9,32,T,"""It was autumn too when Mr. Henry came"" (12)",227,The Bluest Eye,1,Cholly burns down the Breedlove’s house,616,"""Nuns go by quiet as lust, and drunken men and sober eyes sing in the lobby of the Greek hotel."" [Autumn 1]",Not before 1943 (Claudia),47,The Bluest Eye,_CHOOSE A TELLING TIME
,Mr. Wickham marries Lydia,1794-08-25,1794-08-31,T,3rd Person Narrator (PP),286,288,,,,,,,257,Pride and Prejudice,1,_CHOOSE AN EVENT,706,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Wickham marries Lydia,1794-08-25,1794-08-31,T,3rd Person Narrator (PP),293,293,,,,,,,257,Pride and Prejudice,1,_CHOOSE AN EVENT,707,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Wickham marries Lydia,1794-08-25,1794-08-31,T,3rd Person Narrator (PP),298,302,,,,,,,257,Pride and Prejudice,1,_CHOOSE AN EVENT,708,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Wickham returns and asks for the living,1792-01-01,1792-01-01,T,3rd Person Narrator (PP),195,195,,,,,,,263,Pride and Prejudice,1,_CHOOSE AN EVENT,726,Volume 2,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Wickham returns and asks for the living,1792-01-01,1792-01-01,T,3rd Person Narrator (PP),270,270,,,,,,,263,Pride and Prejudice,1,_CHOOSE AN EVENT,727,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Wickham seduces and attempts to elope with Mr. Darcy's sister,1793-06-21,1793-09-15,T,3rd Person Narrator (PP),196,196,,,,,,,264,Pride and Prejudice,90,_CHOOSE AN EVENT,728,Volume 2,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Mr. Wickham seduces and attempts to elope with Mr. Darcy's sister,1793-06-21,1793-09-15,T,3rd Person Narrator (PP),270,270,,,,,,,264,Pride and Prejudice,90,_CHOOSE AN EVENT,729,Volume 3,_CHOOSE A TELLING TIME,0,_CHOOSE A NOVEL,_CHOOSE A TELLING TIME
,Patterson Affair,1908-03-01,1909-01-01,T,Benjamin Compson (narrator),4,4,1928-04-07,1928-04-07,3,75,F,"Benjy first delivers a letter to Mrs. Patterson when ""Mr Patterson was chopping in the green flowers"" and then with Caddy around Christmas time: ""'It's a Christmas present. Caddy said"" (13)",182,The Sound and the Fury,287,"Caddy wears perfume, which upsets Benjamin",338,"April Seventh, 1928","Luster looks for a quarter (April seventh, 1928)",40,The Sound and the Fury,Jason goes home and Quentin speaks up about Jason following her in his car (April sixth 1928)
,Patterson Affair,1908-03-01,1909-01-01,T,Benjamin Compson (narrator),13,13,1928-04-07,1928-04-07,3,75,F,"Benjy first delivers a letter to Mrs. Patterson when ""Mr Patterson was chopping in the green flowers"" and then with Caddy around Christmas time: ""'It's a Christmas present. Caddy said"" (13)",182,The Sound and the Fury,287,"Caddy wears perfume, which upsets Benjamin",339,"April Seventh, 1928","Luster looks for a quarter (April seventh, 1928)",40,The Sound and the Fury,Jason goes home and Quentin speaks up about Jason following her in his car (April sixth 1928)
,Patterson Affair,1908-03-01,1909-01-01,T,Benjamin Compson (narrator),14,14,1928-04-07,1928-04-07,3,75,F,"Benjy first delivers a letter to Mrs. Patterson when ""Mr Patterson was chopping in the green flowers"" and then with Caddy around Christmas time: ""'It's a Christmas present. Caddy said"" (13)",182,The Sound and the Fury,287,"Caddy wears perfume, which upsets Benjamin",340,"April Seventh, 1928","Luster looks for a quarter (April seventh, 1928)",40,The Sound and the Fury,Jason goes home and Quentin speaks up about Jason following her in his car (April sixth 1928)
,Patterson Affair,1908-03-01,1909-01-01,T,Quentin Compson III (narrator),175,175,1910-06-02,1910-06-02,76,179,F,"Benjy first delivers a letter to Mrs. Patterson when ""Mr Patterson was chopping in the green flowers"" and then with Caddy around Christmas time: ""'It's a Christmas present. Caddy said"" (13)",182,The Sound and the Fury,287,"Caddy wears perfume, which upsets Benjamin",446,"June Second, 1910",Quentin dresses up (June second 1910),29,The Sound and the Fury,Quentin fights Gerald (June second 1910)
,Pauline and Cholly fight (about coal),1940-10-01,1940-10-01,T,3rd Person Narrator (The Bluest Eye),39,39,,,,,,"""on a Saturday morning in October"" (39)",224,The Bluest Eye,1,Pauline starts working for the Fishers,607,"""The Breedloves did not live in the storefront..."" [Autumn 3]","Spring, 1941 (Third Person Narrator)",48,The Bluest Eye,_CHOOSE A TELLING TIME
,Pauline and Cholly fight (about coal),1940-10-01,1940-10-01,T,3rd Person Narrator (The Bluest Eye),40,40,,,,,,"""on a Saturday morning in October"" (39)",224,The Bluest Eye,1,Pauline starts working for the Fishers,608,"""The Breedloves did not live in the storefront..."" [Autumn 3]","Spring, 1941 (Third Person Narrator)",48,The Bluest Eye,_CHOOSE A TELLING TIME
,Pauline and Cholly fight (about coal),1940-10-01,1940-10-01,T,3rd Person Narrator (The Bluest Eye),41,41,,,,,,"""on a Saturday morning in October"" (39)",224,The Bluest Eye,1,Pauline starts working for the Fishers,609,"""The Breedloves did not live in the storefront..."" [Autumn 3]","Spring, 1941 (Third Person Narrator)",48,The Bluest Eye,_CHOOSE A TELLING TIME
,Pauline and Cholly fight (about coal),1940-10-01,1940-10-01,T,3rd Person Narrator (The Bluest Eye),43,43,,,,,,"""on a Saturday morning in October"" (39)",224,The Bluest Eye,1,Pauline starts working for the Fishers,610,"""The Breedloves did not live in the storefront..."" [Autumn 3]","Spring, 1941 (Third Person Narrator)",48,The Bluest Eye,_CHOOSE A TELLING TIME
,Pauline and Cholly fight (about coal),1940-10-01,1940-10-01,T,3rd Person Narrator (The Bluest Eye),44,44,,,,,,"""on a Saturday morning in October"" (39)",224,The Bluest Eye,1,Pauline starts working for the Fishers,611,"""The Breedloves did not live in the storefront..."" [Autumn 3]","Spring, 1941 (Third Person Narrator)",48,The Bluest Eye,_CHOOSE A TELLING TIME
,"Pauline and Cholly get married and move to Lorain, Ohio",1918-01-01,1926-01-01,T,3rd Person Narrator (The Bluest Eye),116,116,,,,,,"""when the war ended Pauline was fifteen""(113), WWI ended in 1918, and Sammy is born in 1926",219,The Bluest Eye,1,Pauline and Cholly meet,599,"""The easiest thing to do would be to build a case out of her foot.""","Spring, 1941 (Third Person Narrator)",48,The Bluest Eye,_CHOOSE A TELLING TIME
,"Pauline and Cholly get married and move to Lorain, Ohio",1918-01-01,1926-01-01,T,3rd Person Narrator (The Bluest Eye),160,160,,,,,,"""when the war ended Pauline was fifteen""(113), WWI ended in 1918, and Sammy is born in 1926",219,The Bluest Eye,1,Pauline and Cholly meet,600,"""When Cholly was four days old, his mother wrapped him in two blankets and one newspaper...""","Spring, 1941 (Third Person Narrator)",48,The Bluest Eye,_CHOOSE A TELLING TIME
,Pauline and Cholly meet,1918-01-01,1926-01-01,T,3rd Person Narrator (The Bluest Eye),114,114,,,,,,"""when the war ended Pauline was fifteen""(113), WWI ended in 1918, and Sammy is born in 1926",218,The Bluest Eye,1,"Cholly goes to find his Dad in Macon, and his Dad rejects him",596,"""The easiest thing to do would be to build a case out of her foot.""","Spring, 1941 (Third Person Narrator)",48,The Bluest Eye,_CHOOSE A TELLING TIME
,Pauline and Cholly meet,1918-01-01,1926-01-01,T,3rd Person Narrator (The Bluest Eye),115,115,,,,,,"""when the war ended Pauline was fifteen""(113), WWI ended in 1918, and Sammy is born in 1926",218,The Bluest Eye,1,"Cholly goes to find his Dad in Macon, and his Dad rejects him",597,"""The easiest thing to do would be to build a case out of her foot.""","Spring, 1941 (Third Person Narrator)",48,The Bluest Eye,_CHOOSE A TELLING TIME
