source,target,type,weight,startPage,category,Char 1 Name,Char 2 Name
29.0,1716.0,Undirected,1,140,,Mr. Darcy's father,Young Lucas
899.0,1713.0,Undirected,1,140,,Mr. Bingley,Miss Bingley
897.0,1757.0,Undirected,1,140,,Mrs. Bennet,Mrs. Gardiner
902.0,1756.0,Undirected,1,140,,Lady Lucas,Mr. Gardiner
1718.0,1750.0,Undirected,1,140,,Mr. Philips,Mr. Wickham
28.0,1756.0,Undirected,1,140,,Officers (at Meryton),Mr. Gardiner
904.0,1716.0,Undirected,1,140,,Jane Bennet,Young Lucas
1713.0,1717.0,Undirected,1,140,,Miss Bingley,Mrs. Philips
897.0,902.0,Undirected,1,140,,Mrs. Bennet,Lady Lucas
897.0,1750.0,Undirected,1,140,,Mrs. Bennet,Mr. Wickham
29.0,1757.0,Undirected,1,140,,Mr. Darcy's father,Mrs. Gardiner
1715.0,1717.0,Undirected,1,140,,Charlotte Lucas,Mrs. Philips
897.0,29.0,Undirected,1,140,,Mrs. Bennet,Mr. Darcy's father
903.0,1756.0,Undirected,1,140,,Elizabeth Bennet,Mr. Gardiner
19.0,1750.0,Undirected,1,140,,Sir William Lucas,Mr. Wickham
1750.0,1757.0,Undirected,1,140,,Mr. Wickham,Mrs. Gardiner
897.0,1716.0,Undirected,1,140,,Mrs. Bennet,Young Lucas
22.0,1717.0,Undirected,1,140,,Lucas brothers,Mrs. Philips
902.0,1712.0,Undirected,1,140,,Lady Lucas,Mr. Darcy
28.0,1712.0,Undirected,1,140,,Officers (at Meryton),Mr. Darcy
1712.0,1757.0,Undirected,1,141,,Mr. Darcy,Mrs. Gardiner
1757.0,1750.0,Undirected,1,141,,Mrs. Gardiner,Mr. Wickham
1712.0,1750.0,Undirected,1,141,,Mr. Darcy,Mr. Wickham
1750.0,1757.0,Undirected,1,142,,Mr. Wickham,Mrs. Gardiner
1712.0,1757.0,Undirected,1,142,,Mr. Darcy,Mrs. Gardiner
903.0,1750.0,Undirected,1,142,,Elizabeth Bennet,Mr. Wickham
896.0,1712.0,Undirected,1,142,,Mr. Bennet,Mr. Darcy
896.0,903.0,Undirected,1,142,,Mr. Bennet,Elizabeth Bennet
896.0,1757.0,Undirected,1,142,,Mr. Bennet,Mrs. Gardiner
903.0,1757.0,Undirected,1,142,,Elizabeth Bennet,Mrs. Gardiner
1712.0,1750.0,Undirected,1,142,,Mr. Darcy,Mr. Wickham
896.0,1750.0,Undirected,1,142,,Mr. Bennet,Mr. Wickham
903.0,1712.0,Undirected,1,142,,Elizabeth Bennet,Mr. Darcy
903.0,1759.0,Undirected,1,143,,Elizabeth Bennet,Maria Lucas
1715.0,1750.0,Undirected,1,143,,Charlotte Lucas,Mr. Wickham
1716.0,1757.0,Undirected,1,143,,Young Lucas,Mrs. Gardiner
903.0,1716.0,Undirected,1,143,,Elizabeth Bennet,Young Lucas
896.0,904.0,Undirected,1,143,,Mr. Bennet,Jane Bennet
903.0,22.0,Undirected,1,143,,Elizabeth Bennet,Lucas brothers
902.0,22.0,Undirected,1,143,,Lady Lucas,Lucas brothers
904.0,19.0,Undirected,1,143,,Jane Bennet,Sir William Lucas
902.0,1751.0,Undirected,1,143,,Lady Lucas,Mr. Collins
897.0,903.0,Undirected,1,143,,Mrs. Bennet,Elizabeth Bennet
902.0,19.0,Undirected,1,143,,Lady Lucas,Sir William Lucas
904.0,1715.0,Undirected,1,143,,Jane Bennet,Charlotte Lucas
904.0,1757.0,Undirected,1,143,,Jane Bennet,Mrs. Gardiner
1715.0,1759.0,Undirected,1,143,,Charlotte Lucas,Maria Lucas
896.0,902.0,Undirected,1,143,,Mr. Bennet,Lady Lucas
896.0,1716.0,Undirected,1,143,,Mr. Bennet,Young Lucas
1715.0,1751.0,Undirected,1,143,,Charlotte Lucas,Mr. Collins
19.0,1759.0,Undirected,1,143,,Sir William Lucas,Maria Lucas
19.0,1750.0,Undirected,1,143,,Sir William Lucas,Mr. Wickham
19.0,1716.0,Undirected,1,143,,Sir William Lucas,Young Lucas
896.0,903.0,Undirected,1,143,,Mr. Bennet,Elizabeth Bennet
1716.0,22.0,Undirected,1,143,,Young Lucas,Lucas brothers
19.0,22.0,Undirected,1,143,,Sir William Lucas,Lucas brothers
1716.0,1750.0,Undirected,1,143,,Young Lucas,Mr. Wickham
904.0,1750.0,Undirected,1,143,,Jane Bennet,Mr. Wickham
903.0,1715.0,Undirected,1,143,,Elizabeth Bennet,Charlotte Lucas
904.0,1759.0,Undirected,1,143,,Jane Bennet,Maria Lucas
19.0,1757.0,Undirected,1,143,,Sir William Lucas,Mrs. Gardiner
22.0,1750.0,Undirected,1,143,,Lucas brothers,Mr. Wickham
902.0,1716.0,Undirected,1,143,,Lady Lucas,Young Lucas
1715.0,1757.0,Undirected,1,143,,Charlotte Lucas,Mrs. Gardiner
902.0,904.0,Undirected,1,143,,Lady Lucas,Jane Bennet
896.0,1757.0,Undirected,1,143,,Mr. Bennet,Mrs. Gardiner
22.0,1757.0,Undirected,1,143,,Lucas brothers,Mrs. Gardiner
896.0,1759.0,Undirected,1,143,,Mr. Bennet,Maria Lucas
896.0,1750.0,Undirected,1,143,,Mr. Bennet,Mr. Wickham
19.0,1715.0,Undirected,1,143,,Sir William Lucas,Charlotte Lucas
1750.0,1759.0,Undirected,1,143,,Mr. Wickham,Maria Lucas
903.0,19.0,Undirected,1,143,,Elizabeth Bennet,Sir William Lucas
902.0,903.0,Undirected,1,143,,Lady Lucas,Elizabeth Bennet
897.0,904.0,Undirected,1,143,,Mrs. Bennet,Jane Bennet
897.0,22.0,Undirected,1,143,,Mrs. Bennet,Lucas brothers
897.0,902.0,Undirected,1,143,,Mrs. Bennet,Lady Lucas
897.0,1750.0,Undirected,1,143,,Mrs. Bennet,Mr. Wickham
897.0,1759.0,Undirected,1,143,,Mrs. Bennet,Maria Lucas
1750.0,1757.0,Undirected,1,143,,Mr. Wickham,Mrs. Gardiner
903.0,1757.0,Undirected,1,143,,Elizabeth Bennet,Mrs. Gardiner
896.0,22.0,Undirected,1,143,,Mr. Bennet,Lucas brothers
897.0,1751.0,Undirected,1,143,,Mrs. Bennet,Mr. Collins
1715.0,22.0,Undirected,1,143,,Charlotte Lucas,Lucas brothers
896.0,1751.0,Undirected,1,143,,Mr. Bennet,Mr. Collins
22.0,1751.0,Undirected,1,143,,Lucas brothers,Mr. Collins
904.0,22.0,Undirected,1,143,,Jane Bennet,Lucas brothers
22.0,1759.0,Undirected,1,143,,Lucas brothers,Maria Lucas
1715.0,1716.0,Undirected,1,143,,Charlotte Lucas,Young Lucas
1751.0,1759.0,Undirected,1,143,,Mr. Collins,Maria Lucas
1751.0,1750.0,Undirected,1,143,,Mr. Collins,Mr. Wickham
903.0,1751.0,Undirected,1,143,,Elizabeth Bennet,Mr. Collins
902.0,1759.0,Undirected,1,143,,Lady Lucas,Maria Lucas
902.0,1750.0,Undirected,1,143,,Lady Lucas,Mr. Wickham
1751.0,1757.0,Undirected,1,143,,Mr. Collins,Mrs. Gardiner
896.0,897.0,Undirected,1,143,,Mr. Bennet,Mrs. Bennet
902.0,1715.0,Undirected,1,143,,Lady Lucas,Charlotte Lucas
904.0,1751.0,Undirected,1,143,,Jane Bennet,Mr. Collins
896.0,1715.0,Undirected,1,143,,Mr. Bennet,Charlotte Lucas
897.0,1716.0,Undirected,1,143,,Mrs. Bennet,Young Lucas
19.0,1751.0,Undirected,1,143,,Sir William Lucas,Mr. Collins
1716.0,1751.0,Undirected,1,143,,Young Lucas,Mr. Collins
897.0,1757.0,Undirected,1,143,,Mrs. Bennet,Mrs. Gardiner
903.0,904.0,Undirected,1,143,,Elizabeth Bennet,Jane Bennet
904.0,1716.0,Undirected,1,143,,Jane Bennet,Young Lucas
896.0,19.0,Undirected,1,143,,Mr. Bennet,Sir William Lucas
902.0,1757.0,Undirected,1,143,,Lady Lucas,Mrs. Gardiner
897.0,19.0,Undirected,1,143,,Mrs. Bennet,Sir William Lucas
1757.0,1759.0,Undirected,1,143,,Mrs. Gardiner,Maria Lucas
897.0,1715.0,Undirected,1,143,,Mrs. Bennet,Charlotte Lucas
1716.0,1759.0,Undirected,1,143,,Young Lucas,Maria Lucas
903.0,1750.0,Undirected,1,143,,Elizabeth Bennet,Mr. Wickham
1751.0,1759.0,Undirected,1,144,,Mr. Collins,Maria Lucas
19.0,1759.0,Undirected,1,144,,Sir William Lucas,Maria Lucas
904.0,1759.0,Undirected,1,144,,Jane Bennet,Maria Lucas
1715.0,1752.0,Undirected,1,144,,Charlotte Lucas,Lady Catherine de Bourgh
899.0,903.0,Undirected,1,144,,Mr. Bingley,Elizabeth Bennet
899.0,1751.0,Undirected,1,144,,Mr. Bingley,Mr. Collins
903.0,1715.0,Undirected,1,144,,Elizabeth Bennet,Charlotte Lucas
1715.0,19.0,Undirected,1,144,,Charlotte Lucas,Sir William Lucas
1715.0,1759.0,Undirected,1,144,,Charlotte Lucas,Maria Lucas
899.0,904.0,Undirected,1,144,,Mr. Bingley,Jane Bennet
1713.0,1751.0,Undirected,1,144,,Miss Bingley,Mr. Collins
903.0,1751.0,Undirected,1,144,,Elizabeth Bennet,Mr. Collins
903.0,1759.0,Undirected,1,144,,Elizabeth Bennet,Maria Lucas
1713.0,1759.0,Undirected,1,144,,Miss Bingley,Maria Lucas
1751.0,1752.0,Undirected,1,144,,Mr. Collins,Lady Catherine de Bourgh
899.0,1759.0,Undirected,1,144,,Mr. Bingley,Maria Lucas
1715.0,1751.0,Undirected,1,144,,Charlotte Lucas,Mr. Collins
904.0,1713.0,Undirected,1,144,,Jane Bennet,Miss Bingley
899.0,1715.0,Undirected,1,144,,Mr. Bingley,Charlotte Lucas
19.0,1751.0,Undirected,1,144,,Sir William Lucas,Mr. Collins
903.0,1752.0,Undirected,1,144,,Elizabeth Bennet,Lady Catherine de Bourgh
903.0,1713.0,Undirected,1,144,,Elizabeth Bennet,Miss Bingley
903.0,19.0,Undirected,1,144,,Elizabeth Bennet,Sir William Lucas
19.0,1752.0,Undirected,1,144,,Sir William Lucas,Lady Catherine de Bourgh
904.0,19.0,Undirected,1,144,,Jane Bennet,Sir William Lucas
1752.0,1759.0,Undirected,1,144,,Lady Catherine de Bourgh,Maria Lucas
1713.0,1715.0,Undirected,1,144,,Miss Bingley,Charlotte Lucas
904.0,1752.0,Undirected,1,144,,Jane Bennet,Lady Catherine de Bourgh
1713.0,1752.0,Undirected,1,144,,Miss Bingley,Lady Catherine de Bourgh
904.0,1751.0,Undirected,1,144,,Jane Bennet,Mr. Collins
1713.0,19.0,Undirected,1,144,,Miss Bingley,Sir William Lucas
903.0,904.0,Undirected,1,144,,Elizabeth Bennet,Jane Bennet
899.0,1752.0,Undirected,1,144,,Mr. Bingley,Lady Catherine de Bourgh
899.0,19.0,Undirected,1,144,,Mr. Bingley,Sir William Lucas
899.0,1713.0,Undirected,1,144,,Mr. Bingley,Miss Bingley
904.0,1715.0,Undirected,1,144,,Jane Bennet,Charlotte Lucas
904.0,1757.0,Undirected,1,145,,Jane Bennet,Mrs. Gardiner
1747.0,1757.0,Undirected,1,145,,Miss Darcy,Mrs. Gardiner
899.0,1757.0,Undirected,1,145,,Mr. Bingley,Mrs. Gardiner
1711.0,1747.0,Undirected,1,145,,Mrs. Hurst,Miss Darcy
903.0,1713.0,Undirected,1,145,,Elizabeth Bennet,Miss Bingley
903.0,1757.0,Undirected,1,145,,Elizabeth Bennet,Mrs. Gardiner
899.0,904.0,Undirected,1,145,,Mr. Bingley,Jane Bennet
1711.0,1713.0,Undirected,1,145,,Mrs. Hurst,Miss Bingley
899.0,1712.0,Undirected,1,145,,Mr. Bingley,Mr. Darcy
1713.0,1757.0,Undirected,1,145,,Miss Bingley,Mrs. Gardiner
903.0,1747.0,Undirected,1,145,,Elizabeth Bennet,Miss Darcy
899.0,1713.0,Undirected,1,145,,Mr. Bingley,Miss Bingley
1712.0,1713.0,Undirected,1,145,,Mr. Darcy,Miss Bingley
899.0,1711.0,Undirected,1,145,,Mr. Bingley,Mrs. Hurst
1711.0,1712.0,Undirected,1,145,,Mrs. Hurst,Mr. Darcy
904.0,1711.0,Undirected,1,145,,Jane Bennet,Mrs. Hurst
1713.0,1747.0,Undirected,1,145,,Miss Bingley,Miss Darcy
899.0,1747.0,Undirected,1,145,,Mr. Bingley,Miss Darcy
903.0,1712.0,Undirected,1,145,,Elizabeth Bennet,Mr. Darcy
904.0,1747.0,Undirected,1,145,,Jane Bennet,Miss Darcy
899.0,903.0,Undirected,1,145,,Mr. Bingley,Elizabeth Bennet
1711.0,1757.0,Undirected,1,145,,Mrs. Hurst,Mrs. Gardiner
1712.0,1747.0,Undirected,1,145,,Mr. Darcy,Miss Darcy
903.0,1711.0,Undirected,1,145,,Elizabeth Bennet,Mrs. Hurst
904.0,1712.0,Undirected,1,145,,Jane Bennet,Mr. Darcy
904.0,1713.0,Undirected,1,145,,Jane Bennet,Miss Bingley
1712.0,1757.0,Undirected,1,145,,Mr. Darcy,Mrs. Gardiner
903.0,904.0,Undirected,1,145,,Elizabeth Bennet,Jane Bennet
904.0,1759.0,Undirected,1,146,,Jane Bennet,Maria Lucas
1757.0,1759.0,Undirected,1,146,,Mrs. Gardiner,Maria Lucas
1747.0,1759.0,Undirected,1,146,,Miss Darcy,Maria Lucas
904.0,1747.0,Undirected,1,146,,Jane Bennet,Miss Darcy
1713.0,1751.0,Undirected,1,146,,Miss Bingley,Mr. Collins
1713.0,1757.0,Undirected,1,146,,Miss Bingley,Mrs. Gardiner
1715.0,1759.0,Undirected,1,146,,Charlotte Lucas,Maria Lucas
1747.0,1715.0,Undirected,1,146,,Miss Darcy,Charlotte Lucas
904.0,19.0,Undirected,1,146,,Jane Bennet,Sir William Lucas
899.0,1757.0,Undirected,1,146,,Mr. Bingley,Mrs. Gardiner
904.0,1756.0,Undirected,1,146,,Jane Bennet,Mr. Gardiner
899.0,1756.0,Undirected,1,146,,Mr. Bingley,Mr. Gardiner
904.0,1713.0,Undirected,1,146,,Jane Bennet,Miss Bingley
904.0,1715.0,Undirected,1,146,,Jane Bennet,Charlotte Lucas
1715.0,1751.0,Undirected,1,146,,Charlotte Lucas,Mr. Collins
1713.0,19.0,Undirected,1,146,,Miss Bingley,Sir William Lucas
903.0,904.0,Undirected,1,146,,Elizabeth Bennet,Jane Bennet
903.0,1715.0,Undirected,1,146,,Elizabeth Bennet,Charlotte Lucas
1715.0,1757.0,Undirected,1,146,,Charlotte Lucas,Mrs. Gardiner
1713.0,1747.0,Undirected,1,146,,Miss Bingley,Miss Darcy
1715.0,1756.0,Undirected,1,146,,Charlotte Lucas,Mr. Gardiner
1747.0,19.0,Undirected,1,146,,Miss Darcy,Sir William Lucas
903.0,1756.0,Undirected,1,146,,Elizabeth Bennet,Mr. Gardiner
903.0,1757.0,Undirected,1,146,,Elizabeth Bennet,Mrs. Gardiner
903.0,1751.0,Undirected,1,146,,Elizabeth Bennet,Mr. Collins
1747.0,1756.0,Undirected,1,146,,Miss Darcy,Mr. Gardiner
1756.0,1759.0,Undirected,1,146,,Mr. Gardiner,Maria Lucas
899.0,1751.0,Undirected,1,146,,Mr. Bingley,Mr. Collins
899.0,903.0,Undirected,1,146,,Mr. Bingley,Elizabeth Bennet
899.0,1747.0,Undirected,1,146,,Mr. Bingley,Miss Darcy
899.0,1713.0,Undirected,1,146,,Mr. Bingley,Miss Bingley
903.0,1759.0,Undirected,1,146,,Elizabeth Bennet,Maria Lucas
1713.0,1756.0,Undirected,1,146,,Miss Bingley,Mr. Gardiner
899.0,1759.0,Undirected,1,146,,Mr. Bingley,Maria Lucas
19.0,1759.0,Undirected,1,146,,Sir William Lucas,Maria Lucas
1751.0,1759.0,Undirected,1,146,,Mr. Collins,Maria Lucas
1751.0,1756.0,Undirected,1,146,,Mr. Collins,Mr. Gardiner
19.0,1756.0,Undirected,1,146,,Sir William Lucas,Mr. Gardiner
903.0,19.0,Undirected,1,146,,Elizabeth Bennet,Sir William Lucas
19.0,1757.0,Undirected,1,146,,Sir William Lucas,Mrs. Gardiner
19.0,1751.0,Undirected,1,146,,Sir William Lucas,Mr. Collins
899.0,1715.0,Undirected,1,146,,Mr. Bingley,Charlotte Lucas
904.0,1757.0,Undirected,1,146,,Jane Bennet,Mrs. Gardiner
904.0,1751.0,Undirected,1,146,,Jane Bennet,Mr. Collins
19.0,1715.0,Undirected,1,146,,Sir William Lucas,Charlotte Lucas
903.0,1713.0,Undirected,1,146,,Elizabeth Bennet,Miss Bingley
1747.0,1751.0,Undirected,1,146,,Miss Darcy,Mr. Collins
899.0,904.0,Undirected,1,146,,Mr. Bingley,Jane Bennet
1756.0,1757.0,Undirected,1,146,,Mr. Gardiner,Mrs. Gardiner
1747.0,1757.0,Undirected,1,146,,Miss Darcy,Mrs. Gardiner
1713.0,1759.0,Undirected,1,146,,Miss Bingley,Maria Lucas
899.0,19.0,Undirected,1,146,,Mr. Bingley,Sir William Lucas
1713.0,1715.0,Undirected,1,146,,Miss Bingley,Charlotte Lucas
903.0,1747.0,Undirected,1,146,,Elizabeth Bennet,Miss Darcy
1751.0,1757.0,Undirected,1,146,,Mr. Collins,Mrs. Gardiner
899.0,1758.0,Undirected,1,147,,Mr. Bingley,Miss King
899.0,1750.0,Undirected,1,147,,Mr. Bingley,Mr. Wickham
903.0,1757.0,Undirected,1,147,,Elizabeth Bennet,Mrs. Gardiner
905.0,1750.0,Undirected,1,147,,Lydia Bennet,Mr. Wickham
1715.0,1758.0,Undirected,1,147,,Charlotte Lucas,Miss King
899.0,907.0,Undirected,1,147,,Mr. Bingley,Kitty Bennet
1757.0,1758.0,Undirected,1,147,,Mrs. Gardiner,Miss King
1750.0,1758.0,Undirected,1,147,,Mr. Wickham,Miss King
903.0,1715.0,Undirected,1,147,,Elizabeth Bennet,Charlotte Lucas
1750.0,1757.0,Undirected,1,147,,Mr. Wickham,Mrs. Gardiner
905.0,1758.0,Undirected,1,147,,Lydia Bennet,Miss King
903.0,907.0,Undirected,1,147,,Elizabeth Bennet,Kitty Bennet
899.0,905.0,Undirected,1,147,,Mr. Bingley,Lydia Bennet
907.0,1715.0,Undirected,1,147,,Kitty Bennet,Charlotte Lucas
905.0,907.0,Undirected,1,147,,Lydia Bennet,Kitty Bennet
907.0,1758.0,Undirected,1,147,,Kitty Bennet,Miss King
904.0,1747.0,Undirected,1,147,,Jane Bennet,Miss Darcy
899.0,1757.0,Undirected,1,147,,Mr. Bingley,Mrs. Gardiner
904.0,905.0,Undirected,1,147,,Jane Bennet,Lydia Bennet
899.0,903.0,Undirected,1,147,,Mr. Bingley,Elizabeth Bennet
903.0,904.0,Undirected,1,147,,Elizabeth Bennet,Jane Bennet
904.0,1715.0,Undirected,1,147,,Jane Bennet,Charlotte Lucas
905.0,1747.0,Undirected,1,147,,Lydia Bennet,Miss Darcy
1747.0,1715.0,Undirected,1,147,,Miss Darcy,Charlotte Lucas
907.0,1750.0,Undirected,1,147,,Kitty Bennet,Mr. Wickham
899.0,904.0,Undirected,1,147,,Mr. Bingley,Jane Bennet
907.0,1747.0,Undirected,1,147,,Kitty Bennet,Miss Darcy
903.0,1758.0,Undirected,1,147,,Elizabeth Bennet,Miss King
1715.0,1750.0,Undirected,1,147,,Charlotte Lucas,Mr. Wickham
1747.0,1750.0,Undirected,1,147,,Miss Darcy,Mr. Wickham
904.0,1750.0,Undirected,1,147,,Jane Bennet,Mr. Wickham
905.0,1715.0,Undirected,1,147,,Lydia Bennet,Charlotte Lucas
904.0,1758.0,Undirected,1,147,,Jane Bennet,Miss King
1747.0,1758.0,Undirected,1,147,,Miss Darcy,Miss King
1747.0,1757.0,Undirected,1,147,,Miss Darcy,Mrs. Gardiner
905.0,1757.0,Undirected,1,147,,Lydia Bennet,Mrs. Gardiner
899.0,1747.0,Undirected,1,147,,Mr. Bingley,Miss Darcy
1715.0,1757.0,Undirected,1,147,,Charlotte Lucas,Mrs. Gardiner
903.0,1747.0,Undirected,1,147,,Elizabeth Bennet,Miss Darcy
907.0,1757.0,Undirected,1,147,,Kitty Bennet,Mrs. Gardiner
904.0,907.0,Undirected,1,147,,Jane Bennet,Kitty Bennet
904.0,1757.0,Undirected,1,147,,Jane Bennet,Mrs. Gardiner
899.0,1715.0,Undirected,1,147,,Mr. Bingley,Charlotte Lucas
903.0,905.0,Undirected,1,147,,Elizabeth Bennet,Lydia Bennet
903.0,1750.0,Undirected,1,147,,Elizabeth Bennet,Mr. Wickham
1757.0,903.0,Undirected,1,148,,Mrs. Gardiner,Elizabeth Bennet
906.0,1759.0,Undirected,1,149,,Mary Bennet,Maria Lucas
906.0,19.0,Undirected,1,149,,Mary Bennet,Sir William Lucas
896.0,904.0,Undirected,1,149,,Mr. Bennet,Jane Bennet
905.0,907.0,Undirected,1,149,,Lydia Bennet,Kitty Bennet
904.0,1715.0,Undirected,1,149,,Jane Bennet,Charlotte Lucas
904.0,19.0,Undirected,1,149,,Jane Bennet,Sir William Lucas
903.0,1715.0,Undirected,1,149,,Elizabeth Bennet,Charlotte Lucas
19.0,1751.0,Undirected,1,149,,Sir William Lucas,Mr. Collins
907.0,1759.0,Undirected,1,149,,Kitty Bennet,Maria Lucas
905.0,1759.0,Undirected,1,149,,Lydia Bennet,Maria Lucas
904.0,906.0,Undirected,1,149,,Jane Bennet,Mary Bennet
19.0,1715.0,Undirected,1,149,,Sir William Lucas,Charlotte Lucas
897.0,904.0,Undirected,1,149,,Mrs. Bennet,Jane Bennet
1715.0,1750.0,Undirected,1,149,,Charlotte Lucas,Mr. Wickham
903.0,904.0,Undirected,1,149,,Elizabeth Bennet,Jane Bennet
897.0,905.0,Undirected,1,149,,Mrs. Bennet,Lydia Bennet
896.0,905.0,Undirected,1,149,,Mr. Bennet,Lydia Bennet
896.0,906.0,Undirected,1,149,,Mr. Bennet,Mary Bennet
896.0,1750.0,Undirected,1,149,,Mr. Bennet,Mr. Wickham
1715.0,1751.0,Undirected,1,149,,Charlotte Lucas,Mr. Collins
897.0,907.0,Undirected,1,149,,Mrs. Bennet,Kitty Bennet
905.0,1750.0,Undirected,1,149,,Lydia Bennet,Mr. Wickham
904.0,905.0,Undirected,1,149,,Jane Bennet,Lydia Bennet
906.0,1715.0,Undirected,1,149,,Mary Bennet,Charlotte Lucas
904.0,1750.0,Undirected,1,149,,Jane Bennet,Mr. Wickham
905.0,1715.0,Undirected,1,149,,Lydia Bennet,Charlotte Lucas
896.0,1715.0,Undirected,1,149,,Mr. Bennet,Charlotte Lucas
903.0,1751.0,Undirected,1,149,,Elizabeth Bennet,Mr. Collins
904.0,1759.0,Undirected,1,149,,Jane Bennet,Maria Lucas
906.0,1750.0,Undirected,1,149,,Mary Bennet,Mr. Wickham
907.0,1715.0,Undirected,1,149,,Kitty Bennet,Charlotte Lucas
897.0,903.0,Undirected,1,149,,Mrs. Bennet,Elizabeth Bennet
905.0,19.0,Undirected,1,149,,Lydia Bennet,Sir William Lucas
903.0,907.0,Undirected,1,149,,Elizabeth Bennet,Kitty Bennet
907.0,1751.0,Undirected,1,149,,Kitty Bennet,Mr. Collins
897.0,1759.0,Undirected,1,149,,Mrs. Bennet,Maria Lucas
896.0,1751.0,Undirected,1,149,,Mr. Bennet,Mr. Collins
905.0,1751.0,Undirected,1,149,,Lydia Bennet,Mr. Collins
897.0,1750.0,Undirected,1,149,,Mrs. Bennet,Mr. Wickham
896.0,903.0,Undirected,1,149,,Mr. Bennet,Elizabeth Bennet
897.0,906.0,Undirected,1,149,,Mrs. Bennet,Mary Bennet
1715.0,1759.0,Undirected,1,149,,Charlotte Lucas,Maria Lucas
896.0,19.0,Undirected,1,149,,Mr. Bennet,Sir William Lucas
897.0,1751.0,Undirected,1,149,,Mrs. Bennet,Mr. Collins
896.0,1759.0,Undirected,1,149,,Mr. Bennet,Maria Lucas
896.0,907.0,Undirected,1,149,,Mr. Bennet,Kitty Bennet
904.0,907.0,Undirected,1,149,,Jane Bennet,Kitty Bennet
903.0,905.0,Undirected,1,149,,Elizabeth Bennet,Lydia Bennet
903.0,1750.0,Undirected,1,149,,Elizabeth Bennet,Mr. Wickham
906.0,907.0,Undirected,1,149,,Mary Bennet,Kitty Bennet
1750.0,1751.0,Undirected,1,149,,Mr. Wickham,Mr. Collins
903.0,1759.0,Undirected,1,149,,Elizabeth Bennet,Maria Lucas
907.0,19.0,Undirected,1,149,,Kitty Bennet,Sir William Lucas
903.0,906.0,Undirected,1,149,,Elizabeth Bennet,Mary Bennet
1750.0,1759.0,Undirected,1,149,,Mr. Wickham,Maria Lucas
903.0,19.0,Undirected,1,149,,Elizabeth Bennet,Sir William Lucas
906.0,1751.0,Undirected,1,149,,Mary Bennet,Mr. Collins
907.0,1750.0,Undirected,1,149,,Kitty Bennet,Mr. Wickham
1751.0,1759.0,Undirected,1,149,,Mr. Collins,Maria Lucas
905.0,906.0,Undirected,1,149,,Lydia Bennet,Mary Bennet
904.0,1751.0,Undirected,1,149,,Jane Bennet,Mr. Collins
897.0,1715.0,Undirected,1,149,,Mrs. Bennet,Charlotte Lucas
19.0,1750.0,Undirected,1,149,,Sir William Lucas,Mr. Wickham
897.0,19.0,Undirected,1,149,,Mrs. Bennet,Sir William Lucas
19.0,1759.0,Undirected,1,149,,Sir William Lucas,Maria Lucas
896.0,897.0,Undirected,1,149,,Mr. Bennet,Mrs. Bennet
32.0,1750.0,Undirected,1,150,,Gardiner children,Mr. Wickham
903.0,1713.0,Undirected,1,150,,Elizabeth Bennet,Miss Bingley
1752.0,1757.0,Undirected,1,150,,Lady Catherine de Bourgh,Mrs. Gardiner
904.0,19.0,Undirected,1,150,,Jane Bennet,Sir William Lucas
32.0,904.0,Undirected,1,150,,Gardiner children,Jane Bennet
1752.0,1759.0,Undirected,1,150,,Lady Catherine de Bourgh,Maria Lucas
32.0,903.0,Undirected,1,150,,Gardiner children,Elizabeth Bennet
904.0,1713.0,Undirected,1,150,,Jane Bennet,Miss Bingley
903.0,1750.0,Undirected,1,150,,Elizabeth Bennet,Mr. Wickham
32.0,1757.0,Undirected,1,150,,Gardiner children,Mrs. Gardiner
904.0,1752.0,Undirected,1,150,,Jane Bennet,Lady Catherine de Bourgh
1713.0,1750.0,Undirected,1,150,,Miss Bingley,Mr. Wickham
19.0,1757.0,Undirected,1,150,,Sir William Lucas,Mrs. Gardiner
1756.0,1759.0,Undirected,1,150,,Mr. Gardiner,Maria Lucas
1757.0,1759.0,Undirected,1,150,,Mrs. Gardiner,Maria Lucas
32.0,19.0,Undirected,1,150,,Gardiner children,Sir William Lucas
32.0,1752.0,Undirected,1,150,,Gardiner children,Lady Catherine de Bourgh
19.0,1752.0,Undirected,1,150,,Sir William Lucas,Lady Catherine de Bourgh
32.0,1713.0,Undirected,1,150,,Gardiner children,Miss Bingley
1750.0,1756.0,Undirected,1,150,,Mr. Wickham,Mr. Gardiner
903.0,19.0,Undirected,1,150,,Elizabeth Bennet,Sir William Lucas
1756.0,1757.0,Undirected,1,150,,Mr. Gardiner,Mrs. Gardiner
903.0,1759.0,Undirected,1,150,,Elizabeth Bennet,Maria Lucas
1750.0,1757.0,Undirected,1,150,,Mr. Wickham,Mrs. Gardiner
1713.0,1756.0,Undirected,1,150,,Miss Bingley,Mr. Gardiner
1713.0,1759.0,Undirected,1,150,,Miss Bingley,Maria Lucas
903.0,1756.0,Undirected,1,150,,Elizabeth Bennet,Mr. Gardiner
32.0,1756.0,Undirected,1,150,,Gardiner children,Mr. Gardiner
19.0,1759.0,Undirected,1,150,,Sir William Lucas,Maria Lucas
1750.0,1759.0,Undirected,1,150,,Mr. Wickham,Maria Lucas
19.0,1756.0,Undirected,1,150,,Sir William Lucas,Mr. Gardiner
32.0,1759.0,Undirected,1,150,,Gardiner children,Maria Lucas
