Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,Participating Characters,Caddy,Quentin Compson III,Benjamin Compson,Jason Compson,Dilsey,Quentin Jr.
43,Benjy goes to Dilsey's church,1928-04-08,1928-04-08,T,3rd-Person Narrator,293,293,,,265,321,T,The second man was...,Benjamin Compson and Dilsey,F,F,T,F,T,F
43,Benjy goes to Dilsey's church,1928-04-08,1928-04-08,T,3rd-Person Narrator,294,294,,,265,321,T,...with a sort of...,Benjamin Compson and Dilsey,F,F,T,F,T,F
43,Benjy goes to Dilsey's church,1928-04-08,1928-04-08,T,3rd-Person Narrator,295,295,,,265,321,T,...trascended its shabbiness...,Benjamin Compson and Dilsey,F,F,T,F,T,F
43,Benjy goes to Dilsey's church,1928-04-08,1928-04-08,T,3rd-Person Narrator,296,296,,,265,321,T,...mopped his face.,Benjamin Compson and Dilsey,F,F,T,F,T,F
43,Benjy goes to Dilsey's church,1928-04-08,1928-04-08,T,3rd-Person Narrator,297,297,,,265,321,T,Breddren!,Benjamin Compson and Dilsey,F,F,T,F,T,F
22,Quentin commits suicide,1910-06-02,1910-06-02,T,3rd-Person Narrator,299,299,,,265,321,T,"""Even Quentin did that.""",Quentin Compson III,F,T,F,F,F,F
41,Quentin Jr. runs away,1928-04-07,1928-04-07,T,3rd-Person Narrator,303,303,,,265,321,T,...has been robbed.,Benjamin Compson and Quentin Jr.,F,F,T,F,F,T
45,Sherriff refuses Jason help,1928-04-08,1928-04-08,T,3rd-Person Narrator,303,303,,,265,321,T,"""That'll do.""",Jason Compson and Quentin Jr.,F,F,F,T,F,T
24,Jason loses Herbert's job,1911-07-02,1911-07-02,T,3rd-Person Narrator,304,304,,,265,321,T,"""...cost me a job...""",Jason Compson and Quentin Jr.,F,F,F,T,F,T
41,Quentin Jr. runs away,1928-04-07,1928-04-07,T,3rd-Person Narrator,304,304,,,265,321,T,...recover my property...,Benjamin Compson and Quentin Jr.,F,F,T,F,F,T
45,Sherriff refuses Jason help,1928-04-08,1928-04-08,T,3rd-Person Narrator,304,304,,,265,321,T,"""That's it, Jason.""",Jason Compson and Quentin Jr.,F,F,F,T,F,T
46,Jason goes to Mottson,1928-04-08,1928-04-08,T,3rd-Person Narrator,305,305,,,265,321,T,"""...drove off.""",Jason Compson and Quentin Jr.,F,F,F,T,F,T
24,Jason loses Herbert's job,1911-07-02,1911-07-02,T,3rd-Person Narrator,306,306,,,265,321,T,...lose my job...,Jason Compson and Quentin Jr.,F,F,F,T,F,T
46,Jason goes to Mottson,1928-04-08,1928-04-08,T,3rd-Person Narrator,306,306,,,265,321,T,...and the owner...,Jason Compson and Quentin Jr.,F,F,F,T,F,T
24,Jason loses Herbert's job,1911-07-02,1911-07-02,T,3rd-Person Narrator,307,307,,,265,321,T,...the lost job...,Jason Compson and Quentin Jr.,F,F,F,T,F,T
41,Quentin Jr. runs away,1928-04-07,1928-04-07,T,3rd-Person Narrator,307,307,,,265,321,T,...outwitted by a woman...,Benjamin Compson and Quentin Jr.,F,F,T,F,F,T
46,Jason goes to Mottson,1928-04-08,1928-04-08,T,3rd-Person Narrator,307,307,,,265,321,T,When it was necessary...,Jason Compson and Quentin Jr.,F,F,F,T,F,T
46,Jason goes to Mottson,1928-04-08,1928-04-08,T,3rd-Person Narrator,308,308,,,265,321,T,...have to trust to...,Jason Compson and Quentin Jr.,F,F,F,T,F,T
41,Quentin Jr. runs away,1928-04-07,1928-04-07,T,3rd-Person Narrator,309,309,,,265,321,T,...robbed by Quentin...,Benjamin Compson and Quentin Jr.,F,F,T,F,F,T
46,Jason goes to Mottson,1928-04-08,1928-04-08,T,3rd-Person Narrator,309,309,,,265,321,T,...then what they did...,Jason Compson and Quentin Jr.,F,F,F,T,F,T
46,Jason goes to Mottson,1928-04-08,1928-04-08,T,3rd-Person Narrator,310,310,,,265,321,T,...yet so fatally...,Jason Compson and Quentin Jr.,F,F,F,T,F,T
46,Jason goes to Mottson,1928-04-08,1928-04-08,T,3rd-Person Narrator,311,311,,,265,321,T,...die seized him and he...,Jason Compson and Quentin Jr.,F,F,F,T,F,T
46,Jason goes to Mottson,1928-04-08,1928-04-08,T,3rd-Person Narrator,312,312,,,265,321,T,"""Yes. He said they...""",Jason Compson and Quentin Jr.,F,F,F,T,F,T
46,Jason goes to Mottson,1928-04-08,1928-04-08,T,3rd-Person Narrator,313,313,,,265,321,T,"""What'll you charge to...""",Jason Compson and Quentin Jr.,F,F,F,T,F,T
46,Jason goes to Mottson,1928-04-08,1928-04-08,T,3rd-Person Narrator,314,314,,,265,321,T,...were turning peacefully...,Jason Compson and Quentin Jr.,F,F,F,T,F,T
47,Jason attacks Luster,1928-04-08,1928-04-08,T,3rd-Person Narrator,320,320,,,265,321,T,"""Jason came jumping...""",Benjamin Compson and Jason Compson,F,F,T,T,F,F
