Name,Color,HEX Code
3rd-Person,gray,#C0C0C0
Alison,salmon,#e5b4af
Bennie,blue,#2891ff
Jocelyn,magenta,#FF00FF
Jules,purple,#8D01FF
Lou,orange,#FFA500
Lulu,cyan,#00FFFF
Rhea,green,#00FF00
Rob,yellow,#FFFF00
Sasha,red,#FF0000
Scotty,violet,#bdb4f9
