source,target,type,weight,startPage,category
918,913,directed,1,9,Exchange
908,918,directed,1,9,Exchange
908,913,directed,1,9,Exchange
918,908,directed,1,9,Exchange
933,908,directed,1,9,Exchange
933,913,directed,1,9,Exchange
908,933,directed,1,9,Exchange
933,908,directed,1,10,Exchange
933,913,directed,1,10,Exchange
908,933,directed,1,10,Exchange
908,913,directed,1,10,Exchange
914,908,directed,1,10,Exchange
908,914,directed,1,10,Exchange
914,913,directed,1,10,Exchange
913,914,directed,1,10,Exchange
914,908,directed,1,11,Exchange
914,908,directed,1,12,Exchange
913,908,directed,1,12,Exchange
914,935,directed,1,12,Exchange
935,914,directed,1,12,Exchange
908,914,directed,1,12,Exchange
914,935,directed,1,13,Exchange
935,914,directed,1,13,Exchange
908,914,directed,1,13,Exchange
914,935,directed,1,14,Exchange
935,914,directed,1,14,Exchange
908,914,directed,1,14,Exchange
914,935,directed,1,15,Exchange
935,914,directed,1,15,Exchange
908,914,directed,1,15,Exchange
916,908,directed,1,16,Exchange
908,916,directed,1,16,Exchange
916,913,directed,1,16,Exchange
913,916,directed,1,16,Exchange
908,913,directed,1,19,Exchange
913,908,directed,1,19,Exchange
908,912,directed,1,19,Exchange
912,908,directed,1,19,Exchange
913,912,directed,1,19,Exchange
912,913,directed,1,19,Exchange
933,908,directed,1,20,Exchange
933,908,directed,1,21,Exchange
961,908,directed,1,21,Exchange
961,908,directed,1,22,Exchange
914,914,directed,1,23,Exchange
908,914,directed,1,23,Exchange
914,914,directed,1,24,Exchange
908,914,directed,1,24,Exchange
914,914,directed,1,25,Exchange
908,914,directed,1,25,Exchange
914,914,directed,1,26,Exchange
908,914,directed,1,26,Exchange
913,908,directed,1,26,Exchange
908,913,directed,1,26,Exchange
913,912,directed,1,26,Exchange
912,913,directed,1,26,Exchange
913,908,directed,1,27,Exchange
908,913,directed,1,27,Exchange
913,912,directed,1,27,Exchange
912,913,directed,1,27,Exchange
908,912,directed,1,27,Exchange
912,908,directed,1,27,Exchange
912,913,directed,1,28,Exchange
913,912,directed,1,28,Exchange
908,912,directed,1,28,Exchange
908,913,directed,1,28,Exchange
913,908,directed,1,28,Exchange
914,908,directed,1,28,Exchange
908,914,directed,1,28,Exchange
908,914,directed,1,29,Exchange
914,908,directed,1,29,Exchange
908,912,directed,1,29,Exchange
912,908,directed,1,29,Exchange
913,908,directed,1,29,Exchange
908,913,directed,1,29,Exchange
913,912,directed,1,29,Exchange
912,913,directed,1,29,Exchange
913,912,directed,1,30,Exchange
908,913,directed,1,30,Exchange
908,912,directed,1,30,Exchange
918,914,directed,1,30,Exchange
914,918,directed,1,30,Exchange
908,918,directed,1,30,Exchange
914,908,directed,1,30,Exchange
913,914,directed,1,30,Exchange
908,914,directed,1,30,Exchange
908,913,directed,1,31,Exchange
913,908,directed,1,31,Exchange
914,912,directed,1,31,Exchange
908,914,directed,1,31,Exchange
908,912,directed,1,31,Exchange
914,908,directed,1,31,Exchange
914,913,directed,1,31,Exchange
913,914,directed,1,31,Exchange
914,918,directed,1,31,Exchange
908,918,directed,1,31,Exchange
912,913,directed,1,32,Exchange
913,912,directed,1,32,Exchange
908,912,directed,1,32,Exchange
912,908,directed,1,32,Exchange
910,1131,directed,1,36,Exchange
1131,910,directed,1,36,Exchange
973,910,directed,1,39,Exchange
910,973,directed,1,39,Exchange
973,909,directed,1,39,Exchange
909,973,directed,1,39,Exchange
973,955,directed,1,39,Exchange
955,973,directed,1,39,Exchange
973,912,directed,1,39,Exchange
