source,target,Character 1,Character 2,type,weight,startPage,category,Narrator
92,67,Lucas,Dene Oxendene,Directed,1,31,Exchange,[NULL]
92,93,Lucas,Norma,Directed,1,31,Exchange,[NULL]
67,93,Dene Oxendene,Norma,Directed,1,31,Exchange,[NULL]
67,92,Dene Oxendene,Lucas,Directed,1,31,Exchange,[NULL]
93,92,Norma,Lucas,Directed,1,31,Exchange,[NULL]
92,67,Lucas,Dene Oxendene,Directed,1,32,Exchange,[NULL]
67,92,Dene Oxendene,Lucas,Directed,1,32,Exchange,[NULL]
67,92,Dene Oxendene,Lucas,Directed,1,33,Exchange,[NULL]
92,67,Lucas,Dene Oxendene,Directed,1,33,Exchange,[NULL]
93,67,Norma,Dene Oxendene,Directed,1,34,Exchange,[NULL]
67,93,Dene Oxendene,Norma,Directed,1,34,Exchange,[NULL]
93,67,Norma,Dene Oxendene,Directed,1,35,Exchange,[NULL]
67,93,Dene Oxendene,Norma,Directed,1,35,Exchange,[NULL]
67,92,Dene Oxendene,Lucas,Directed,1,36,Exchange,[NULL]
67,93,Dene Oxendene,Norma,Directed,1,36,Exchange,[NULL]
93,67,Norma,Dene Oxendene,Directed,1,36,Exchange,[NULL]
92,67,Lucas,Dene Oxendene,Directed,1,36,Exchange,[NULL]
95,67,Rob,Dene Oxendene,Directed,1,37,Exchange,[NULL]
67,92,Dene Oxendene,Lucas,Directed,1,37,Exchange,[NULL]
67,95,Dene Oxendene,Rob,Directed,1,37,Exchange,[NULL]
92,67,Lucas,Dene Oxendene,Directed,1,37,Exchange,[NULL]
67,95,Dene Oxendene,Rob,Directed,1,38,Exchange,[NULL]
95,67,Rob,Dene Oxendene,Directed,1,38,Exchange,[NULL]
101,67,"""middle-aged white lady"" (2) (grant judge)",Dene Oxendene,Directed,1,39,Exchange,[NULL]
98,67,"""black guy...with a white beard"" (grant judge)",Dene Oxendene,Directed,1,39,Exchange,[NULL]
104,67,"""An older guy who's...Native"" (grant judge)",Dene Oxendene,Directed,1,39,Exchange,[NULL]
97,67,"""Old white lady"" (grant judge)",Dene Oxendene,Directed,1,39,Exchange,[NULL]
100,67,"""middle-aged white lady"" (1) (grant judge)",Dene Oxendene,Directed,1,39,Exchange,[NULL]
99,67,"""middle-aged black guy"" (2) (grant judge)",Dene Oxendene,Directed,1,39,Exchange,[NULL]
103,67,"""An Indian...woman"" (grant judge)",Dene Oxendene,Directed,1,39,Exchange,[NULL]
67,100,Dene Oxendene,"""middle-aged white lady"" (1) (grant judge)",Directed,1,39,Exchange,[NULL]
102,67,"""youngish Hispanic guy"" (grant judge)",Dene Oxendene,Directed,1,39,Exchange,[NULL]
95,67,Rob,Dene Oxendene,Directed,1,39,Exchange,[NULL]
67,97,Dene Oxendene,"""Old white lady"" (grant judge)",Directed,1,39,Exchange,[NULL]
67,98,Dene Oxendene,"""black guy...with a white beard"" (grant judge)",Directed,1,39,Exchange,[NULL]
67,99,Dene Oxendene,"""middle-aged black guy"" (2) (grant judge)",Directed,1,39,Exchange,[NULL]
67,104,Dene Oxendene,"""An older guy who's...Native"" (grant judge)",Directed,1,39,Exchange,[NULL]
67,101,Dene Oxendene,"""middle-aged white lady"" (2) (grant judge)",Directed,1,39,Exchange,[NULL]
67,102,Dene Oxendene,"""youngish Hispanic guy"" (grant judge)",Directed,1,39,Exchange,[NULL]
67,95,Dene Oxendene,Rob,Directed,1,39,Exchange,[NULL]
67,103,Dene Oxendene,"""An Indian...woman"" (grant judge)",Directed,1,39,Exchange,[NULL]
104,67,"""An older guy who's...Native"" (grant judge)",Dene Oxendene,Directed,1,40,Exchange,[NULL]
67,100,Dene Oxendene,"""middle-aged white lady"" (1) (grant judge)",Directed,1,40,Exchange,[NULL]
102,67,"""youngish Hispanic guy"" (grant judge)",Dene Oxendene,Directed,1,40,Exchange,[NULL]
103,67,"""An Indian...woman"" (grant judge)",Dene Oxendene,Directed,1,40,Exchange,[NULL]
101,67,"""middle-aged white lady"" (2) (grant judge)",Dene Oxendene,Directed,1,40,Exchange,[NULL]
67,98,Dene Oxendene,"""black guy...with a white beard"" (grant judge)",Directed,1,40,Exchange,[NULL]
67,97,Dene Oxendene,"""Old white lady"" (grant judge)",Directed,1,40,Exchange,[NULL]
67,99,Dene Oxendene,"""middle-aged black guy"" (2) (grant judge)",Directed,1,40,Exchange,[NULL]
99,67,"""middle-aged black guy"" (2) (grant judge)",Dene Oxendene,Directed,1,40,Exchange,[NULL]
67,104,Dene Oxendene,"""An older guy who's...Native"" (grant judge)",Directed,1,40,Exchange,[NULL]
98,67,"""black guy...with a white beard"" (grant judge)",Dene Oxendene,Directed,1,40,Exchange,[NULL]
100,67,"""middle-aged white lady"" (1) (grant judge)",Dene Oxendene,Directed,1,40,Exchange,[NULL]
67,102,Dene Oxendene,"""youngish Hispanic guy"" (grant judge)",Directed,1,40,Exchange,[NULL]
97,67,"""Old white lady"" (grant judge)",Dene Oxendene,Directed,1,40,Exchange,[NULL]
67,101,Dene Oxendene,"""middle-aged white lady"" (2) (grant judge)",Directed,1,40,Exchange,[NULL]
67,103,Dene Oxendene,"""An Indian...woman"" (grant judge)",Directed,1,40,Exchange,[NULL]
101,67,"""middle-aged white lady"" (2) (grant judge)",Dene Oxendene,Directed,1,41,Exchange,[NULL]
98,67,"""black guy...with a white beard"" (grant judge)",Dene Oxendene,Directed,1,41,Exchange,[NULL]
67,99,Dene Oxendene,"""middle-aged black guy"" (2) (grant judge)",Directed,1,41,Exchange,[NULL]
104,67,"""An older guy who's...Native"" (grant judge)",Dene Oxendene,Directed,1,41,Exchange,[NULL]
67,98,Dene Oxendene,"""black guy...with a white beard"" (grant judge)",Directed,1,41,Exchange,[NULL]
99,67,"""middle-aged black guy"" (2) (grant judge)",Dene Oxendene,Directed,1,41,Exchange,[NULL]
67,103,Dene Oxendene,"""An Indian...woman"" (grant judge)",Directed,1,41,Exchange,[NULL]
67,104,Dene Oxendene,"""An older guy who's...Native"" (grant judge)",Directed,1,41,Exchange,[NULL]
97,67,"""Old white lady"" (grant judge)",Dene Oxendene,Directed,1,41,Exchange,[NULL]
67,102,Dene Oxendene,"""youngish Hispanic guy"" (grant judge)",Directed,1,41,Exchange,[NULL]
102,67,"""youngish Hispanic guy"" (grant judge)",Dene Oxendene,Directed,1,41,Exchange,[NULL]
67,101,Dene Oxendene,"""middle-aged white lady"" (2) (grant judge)",Directed,1,41,Exchange,[NULL]
67,97,Dene Oxendene,"""Old white lady"" (grant judge)",Directed,1,41,Exchange,[NULL]
67,100,Dene Oxendene,"""middle-aged white lady"" (1) (grant judge)",Directed,1,41,Exchange,[NULL]
103,67,"""An Indian...woman"" (grant judge)",Dene Oxendene,Directed,1,41,Exchange,[NULL]
100,67,"""middle-aged white lady"" (1) (grant judge)",Dene Oxendene,Directed,1,41,Exchange,[NULL]
67,98,Dene Oxendene,"""black guy...with a white beard"" (grant judge)",Directed,1,42,Exchange,[NULL]
97,67,"""Old white lady"" (grant judge)",Dene Oxendene,Directed,1,42,Exchange,[NULL]
98,67,"""black guy...with a white beard"" (grant judge)",Dene Oxendene,Directed,1,42,Exchange,[NULL]
67,97,Dene Oxendene,"""Old white lady"" (grant judge)",Directed,1,42,Exchange,[NULL]
67,93,Dene Oxendene,Norma,Directed,1,43,Exchange,[NULL]
93,67,Norma,Dene Oxendene,Directed,1,43,Exchange,[NULL]
82,105,Jacquie Red Feather,Victoria (Vicky),Directed,1,45,Exchange,Opal Viola Victoria Bear Shield
105,82,Victoria (Vicky),Jacquie Red Feather,Directed,1,45,Exchange,Opal Viola Victoria Bear Shield
105,85,Victoria (Vicky),Opal Viola Victoria Bear Shield,Directed,1,45,Exchange,Opal Viola Victoria Bear Shield
85,105,Opal Viola Victoria Bear Shield,Victoria (Vicky),Directed,1,45,Exchange,Opal Viola Victoria Bear Shield
85,105,Opal Viola Victoria Bear Shield,Victoria (Vicky),Directed,1,46,Exchange,Opal Viola Victoria Bear Shield
105,85,Victoria (Vicky),Opal Viola Victoria Bear Shield,Directed,1,46,Exchange,Opal Viola Victoria Bear Shield
105,82,Victoria (Vicky),Jacquie Red Feather,Directed,1,46,Exchange,Opal Viola Victoria Bear Shield
85,157,Opal Viola Victoria Bear Shield,Kids in school,Directed,1,46,Exchange,Opal Viola Victoria Bear Shield
82,105,Jacquie Red Feather,Victoria (Vicky),Directed,1,46,Exchange,Opal Viola Victoria Bear Shield
157,85,Kids in school,Opal Viola Victoria Bear Shield,Directed,1,46,Exchange,Opal Viola Victoria Bear Shield
105,85,Victoria (Vicky),Opal Viola Victoria Bear Shield,Directed,1,47,Exchange,Opal Viola Victoria Bear Shield
105,82,Victoria (Vicky),Jacquie Red Feather,Directed,1,47,Exchange,Opal Viola Victoria Bear Shield
82,105,Jacquie Red Feather,Victoria (Vicky),Directed,1,47,Exchange,Opal Viola Victoria Bear Shield
85,105,Opal Viola Victoria Bear Shield,Victoria (Vicky),Directed,1,47,Exchange,Opal Viola Victoria Bear Shield
105,85,Victoria (Vicky),Opal Viola Victoria Bear Shield,Directed,1,48,Exchange,Opal Viola Victoria Bear Shield
85,105,Opal Viola Victoria Bear Shield,Victoria (Vicky),Directed,1,48,Exchange,Opal Viola Victoria Bear Shield
82,85,Jacquie Red Feather,Opal Viola Victoria Bear Shield,Directed,1,49,Exchange,Opal Viola Victoria Bear Shield
82,105,Jacquie Red Feather,Victoria (Vicky),Directed,1,49,Exchange,Opal Viola Victoria Bear Shield
105,82,Victoria (Vicky),Jacquie Red Feather,Directed,1,49,Exchange,Opal Viola Victoria Bear Shield
160,105,"""two big old Indian women""",Victoria (Vicky),Directed,1,49,Exchange,Opal Viola Victoria Bear Shield
105,160,Victoria (Vicky),"""two big old Indian women""",Directed,1,49,Exchange,Opal Viola Victoria Bear Shield
85,82,Opal Viola Victoria Bear Shield,Jacquie Red Feather,Directed,1,49,Exchange,Opal Viola Victoria Bear Shield
105,85,Victoria (Vicky),Opal Viola Victoria Bear Shield,Directed,1,49,Exchange,Opal Viola Victoria Bear Shield
85,105,Opal Viola Victoria Bear Shield,Victoria (Vicky),Directed,1,49,Exchange,Opal Viola Victoria Bear Shield
85,105,Opal Viola Victoria Bear Shield,Victoria (Vicky),Directed,1,50,Exchange,Opal Viola Victoria Bear Shield
82,161,Jacquie Red Feather,Group of teenagers,Directed,1,50,Exchange,Opal Viola Victoria Bear Shield
115,85,Two Shoes,Opal Viola Victoria Bear Shield,Directed,1,50,Exchange,Opal Viola Victoria Bear Shield
85,115,Opal Viola Victoria Bear Shield,Two Shoes,Directed,1,50,Exchange,Opal Viola Victoria Bear Shield
161,82,Group of teenagers,Jacquie Red Feather,Directed,1,50,Exchange,Opal Viola Victoria Bear Shield
105,85,Victoria (Vicky),Opal Viola Victoria Bear Shield,Directed,1,50,Exchange,Opal Viola Victoria Bear Shield
177,166,Bears,Teddy Roosevelt,Directed,1,51,Exchange,Opal Viola Victoria Bear Shield
115,85,Two Shoes,Opal Viola Victoria Bear Shield,Directed,1,51,Exchange,Opal Viola Victoria Bear Shield
85,115,Opal Viola Victoria Bear Shield,Two Shoes,Directed,1,51,Exchange,Opal Viola Victoria Bear Shield
166,177,Teddy Roosevelt,Bears,Directed,1,51,Exchange,Opal Viola Victoria Bear Shield
165,135,Columbus,The Indians,Directed,1,51,Exchange,Opal Viola Victoria Bear Shield
135,165,The Indians,Columbus,Directed,1,51,Exchange,Opal Viola Victoria Bear Shield
85,82,Opal Viola Victoria Bear Shield,Jacquie Red Feather,Directed,1,52,Exchange,Opal Viola Victoria Bear Shield
82,178,Jacquie Red Feather,Harvey,Directed,1,52,Exchange,Opal Viola Victoria Bear Shield
85,115,Opal Viola Victoria Bear Shield,Two Shoes,Directed,1,52,Exchange,Opal Viola Victoria Bear Shield
115,85,Two Shoes,Opal Viola Victoria Bear Shield,Directed,1,52,Exchange,Opal Viola Victoria Bear Shield
82,85,Jacquie Red Feather,Opal Viola Victoria Bear Shield,Directed,1,52,Exchange,Opal Viola Victoria Bear Shield
178,82,Harvey,Jacquie Red Feather,Directed,1,52,Exchange,Opal Viola Victoria Bear Shield
179,85,Rocky,Opal Viola Victoria Bear Shield,Directed,1,53,Exchange,Opal Viola Victoria Bear Shield
85,82,Opal Viola Victoria Bear Shield,Jacquie Red Feather,Directed,1,53,Exchange,Opal Viola Victoria Bear Shield
179,161,Rocky,Group of teenagers,Directed,1,53,Exchange,Opal Viola Victoria Bear Shield
85,179,Opal Viola Victoria Bear Shield,Rocky,Directed,1,53,Exchange,Opal Viola Victoria Bear Shield
161,179,Group of teenagers,Rocky,Directed,1,53,Exchange,Opal Viola Victoria Bear Shield
82,85,Jacquie Red Feather,Opal Viola Victoria Bear Shield,Directed,1,53,Exchange,Opal Viola Victoria Bear Shield
161,183,Group of teenagers,"""Older men"" (at Alcatraz)",Directed,1,54,Exchange,Opal Viola Victoria Bear Shield
82,85,Jacquie Red Feather,Opal Viola Victoria Bear Shield,Directed,1,54,Exchange,Opal Viola Victoria Bear Shield
85,82,Opal Viola Victoria Bear Shield,Jacquie Red Feather,Directed,1,54,Exchange,Opal Viola Victoria Bear Shield
183,161,"""Older men"" (at Alcatraz)",Group of teenagers,Directed,1,54,Exchange,Opal Viola Victoria Bear Shield
85,179,Opal Viola Victoria Bear Shield,Rocky,Directed,1,54,Exchange,Opal Viola Victoria Bear Shield
