source,target,Char 1 Name,Char 2 Name,startPage,type,weight
11,44,Marie Beaudoin,Aiden Chan,31,Undirected,1
44,47,Aiden Chan,Helen Mckay,31,Undirected,1
10,45,Sylvie Beaudoin,Jennifer Chan,31,Undirected,1
28,51,Bing/Bernard Espiritu,Waleed Mohammed,31,Undirected,1
47,53,Helen Mckay,Chloe Smith,31,Undirected,1
43,46,Lily Chan,Finnegan Everson,31,Undirected,1
10,43,Sylvie Beaudoin,Lily Chan,31,Undirected,1
44,45,Aiden Chan,Jennifer Chan,31,Undirected,1
47,71,Helen Mckay,Jane Fulton,31,Undirected,1
11,51,Marie Beaudoin,Waleed Mohammed,31,Undirected,1
5,10,Hina Hassani,Sylvie Beaudoin,31,Undirected,1
46,48,Finnegan Everson,Sebastian Dennis,31,Undirected,1
48,49,Sebastian Dennis,Liam Williams,31,Undirected,1
28,76,Bing/Bernard Espiritu,children in the community,31,Undirected,1
51,71,Waleed Mohammed,Jane Fulton,31,Undirected,1
49,53,Liam Williams,Chloe Smith,31,Undirected,1
29,50,Edna Espiritu,Amina Mohammed,31,Undirected,1
5,28,Hina Hassani,Bing/Bernard Espiritu,31,Undirected,1
12,43,Johnny Beaudoin,Lily Chan,31,Undirected,1
43,76,Lily Chan,children in the community,31,Undirected,1
49,71,Liam Williams,Jane Fulton,31,Undirected,1
53,71,Chloe Smith,Jane Fulton,31,Undirected,1
46,57,Finnegan Everson,parents in the community,31,Undirected,1
12,29,Johnny Beaudoin,Edna Espiritu,31,Undirected,1
11,46,Marie Beaudoin,Finnegan Everson,31,Undirected,1
49,57,Liam Williams,parents in the community,31,Undirected,1
10,51,Sylvie Beaudoin,Waleed Mohammed,31,Undirected,1
11,50,Marie Beaudoin,Amina Mohammed,31,Undirected,1
29,45,Edna Espiritu,Jennifer Chan,31,Undirected,1
46,47,Finnegan Everson,Helen Mckay,31,Undirected,1
43,57,Lily Chan,parents in the community,31,Undirected,1
48,53,Sebastian Dennis,Chloe Smith,31,Undirected,1
29,49,Edna Espiritu,Liam Williams,31,Undirected,1
45,48,Jennifer Chan,Sebastian Dennis,31,Undirected,1
28,57,Bing/Bernard Espiritu,parents in the community,31,Undirected,1
45,57,Jennifer Chan,parents in the community,31,Undirected,1
5,48,Hina Hassani,Sebastian Dennis,31,Undirected,1
28,50,Bing/Bernard Espiritu,Amina Mohammed,31,Undirected,1
10,44,Sylvie Beaudoin,Aiden Chan,31,Undirected,1
11,43,Marie Beaudoin,Lily Chan,31,Undirected,1
5,57,Hina Hassani,parents in the community,31,Undirected,1
43,50,Lily Chan,Amina Mohammed,31,Undirected,1
5,11,Hina Hassani,Marie Beaudoin,31,Undirected,1
46,49,Finnegan Everson,Liam Williams,31,Undirected,1
71,76,Jane Fulton,children in the community,31,Undirected,1
28,48,Bing/Bernard Espiritu,Sebastian Dennis,31,Undirected,1
43,48,Lily Chan,Sebastian Dennis,31,Undirected,1
50,51,Amina Mohammed,Waleed Mohammed,31,Undirected,1
43,71,Lily Chan,Jane Fulton,31,Undirected,1
12,47,Johnny Beaudoin,Helen Mckay,31,Undirected,1
53,57,Chloe Smith,parents in the community,31,Undirected,1
45,53,Jennifer Chan,Chloe Smith,31,Undirected,1
5,46,Hina Hassani,Finnegan Everson,31,Undirected,1
28,46,Bing/Bernard Espiritu,Finnegan Everson,31,Undirected,1
5,53,Hina Hassani,Chloe Smith,31,Undirected,1
45,71,Jennifer Chan,Jane Fulton,31,Undirected,1
10,49,Sylvie Beaudoin,Liam Williams,31,Undirected,1
47,50,Helen Mckay,Amina Mohammed,31,Undirected,1
11,48,Marie Beaudoin,Sebastian Dennis,31,Undirected,1
11,57,Marie Beaudoin,parents in the community,31,Undirected,1
5,71,Hina Hassani,Jane Fulton,31,Undirected,1
48,51,Sebastian Dennis,Waleed Mohammed,31,Undirected,1
49,50,Liam Williams,Amina Mohammed,31,Undirected,1
29,47,Edna Espiritu,Helen Mckay,31,Undirected,1
12,49,Johnny Beaudoin,Liam Williams,31,Undirected,1
45,46,Jennifer Chan,Finnegan Everson,31,Undirected,1
44,51,Aiden Chan,Waleed Mohammed,31,Undirected,1
12,51,Johnny Beaudoin,Waleed Mohammed,32,Undirected,1
12,57,Johnny Beaudoin,parents in the community,32,Undirected,1
71,76,Jane Fulton,children in the community,32,Undirected,1
5,51,Hina Hassani,Waleed Mohammed,32,Undirected,1
71,57,Jane Fulton,parents in the community,32,Undirected,1
51,57,Waleed Mohammed,parents in the community,32,Undirected,1
71,51,Jane Fulton,Waleed Mohammed,32,Undirected,1
71,12,Jane Fulton,Johnny Beaudoin,32,Undirected,1
5,57,Hina Hassani,parents in the community,32,Undirected,1
71,52,Jane Fulton,"""one elderly woman"" (32)",32,Undirected,1
12,52,Johnny Beaudoin,"""one elderly woman"" (32)",32,Undirected,1
76,57,children in the community,parents in the community,32,Undirected,1
76,52,children in the community,"""one elderly woman"" (32)",32,Undirected,1
5,76,Hina Hassani,children in the community,32,Undirected,1
5,52,Hina Hassani,"""one elderly woman"" (32)",32,Undirected,1
51,52,Waleed Mohammed,"""one elderly woman"" (32)",32,Undirected,1
5,71,Hina Hassani,Jane Fulton,32,Undirected,1
76,51,children in the community,Waleed Mohammed,32,Undirected,1
52,57,"""one elderly woman"" (32)",parents in the community,32,Undirected,1
5,12,Hina Hassani,Johnny Beaudoin,32,Undirected,1
12,76,Johnny Beaudoin,children in the community,32,Undirected,1
5,11,Hina Hassani,Marie Beaudoin,33,Undirected,1
71,76,Jane Fulton,children in the community,33,Undirected,1
57,28,parents in the community,Bing/Bernard Espiritu,33,Undirected,1
47,57,Helen Mckay,parents in the community,33,Undirected,1
5,57,Hina Hassani,parents in the community,33,Undirected,1
76,47,children in the community,Helen Mckay,33,Undirected,1
76,56,children in the community,"""older kids"" (33)",33,Undirected,1
71,11,Jane Fulton,Marie Beaudoin,33,Undirected,1
71,57,Jane Fulton,parents in the community,33,Undirected,1
11,76,Marie Beaudoin,children in the community,33,Undirected,1
12,47,Johnny Beaudoin,Helen Mckay,33,Undirected,1
12,57,Johnny Beaudoin,parents in the community,33,Undirected,1
12,56,Johnny Beaudoin,"""older kids"" (33)",33,Undirected,1
76,28,children in the community,Bing/Bernard Espiritu,33,Undirected,1
5,47,Hina Hassani,Helen Mckay,33,Undirected,1
11,12,Marie Beaudoin,Johnny Beaudoin,33,Undirected,1
71,12,Jane Fulton,Johnny Beaudoin,33,Undirected,1
56,57,"""older kids"" (33)",parents in the community,33,Undirected,1
5,76,Hina Hassani,children in the community,33,Undirected,1
11,28,Marie Beaudoin,Bing/Bernard Espiritu,33,Undirected,1
5,56,Hina Hassani,"""older kids"" (33)",33,Undirected,1
11,57,Marie Beaudoin,parents in the community,33,Undirected,1
5,71,Hina Hassani,Jane Fulton,33,Undirected,1
12,28,Johnny Beaudoin,Bing/Bernard Espiritu,33,Undirected,1
71,47,Jane Fulton,Helen Mckay,33,Undirected,1
56,28,"""older kids"" (33)",Bing/Bernard Espiritu,33,Undirected,1
71,56,Jane Fulton,"""older kids"" (33)",33,Undirected,1
47,56,Helen Mckay,"""older kids"" (33)",33,Undirected,1
5,28,Hina Hassani,Bing/Bernard Espiritu,33,Undirected,1
71,28,Jane Fulton,Bing/Bernard Espiritu,33,Undirected,1
11,47,Marie Beaudoin,Helen Mckay,33,Undirected,1
12,76,Johnny Beaudoin,children in the community,33,Undirected,1
5,12,Hina Hassani,Johnny Beaudoin,33,Undirected,1
11,56,Marie Beaudoin,"""older kids"" (33)",33,Undirected,1
76,57,children in the community,parents in the community,33,Undirected,1
47,28,Helen Mckay,Bing/Bernard Espiritu,33,Undirected,1
5,71,Hina Hassani,Jane Fulton,34,Undirected,1
29,30,Edna Espiritu,"""the white lady"" (35)",35,Undirected,1
28,30,Bing/Bernard Espiritu,"""the white lady"" (35)",35,Undirected,1
32,28,Vietnamese ladies,Bing/Bernard Espiritu,35,Undirected,1
30,31,"""the white lady"" (35)",Mrs. Finnegan,35,Undirected,1
29,31,Edna Espiritu,Mrs. Finnegan,35,Undirected,1
32,29,Vietnamese ladies,Edna Espiritu,35,Undirected,1
28,29,Bing/Bernard Espiritu,Edna Espiritu,35,Undirected,1
32,30,Vietnamese ladies,"""the white lady"" (35)",35,Undirected,1
32,31,Vietnamese ladies,Mrs. Finnegan,35,Undirected,1
28,31,Bing/Bernard Espiritu,Mrs. Finnegan,35,Undirected,1
