,id_cont,Title <br />(100 chars),Level <br />(choose),Start Page_cont,End Page_cont,Narrator <br />(choose),Protagonist <br />(choose),Embed. Type <br />(choose),id_rel,Type of Relationship <br />(choose),Character 1 <br />(choose),Character 2 <br />(choose),Is Reciprocal? <br />(choose),Narrative Container <br />(choose),Start Page_rel,End Page_rel,index
485,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1629,Knows,Evelina Harp,Doctors at the state mental hospital,1,The Kiss,234,234.0,
486,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1630,Knows of,Evelina Harp,Charlie Chaplin,0,The Kiss,234,234.0,
487,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1631,Knows,Evelina Harp,Geraldine Milk,1,The Kiss,235,235.0,
488,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1632,Knows,Evelina Harp,Neve Harp,1,The Kiss,235,235.0,
489,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1633,Knows,Evelina Harp,Uncle Whitey,1,The Kiss,235,235.0,
490,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1634,Knows,Evelina Harp,Clemence Harp,1,The Kiss,235,235.0,
491,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1635,Knows,Evelina Harp,Joseph Harp,1,The Kiss,235,235.0,
492,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1636,Knows,Evelina Harp,Edward Harp,1,The Kiss,235,235.0,
493,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1637,Knows of,Evelina Harp,Anaïs Nin,0,The Kiss,235,235.0,
494,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1638,Exchange,Evelina Harp,Evelina's friends (in Grand Forks),1,The Kiss,235,235.0,
495,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1639,Knows,Evelina Harp,Local poets and hippies (Evelina lives with),1,The Kiss,235,235.0,
496,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1640,Exchange,Evelina Harp,Corwin Peace,1,The Kiss,235,235.0,
497,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1641,Knows,Evelina Harp,Other aides (at the state mental hospital),1,The Kiss,237,237.0,
498,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1642,Exchange,Evelina Harp,Mrs. L,1,The Kiss,237,237.0,
499,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1644,Knows of,Evelina Harp,Nonette's cousin,0,The Kiss,237,237.0,
500,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1648,Knows of,Evelina Harp,Nonette's father,0,The Kiss,239,239.0,
501,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1649,Knows of,Evelina Harp,Nonette's mother,0,The Kiss,239,239.0,
502,69,The Kiss,level 3 (sub-sub-section),234,240,Evelina Harp,[NULL],[NULL],1650,Knows,Evelina Harp,Nonette,1,The Kiss,240,240.0,
503,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1651,Exchange,Evelina Harp,Mrs. L,1,Nonette's Bed,240,240.0,
504,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1652,Knows,Evelina Harp,Nonette,1,Nonette's Bed,240,241.0,
505,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1654,Exchange,Evelina Harp,Clemence Harp,1,Nonette's Bed,240,243.0,
506,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1655,Exchange,Evelina Harp,Warren Wolde,1,Nonette's Bed,241,241.0,
507,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1657,Knows,Evelina Harp,The Lochren Murder,1,Nonette's Bed,241,241.0,
508,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1658,Knows of,Evelina Harp,Anaïs Nin,0,Nonette's Bed,241,241.0,
509,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1659,Knows,Evelina Harp,Edward Harp,1,Nonette's Bed,241,241.0,
510,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1660,Exchange,Evelina Harp,Joseph Harp,1,Nonette's Bed,241,242.0,
511,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1661,Knows,Evelina Harp,Lucille,1,Nonette's Bed,242,242.0,
512,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1662,Knows,Evelina Harp,Warren Wolde,1,Nonette's Bed,242,242.0,
513,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1663,Knows,Evelina Harp,Patients at the state mental hospital,1,Nonette's Bed,242,242.0,
514,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1667,Exchange,Evelina Harp,Edward Harp,1,Nonette's Bed,242,243.0,
515,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1669,Knows,Evelina Harp,Murdo Harp,1,Nonette's Bed,243,243.0,
516,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1672,Knows,Evelina Harp,Seraph Milk (Mooshum),1,Nonette's Bed,243,244.0,
517,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1673,Knows,Evelina Harp,Joseph Harp,1,Nonette's Bed,243,243.0,
518,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1674,Knows of,Evelina Harp,Buckendorf Family,0,Nonette's Bed,243,243.0,
519,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1675,Knows of,Evelina Harp,Eugene Wildstrand,0,Nonette's Bed,243,243.0,
520,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1676,Knows of,Evelina Harp,Cuthbert Peace,0,Nonette's Bed,243,243.0,
521,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1677,Knows of,Evelina Harp,The Lynching,0,Nonette's Bed,243,243.0,
522,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1681,Knows,Evelina Harp,Corwin Peace,1,Nonette's Bed,243,245.0,
523,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1683,Knows of,Evelina Harp,Asiginak,0,Nonette's Bed,243,243.0,
524,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1684,Knows of,Evelina Harp,Holy Track,0,Nonette's Bed,243,243.0,
525,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1685,Knows of,Evelina Harp,Henric Gostlin,0,Nonette's Bed,243,243.0,
526,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1702,Knows of,Evelina Harp,Frederic Vogeli,0,Nonette's Bed,243,243.0,
527,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1703,Knows of,Evelina Harp,William Hotchkiss,0,Nonette's Bed,243,243.0,
528,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1709,Knows of,Evelina Harp,Townsmen (involved in the lynching),0,Nonette's Bed,243,243.0,
529,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1713,Knows of,Evelina Harp,Billy Peace,0,Nonette's Bed,243,243.0,
530,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1716,Knows of,Evelina Harp,The Kindred,0,Nonette's Bed,243,243.0,
531,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1718,Knows of,Evelina Harp,Mantle Family,0,Nonette's Bed,243,243.0,
532,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1719,Knows of,Evelina Harp,Enery Mantle,0,Nonette's Bed,243,243.0,
533,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1725,Knows of,Evelina Harp,Old Buffalo Hunters,0,Nonette's Bed,243,244.0,
534,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1726,Knows,Evelina Harp,Nonette,1,Nonette's Bed,244,244.0,
535,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1728,Knows,Evelina Harp,Nonette,1,Nonette's Bed,244,244.0,
536,70,Nonette's Bed,level 3 (sub-sub-section),240,244,Evelina Harp,[NULL],[NULL],1729,Knows,Evelina Harp,Sister Mary Anita Buckendorf,1,Nonette's Bed,244,244.0,
537,71,The Concert,level 3 (sub-sub-section),244,248,Evelina Harp,[NULL],[NULL],1730,Exchange,Evelina Harp,Corwin Peace,1,The Concert,244,244.0,
538,71,The Concert,level 3 (sub-sub-section),244,248,Evelina Harp,[NULL],[NULL],1732,Knows,Evelina Harp,Geraldine Milk,1,The Concert,244,244.0,
539,14,Bitter Tea,level 2 (sub-section),80,86,Evelina Harp,[NULL],[NULL],1331,Knows,Judge Antone Basil Coutts,Doctor Cordelia Lochren,1,Bitter Tea,81,81.0,
540,22,The 4-B's,level 2 (sub-section),183,192,Evelina Harp,[NULL],[NULL],1512,Knows,Judge Antone Basil Coutts,Geraldine Milk,1,The 4-B's,192,192.0,
541,24,The Reptile Garden,level 2 (sub-section),221,254,Evelina Harp,[NULL],[NULL],1529,Knows of,Judge Antone Basil Coutts,Marcus Aurelius,0,The Reptile Garden,221,221.0,
542,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],150,Knows,Marn Wolde,Billy Peace,1,Satan: Hijacker of a Planet,137,137.0,
543,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],151,Knows,Marn Wolde,Marn Wolde's Mother,1,Satan: Hijacker of a Planet,137,139.0,
544,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],152,Knows,Marn Wolde,Marn Wolde's Father,1,Satan: Hijacker of a Planet,138,138.0,
545,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],153,Exchange,Marn Wolde,Billy Peace,1,Satan: Hijacker of a Planet,138,138.0,
546,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],155,Exchange,Marn Wolde,Marn Wolde's Father,1,Satan: Hijacker of a Planet,139,139.0,
547,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],156,Exchange,Marn Wolde,Billy Peace,1,Satan: Hijacker of a Planet,139,139.0,
548,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],158,Knows,Marn Wolde,Warren Wolde,1,Satan: Hijacker of a Planet,139,140.0,
549,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],161,Knows of,Marn Wolde,Warren Wolde's Father,0,Satan: Hijacker of a Planet,139,139.0,
550,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],165,Exchange,Marn Wolde,Billy Peace,1,Satan: Hijacker of a Planet,140,140.0,
551,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],166,Exchange,Marn Wolde,Marn Wolde's Mother,1,Satan: Hijacker of a Planet,140,140.0,
552,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],168,Knows,Marn Wolde,Marn Wolde's Grandfather,1,Satan: Hijacker of a Planet,140,140.0,
553,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],169,Knows,Marn Wolde,Marn Wolde's Grandmother,1,Satan: Hijacker of a Planet,140,140.0,
554,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],171,Knows of,Marn Wolde,Jesus,0,Satan: Hijacker of a Planet,140,140.0,
555,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],174,Knows,Marn Wolde,Marn Wolde's Father,1,Satan: Hijacker of a Planet,140,140.0,
556,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],175,Knows,Marn Wolde,Marn Wolde's Mother,1,Satan: Hijacker of a Planet,141,141.0,
557,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],176,Exchange,Marn Wolde,Warren Wolde,1,Satan: Hijacker of a Planet,141,141.0,
558,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],177,Exchange,Marn Wolde,"""[S]inging people""",1,Satan: Hijacker of a Planet,141,141.0,
559,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],286,Knows,Marn Wolde,"Ed (""[M]ain preacher"")",1,Satan: Hijacker of a Planet,144,144.0,
560,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],287,Knows,Marn Wolde,Ed's Mother,1,Satan: Hijacker of a Planet,144,146.0,
561,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],290,Knows,Marn Wolde,Warren Wolde,1,Satan: Hijacker of a Planet,146,146.0,
562,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],291,Knows,Marn Wolde,Marn Wolde's Mother,1,Satan: Hijacker of a Planet,146,146.0,
563,19,Satan: Hijacker of a Planet,level 2 (sub-section),137,146,Marn Wolde,Billy Peace,[NULL],292,Knows,Marn Wolde,Marn Wolde's Father,1,Satan: Hijacker of a Planet,146,146.0,
564,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],295,Knows,Marn Wolde,Judah Peace,1,The Daniels,147,147.0,
565,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],296,Knows,Marn Wolde,Lilith Peace,1,The Daniels,147,147.0,
566,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],300,Knows,Marn Wolde,Marn Wolde's Mother,1,The Daniels,147,147.0,
567,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],301,Knows,Marn Wolde,Marn Wolde's Father,1,The Daniels,147,147.0,
568,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],303,Exchange,Marn Wolde,Judah Peace,1,The Daniels,148,148.0,
569,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],304,Exchange,Marn Wolde,Lilith Peace,1,The Daniels,148,148.0,
570,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],305,Knows of,Marn Wolde,Billy Peace's Father,0,The Daniels,148,148.0,
571,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],306,Knows of,Marn Wolde,Billy Peace's Mother,0,The Daniels,148,148.0,
572,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],310,Knows,Marn Wolde,Billy Peace's Sister,1,The Daniels,148,148.0,
573,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],312,Exchange,Marn Wolde,Marn Wolde's Father,1,The Daniels,148,150.0,
574,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],313,Exchange,Marn Wolde,Marn Wolde's Mother,1,The Daniels,148,150.0,
575,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],320,Knows,Marn Wolde,"""[E]ight retired persons""",1,The Daniels,148,149.0,
576,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],322,Knows,Marn Wolde,Marn Wolde's First Brother,1,The Daniels,149,149.0,
577,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],323,Knows,Marn Wolde,Marn Wolde's Second Brother,1,The Daniels,149,149.0,
578,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],328,Knows,Marn Wolde,Judah Peace,1,The Daniels,149,150.0,
579,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],329,Knows,Marn Wolde,Lilith Peace,1,The Daniels,149,151.0,
580,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],340,Knows,Marn Wolde,Warren Wolde,1,The Daniels,150,151.0,
581,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],551,Knows,Marn Wolde,Marn Wolde's Mother,1,The Daniels,152,153.0,
582,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],552,Exchange,Marn Wolde,Marn Wolde's First Brother,1,The Daniels,152,152.0,
583,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],553,Exchange,Marn Wolde,Marn Wolde's Second Brother,1,The Daniels,152,152.0,
584,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],554,Knows,Marn Wolde,Marn Wolde's Father,1,The Daniels,152,155.0,
585,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],555,Knows,Marn Wolde,"""[E]ight retired persons""",1,The Daniels,152,153.0,
586,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],558,Knows,Marn Wolde,Warren Wolde,1,The Daniels,153,155.0,
587,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],561,Knows of,Marn Wolde,"""[L]awyer"" (Billy hires)",0,The Daniels,153,153.0,
588,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],564,Knows,Marn Wolde,Marn Wolde's Mother,1,The Daniels,153,154.0,
589,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],566,Knows,Marn Wolde,"""[P]eople"" (in Marn's house)",1,The Daniels,154,154.0,
590,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],569,Knows,Marn Wolde,Judah Peace,1,The Daniels,155,156.0,
591,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],570,Knows,Marn Wolde,Lilith Peace,1,The Daniels,155,156.0,
592,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],572,Knows,Marn Wolde,"""[A] congressional member""",1,The Daniels,155,155.0,
593,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],574,Exchange,Marn Wolde,Marn Wolde's Mother,1,The Daniels,155,155.0,
594,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],576,Knows,Marn Wolde,Marn Wolde's Mother,1,The Daniels,156,156.0,
595,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],577,Exchange,Marn Wolde,Marn Wolde's Mother,1,The Daniels,157,157.0,
596,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],580,Knows,Marn Wolde,Marn Wolde's Father,1,The Kindred,158,158.0,
597,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],581,Knows,Marn Wolde,Marn Wolde's Mother,1,The Kindred,158,158.0,
598,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],583,Knows,Marn Wolde,Billy Peace,1,The Kindred,158,158.0,
599,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],584,Knows,Marn Wolde,God,1,The Kindred,158,159.0,
600,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],585,Knows,Marn Wolde,The Kindred,1,The Kindred,158,158.0,
601,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],588,Knows,Marn Wolde,Satan,1,The Kindred,159,159.0,
602,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],591,Knows,Marn Wolde,Marn Wolde,1,The Kindred,160,160.0,
603,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],592,Exchange,Marn Wolde,Virginie,1,The Kindred,160,160.0,
604,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],596,Exchange,Marn Wolde,Marn's diamondback,1,The Kindred,160,160.0,
605,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],597,Exchange,Marn Wolde,Marn's copperhead,1,The Kindred,160,160.0,
606,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],604,Knows of,Marn Wolde,Billy Peace's Father,1,The Kindred,160,160.0,
607,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],605,Knows of,Marn Wolde,Billy Peace's Mother,1,The Kindred,160,161.0,
608,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],606,Knows of,Marn Wolde,Billy Peace's Sister,1,The Kindred,160,161.0,
609,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],607,Knows,Marn Wolde,Judah Peace,1,The Kindred,161,164.0,
610,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],608,Knows,Marn Wolde,Lilith Peace,1,The Kindred,161,164.0,
611,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],612,Knows,Marn Wolde,Marn's diamondback,1,The Kindred,162,164.0,
612,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],613,Exchange,Marn Wolde,Marn's copperhead,1,The Kindred,162,162.0,
613,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],614,Knows,Marn Wolde,Billy Peace,1,The Kindred,163,166.0,
614,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],615,Knows,Marn Wolde,Marn's copperhead,1,The Kindred,163,164.0,
615,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],617,Knows,Marn Wolde,Train car passengers,1,The Kindred,163,163.0,
616,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],618,Exchange,Marn Wolde,Frenchie,1,The Kindred,164,165.0,
617,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],620,Exchange,Marn Wolde,"""[W]aitress"" (at the 4-B's)",1,The Kindred,165,165.0,
618,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],622,Exchange,Marn Wolde,Marn Wolde,1,The Kindred,166,166.0,
619,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],623,Knows,Marn Wolde,The Kindred,1,The Kindred,163,163.0,
620,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],624,Knows,Marn Wolde,The Kindred,1,The Kindred,165,166.0,
621,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],626,Knows,Marn Wolde,Judah Peace,1,The Kindred,166,168.0,
622,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],627,Knows,Marn Wolde,Lilith Peace,1,The Kindred,166,168.0,
623,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],631,Exchange,Marn Wolde,Billy Peace,1,The Kindred,167,167.0,
624,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],632,Knows,Marn Wolde,Deborah,1,The Kindred,167,167.0,
625,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],634,Knows,Marn Wolde,Billy Peace,1,The Kindred,168,168.0,
626,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],637,Exchange,Marn Wolde,Bliss,1,The Kindred,170,171.0,
627,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],638,Knows,Marn Wolde,Judah Peace,1,The Kindred,170,170.0,
628,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],639,Knows,Marn Wolde,Lilith Peace,1,The Kindred,170,170.0,
629,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],642,Exchange,Marn Wolde,Frenchie,1,The Kindred,171,171.0,
630,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],643,Exchange,Marn Wolde,Deborah,1,The Kindred,171,171.0,
631,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],644,Knows,Marn Wolde,Deborah's children,1,The Kindred,171,171.0,
632,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],646,Knows,Marn Wolde,The Kindred,1,The Kindred,172,172.0,
633,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],647,Exchange,Marn Wolde,Billy Peace,1,The Kindred,172,173.0,
634,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],648,Knows,Marn Wolde,Judah Peace,1,The Kindred,172,174.0,
635,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],649,Knows,Marn Wolde,Lilith Peace,1,The Kindred,172,173.0,
636,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],653,Knows,Marn Wolde,Marn's diamondback,1,The Kindred,173,173.0,
637,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],654,Knows,Marn Wolde,Marn's copperhead,1,The Kindred,173,173.0,
638,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],658,Knows,Marn Wolde,Deborah,1,The Kindred,173,174.0,
639,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],659,Knows,Marn Wolde,Deborah's children,1,The Kindred,173,174.0,
640,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],661,Knows,Marn Wolde,The Kindred,1,The Kindred,174,174.0,
641,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],662,Knows,Marn Wolde,Marn Wolde's Father,1,The Kindred,174,174.0,
642,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],664,Knows,Marn Wolde,Anguish,1,The Kindred,174,175.0,
643,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],667,Exchange,Marn Wolde,Judah Peace,1,The Kindred,175,175.0,
644,21,The Kindred,level 2 (sub-section),158,179,Marn Wolde,[NULL],[NULL],668,Knows,Marn Wolde,Billy Peace,1,The Kindred,175,175.0,
