id,Name
149,"""[C]arpenters"""
146,"""[C]hildren"""
187,"""[F]ur sellers"""
145,"""[P]eople"" (run public education)"
83,"""[S]omeone"""
199,"""[S]omeone"" (347)"
191,"""[T]emporary ghoul"""
185,"""[W]icked children"""
67,"""A N***o"" (11)"
209,"""Elderly member of the class"" (36)"
122,"""Four N*****s"" (219)"
197,"""Indian runner"""
214,"""Indians"""
219,"""The neighbors"" (73)"
20,"""Three slaves"""
182,"1935 SCOTUS"
0,"[NULL]"
109,"A Spencer lady"
188,"Agnes Boone"
148,"Albert Einstein"
7,"Alexandra Finch"
144,"American Executive Branch"
180,"Ann Taylor"
174,"Anonymous classmate"
9,"Atticus Finch"
112,"Black child (at the trial)"
111,"Black woman (at the trial)"
14,"Bob Ewell"
10,"Boo Radley"
92,"Braxton Bragg (Confederate general)"
218,"Brigadier General Joe Wheeler"
161,"Brother Hutson"
66,"Burris Ewell"
24,"Calpurnia"
172,"Cecil Jacobs"
190,"Cecil Jacobs' parents"
120,"Chief Justice"
64,"Chuck Little"
117,"Circuit clerk"
195,"Colonel Maycomb"
198,"Colonel Maycomb's troops"
181,"Cotton Tom Heflin"
115,"County clerk"
116,"County solicitor"
130,"Court reporter"
223,"Cousin Ike Finch"
90,"Cousin Joshua St. Clair"
44,"Crazy Addie"
193,"Crowd (at the pageant)"
106,"Crowd (at the trial)"
65,"D.C."
76,"Dentists"
6,"Dill Harris"
36,"Dill's father"
33,"Dill's mother"
75,"Doctors"
217,"Dr. Frank Buford"
60,"Dr. Reynolds"
35,"Dracula"
39,"Edgar Rice Burroughs"
176,"Elmer Davis"
151,"Estelle"
201,"Eula May"
74,"Farmers"
102,"Foot-washers"
103,"Foot-washers' driver"
177,"Football coach"
225,"Francis Hancock"
168,"Fred"
132,"Garbage collector"
13,"General Andrew Jackson"
19,"God"
153,"Governor of Alabama"
11,"Heck Tate"
202,"Heck Tate's children"
204,"Heck Tate's wife"
139,"Helen Robinson"
175,"Henry"
226,"Henry Hancock"
84,"Henry W. Grady"
173,"Hitler"
119,"Idlers' Club"
