source,target,Char 1 Name,Char 2 Name,startPage,type,weight
71,93,Alex,"""little girl's"" mother",14,Undirected,1
66,93,Sasha,"""little girl's"" mother",14,Undirected,1
139,93,Robert Freeman Jr.,"""little girl's"" mother",14,Undirected,1
71,92,Alex,"""little girl"" (scarf victim)",14,Undirected,1
66,92,Sasha,"""little girl"" (scarf victim)",14,Undirected,1
139,92,Robert Freeman Jr.,"""little girl"" (scarf victim)",14,Undirected,1
71,139,Alex,Robert Freeman Jr.,14,Undirected,1
66,139,Sasha,Robert Freeman Jr.,14,Undirected,1
66,71,Sasha,Alex,15,Undirected,1
92,93,"""little girl"" (scarf victim)","""little girl's"" mother",15,Undirected,1
71,93,Alex,"""little girl's"" mother",15,Undirected,1
66,93,Sasha,"""little girl's"" mother",15,Undirected,1
69,71,Coz,Alex,15,Undirected,1
71,92,Alex,"""little girl"" (scarf victim)",15,Undirected,1
66,92,Sasha,"""little girl"" (scarf victim)",15,Undirected,1
69,93,Coz,"""little girl's"" mother",15,Undirected,1
66,69,Sasha,Coz,15,Undirected,1
69,92,Coz,"""little girl"" (scarf victim)",15,Undirected,1
69,72,Coz,"""the plumber""",16,Undirected,1
72,76,"""the plumber""",Lizzie,16,Undirected,1
66,71,Sasha,Alex,16,Undirected,1
69,71,Coz,Alex,16,Undirected,1
71,76,Alex,Lizzie,16,Undirected,1
66,76,Sasha,Lizzie,16,Undirected,1
66,69,Sasha,Coz,16,Undirected,1
69,76,Coz,Lizzie,16,Undirected,1
71,72,Alex,"""the plumber""",16,Undirected,1
66,72,Sasha,"""the plumber""",16,Undirected,1
96,95,girl in braces,boy two in picture,17,Undirected,1
76,95,Lizzie,boy two in picture,17,Undirected,1
69,71,Coz,Alex,17,Undirected,1
66,69,Sasha,Coz,17,Undirected,1
96,76,girl in braces,Lizzie,17,Undirected,1
69,95,Coz,boy two in picture,17,Undirected,1
96,94,girl in braces,boy one in picture,17,Undirected,1
76,94,Lizzie,boy one in picture,17,Undirected,1
71,95,Alex,boy two in picture,17,Undirected,1
69,76,Coz,Lizzie,17,Undirected,1
96,66,girl in braces,Sasha,17,Undirected,1
96,69,girl in braces,Coz,17,Undirected,1
66,71,Sasha,Alex,17,Undirected,1
69,94,Coz,boy one in picture,17,Undirected,1
71,76,Alex,Lizzie,17,Undirected,1
66,95,Sasha,boy two in picture,17,Undirected,1
71,94,Alex,boy one in picture,17,Undirected,1
96,71,girl in braces,Alex,17,Undirected,1
66,76,Sasha,Lizzie,17,Undirected,1
94,95,boy one in picture,boy two in picture,17,Undirected,1
66,94,Sasha,boy one in picture,17,Undirected,1
66,71,Sasha,Alex,18,Undirected,1
76,69,Lizzie,Coz,18,Undirected,1
69,71,Coz,Alex,18,Undirected,1
76,71,Lizzie,Alex,18,Undirected,1
66,76,Sasha,Lizzie,18,Undirected,1
66,69,Sasha,Coz,18,Undirected,1
137,78,Bennie's senior executive,Collette,19,Undirected,1
97,78,Cyndi Lauper,Collette,19,Undirected,1
67,77,Bennie Salazar,Stop/Go sisters,19,Undirected,1
99,115,Olivia (Louisa's daughter),Louisa (younger Stop/Go sister),19,Undirected,1
77,78,Stop/Go sisters,Collette,19,Undirected,1
98,67,Chrissie Hynde,Bennie Salazar,19,Undirected,1
97,99,Cyndi Lauper,Olivia (Louisa's daughter),19,Undirected,1
114,115,Chandra (oldest Stop/Go sister),Louisa (younger Stop/Go sister),19,Undirected,1
137,114,Bennie's senior executive,Chandra (oldest Stop/Go sister),19,Undirected,1
98,137,Chrissie Hynde,Bennie's senior executive,19,Undirected,1
99,78,Olivia (Louisa's daughter),Collette,19,Undirected,1
97,114,Cyndi Lauper,Chandra (oldest Stop/Go sister),19,Undirected,1
