Relative Order,Event Name,Start Date ST,End Date ST,Is Approximate ST,Narrator,Start Page Mention,End Page Mention,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT,Evidence,Sasha,Bennie,Scotty,Lou,Rob,Lulu,,,,,,
24,"Rhea, Jocelyn, and Lou reconnect",9-1-2006,12-31-2006,T,Jocelyn,89,89,9-1-2006,12-31-2006,84,91,T,"""Where's that. Thing,"" Lou asks...",F,F,F,T,F,F,,,,,,
24,"Rhea, Jocelyn, and Lou reconnect",9-1-2006,12-31-2006,T,Jocelyn,90,90,9-1-2006,12-31-2006,84,91,T,Now the old man is crying.,F,F,F,T,F,F,,,,,,
24,"Rhea, Jocelyn, and Lou reconnect",9-1-2006,12-31-2006,T,Jocelyn,91,91,9-1-2006,12-31-2006,84,91,T,"He looks scared, but he smiles.",F,F,F,T,F,F,,,,,,
25,Lou dies,9/31/2006,9/31/2006,T,3rd-Person,37,37,2021-01-01,2031-12-31,19,38,T,Lou has died three months ago...,F,F,F,T,F,F,,,,,,
26,The Party,12-31-2006,12-31-2006,F,3rd-Person,22,22,2021-01-01,2031-12-31,19,38,T,"""The Party""",F,T,F,F,F,F,,,,,,
26,The Party,12-31-2006,12-31-2006,F,3rd-Person,141,141,2021-01-01,2031-12-31,137,165,T,The Party...,F,T,F,F,F,F,,,,,,
27,Dolly is incarcerated for 6 months,1-1-2007,6/31/2007,T,3rd-Person,22,22,2021-01-01,2031-12-31,19,38,T,"Stephanie's former boss, who was now doing jail time?",F,F,F,F,F,F,,,,,,
27,Dolly is incarcerated for 6 months,1-1-2007,6/31/2007,T,3rd-Person,142,142,2021-01-01,2031-12-31,137,165,T,...six months for criminal negligence...,F,F,F,F,F,F,,,,,,
28,Bennie tells Sasha he's crazy about her,5-1-2007,5-1-2007,T,3rd-Person,38,38,2021-01-01,2031-12-31,19,38,T,"""I'm crazy about you, Sasha.""",T,T,F,F,F,F,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,149,149,2021-01-01,2031-12-31,137,165,T,...the general's compound.,F,F,F,F,F,T,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,150,150,2021-01-01,2031-12-31,137,165,T,...emerged from the compound...,F,F,F,F,F,T,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,151,151,2021-01-01,2031-12-31,137,165,T,"""The general was impressed.""",F,F,F,F,F,T,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,152,152,2021-01-01,2031-12-31,137,165,T,Dolly and Lulu rode with Arc...,F,F,F,F,F,T,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,153,153,2021-01-01,2031-12-31,137,165,T,Arc led the way inside a crowded tea shop.,F,F,F,F,F,T,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,154,154,2021-01-01,2031-12-31,137,165,T,The next day they piled into to black armored cars...,F,F,F,F,F,T,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,155,155,2021-01-01,2031-12-31,137,165,T,They breezed through the checkpoints...,F,F,F,F,F,T,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,156,156,2021-01-01,2031-12-31,137,165,T,They drove and drove.,F,F,F,F,F,T,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,157,157,2021-01-01,2031-12-31,137,165,T,...outposts patrolled by soldiers...,F,F,F,F,F,T,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,158,158,2021-01-01,2031-12-31,137,165,T,...she watched the general recognize Kitty...,F,F,F,F,F,T,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,159,159,2021-01-01,2031-12-31,137,165,T,Kitty and the generals stoof hand in hand...,F,F,F,F,F,T,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,160,160,2021-01-01,2031-12-31,137,165,T,"""Do you eat them?"" Kitty asked the general.",F,F,F,F,F,T,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,161,161,2021-01-01,2031-12-31,137,165,T,While the general raged...,F,F,F,F,F,T,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,163,163,2021-01-01,2031-12-31,137,165,T,"""The general is angry.""",F,F,F,F,F,T,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,164,164,2021-01-01,2031-12-31,137,165,T,Dolly remembered how perplexed the general had looked in those pictures...,F,F,F,F,F,T,,,,,,
29,"Dolly, Lulu, and Kitty visit the General",7-1-2008,7-31-2008,T,3rd-Person,165,165,2021-01-01,2031-12-31,137,165,T,"""...your invaluable guidance...""",F,F,F,F,F,T,,,,,,
30,Sasha and Drew marry,7-1-2008,7-31-2008,T,Alison,255,255,2021-01-01,2031-12-31,234,309,T,...she married Drew in 2008... (The Candy House 49),T,F,F,F,F,F,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,315,315,2021-01-01,2031-12-31,310,340,T,...selecting potential parrots...,F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,316,316,2021-01-01,2031-12-31,310,340,T,Alex stared goggle-eyed at his handset screen.,F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,317,317,2021-01-01,2031-12-31,310,340,T,Alex didn't know.,F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,318,318,2021-01-01,2031-12-31,310,340,T,"""How did you find your way to Bennie?"" he asked.",F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,319,319,2021-01-01,2031-12-31,310,340,T,"""Sports metaphors still work,"" Lulu reflected.",F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,320,320,2021-01-01,2031-12-31,310,340,T,"""'Inherently wrong,'"" she said.",F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,321,321,2021-01-01,2031-12-31,310,340,T,"""You okay?"" he asked.",F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,322,322,2021-01-01,2031-12-31,310,340,T,Alex read this one in silence.,F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,323,323,2021-01-01,2031-12-31,310,340,T,...he needed to tell her about his arrangement with Bennie.,F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,324,324,2021-01-01,2031-12-31,310,340,T,JD nEds 2 think,F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,325,325,2021-01-01,2031-12-31,310,340,T,How does she know?,F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,326,326,2021-01-01,2031-12-31,310,340,T,u herd th nUs?,F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,327,327,2021-01-01,2031-12-31,310,340,T,...Alex monitored his blind parrots...,F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,328,328,2021-01-01,2031-12-31,310,340,T,Alex had been debating how to propose this concert to Rebecca...,F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,329,329,2021-01-01,2031-12-31,310,340,T,"""A lap steel guitar with a slide—""",F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,330,330,2021-01-01,2031-12-31,310,340,T,You going south?...,F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,331,331,2021-01-01,2031-12-31,310,340,T,"if thr r childrn, thr mst b a fUtr, rt?",F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,332,332,2021-01-01,2031-12-31,310,340,T,"Inside, Bennie and an old roadie...",F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,333,333,2021-01-01,2031-12-31,310,340,T,"""The goon won.""",F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,334,334,2021-01-01,2031-12-31,310,340,T,...Alex made an effort to condult with his boss.,F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,335,335,2021-01-01,2031-12-31,310,340,T,Scotty climbed onto the platform...,F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,336,336,2021-01-01,2031-12-31,310,340,T,"""Eyes in My Head,"" ""X;s and O's,"" ""Who's Watching Hardest""",F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,337,337,2021-01-01,2031-12-31,310,340,T,"""It happens once in your life [...] an event like that.""",F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,338,338,2021-01-01,2031-12-31,310,340,T,"""Sasha. I haven't thought abotu her in a long time.""",F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,339,339,2021-01-01,2031-12-31,310,340,T,...he and Bennie Salazar.,F,T,T,F,F,T,,,,,,
31,Alex works for Bennie,3-1-2020,3-1-2020,T,3rd-Person,340,340,2021-01-01,2031-12-31,310,340,T,"""You grew up, Alex,"" he said, ""just like the rest of us.""",F,T,T,F,F,T,,,,,,
32,Scotty Hausman concert,3-15-2020,3-15-2020,T,3rd-Person,335,335,2021-01-01,2031-12-31,310,340,T,Scotty climbed onto the platform...,F,T,T,F,F,T,,,,,,
32,Scotty Hausman concert,3-15-2020,3-15-2020,T,3rd-Person,336,336,2021-01-01,2031-12-31,310,340,T,"""Eyes in My Head,"" ""X;s and O's,"" ""Who's Watching Hardest""",F,T,T,F,F,T,,,,,,
32,Scotty Hausman concert,3-15-2020,3-15-2020,T,3rd-Person,337,337,2021-01-01,2031-12-31,310,340,T,"""It happens once in your life [...] an event like that.""",F,T,T,F,F,T,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
