Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,Participating Characters,Evelina Harp,Judge Antone Bazil Coutts,Marn Wolde,Doctor Cordelia Lochren,Seraph Milk,Corwin Peace,Billy Peace,Warren Wolde,Shamengwa Milk,Henri Peace,Lafayette Peace
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,167,167,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,168,168,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,169,169,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,170,170,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,171,171,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,172,172,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,174,174,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,176,176,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
3,Henri sends fiddle onto lake for Lafayette,1888-08-20,1888-08-20,F,Henri Peace,214,214,1888-08-20,1888-08-20,214,216,T,"“August 20, 1888” (214)",,,,,,,,,,,T,T
3,Henri sends fiddle onto lake,1888-08-20,1888-08-20,F,Judge Antone Bazil Coutts,214,214,1980-11-30,1980-11-30,193,217,T,"“August 20, 1888” (214)",,,,,,,,,,,,
3,Henri sends fiddle onto lake for Lafayette,1888-08-20,1888-08-20,F,Henri Peace,215,215,1888-08-20,1888-08-20,214,216,T,"“August 20, 1888” (214)",,,,,,,,,,,T,T
3,Henri sends fiddle onto lake,1888-08-20,1888-08-20,F,Judge Antone Bazil Coutts,215,215,1980-11-30,1980-11-30,193,217,T,"“August 20, 1888” (214)",,,,,,,,,,,,
3,Henri sends fiddle onto lake for Lafayette,1888-08-20,1888-08-20,F,Henri Peace,216,216,1888-08-20,1888-08-20,214,216,T,"“August 20, 1888” (214)",,,,,,,,,,,T,T
3,Henri sends fiddle onto lake,1888-08-20,1888-08-20,F,Judge Antone Bazil Coutts,216,216,1980-11-30,1980-11-30,193,217,T,"“August 20, 1888” (214)",,,,,,,,,,,,
31,Evelina goes to college,1972-08-31,1972-08-31,F,Evelina Harp,221,221,1986-07-02,1986-07-02,219,268,T,“In the fall of 1972 my parents drove me to college” (221),Evelina Harp,T,,,,,,,,,,
31,Evelina goes to college,1972-08-31,1972-08-31,F,Evelina Harp,222,222,1986-07-02,1986-07-02,219,268,T,“In the fall of 1972 my parents drove me to college” (221),Evelina Harp,T,,,,,,,,,,
20,Evelina kisses Corwin,1966-04-11,1966-04-11,F,Evelina Harp,223,223,1986-07-02,1986-07-02,219,268,T,"“mid-1960s,” (9) before “[w]e were in the sixth grade” (43). Evelina goes to college “in the fall of 1972” (221), (she goes to college right after highschool as she says ""I was just about to graduate and was working at the 4-B's, saving up money for college"" (184)) so she would be in sixth grade 6 years earlier which is 1966. This happens “[t]he day after Easter Monday” (19) which in 1966 is April 11th. ",Corwin Peace and Evelina Harp,T,,,,,T,,,,,
31,Evelina goes to college,1972-08-31,1972-08-31,F,Evelina Harp,223,223,1986-07-02,1986-07-02,219,268,T,“In the fall of 1972 my parents drove me to college” (221),Evelina Harp,T,,,,,,,,,,
32,Evelina is an aide,1972-12-31,1973-03-20,F,Evelina Harp,226,226,1986-07-02,1986-07-02,219,268,T,After leaving for college Evelina states “that winter” (226) is when she got her job.,Evelina Harp and Warren Wolde,T,,,,,,,T,,,
32,Evelina is an aide,1972-12-31,1973-03-20,F,Evelina Harp,227,227,1986-07-02,1986-07-02,219,268,T,After leaving for college Evelina states “that winter” (226) is when she got her job.,Evelina Harp and Warren Wolde,T,,,,,,,T,,,
32,Evelina is an aide,1972-12-31,1973-03-20,F,Evelina Harp,228,228,1986-07-02,1986-07-02,219,268,T,After leaving for college Evelina states “that winter” (226) is when she got her job.,Evelina Harp and Warren Wolde,T,,,,,,,T,,,
32,Evelina is an aide,1972-12-31,1973-03-20,F,Evelina Harp,229,229,1986-07-02,1986-07-02,219,268,T,After leaving for college Evelina states “that winter” (226) is when she got her job.,Evelina Harp and Warren Wolde,T,,,,,,,T,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Evelina Harp,243,243,1986-07-02,1986-07-02,219,268,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,  ,,T,,,,T,,,,
20,Evelina kisses Corwin,1966-04-11,1966-04-11,F,Evelina Harp,244,244,1986-07-02,1986-07-02,219,268,T,"“mid-1960s,” (9) before “[w]e were in the sixth grade” (43). Evelina goes to college “in the fall of 1972” (221), (she goes to college right after highschool as she says ""I was just about to graduate and was working at the 4-B's, saving up money for college"" (184)) so she would be in sixth grade 6 years earlier which is 1966. This happens “[t]he day after Easter Monday” (19) which in 1966 is April 11th. ",Corwin Peace and Evelina Harp,T,,,,,T,,,,,
23,Evelina loves Mary Anita,1966-09-05,1966-09-05,F,Evelina Harp,244,244,1986-07-02,1986-07-02,219,268,T,“We were in the sixth grade” and “it was the first day of school” (43). The first day of school in 1966 in North Dakota is September 5th. ,Evelina Harp,T,,,,,,,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Evelina Harp,245,245,1986-07-02,1986-07-02,219,268,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,  ,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Evelina Harp,253,253,1986-07-02,1986-07-02,219,268,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,  ,,T,,,,T,,,,
14,Octave saves stamps,1922-01-01,1928-12-31,F,Doctor Cordelia Lochren,300,300,1988-12-31,1988-12-31,293,311,T," “about six years before he absconded with the bank’s money, Octave Harp had gone into…stamps” (302), and ”[i]n 1928 the owner of the National Bank of Pluto fled the country with most of the town's money” (297). 1928-6 years is 1922. ",,  ,,,,,,,,,,
14,Octave saves stamps,1922-01-01,1928-12-31,F,Doctor Cordelia Lochren,301,301,1988-12-31,1988-12-31,293,311,T," “about six years before he absconded with the bank’s money, Octave Harp had gone into…stamps” (302), and ”[i]n 1928 the owner of the National Bank of Pluto fled the country with most of the town's money” (297). 1928-6 years is 1922. ",,  ,,,,,,,,,,
14,Octave saves stamps,1922-01-01,1928-12-31,F,Doctor Cordelia Lochren,302,302,1988-12-31,1988-12-31,293,311,T," “about six years before he absconded with the bank’s money, Octave Harp had gone into…stamps” (302), and ”[i]n 1928 the owner of the National Bank of Pluto fled the country with most of the town's money” (297). 1928-6 years is 1922. ",,  ,,,,,,,,,,
14,Octave saves stamps,1922-01-01,1928-12-31,F,Doctor Cordelia Lochren,303,303,1988-12-31,1988-12-31,293,311,T," “about six years before he absconded with the bank’s money, Octave Harp had gone into…stamps” (302), and ”[i]n 1928 the owner of the National Bank of Pluto fled the country with most of the town's money” (297). 1928-6 years is 1922. ",,  ,,,,,,,,,,
14,Octave saves stamps,1922-01-01,1928-12-31,F,Doctor Cordelia Lochren,304,304,1988-12-31,1988-12-31,293,311,T," “about six years before he absconded with the bank’s money, Octave Harp had gone into…stamps” (302), and ”[i]n 1928 the owner of the National Bank of Pluto fled the country with most of the town's money” (297). 1928-6 years is 1922. ",,  ,,,,,,,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Doctor Cordelia Lochren,305,305,1988-12-31,1988-12-31,293,311,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,  ,,T,,,,T,,,,
14,Octave saves stamps,1922-01-01,1928-12-31,F,Doctor Cordelia Lochren,306,306,1988-12-31,1988-12-31,293,311,T," “about six years before he absconded with the bank’s money, Octave Harp had gone into…stamps” (302), and ”[i]n 1928 the owner of the National Bank of Pluto fled the country with most of the town's money” (297). 1928-6 years is 1922. ",,  ,,,,,,,,,,
