Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,Participating Characters,Evelina Harp,Judge Antone Bazil Coutts,Marn Wolde,Doctor Cordelia Lochren,Seraph Milk,Corwin Peace,Billy Peace,Warren Wolde,Shamengwa Milk,Henri Peace,Lafayette Peace
41,Bazil and Geraldine marry,1974-05-01,1974-05-01,T,Judge Antone Bazil Coutts,273,273,1980-11-30,1980-11-30,269,292,T,"Coutts and Geraldine marry when Father Cassidy is still in Pluto: ""Father Cassidy said he would not solemnize thier vows"" (267), and after Evelina comes back from the hospital, as she attends thier wedding. When Evelina goes with Seraph to the hospital on Halloween following her return home (October 31st 1973) she says that ""[a] year later"" Father Cassidy ""quit the priesthood, went home, grew a beard, and became an entreprener""(261). Therefore, in order for Evelina and Father Cassidy to be in Pluto at the time of the wedding, it would've had to take place between October 31st 1973 and October 31st 1974. ","Corwin Peace, Evelina Harp, Judge Antone Bazil Coutts, and Seraph Milk", T,T,,,T,T,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Judge Antone Bazil Coutts,273,273,1980-11-30,1980-11-30,269,292,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Judge Antone Bazil Coutts,274,274,1980-11-30,1980-11-30,269,292,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Judge Antone Bazil Coutts,276,276,1980-11-30,1980-11-30,269,292,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Judge Antone Bazil Coutts,276,276,1980-11-30,1980-11-30,269,292,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Judge Antone Bazil Coutts,277,277,1980-11-30,1980-11-30,269,292,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Judge Antone Bazil Coutts,278,278,1980-11-30,1980-11-30,269,292,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Judge Antone Bazil Coutts,279,279,1980-11-30,1980-11-30,269,292,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Judge Antone Bazil Coutts,280,280,1980-11-30,1980-11-30,269,292,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Judge Antone Bazil Coutts,281,281,1980-11-30,1980-11-30,269,292,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Judge Antone Bazil Coutts,282,282,1980-11-30,1980-11-30,269,292,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Judge Antone Bazil Coutts,283,283,1980-11-30,1980-11-30,269,292,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Judge Antone Bazil Coutts,286,286,1980-11-30,1980-11-30,269,292,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Judge Antone Bazil Coutts,287,287,1980-11-30,1980-11-30,269,292,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Judge Antone Bazil Coutts,288,288,1980-11-30,1980-11-30,269,292,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
41,Bazil and Geraldine marry,1974-05-01,1974-05-01,T,Judge Antone Bazil Coutts,289,289,1980-11-30,1980-11-30,269,292,T,"Coutts and Geraldine marry when Father Cassidy is still in Pluto: ""Father Cassidy said he would not solemnize thier vows"" (267), and after Evelina comes back from the hospital, as she attends thier wedding. When Evelina goes with Seraph to the hospital on Halloween following her return home (October 31st 1973) she says that ""[a] year later"" Father Cassidy ""quit the priesthood, went home, grew a beard, and became an entreprener""(261). Therefore, in order for Evelina and Father Cassidy to be in Pluto at the time of the wedding, it would've had to take place between October 31st 1973 and October 31st 1974. ","Corwin Peace, Evelina Harp, Judge Antone Bazil Coutts, and Seraph Milk", T,T,,,T,T,,,,,
41,Bazil and Geraldine marry,1974-05-01,1974-05-01,T,Judge Antone Bazil Coutts,291,291,1980-11-30,1980-11-30,269,292,T,"Coutts and Geraldine marry when Father Cassidy is still in Pluto: ""Father Cassidy said he would not solemnize thier vows"" (267), and after Evelina comes back from the hospital, as she attends thier wedding. When Evelina goes with Seraph to the hospital on Halloween following her return home (October 31st 1973) she says that ""[a] year later"" Father Cassidy ""quit the priesthood, went home, grew a beard, and became an entreprener""(261). Therefore, in order for Evelina and Father Cassidy to be in Pluto at the time of the wedding, it would've had to take place between October 31st 1973 and October 31st 1974. ","Corwin Peace, Evelina Harp, Judge Antone Bazil Coutts, and Seraph Milk", T,T,,,T,T,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Judge Antone Bazil Coutts,292,292,1980-11-30,1980-11-30,269,292,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Doctor Cordelia Lochren,296,296,1988-12-31,1988-12-31,293,311,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,T,T
12,The Lynching,1911-06-15,1911-06-15,T,Doctor Cordelia Lochren,297,297,1988-12-31,1988-12-31,293,311,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Doctor Cordelia Lochren,297,297,1988-12-31,1988-12-31,293,311,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Doctor Cordelia Lochren,298,298,1988-12-31,1988-12-31,293,311,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
13,Oric and Electa adopt Cordelia,1911-06-15,1911-06-15,T,Doctor Cordelia Lochren,298,298,1988-12-31,1988-12-31,293,311,T,"“1911” (92),  “[o]ne day in early summer” (60).",Doctor Cordelia Lochren,   ,,,T,,,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Doctor Cordelia Lochren,298,298,1988-12-31,1988-12-31,293,311,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
17,Billy and John ransom Neve,1954-02-03,1954-02-03,T,Doctor Cordelia Lochren,299,299,1988-12-31,1988-12-31,293,311,T,"Neve exclaiming ""'In this snow?'"" (119) indicates that it is winter and on the same day John suggests that Billy kidnaps Neve ""tomorrow night"" (123). As Maggie is already pregnant, this happens within nine months of Corwin's birth and as Corwin is born in 1954 this must be in winter 1953/54. ",Billy Peace,  ,,,,,,T,,,,
17,Billy and John ransom Neve,1954-02-03,1954-02-03,T,Doctor Cordelia Lochren,305,305,1988-12-31,1988-12-31,293,311,T,"Neve exclaiming ""'In this snow?'"" (119) indicates that it is winter and on the same day John suggests that Billy kidnaps Neve ""tomorrow night"" (123). As Maggie is already pregnant, this happens within nine months of Corwin's birth and as Corwin is born in 1954 this must be in winter 1953/54. ",Billy Peace,  ,,,,,,T,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Doctor Cordelia Lochren,307,307,1988-12-31,1988-12-31,293,311,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
12,The Lynching,1911-06-15,1911-06-15,T,Doctor Cordelia Lochren,307,307,1988-12-31,1988-12-31,293,311,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
13,Oric and Electa adopt Cordelia,1911-06-15,1911-06-15,T,Doctor Cordelia Lochren,307,307,1988-12-31,1988-12-31,293,311,T,"“1911” (92),  “[o]ne day in early summer” (60).",Doctor Cordelia Lochren,   ,,,T,,,,,,,
10,Seraph and friends find murder,1911-06-15,1911-06-15,T,Doctor Cordelia Lochren,307,307,1988-12-31,1988-12-31,293,311,T,"“1911” (92),  “[o]ne day in early summer” (60).",Doctor Cordelia Lochren and Seraph Milk,,,,T,T,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Doctor Cordelia Lochren,308,308,1988-12-31,1988-12-31,293,311,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
12,The Lynching,1911-06-15,1911-06-15,T,Doctor Cordelia Lochren,308,308,1988-12-31,1988-12-31,293,311,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Doctor Cordelia Lochren,310,310,1988-12-31,1988-12-31,293,311,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
26,Warren put into state hospital,1969-07-01,1969-07-01,T,Doctor Cordelia Lochren,310,310,1988-12-31,1988-12-31,293,311,T,"Cordelia states that she treated Warren on the Wolde property ""about twenty years ago""(309), and she is narrating in her ""seventies"" (299). Since she is born in 1911 she narrates between 1981 and 1991, therefore she treats Warren between 1961 and 1971. She then states that Warren lasted ""pretty well for another few years before he went entirely senile and was sent down to the state hospital"" (309-310). Assuming 'a few' is ~3 years, Warren is sent to the hospital between 1964 and 1974.",Marn Wolde and Warren Wolde,  ,,T,,,,,T,,,
35,Corwin’s music kills Warren,1973-05-05,1973-05-05,T,Doctor Cordelia Lochren,310,310,1988-12-31,1988-12-31,293,311,T,"“Fires had been set to clear spring stubble” (248) indicates that the seasons have progressed into spring, so therefore spring 1973","Corwin Peace, Evelina Harp, and Warren Wolde",T,,,,,T,,T,,,
39,Murderer’s identity revealed,1973-06-05,1973-06-05,T,Doctor Cordelia Lochren,310,310,1988-12-31,1988-12-31,293,311,T,"Cordelia learns of Warren's death ""several weeks"" (310) after he dies, when she recieves the package that reveals that he was the murderer. ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Doctor Cordelia Lochren,311,311,1988-12-31,1988-12-31,293,311,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
39,Murderer’s identity revealed,1973-06-05,1973-06-05,T,Doctor Cordelia Lochren,311,311,1988-12-31,1988-12-31,293,311,T,"Cordelia learns of Warren's death ""several weeks"" (310) after he dies, when she recieves the package that reveals that he was the murderer. ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
14,Octave saves stamps,1922-01-01,1928-12-31,F,Evelina Harp,9,9,1986-07-02,1986-07-02,3,86,T," “about six years before he absconded with the bank’s money, Octave Harp had gone into…stamps” (302), and ”[i]n 1928 the owner of the National Bank of Pluto fled the country with most of the town's money” (297). 1928-6 years is 1922. ",,,,,,,,,,,,
20,Evelina kisses Corwin,1966-04-11,1966-04-11,F,Evelina Harp,20,20,1986-07-02,1986-07-02,3,86,T,"“mid-1960s,” (9) before “[w]e were in the sixth grade” (43). Evelina goes to college “in the fall of 1972” (221), (she goes to college right after highschool as she says ""I was just about to graduate and was working at the 4-B's, saving up money for college"" (184)) so she would be in sixth grade 6 years earlier which is 1966. This happens “[t]he day after Easter Monday” (19) which in 1966 is April 11th. ",Corwin Peace and Evelina Harp,T,,,,,T,,,,,
1,Louis Riel hanged,1885-11-16,1885-11-16,F,Evelina Harp,21,21,1986-07-02,1986-07-02,3,86,T,"Based on Louis Riel's death (source: ""The Fate of Louis Riel."" CBC, 2001. https://www.cbc.ca/history/EPISCONTENTSE1EP10CH4PA4LE.html. Accessed 27 February 2025.) ",,,,,,,,,,,,
1,Louis Riel hanged,1885-11-16,1885-11-16,F,Evelina Harp,22,22,1986-07-02,1986-07-02,3,86,T,"Based on Louis Riel's death (source: ""The Fate of Louis Riel."" CBC, 2001. https://www.cbc.ca/history/EPISCONTENTSE1EP10CH4PA4LE.html. Accessed 27 February 2025.) ",,,,,,,,,,,,
20,Evelina kisses Corwin,1966-04-11,1966-04-11,F,Evelina Harp,33,33,1986-07-02,1986-07-02,3,86,T,"“mid-1960s,” (9) before “[w]e were in the sixth grade” (43). Evelina goes to college “in the fall of 1972” (221), (she goes to college right after highschool as she says ""I was just about to graduate and was working at the 4-B's, saving up money for college"" (184)) so she would be in sixth grade 6 years earlier which is 1966. This happens “[t]he day after Easter Monday” (19) which in 1966 is April 11th. ",Corwin Peace and Evelina Harp,T,,,,,T,,,,,
1,Louis Riel hanged,1885-11-16,1885-11-16,F,Evelina Harp,34,34,1986-07-02,1986-07-02,3,86,T,"Based on Louis Riel's death (source: ""The Fate of Louis Riel."" CBC, 2001. https://www.cbc.ca/history/EPISCONTENTSE1EP10CH4PA4LE.html. Accessed 27 February 2025.) ",,,,,,,,,,,,
20,Evelina kisses Corwin,1966-04-11,1966-04-11,F,Evelina Harp,43,43,1986-07-02,1986-07-02,3,86,T,"“mid-1960s,” (9) before “[w]e were in the sixth grade” (43). Evelina goes to college “in the fall of 1972” (221), (she goes to college right after highschool as she says ""I was just about to graduate and was working at the 4-B's, saving up money for college"" (184)) so she would be in sixth grade 6 years earlier which is 1966. This happens “[t]he day after Easter Monday” (19) which in 1966 is April 11th. ",Corwin Peace and Evelina Harp,T,,,,,T,,,,,
23,Evelina loves Mary Anita,1966-09-05,1966-09-05,F,Evelina Harp,45,45,1986-07-02,1986-07-02,3,86,T,“We were in the sixth grade” and “it was the first day of school” (43). The first day of school in 1966 in North Dakota is September 5th. ,Evelina Harp,T,,,,,,,,,,
23,Evelina loves Mary Anita,1966-09-05,1966-09-05,F,Evelina Harp,47,47,1986-07-02,1986-07-02,3,86,T,“We were in the sixth grade” and “it was the first day of school” (43). The first day of school in 1966 in North Dakota is September 5th. ,Evelina Harp,T,,,,,,,,,,
23,Evelina loves Mary Anita,1966-09-05,1966-09-05,F,Evelina Harp,50,50,1986-07-02,1986-07-02,3,86,T,“We were in the sixth grade” and “it was the first day of school” (43). The first day of school in 1966 in North Dakota is September 5th. ,Evelina Harp,T,,,,,,,,,,
23,Evelina loves Mary Anita,1966-09-05,1966-09-05,F,Evelina Harp,51,51,1986-07-02,1986-07-02,3,86,T,“We were in the sixth grade” and “it was the first day of school” (43). The first day of school in 1966 in North Dakota is September 5th. ,Evelina Harp,T,,,,,,,,,,
23,Evelina loves Mary Anita,1966-09-05,1966-09-05,F,Evelina Harp,52,52,1986-07-02,1986-07-02,3,86,T,“We were in the sixth grade” and “it was the first day of school” (43). The first day of school in 1966 in North Dakota is September 5th. ,Evelina Harp,T,,,,,,,,,,
23,Evelina loves Mary Anita,1966-09-05,1966-09-05,F,Evelina Harp,53,53,1986-07-02,1986-07-02,3,86,T,“We were in the sixth grade” and “it was the first day of school” (43). The first day of school in 1966 in North Dakota is September 5th. ,Evelina Harp,T,,,,,,,,,,
23,Evelina loves Mary Anita,1966-09-05,1966-09-05,F,Evelina Harp,54,54,1986-07-02,1986-07-02,3,86,T,“We were in the sixth grade” and “it was the first day of school” (43). The first day of school in 1966 in North Dakota is September 5th. ,Evelina Harp,T,,,,,,,,,,
14,Octave saves stamps,1922-01-01,1928-12-31,F,Evelina Harp,55,55,1986-07-02,1986-07-02,3,86,T," “about six years before he absconded with the bank’s money, Octave Harp had gone into…stamps” (302), and ”[i]n 1928 the owner of the National Bank of Pluto fled the country with most of the town's money” (297). 1928-6 years is 1922. ",,,,,,,,,,,,
23,Evelina loves Mary Anita,1966-09-05,1966-09-05,F,Evelina Harp,56,56,1986-07-02,1986-07-02,3,86,T,“We were in the sixth grade” and “it was the first day of school” (43). The first day of school in 1966 in North Dakota is September 5th. ,Evelina Harp,T,,,,,,,,,,
14,Octave saves stamps,1922-01-01,1928-12-31,F,Evelina Harp,83,83,1986-07-02,1986-07-02,3,86,T," “about six years before he absconded with the bank’s money, Octave Harp had gone into…stamps” (302), and ”[i]n 1928 the owner of the National Bank of Pluto fled the country with most of the town's money” (297). 1928-6 years is 1922. ",,,,,,,,,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,148,148,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,152,152,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,153,153,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,154,154,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,155,155,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,158,158,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,159,159,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,163,163,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,164,164,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,165,165,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
21,Billy forms the Kindred,1966-07-02,1966-07-02,F,Marn Wolde,166,166,1979-09-26,1979-09-26,135,179,T,"During thier travels in the desert, Billy and Marn have ""signed on eight retired persons...to join [thier] congregation"" (148), therefore  Billy begins to form the Kindred at the earliest in 1963 and at tle latest in 1969 (*see ""Marn elopes with Billy"" and ""Marn gets her snakes"") ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
