Name,Color,HEX Code
3rd Person Narrator (PP),gray,#C0C0C0
Elizabeth Bennet,blue,#2891ff
Jane Bennet,salmon,#e5b4af
Mr. Bingley,magenta,#FF00FF
Mr. Collins,green,#00FF00
Mr. Darcy,red,#FF0000
Mr. Wickham,yellow,#FFFF00
Other characters,gray,#C0C0C0
