Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,Participating Characters,Alma Mereminski,Leo Gursky,Zvi Litvinoff,Isaac Moritz,Rosa Litvinoff,David Singer,Charlotte Singer,Bruno,Alma Singer,Misha Shklovsky,Bird,Jacob Marcus
2,Leo is born,1920-08-18,1920-08-18,T,Leo Gursky,255,0,2000-10-21,2000-10-21,255,255,T,"""Leopold Gursky started dying on August 18, 1920""",,,T,,,,,,,,,,
22,David Singer buys The History of Love,1971-01-01,1971-12-31,T,Zvi's narrator,74,0,,,,,T,"David was 22 when he bought it (176). He was 10 years oldethan Charlotte, and Charlotte is 41 when Alma is 15 (38).  Alma is born in 1985.",,,,,,,T,,,,,,
20,Rosa destroys the manuscript of The History of Love,1954-09-01,1964-01-01,T,Zvi's narrator,66,0,,,,,T,This event happened aftethe publication of The History of Love; re: 1964.,,,,,,T,,,,,,,
20,Rosa destroys the manuscript of The History of Love,1954-09-01,1964-01-01,T,Zvi's narrator,190,0,,,,,T,This event happened aftethe publication of The History of Love; re: 1964.,,,,,,T,,,,,,,
20,Rosa destroys the manuscript of The History of Love,1954-09-01,1964-01-01,T,Zvi's narrator,191,0,,,,,T,This event happened aftethe publication of The History of Love; re: 1964.,,,,,,T,,,,,,,
10,The Nazis invade Slonim,1941-07-01,1941-07-31,T,Zvi's narrator,155,0,,,,,T,Google it.,,,,,,,,,,,,,
19,Zvi adds Leo's obituary to The History of Love,1954-01-01,1962-12-31,T,Zvi's narrator,189,0,,,,,T,"This event occurred years before The History of Love was published; the latest possible date of publication is 1964, and years (plural) indicates a minimum of two. I forget how we decided on 1954.",,,T,T,,,,,,,,,
18,Zvi and Rosa finish translating The History of Love,1952-01-01,1952-12-31,T,Zvi's narrator,66,0,,,,,T,"This event probably occurred ""sixteen years"" afte""1936"" (184).",,,,T,,T,,,,,,,
17,Zvi and Rosa meet,1951-09-01,1951-11-01,T,Zvi's narrator,65,0,,,,,T,"""I met Zvi in Valparaiso, in the fall of 1951"" (65).",,,,T,,T,,,,,,,
17,Zvi and Rosa meet,1951-09-01,1951-11-01,T,Zvi's narrator,157,0,,,,,T,"""I met Zvi in Valparaiso, in the fall of 1951"" (65).",,,,T,,T,,,,,,,
24,Zvi dies,1978-01-01,1978-12-31,T,Zvi's narrator,65,0,,,,,T,"""...until his death in 1978..."" (68).",,,,T,,,,,,,,,
24,Zvi dies,1978-01-01,1978-12-31,T,Zvi's narrator,68,0,,,,,T,"""...until his death in 1978..."" (68).",,,,T,,,,,,,,,
24,Zvi dies,1978-01-01,1978-12-31,T,Zvi's narrator,71,0,,,,,T,"""...until his death in 1978..."" (68).",,,,T,,,,,,,,,
24,Zvi dies,1978-01-01,1978-12-31,T,Zvi's narrator,187,0,,,,,T,"""...until his death in 1978..."" (68).",,,,T,,,,,,,,,
24,Zvi dies,1978-01-01,1978-12-31,T,Zvi's narrator,188,0,,,,,T,"""...until his death in 1978..."" (68).",,,,T,,,,,,,,,
14,Zvi learns about his family's death,1945-09-02,1951-09-30,T,Zvi's narrator,68,0,,,,,T,"This event probably happened afte""the Waended"" but before ""he turned thirty-two"" (156).",,,,T,,,,,,,,,
14,Zvi learns about his family's death,1945-09-02,1951-09-30,T,Zvi's narrator,156,0,,,,,T,"This event probably happened afte""the Waended"" but before ""he turned thirty-two"" (156).",,,,T,,,,,,,,,
9,Zvi leaves for Chile with The History of Love,1941-01-01,1941-07-31,T,Zvi's narrator,74,0,,,,,T,"Zvi ""moved to Chile in 1941"" (74), but he moved before the Nazis invaded Slonim. Zvi received The History of Love ""on his last morning in Poland"" (153)",,,,T,,,,,,,,,
9,Zvi leaves for Chile with The History of Love,1941-01-01,1941-07-31,T,Zvi's narrator,110,0,,,,,T,"Zvi ""moved to Chile in 1941"" (74), but he moved before the Nazis invaded Slonim. Zvi received The History of Love ""on his last morning in Poland"" (153)",,,,T,,,,,,,,,
9,Zvi leaves for Chile with The History of Love,1941-01-01,1941-07-31,T,Zvi's narrator,153,0,,,,,T,"Zvi ""moved to Chile in 1941"" (74), but he moved before the Nazis invaded Slonim. Zvi received The History of Love ""on his last morning in Poland"" (153)",,,,T,,,,,,,,,
9,Zvi leaves for Chile with The History of Love,1941-01-01,1941-07-31,T,Zvi's narrator,154,0,,,,,T,"Zvi ""moved to Chile in 1941"" (74), but he moved before the Nazis invaded Slonim. Zvi received The History of Love ""on his last morning in Poland"" (153)",,,,T,,,,,,,,,
21,Zvi publishes The History of Love,1954-09-01,1964-01-01,T,Zvi's narrator,67,0,,,,,T,"This event happened aftehe showed his manuscript to editors ""in the fall of 1954"" (68). I forget how we decided on 1964.",,,,T,,,,,,,,,
21,Zvi publishes The History of Love,1954-09-01,1964-01-01,T,Zvi's narrator,70,0,,,,,T,"This event happened aftehe showed his manuscript to editors ""in the fall of 1954"" (68). I forget how we decided on 1964.",,,,T,,,,,,,,,
21,Zvi publishes The History of Love,1954-09-01,1964-01-01,T,Zvi's narrator,188,0,,,,,T,"This event happened aftehe showed his manuscript to editors ""in the fall of 1954"" (68). I forget how we decided on 1964.",,,,T,,,,,,,,,
21,Zvi publishes The History of Love,1954-09-01,1964-01-01,T,Zvi's narrator,189,0,,,,,T,"This event happened aftehe showed his manuscript to editors ""in the fall of 1954"" (68). I forget how we decided on 1964.",,,,T,,,,,,,,,
21,Zvi publishes The History of Love,1954-09-01,1964-01-01,T,Zvi's narrator,190,0,,,,,T,"This event happened aftehe showed his manuscript to editors ""in the fall of 1954"" (68). I forget how we decided on 1964.",,,,T,,,,,,,,,
4,Zvi sees Leo and Alma kiss,1936-05-01,1936-07-31,T,Zvi's narrator,184,0,,,,,T,"""Litvinoff remembered the day, early in the summeof 1936"" (184)",,T,T,T,,,,,,,,,
6,Zvi steals Leo's obituary,1940-01-27,1941-07-31,T,Zvi's narrator,118,0,,,,,T,"This event happened afteAlma leaves foAmerica (and afteIsaac Babel dies), and before Zvi leaves foChile.",,,T,T,,,,,,,,,
