Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,Participating Characters,Sasha,Bennie,Scotty,Lou,Rob,Lulu
4,Jocelyn meets Lou,1979-04-01,1979-04-01,T,Jocelyn,91,91,2006-10-31,2006-10-31,84,91,T,"Looking for a ride, kiddo?","Bennie, Lou, and Scotty",F,T,T,T,F,F
24,"Rhea, Jocelyn, and Lou reconnect",2006-09-01,2006-12-31,T,Jocelyn,84,84,2006-10-31,2006-10-31,84,91,T,He's in the bedroom...,Lou,F,F,F,T,F,F
24,"Rhea, Jocelyn, and Lou reconnect",2006-09-01,2006-12-31,T,Jocelyn,85,85,2006-10-31,2006-10-31,84,91,T,He found Rhea all the way in Seattle...,Lou,F,F,F,T,F,F
24,"Rhea, Jocelyn, and Lou reconnect",2006-09-01,2006-12-31,T,Jocelyn,86,86,2006-10-31,2006-10-31,84,91,T,He's lying.,Lou,F,F,F,T,F,F
24,"Rhea, Jocelyn, and Lou reconnect",2006-09-01,2006-12-31,T,Jocelyn,87,87,2006-10-31,2006-10-31,84,91,T,Lou's big bed...,Lou,F,F,F,T,F,F
24,"Rhea, Jocelyn, and Lou reconnect",2006-09-01,2006-12-31,T,Jocelyn,88,88,2006-10-31,2006-10-31,84,91,T,...we see Lou watching us.,Lou,F,F,F,T,F,F
24,"Rhea, Jocelyn, and Lou reconnect",2006-09-01,2006-12-31,T,Jocelyn,89,89,2006-10-31,2006-10-31,84,91,T,"""Where's that. Thing,"" Lou asks...",Lou,F,F,F,T,F,F
24,"Rhea, Jocelyn, and Lou reconnect",2006-09-01,2006-12-31,T,Jocelyn,90,90,2006-10-31,2006-10-31,84,91,T,Now the old man is crying.,Lou,F,F,F,T,F,F
24,"Rhea, Jocelyn, and Lou reconnect",2006-09-01,2006-12-31,T,Jocelyn,91,91,2006-10-31,2006-10-31,84,91,T,"He looks scared, but he smiles.",Lou,F,F,F,T,F,F
10,Rolph commits suicide,1990-06-01,1990-06-01,T,Jocelyn,89,89,2006-10-31,2006-10-31,84,91,T,And when it happened...,Lou,F,F,F,T,F,F
10,Rolph commits suicide,1990-06-01,1990-06-01,T,Jocelyn,90,90,2006-10-31,2006-10-31,84,91,T,...I already knew about Rolph,Lou,F,F,F,T,F,F
8,Rolph stops speaking to Lou and Jocelyn,1987-06-30,1987-06-30,T,Jocelyn,87,87,2006-10-31,2006-10-31,84,91,T,...Rolph wouldn't speak to me...,Lou,F,F,F,T,F,F
15,Jules Jones assaults Kitty Jackson,1999-06-01,1999-06-01,T,Jules,181,181,1999-08-15,1999-08-15,166,185,T,"I have an urge to push her backward onto the grass, and I do.",,F,F,F,F,F,F
15,Jules Jones assaults Kitty Jackson,1999-06-01,1999-06-01,T,Jules,182,182,1999-08-15,1999-08-15,166,185,T,"""Pretend you're riding Nixon,"" I say.",,F,F,F,F,F,F
15,Jules Jones assaults Kitty Jackson,1999-06-01,1999-06-01,T,Jules,183,183,1999-08-15,1999-08-15,166,185,T,...one hand covering Kitty's mouth...,,F,F,F,F,F,F
15,Jules Jones assaults Kitty Jackson,1999-06-01,1999-06-01,T,Jules,184,184,1999-08-15,1999-08-15,166,185,T,"...attempted rape, kidnapping, and aggravated assault...",,F,F,F,F,F,F
16,Jules Jones goes to prison,1999-06-01,1999-06-01,T,Jules,184,184,1999-08-15,1999-08-15,166,185,T,...a presentation before the grand jury followed my indictment...,,F,F,F,F,F,F
3,Bennie forms the Flaming Dildos,1977-03-15,1977-03-15,T,Rhea,41,41,1979-04-01,1979-06-30,39,58,T,The Flaming Dildos have had a lot of names...,Bennie and Scotty,F,T,T,F,F,F
3,Bennie forms the Flaming Dildos,1977-03-15,1977-03-15,T,Rhea,42,42,1979-04-01,1979-06-30,39,58,T,...from a school in Daly City.,Bennie and Scotty,F,T,T,F,F,F
4,Jocelyn meets Lou,1979-04-01,1979-04-01,T,Rhea,42,42,1979-04-01,1979-06-30,39,58,T,Jocelyn is waiting for Lou...,"Bennie, Lou, and Scotty",F,T,T,T,F,F
4,Jocelyn meets Lou,1979-04-01,1979-04-01,T,Rhea,43,43,1979-04-01,1979-06-30,39,58,T,"...she met the man, Lou","Bennie, Lou, and Scotty",F,T,T,T,F,F
1,"Lou, Rolph, and Charlie go to Africa",1973-06-01,1973-06-30,T,Rhea,50,50,1979-04-01,1979-06-30,39,58,T,Lou tells us about being on a train in Africa.,Lou,F,F,F,T,F,F
1,"Lou, Rolph, and Charlie go to Africa",1973-06-01,1973-06-30,T,Rhea,54,54,1979-04-01,1979-06-30,39,58,T,They went to Africa with him.,Lou,F,F,F,T,F,F
5,The Flaming Dildos play the Mab,1979-05-01,1979-05-01,T,Rhea,48,48,1979-04-01,1979-06-30,39,58,T,Dirk Dirksen from the Man gave him a call,"Bennie, Lou, and Scotty",F,T,T,T,F,F
5,The Flaming Dildos play the Mab,1979-05-01,1979-05-01,T,Rhea,49,49,1979-04-01,1979-06-30,39,58,T,...the Dildos gig at the Mab...,"Bennie, Lou, and Scotty",F,T,T,T,F,F
5,The Flaming Dildos play the Mab,1979-05-01,1979-05-01,T,Rhea,51,51,1979-04-01,1979-06-30,39,58,T,The door guy at the Mab...,"Bennie, Lou, and Scotty",F,T,T,T,F,F
5,The Flaming Dildos play the Mab,1979-05-01,1979-05-01,T,Rhea,52,52,1979-04-01,1979-06-30,39,58,T,When they start playing...,"Bennie, Lou, and Scotty",F,T,T,T,F,F
5,The Flaming Dildos play the Mab,1979-05-01,1979-05-01,T,Rhea,53,53,1979-04-01,1979-06-30,39,58,T,...the music...,"Bennie, Lou, and Scotty",F,T,T,T,F,F
5,The Flaming Dildos play the Mab,1979-05-01,1979-05-01,T,Rhea,54,54,1979-04-01,1979-06-30,39,58,T,Everyone agrees the gig went well.,"Bennie, Lou, and Scotty",F,T,T,T,F,F
12,Rob drowns,1993-03-01,1993-03-01,T,Rob,207,207,1993-03-01,1993-03-01,186,207,T,Fight! Fight! Fight!,Rob and Sasha,T,F,F,F,T,F
11,Sasha meets Rob,1991-09-03,1991-09-03,T,Rob,192,192,1993-03-01,1993-03-01,186,207,T,Sasha picked you out the first day...,Rob and Sasha,T,F,F,F,T,F
7,Sasha runs away,1987-06-01,1987-06-01,T,Rob,192,192,1993-03-01,1993-03-01,186,207,T,...she'd run away...,Sasha,T,F,F,F,F,F
7,Sasha runs away,1987-06-01,1987-06-01,T,Rob,194,194,1993-03-01,1993-03-01,186,207,T,In Naples...,Sasha,T,F,F,F,F,F
7,Sasha runs away,1987-06-01,1987-06-01,T,Rob,197,197,1993-03-01,1993-03-01,186,207,T,Drew knows nothing about how bad things were for Sasha in Naples...,Sasha,T,F,F,F,F,F
7,Sasha runs away,1987-06-01,1987-06-01,T,Rob,200,200,1993-03-01,1993-03-01,186,207,T,"""In Naples...""",Sasha,T,F,F,F,F,F
13,Sasha works for Bennie,1993-03-01,2005-03-31,T,Scotty,95,95,1997-04-01,1997-04-01,92,108,T,"She (reddish hair, green eyes...)","Bennie, Rob, and Sasha",T,T,F,F,T,F
13,Sasha works for Bennie,1993-03-01,2005-03-31,T,Scotty,98,98,1997-04-01,1997-04-01,92,108,T,...the russet haired receptionist...,"Bennie, Rob, and Sasha",T,T,F,F,T,F
13,Sasha works for Bennie,1993-03-01,2005-03-31,T,Scotty,99,99,1997-04-01,1997-04-01,92,108,T,He's officially not my problem anymore.,"Bennie, Rob, and Sasha",T,T,F,F,T,F
13,Sasha works for Bennie,1993-03-01,2005-03-31,T,Scotty,104,104,1997-04-01,1997-04-01,92,108,T,...where Sasha sat...,"Bennie, Rob, and Sasha",T,T,F,F,T,F
14,Scotty and Bennie reconnect,1997-04-01,1997-04-01,T,Scotty,98,98,1997-04-01,1997-04-01,92,108,T,"""Scotty, man, how goes it?""",Bennie and Scotty,F,T,T,F,F,F
14,Scotty and Bennie reconnect,1997-04-01,1997-04-01,T,Scotty,99,99,1997-04-01,1997-04-01,92,108,T,"""Here, c'mon back to my office...""",Bennie and Scotty,F,T,T,F,F,F
14,Scotty and Bennie reconnect,1997-04-01,1997-04-01,T,Scotty,100,100,1997-04-01,1997-04-01,92,108,T,"""You're giving me a fish?""",Bennie and Scotty,F,T,T,F,F,F
14,Scotty and Bennie reconnect,1997-04-01,1997-04-01,T,Scotty,101,101,1997-04-01,1997-04-01,92,108,T,"""Scotty, you still there?""",Bennie and Scotty,F,T,T,F,F,F
14,Scotty and Bennie reconnect,1997-04-01,1997-04-01,T,Scotty,102,102,1997-04-01,1997-04-01,92,108,T,I rose from my chair...,Bennie and Scotty,F,T,T,F,F,F
14,Scotty and Bennie reconnect,1997-04-01,1997-04-01,T,Scotty,103,103,1997-04-01,1997-04-01,92,108,T,I took a long inhale and turned to Bennie.,Bennie and Scotty,F,T,T,F,F,F
14,Scotty and Bennie reconnect,1997-04-01,1997-04-01,T,Scotty,104,104,1997-04-01,1997-04-01,92,108,T,"""Hey, Scotty, hold on...""",Bennie and Scotty,F,T,T,F,F,F
