character_id,character_name,character_novel_id_fk
988,Johnny,13
989,Lady in Red (Ana Cumpanas),13
990,John Herbert Dillinger,13
991,Miss Marie's mother,13
992,Miss Marie's white lady,13
993,Dewey Prince,13
994,Poland's aunt,13
995,Women,13
996,Miss Marie's children,13
997,Women (who cast unfavorable glances toward Pauline,13
998,"Family (""of slender means..."")",13
999,Woman (Pauline used to work for),13
1000,Friends (of the woman that Pauline use to work for,13
1001,Brother (of the woman Pauline used to work for),13
1002,Chicken,13
1003,Pie,13
1004,Husband (of the woman Pauline used to work for),13
1005,The Gas Man,13
1006,The Police,13
1007,Clark Gable,13
1008,Jean Harlow,13
1010,Maureen Peal,13
1011,Black boys,13
1012,White boys,13
1014,Black girls,13
1015,Students,13
1016,Bay Boy,13
1017,Woodrow Cain,13
1018,Buddy Wilson,13
1019,Junie Bug,13
1020,Little Old Doctor,13
1021,Old Doctor,13
1022,Young Doctors,13
1023,Women (giving birth in the hospital),13
1024,The Fishers,13
1025,The little Fisher girl,13
1026,Mr. Fisher,13
1027,Creditors and Service People,13
1028,Cholly's Mother,13
1029,Aunt Jimmy,13
1030,Samson Fuller (Cholly's Father),13
1031,Cholly's Father's Brother,13
1032,Charles Breedlove (Aunt Jimmy's Brother),13
1033,Blue Jack,13
1034,Old Man Fuller,13
1035,Family (breaking open a watermelon),13
1036,Father (of the family breaking open the watermelon,13
1037,The Devil,13
1038,Aunt Jimmy's Friends,13
1039,Miss Alice,13
1040,M'Dear,13
1041,Preacher (who accompanied M'Dear),13
1042,Mrs. Gaines,13
1045,Black Men,13
1046,Essie Foster,13
1047,Funeral Attendees,13
1048,O.V.,13
1049,O.V.'s Wife,13
1050,O.V.'s children,13
1051,Aunt Jimmy's Cousins,13
1052,Emma,13
1053,L'il June,13
1054,Sally,13
1055,Miss Forrester,13
1056,Miss Erkmeister,13
1057,Maureen's Uncle,13
1058,Isaley's in Akron,13
1059,Insurance Folks,13
1061,Jake,13
1063,Boys at the funeral,13
1064,Girls at the funeral,13
1065,Suky,13
1066,Maureen's Uncle's friend,13
1067,Maureen's Father,13
1068,A girl (that Maureen knows),13
1069,Betty Grable,13
1070,Hedy Lamarr,13
1071,Maureen's Mother,13
1072,Audrey,13
1073,Audrey's hairdresser,13
1074,Maureen's girl friend,13
1075,Darlene's Mother,13
1076,Claudia's Grandmother,13
1077,Miss Bertha,13
1078,Church women,13
1079,Mrs. Cain,13
1080,Geraldine,13
1081,Louis,13
1082,Louis Junior,13
1083,P.L.,13
1084,Ralph Nisensky,13
1085,Three infants,13
1086,Cook(s) and/or Mistress(that Cholly asks for a job,13
1087,Man (selling bus tickets),13
1088,'Fat Black Lady' (on the bus),13
1089,Men (in the alley),13
1090,Man (in the pool hall),13
1091,Old White-Haired Man,13
1092,Melba,13
1093,Driver (of fruit wagon),13
1094,Three Women (who give Cholly lemonade),13
1095,Soaphead's Clients,13
1096,Little girls,13
1097,Townspeople,13
1098,Sir Whitcomb,13
1099,The King,13
1100,"Sir Whitcomb's ""mulatto bastard""",13
1101,"The ""bastard's mother""",13
1102,Fifteen-year-old Girl,13
1103,"Six children (of the ""mulatto bastard"")",13
1104,"Sixteen Grandchildren (of the ""mulatto bastard"")",13
1105,De Gobineau,13
1106,Religious fanatic (in the Whitcomb family),13
1107,Three sons (of the religious fanatic),13
1108,Schoolmaster (son of the religious fanatic),13
1109,Half-Chinese Girl,13
1110,Dante,13
1111,Dostoyevsky,13
1112,Velma,13
1113,"Women (in Lorain, Ohio)",13
1114,Bertha Reese,13
1115,Moses (TBE),13
1116,Doreen,13
1117,Sugar Babe,13
1118,Families (that Claudia and Frieda sell seeds to),13
1119,Little old boys,13
1120,School children,13
1121,Mrs. Johnson,13
1122,Friend (of Jane),13
1123,Joanna,13
1124,Michelena,13
1125,Lady (with blue eyes),13
1126,Girl (with blue eyes),13
1127,Man (with blue eyes),13
1131,Sofa delivery man,13
1132,9_Leo,14
1134,9_Alma's Midwife,14
1135,9_Bruno,14
1136,9_Chinese Takeout Boy,14
1137,9_Athletes Foot Clerk,14
1138,9_Alma Singer,14
1139,9_Bird,14
1140,9_Zvi Litvinoff,14
1141,9_Woman (Art Teacher),14
1142,9_Mrs. Fried,14
1143,9_Leo's Second Cousin,14
1144,9_Leo's Second Cousin's Wife,14
1145,9_Doctor who pumped Bruno’s stomach,14
1146,9_Bruno's Wife,14
1147,9_Kipnis the Butcher,14
1148,9_Grodzenski the Tailor,14
1149,9_Fishl Shapiro,14
1150,9_Beyla Asch,14
1151,9_Alma Mereminski/Moritz,14
1152,9_Leo’s mother,14
1153,9_Leo’s younger brother (Josef),14
1154,9_Man kicking a dog,14
1155,9_Leo’s father,14
1156,9_Alma’s Father,14
1157,9_Isaac Moritz,14
1158,9_Mordecai Moritz,14
1159,9_Bernard Moritz,14
1160,9_Someone who heard they were killing Jews in Pola,14
1161,9_Doctor who married Leo's second cousin's wife,14
1162,9_Grocer,14
1163,9_Children in the playground across the street,14
1164,9_Leo's aunt(s),14
1165,9_Art Students (Drawing Class),14
1166,9_Man who is locked out of his house,14
1167,9_Limousine Driver,14
1168,9_Wedding Party,14
1169,9_Woman in line to meet Isaac,14
1170,9_Security Guard,14
1171,9_The Queen,14
1172,9_Kid who yells Who smells shit?,14
1173,9_Angel,14
1174,9_God,14
1175,9_Mr. Grossmark,14
1176,9_Man under the bridge,14
1177,9_Charlotte Singer,14
1178,9_Emanuel Ringelblum,14
1179,9_Emanuel Feuermann,14
1180,9_Isaac Babel,14
1181,9_Charlotte's Uncle Chaim,14
1182,9_David Singer,14
1183,9_Mr. Goldstein,14
1184,9_Blind Photographer,14
1185,9_Tutor (at Oxford),14
1186,9_Nehemia,14
1187,9_Library Clerk (at Oxford),14
1188,9_Charlotte's Mother (Grandma Sasha),14
1189,9_Charlotte's Father (Grandpa Simon),14
1190,9_Misha Shklovsky,14
1191,9_Old Man,14
1192,9_Uncle Julian,14
1193,9_Aunt Frances,14
1194,9_Alberto Giacometti,14
1195,9_Lyle (English Editor),14
1196,9_Henry Lavender,14
1197,9_Frank Tucci,14
1198,9_Herman Cooper,14
1199,9_Sharon Newman,14
1200,9_Tenzing Norgay,14
1201,9_Sir Edmund Hillary,14
1202,9_Antoine de Saint-Exupery,14
1203,9_Daniel Eldridge,14
1204,9_Eldridge's Secretary,14
1205,9_Misha's Cousin (Lev's Sister),14
1206,9_Charlotte's Publisher,14
1207,9_Jacob Marcus,14
1208,9_Nicanor Parra,14
1209,9_Rosa,14
1210,9_Gracia Strumer,14
1211,9_Rosa's Father,14
1212,9_Boris (Zvi's nephew),14
1213,9_Miriam (Zvi's sister),14
1214,9_Boris' Children,14
1215,9_Girl (who unbuttoned her shirt behind the reeds ,14
1216,9_Editor (who met with the Litvinoffs),14
1217,9_Postman (who brings Litvinoff a package),14
1218,9_Publisher (of Litvinoff's The History of Love),14
1219,9_First Bookstore Owner (In Buenos Aires),14
1220,9_Jorge Luis Borges,14
1221,9_Borges' Visitors,14
1222,9_Maria Kodama,14
1223,9_Cervantes,14
1224,9_Goethe,14
1225,9_Shakespeare,14
1226,9_Second Bookstore Owner (In Buenos Aires),14
1227,9_Man reading the newspaper (in Starbucks),14
1228,9_Girl with Blue Hair (in Starbucks),14
1229,9_Little Boy in a Soccer Uniform (in Starbucks),14
1230,9_Mother of the Boy in the Soccer Uniform (in Star,14
1231,9_Dudu Fisher,14
1232,9_Philip Roth,14
1233,9_Leon Wieseltier,14
1234,9_Morton Levy,14
1235,9_Starbucks Employee (with a ring in his eyebrow),14
1236,9_Starbucks Employee (with painted nails),14
1237,"9_""Giant schvartzer"" (Suit Salesman)",14
1238,9_Tailor (at Bloomingdale's),14
1239,9_Leo's Grandfather,14
1240,9_Leo's Great Grandfather,14
1241,9_Woman (on the bus),14
1242,9_Man in an Orange Jacket and Snakeskin Pants,14
1243,9_Man in a Yellow Bow Tie and a White Jacket,14
1244,9_Woman (at Isaac's Funeral),14
1245,9_Mr. Simchik,14
1246,9_Nurse (at the hospital with Alma M),14
1247,9_Jackie Mason,14
1248,9_Robert ( Isaac's editor),14
1249,9_Antonio Alberto de Biedma,14
1250,9_Woman (in the limousine),14
1251,9_Man (sitting across from Leo in the limousine),14
1252,9_Bernard's Nephew,14
1253,9_Other Person (sitting across from Leo in the lim,14
1254,9_Alma Mereminski's Sister,14
1255,9_Limousine Driver (From Funeral),14
1256,9_Kid (who David threw a rock at),14
1257,9_David's Brother,14
1258,9_Nurse (to David),14
1259,9_Old Man (who shared a hospital room with David),14
1260,9_Tatiana,14
1261,9_Tatiana's Father,14
1262,9_Bubbe,14
1264,9_Zeyde,14
1266,9_Group of Russian Women (at the Dead Sea),14
1267,9_Rabbi (at the Wailing Wall),14
1268,9_The Beatles,14
1269,9_Misha's Grandfather,14
1270,9_Misha's Grandmother,14
1271,9_Svetlana,14
1272,9_Lev (Misha's Cousin),14
1273,9_Old Man (that offers Alma vodka),14
1274,9_Bar Mitzvah Guests,14
1275,9_Mr. Shklovsky,14
1276,9_Mrs. Shklovsky,14
1277,9_Louis,14
1278,9_Isaac Moritz's Ex-Wife,14
1279,9_Isaac Moritz's Friend,14
1280,9_Isaac Moritz's Neighbor,14
1281,9_Isaac Moritz's Gardener,14
1282,9_Isaac Moritz's Neighbor's Child,14
1283,9_Woman (who left Nicanor Parra for another),14
1284,9_Greg Feldman,14
1285,9_Marx,14
1286,9_Malevich,14
1287,9_Leo's Landlord,14
1288,9_Hitler,14
1290,9_Pretty Girl (that lived across the street from L,14
1291,9_Moscow's Secret Police,14
1294,9_Franz Kafka,14
1295,9_Tolstoy,14
1296,9_Osip Mandelstam,14
1297,9_People (in Leo's obituary for Kafka),14
1298,9_Mr. Tong,14
1299,9_Shlomo Wasserman,14
1300,9_Ignacio da Silva,14
1301,9_Duddelsach,14
1302,9_Rodriguez,14
1303,9_Feingold,14
1304,9_De Biedma,14
1305,9_Bibi (Bruno's Dog),14
1306,9_Vladimir Horowitz,14
1307,9_Molly Bloom,14
1308,9_First Girl (playing across the street),14
1309,9_Second Girl (playing across the street),14
1310,9_Librarian,14
1311,9_Leo's Uncle,14
1312,9_Leo's Cousins,14
1313,9_Stalin,14
1314,9_Mrs. Stanislawski,14
1315,9_Leo's Teacher,14
1316,9_Rabbi (In Slonim),14
1317,9_Famous Tzaddik,14
1318,9_Alma Mereminski's Siblings,14
1319,9_Alma Mereminski's Mother,14
1320,9_Girl (In Leo and Alma's Class),14
1321,9_Alma Mereminski's Brother,14
1322,9_Woman (who was locked out),14
1323,9_Monet,14
1324,9_Matisse,14
1325,9_Modigliani,14
1326,9_Leopold Gursky (children's author),14
1327,9_Leonard Gursky,14
1328,9_Person (who the woman's copied key is for),14
1329,9_Houdini,14
1330,9_Arthur Rubinstein,14
1331,9_Mendel Mereminski,14
1332,9_Adam Mereminski,14
1333,9_Fanny Mereminski,14
1334,9_Nacham,14
1335,9_Zellig,14
1336,9_Hershel,14
1337,9_Bluma,14
1338,9_Ida,14
1339,9_Security Guard (at the MOMA),14
1340,9_Old Man (wearing a tiny bathing suit),14
1341,9_Woman (Information),14
1342,9_Girl (in a turquoise bikini),14
1343,9_Artie Mereminski,14
1344,9_Misha's Cousin (lives in Ann Arbor),14
1345,9_Eva Marie Saint,14
1346,9_Cary Grant,14
1347,9_Flo,14
1348,9_Man (working at the City Municipal Archives),14
1349,9_Luba,14
1350,9_Catherine the Great,14
1351,9_Woman (working at the Department of Health),14
1352,9_Josh K.,14
1353,9_Mrs. Zucker,14
1354,9_Rabbi Wizner,14
1355,9_Zvi's Father,14
1356,9_Zvi's Father's Cousin,14
1357,9_Pretty French Brunette,14
1358,9_Foreman,14
1359,9_Old German Jew,14
1361,9_Zvi's Landlady,14
1362,9_Alberto Santos-Dumont,14
1363,9_Zvi's Mother,14
1364,9_Andre (Zvi's Brother),14
1365,9_Neruda,14
1366,9_Dario,14
1367,9_Grace Kelly,14
1368,9_Man (who got on the train at Yonkers),14
1369,9_Man (working at Dunkin' Donuts),14
1370,9_The Rolling Stones,14
1371,9_Bob Dylan,14
1372,9_Kid (who lives in the same building as the Morit,14
1373,9_Taxi Driver,14
1374,9_Hanna (Leo's Sister),14
1375,9_Mr. Rogers,14
1376,9_Boy (who married Leo's Sister),14
1377,9_Doctor (who told Leo not to go without eating),14
1378,9_Woman (who died in Leo's arms),14
1379,9_Little Boy (in polished boots),14
1380,9_Father (of the little boy in polished boots),14
1381,9_Man (who worked in the secondhand shop),14
1382,9_Fritzy,14
1383,9_Sari,14
1384,9_Charlotte's Cousin,14
1385,9_Charlotte's Cousin's Husband,14
1386,9_Man (who worked at the City Clerk's Office),14
1387,9_Arthur Goldfarb,14
1388,9_Arthur Goldfarb's Grandniece,14
1389,9_Wife (of the man working at the City Clerk's Off,14
1390,9_Rabbi Greenberg,14
1391,9_Mordecai's Parents,14
1392,9_Doorman (at Alma M's Building),14
1393,9_Great-Aunt Dora,14
1394,9_Rembrant,14
1395,9_Waiter,14
1396,9_Zvi's Landlady's Son,14
1397,9_Zvi's Father's Friend,14
1399,9_Rosa's Nephew,14
1400,9_Rosa's Mother,14
1401,9_Rosa's Uncle,14
1402,9_Rosa's Sister,14
1403,9_Maid (who stole the gold chain),14
1404,9_Alfonso (Rosa's Cousin),14
1405,9_Portuguese Ambassador,14
1406,9_Woman (nude model),14
1407,9_Second Nude Model,14
1408,9_Bruno Schulz,14
1409,9_Jacob Marcus' Mother,14
1410,9_Marsha,14
1411,9_Joe,14
1412,9_Herman Cooper's Father,14
1413,9_Jacques Cousteau,14
1414,9_Dr. Vishnubakat,14
1415,9_Woman (Bird tried to buy a plane ticket from),14
1416,9_The Police,14
1417,9_Firemen,14
1418,9_Garbage Man,14
1419,9_Mr. Hintz,14
1420,9_Man (from Fiction Department),14
1422,9_Roger Thornhill,14
1423,9_Little Boy (throwing rocks in the fountain),14
1424,9_Policeman (who checks on Leo),14
1425,9_Man (sitting next to Alma at the Zoo),14
1426,9_First SS Officer,14
1427,9_Second SS Officer,14
1428,9_SS Officer's Wife,14
1430,9_Mother (at the Zoo),14
1431,9_Woman (at the Zoo),14
1432,9_Man (who walked past Leo and Alma),14
1434,8_Jason Compson IV,15
1435,8_Miss Quentin Compson,15
1436,8_Dilsey Gibson,15
1437,8_T.P.,15
1438,8_Frony Gibson,15
1439,8_Roskus Gibson,15
1440,8_Versh Gibson,15
1441,8_Caroline Bascomb Compson,15
1442,8_Professor Junkin,15
1443,8_Benjamin Compson,15
1444,8_Quentin Compson III,15
1445,8_Golfers,15
1446,8_Luster Gibson,15
1447,8_Caddy Compson,15
1448,8_Maury Bascomb,15
1449,8_Santy Claus,15
1450,8_Jason Compson III,15
1452,8_People in the field (playing golf),15
1453,8_Earl,15
1454,8_'[D]am Squirts' (Quentin runs around with),15
1455,8_Uncle Job,15
1456,8_Drummer (who chats with Jason in front of the sh,15
1457,8_Eastern jews/'fellows that... in New York',15
1458,8_Stock Investors,15
1459,8_Operator (at telegraph office),15
1460,8_Doc Wright,15
1461,8_Hopkins,15
1462,8_Lorraine,15
1463,8_Maid,15
1464,8_Man (who made money selling rotten goods),15
1465,8_'[G]rafters in the Mayor's office',15
1466,8_Lady (customer in the hardware store),15
1467,8_Herbert Head,15
1468,8_God,15
1469,8_Grave diggers,15
1470,8_Mink,15
1471,8_People at the livery stable,15
1472,8_Customer(s) (at the hardware store),15
1473,8_Customer (who comes in with Earl),15
1474,8_Old Man Simmons,15
1475,8_I.O. Snopes,15
1476,8_Man (Jason sent to fetch his car),15
1477,8_The Band (in town),15
1478,8_Buck Turpin,15
1479,8_Band member (that Quentin runs off with),15
1480,8_Boy with a telegram,15
1481,8_Man (Jason talks to at 'the first forks'),15
1482,8_Ab Russell,15
1483,8_Parson Walthall,15
1484,8_Mac,15
1485,8_Babe Ruth,15
1486,8_Mr. Burgess,15
1487,8_Little girl (Benjy ran after),15
1488,8_'the soldier',15
1489,8_'caddie',15
1490,8_Mr. Patterson,15
1491,8_Mrs. Patterson,15
1492,8_People washing at the branch,15
1493,8_Band member (who can play the saw),15
1494,8_Damuddy,15
1496,8_Doctor,15
1497,8_Jesus (TSATF),15
1498,8_Sis Beulah Clay,15
1499,8_Satan,15
1500,8_Charlie,15
1501,8_Teachers,15
1502,8_Gerald Bland,15
1503,8_Charles Stuart Compson,15
1506,8_Black people,15
1507,8_Sheriff,15
1508,8_Governer,15
1509,8_Reverend Shegog,15
1510,8_Saint Francis,15
1511,8_Shreve,15
1512,8_Dean of Harvard,15
1513,8_Students of Harvard,15
1514,8_Spoade,15
1515,8_Southern men,15
1516,8_Dalton Ames,15
1517,8_Dalton Ames' mother,15
1518,8_Dalton Ames' father,15
1519,8_George Washington,15
1520,8_People in cabins (who greet Dilsey),15
1521,8_Police,15
1522,8_Square students,15
1523,8_Deacon,15
1524,8_Giuseppe Garibaldi,15
1525,8_Christopher Columbus,15
1526,8_People in cabins (who stare at Ben),15
1527,8_Old people (who greet Dilsey),15
1529,8_Girl (at the cigar shop),15
1530,8_Bootblack (who Quentin gives a cigar to),15
1531,8_Bootblack (who Quentin gives a nickel to),15
1532,8_Church-goers,15
1533,8_Horologist,15
1534,8_Choir,15
1535,8_'six small children' (walk down the aisle at chu,15
1536,8_'The second man' (who walks down the aisle at ch,15
1538,8_'n*****s',15
1539,8_Jeweller,15
1540,8_Hardware store clerk,15
1541,8_'a n***** ',15
1542,8_Southerners,15
1543,8_Northerners,15
1544,8_'a gentleman',15
1545,8_White people,15
1546,8_'a grandparent',15
1547,8_Woman (soprano),15
1548,8_Mary,15
1549,8_'troublesome children',15
1550,8_'country folks',15
1551,8_Miss Laura,15
1552,8_Henry,15
1553,8_Hernando de Soto,15
1555,8_Students,15
1556,8_Natalie,15
1557,8_'women in the car',15
1558,8_'men in work-clothes',15
1559,8_'man naked to the waist',15
1560,8_'man in a straw hat',15
1561,8_Myrtle,15
1562,8_Myrtle's husband,15
1563,8_Man and Woman passing (the sheriff's office),15
1564,8_Gas station attendant,15
1567,8_People at the filling station,15
1568,8_Man (in a dirty apron),15
1569,8_Man (who runs the show),15
1570,8_Man (at the drugstore),15
1571,8_First boy (Jason asks to drive his car to Jeffer,15
1572,8_Second boy (Jason asks to drive his car to Jeffe,15
1573,8_People (in Easter Sunday clothes),15
1574,8_Man (who drives Jason back to Jefferson),15
1575,8_Group of boys (that talk to Luster),15
1576,8_Crew (that Quentin watches),15
1578,8_Mrs. Bland,15
1579,8_Two men (that Quentin watches),15
1580,8_Oxford students,15
1581,8_'folks at the boathouse',15
1582,8_'policeman',15
1584,8_'Gerald's n*****s',15
1585,8_'Gerald's women',15
1586,8_'Husbands and fathers in Kentucky',15
1587,8_'some misfit Maingault or Mortemar',15
1588,8_'lodge-keeper's daughter',15
1589,8_'pimple-faced infant' (that Caddy met),15
1590,8_'n****r women',15
1591,8_Louis Hatcher,15
1592,8_Young Lochinvar,15
1593,8_Byron,15
1594,8_'country girls',15
1595,8_'country people',15
1597,8_Patterson boy,15
1598,8_'women',15
1599,8_'freshmen',15
1600,8_Uncle Tom,15
1601,8_'white boy of about fifteen',15
1602,8_Abraham Lincoln,15
1603,8_'dead and departed professors',15
1604,8_'vet'runs',15
1605,8_'ladies,15
1606,8_Deacon's son-in-law,15
1607,8_'young fellows',15
1608,8_'chauffeur',15
1609,8_'people' (waiting for the trolley),15
1610,8_Man that Quentin talks to about the trolley,15
1611,8_'miners',15
1612,8_'proctor' (that Mrs. Bland went to),15
1613,8_Gerald Bland's servant,15
1614,8_Sawmill husband,15
1615,8_Herbert Head's friend (in Havana),15
1616,8_'hicks',15
1617,8_Herbert Head's sons,15
1618,8_'little widow' (in Cambridge),15
1619,8_Galahad,15
1620,8_'man' (with a parrot),15
1621,8_'cousins',15
1622,8_'manicure girls',15
1623,8_'old man' (eating something),15
1624,8_'they' (told Quentin his leg has to be broken),15
1626,8_Martha,15
1627,8_'man' (who mutilated himself),15
1628,8_First boy (Quentin meets on the bridge),15
1629,8_Second boy (Quentin meets on the bridge),15
1630,8_Third boy (Quentin meets on the bridge),15
1631,8_'man' (with a $25 horse and wagon),15
1633,8_'fellows' (scaring all the fish away),15
1634,8_Little Italian girl,15
1635,8_'lady' (at the Cambridge bakery),15
1636,8_Doc Peabody,15
1637,8_First man (in front of a store),15
1638,8_Second man (in front of a store),15
1639,8_Anse,15
1640,8_'man' (at the livery stable),15
1641,8_'man' (at the postoffice),15
1642,8_'man' (who showed Quentin the station),15
1643,8_Italian woman,15
1644,8_Boy (who kissed Caddy),15
1647,8_Julio,15
1648,8_Squire,15
1649,8_First man (holding Julio),15
1650,8_Second man (holding Julio),15
1651,8_'people' (who follow Quentin and Anse),15
1652,8_'girl' (with Gerald Bland),15
1653,8_Miss Holmes,15
1654,8_Miss Daingerfield,15
1655,8_Mr. MacKenzie,15
1656,8_Euboeleus,15
1657,8_Gerald Bland's grandfather,15
1658,8_Wilkie,15
1659,8_'man' (watching Quentin),15
1660,8_'woman' (crossed the door),15
1661,8_Mike,15
1662,8_'wench' (who Gerald stood up),15
1663,8_Leda,15
1664,8_'woman' (across the aisle),15
1665,8_'three policemen',15
1666,8_ Person (who was subdued by three policemen),15
1667,8_Trolley conductor,15
1668,8_Moses,15
1669,8_'town squirts',15
1671,8_'men',15
1673,8_Colonel Sartoris,15
1674,8_First girl (that Benjy assaults),15
1675,8_Second girl (that Benjy assaults),15
1676,8_Miss Quentin's suitors,15
1678,8_Luster's father,15
1680,8_School Authorities,15
1683,Evelina Harp,16
1684,Bazil Coutts,16
1685,Marn Wolde,16
1686,Cordelia Lochren,16
1688,Dick and Jane's narrator as character,13
1690,9_The Germans (Nazis),14
1691,9_The History of Love,14
1692,9_Hasids,14
1693,"9_""shvartzers""",14
1694,9_Friends (of Bird's who stopped coming over),14
1695,9_German fighter (who shot Saint-Ex),14
1696,9_Eve,14
1697,9_John Travolta,14
1698,9_Department Store Manager,14
1699,9_Policemen (Rosa talks to),14
1700,9_Bookstore Owner (of small secondhand bookstore),14
1701,9_Man who sold Leo's Second Cousin photo paper,14
1702,9_Perfume ladies,14
1703,9_Leo's Great Great Grandfather,14
1704,9_The Czar,14
1705,9_Bubbe's Parents,14
1706,9_People in the coffee shop (who Zvi listens to),14
1707,9_Zvi's Editor,14
1708,9_Zvi's Colleagues,14
1709,9_Woman (at Leo's house),14
1710,Mr. Hurst,12
1711,Mrs. Hurst,12
1712,Mr. Darcy,12
1713,Miss Bingley,12
1714,Mr. Bingley's Father,12
1715,Charlotte Lucas,12
1716,Young Lucas,12
1717,Mrs. Philips,12
1718,Mr. Philips,12
1719,Captain Carter,12
1720,9_Puerto Rican (who Bibi runs to),14
1721,9_People (at the library),14
1724,9_Men (who carried Leo's uncle's body),14
1725,9_King George,14
1726,9_Antonin Dvorak,14
1727,9_Art curator,14
1728,9_Eight people with exposed tattoos,14
1729,9_Kid (dragging a blow-up shark),14
1732,9_Daleds (at Hebrew school),14
1733,9_Zvi's old boss,14
1734,9_Children (at Zvi's school in Chile),14
1735,9_University students (in Chile),14
1736,9_Rosa's friends,14
1737,9_Person (in the ticket booth),14
1738,9_Mother (of the man with black glasses),14
1739,9_Wittgenstein,14
1740,9_Zvi's students,14
1741,9_Bedouins,14
1742,9_Woman (at El Al),14
1743,9_Boys (in Leo's class),14
1744,9_Second woman (at the Zoo),14
1745,Mr. Jones,12
1746,9_Man (who cheats with the SS Officer's wife),14
1747,Miss Darcy,12
1748,Colonel Forster,12
1749,Mrs. Forster,12
1750,Mr. Wickham,12
1751,Mr. Collins,12
1752,Lady Catherine de Bourgh,12
1753,Miss De Bourgh,12
1754,Mr. Denny,12
1755,Mr. Darcy's Father,12
1756,Mr. Gardiner,12
1757,Mrs. Gardiner,12
1758,Miss King,12
1759,Maria Lucas,12
1761,9_Sex Pistols,14
1762,9_Zoo Baby,14
1763,9_Train conductor,14
1764,9_Person (Information),14
1765,Mrs. Jenkinson,12
1766,9_Lamed Vovniks,14
1767,Colonel Fitzwilliam,12
1768,Mrs. Younge,12
1769,Mrs. Reynolds,12
1770,Mrs. Annesley,12
1771,Mrs. Hill,12
1772,Bennet's Butler,12
1773,8_Chinese Missionary,15
1774,"8_""Other boys""",15
1775,"8_""Girl"" (Quentin supposedly owes money)",15
1776,8_Man (at the print shop),15
1778,Korowai Pass,17
1779,Lake Korowai,17
1780,Mira Bunting,17
1781,Thorndike realtor,17
1782,Owen Darvish,17
1783,Owen Darvish's accountant,17
1784,Owen Darvish's father,17
1785,Orange-fronted parakeet,17
1786,Mira Bunting's mother,17
1787,Jill Darvish,17
1788,The Queen,17
1789,Shelley Noakes,17
1790,Shelley Noakes' mother,17
1791,Mira Bunting's father,17
1792,Shelley Noakes' father,17
1793,Rufus (Mira's half-brother),17
1795,Jorgen Hoel,19
1797,Mimi Ma,19
1798,Pine (from the Prologue of Nicholas Hoel),19
1799,Vi Powys,19
1800,Firstborn (of Jorgen and Vi Hoel),19
1802,John Hoel,19
1803,The Hoel Chestnut,19
1804,Jorgen Hoel's granddaughter,19
1805,John Hoel's wife,19
1806,Carl Hoel,19
1807,Frank Hoel,19
1808,Frank Hoel Jr.,19
1809,Dendrologist,19
1810,Journalist (from the Register),19
1811,Eric Hoel,19
1812,Nicholas Hoel,19
1813,Nicholas' mother (Eric Hoel's wife),19
1814,Shelly Harper,19
1815,Woman (who Nicholas Hoel loves),19
1816,Nicholas' grandmother (Eric Hoel's mother),19
1817,Winston Ma,19
1818,Ma Shouying,19
1819,Medical officer,19
1820,Customs official,19
1821,Charlotte Ma,19
1822,The Ma Mulberry,19
1823,Carmen Ma,19
1824,Amelia Ma,19
1825,Chairman Mao,19
1826,Grandpa Tarleton,19
1827,Bear (at Yellowstone),19
1828,Eucalyptus grove (at Berkeley),19
1829,Cop (who stops Mimi while she has the gun),19
1830,Adam Appich,19
1831,Leigh Appich,19
1832,Jean Appich,19
1833,Emmett Appich,19
1834,Adam's father,19
1835,Adam's mother,19
1836,Adam's school nurse,19
1837,Mr. Graham,19
1838,Mrs. Graham,19
1839,Leigh's elm,19
1840,Jean's ash,19
1841,Emmett's ironwood,19
1842,Adam's maple,19
1843,Charles' walnut,19
1844,Charles Appich,19
1845,Mimas,19
1846,Science fair judges,19
1847,Guy (who Leigh elopes with),19
1848,Adam's high school friend,19
1849,Rubin M. Rabinowski,19
1850,Ray Brinkman,19
1851,Dorothy Cazaly,19
1852,Macduff,19
1853,Lady Macbeth,19
1854,Casting director,19
1855,Dorothy's friends,19
1857,Douglas Pavlicek,19
1858,Cops (who arrest Douglas),19
1859,Douglas' neighbours,19
1860,Guards,19
1861,"Guard ""John Wayne""",19
1862,Prisoners,19
1863,Prisoner 8612,19
1864,Priest,19
1865,Prisoner 819,19
1866,Prisoner 416,19
1867,Warden (in the Stanford prison experiment),19
1868,Superintendent,19
1869,Scientist,19
1870,Samlor drivers,19
1871,Levine,19
1872,Bragg,19
1873,Banyan (that saved Douglas),19
1874,Pilgrims,19
1875,Local clinic (in Thailand),19
1876,Staffer,19
1877,Driver,19
1878,Redheaded woman,19
1879,Bar clientele,19
1880,Douglas' employers,19
1881,Cashier,19
1882,Douglas' friend,19
1883,Neelay Mehta,19
1884,Neelay's father,19
1885,Neelay's mother,19
1886,Hanuman,19
1887,Vishnu,19
1888,Ms. Gilpin,19
1889,John Steinbeck,19
1891,Oak (that Neelay falls from),19
1892,Doctor,19
1893,Krishna,19
1894,Japanese tourists,19
1895,Elderly Japanese woman,19
1896,The Queensland Bottle Tree (in Stanford),19
1897,Patricia Westerford,19
1898,Cyparissus,19
1899,Patricia's middle brother,19
1900,Patricia's oldest brother,19
1901,Patricia's father,19
1902,Patricia's mother,19
1903,Ovid,19
1904,Daphne,19
1905,Apollo,19
1906,Orpheus,19
1907,Myrrha,19
