source,target,Character 1,Character 2,type,weight,startPage,OriginalstartPage,category
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,121.2,1212,Knows
1,60,speaker Abel,collage photos,Directed,0.1,121.2,1212,Knows
60,58,collage photos,Pole of Sagaween,Directed,0.1,121.3,1213,Knows
60,2,collage photos,Sagaween (Laxsgiik),Directed,0.1,121.3,1213,Knows
60,1,collage photos,speaker Abel,Directed,0.1,121.3,1213,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,121.3,1213,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,121.3,1213,Knows
1,60,speaker Abel,collage photos,Directed,0.1,121.3,1213,Knows
60,58,collage photos,Pole of Sagaween,Directed,0.1,121.4,1214,Knows
60,2,collage photos,Sagaween (Laxsgiik),Directed,0.1,121.4,1214,Knows
60,1,collage photos,speaker Abel,Directed,0.1,121.4,1214,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,121.4,1214,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,121.4,1214,Knows
1,60,speaker Abel,collage photos,Directed,0.1,121.4,1214,Knows
60,58,collage photos,Pole of Sagaween,Directed,0.1,121.5,1215,Knows
60,2,collage photos,Sagaween (Laxsgiik),Directed,0.1,121.5,1215,Knows
60,1,collage photos,speaker Abel,Directed,0.1,121.5,1215,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,121.5,1215,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,121.5,1215,Knows
1,60,speaker Abel,collage photos,Directed,0.1,121.5,1215,Knows
60,58,collage photos,Pole of Sagaween,Directed,0.1,121.6,1216,Knows
60,2,collage photos,Sagaween (Laxsgiik),Directed,0.1,121.6,1216,Knows
60,1,collage photos,speaker Abel,Directed,0.1,121.6,1216,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,121.6,1216,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,121.6,1216,Knows
1,60,speaker Abel,collage photos,Directed,0.1,121.6,1216,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,121.7,1217,Knows
58,1,Pole of Sagaween,speaker Abel,Directed,0.1,121.7,1217,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,121.7,1217,Knows
1,58,speaker Abel,Pole of Sagaween,Directed,0.1,121.7,1217,Knows
1,2,speaker Abel,Sagaween (Laxsgiik),Directed,0.1,121.7,1217,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,121.8,1218,Knows
58,1,Pole of Sagaween,speaker Abel,Directed,0.1,121.8,1218,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,121.8,1218,Knows
1,58,speaker Abel,Pole of Sagaween,Directed,0.1,121.8,1218,Knows
1,2,speaker Abel,Sagaween (Laxsgiik),Directed,0.1,121.8,1218,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,121.9,1219,Knows
58,1,Pole of Sagaween,speaker Abel,Directed,0.1,121.9,1219,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,121.9,1219,Knows
1,58,speaker Abel,Pole of Sagaween,Directed,0.1,121.9,1219,Knows
1,2,speaker Abel,Sagaween (Laxsgiik),Directed,0.1,121.9,1219,Knows
71,2,cedar bark squid,Sagaween (Laxsgiik),Directed,0.1,123,1230,Knows
71,42,cedar bark squid,Sagaween's father (Gisk'aast),Directed,0.1,123,1230,Knows
71,44,cedar bark squid,visitors at Sagaween's house,Directed,0.1,123,1230,Exchange
71,43,cedar bark squid,women singing,Directed,0.1,123,1230,Exchange
14,71,real Barbeau,cedar bark squid,Directed,0.1,123,1230,Knows of
14,4,real Barbeau,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,123,1230,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,123,1230,Knows
14,42,real Barbeau,Sagaween's father (Gisk'aast),Directed,0.1,123,1230,Knows of
14,44,real Barbeau,visitors at Sagaween's house,Directed,0.1,123,1230,Knows of
14,43,real Barbeau,women singing,Directed,0.1,123,1230,Knows of
2,71,Sagaween (Laxsgiik),cedar bark squid,Directed,0.1,123,1230,Knows
2,42,Sagaween (Laxsgiik),Sagaween's father (Gisk'aast),Directed,0.1,123,1230,Knows
2,44,Sagaween (Laxsgiik),visitors at Sagaween's house,Directed,0.1,123,1230,Exchange
2,43,Sagaween (Laxsgiik),women singing,Directed,0.1,123,1230,Exchange
44,71,visitors at Sagaween's house,cedar bark squid,Directed,0.1,123,1230,Exchange
44,2,visitors at Sagaween's house,Sagaween (Laxsgiik),Directed,0.1,123,1230,Exchange
44,42,visitors at Sagaween's house,Sagaween's father (Gisk'aast),Directed,0.1,123,1230,Knows
44,43,visitors at Sagaween's house,women singing,Directed,0.1,123,1230,Exchange
43,71,women singing,cedar bark squid,Directed,0.1,123,1230,Exchange
43,2,women singing,Sagaween (Laxsgiik),Directed,0.1,123,1230,Exchange
43,42,women singing,Sagaween's father (Gisk'aast),Directed,0.1,123,1230,Knows
43,44,women singing,visitors at Sagaween's house,Directed,0.1,123,1230,Exchange
71,2,cedar bark squid,Sagaween (Laxsgiik),Directed,0.1,123.1,1231,Knows
71,42,cedar bark squid,Sagaween's father (Gisk'aast),Directed,0.1,123.1,1231,Knows
71,44,cedar bark squid,visitors at Sagaween's house,Directed,0.1,123.1,1231,Exchange
71,43,cedar bark squid,women singing,Directed,0.1,123.1,1231,Exchange
14,71,real Barbeau,cedar bark squid,Directed,0.1,123.1,1231,Knows of
14,4,real Barbeau,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,123.1,1231,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,123.1,1231,Knows
14,42,real Barbeau,Sagaween's father (Gisk'aast),Directed,0.1,123.1,1231,Knows of
14,44,real Barbeau,visitors at Sagaween's house,Directed,0.1,123.1,1231,Knows of
14,43,real Barbeau,women singing,Directed,0.1,123.1,1231,Knows of
2,71,Sagaween (Laxsgiik),cedar bark squid,Directed,0.1,123.1,1231,Knows
2,42,Sagaween (Laxsgiik),Sagaween's father (Gisk'aast),Directed,0.1,123.1,1231,Knows
2,44,Sagaween (Laxsgiik),visitors at Sagaween's house,Directed,0.1,123.1,1231,Exchange
2,43,Sagaween (Laxsgiik),women singing,Directed,0.1,123.1,1231,Exchange
44,71,visitors at Sagaween's house,cedar bark squid,Directed,0.1,123.1,1231,Exchange
44,2,visitors at Sagaween's house,Sagaween (Laxsgiik),Directed,0.1,123.1,1231,Exchange
44,42,visitors at Sagaween's house,Sagaween's father (Gisk'aast),Directed,0.1,123.1,1231,Knows
44,43,visitors at Sagaween's house,women singing,Directed,0.1,123.1,1231,Exchange
43,71,women singing,cedar bark squid,Directed,0.1,123.1,1231,Exchange
43,2,women singing,Sagaween (Laxsgiik),Directed,0.1,123.1,1231,Exchange
43,42,women singing,Sagaween's father (Gisk'aast),Directed,0.1,123.1,1231,Knows
43,44,women singing,visitors at Sagaween's house,Directed,0.1,123.1,1231,Exchange
71,2,cedar bark squid,Sagaween (Laxsgiik),Directed,0.1,123.2,1232,Knows
71,42,cedar bark squid,Sagaween's father (Gisk'aast),Directed,0.1,123.2,1232,Knows
71,44,cedar bark squid,visitors at Sagaween's house,Directed,0.1,123.2,1232,Exchange
71,43,cedar bark squid,women singing,Directed,0.1,123.2,1232,Exchange
14,71,real Barbeau,cedar bark squid,Directed,0.1,123.2,1232,Knows of
14,4,real Barbeau,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,123.2,1232,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,123.2,1232,Knows
14,42,real Barbeau,Sagaween's father (Gisk'aast),Directed,0.1,123.2,1232,Knows of
14,44,real Barbeau,visitors at Sagaween's house,Directed,0.1,123.2,1232,Knows of
14,43,real Barbeau,women singing,Directed,0.1,123.2,1232,Knows of
2,71,Sagaween (Laxsgiik),cedar bark squid,Directed,0.1,123.2,1232,Knows
2,42,Sagaween (Laxsgiik),Sagaween's father (Gisk'aast),Directed,0.1,123.2,1232,Knows
2,44,Sagaween (Laxsgiik),visitors at Sagaween's house,Directed,0.1,123.2,1232,Exchange
2,43,Sagaween (Laxsgiik),women singing,Directed,0.1,123.2,1232,Exchange
44,71,visitors at Sagaween's house,cedar bark squid,Directed,0.1,123.2,1232,Exchange
44,2,visitors at Sagaween's house,Sagaween (Laxsgiik),Directed,0.1,123.2,1232,Exchange
44,42,visitors at Sagaween's house,Sagaween's father (Gisk'aast),Directed,0.1,123.2,1232,Knows
44,43,visitors at Sagaween's house,women singing,Directed,0.1,123.2,1232,Exchange
43,71,women singing,cedar bark squid,Directed,0.1,123.2,1232,Exchange
43,2,women singing,Sagaween (Laxsgiik),Directed,0.1,123.2,1232,Exchange
43,42,women singing,Sagaween's father (Gisk'aast),Directed,0.1,123.2,1232,Knows
43,44,women singing,visitors at Sagaween's house,Directed,0.1,123.2,1232,Exchange
71,2,cedar bark squid,Sagaween (Laxsgiik),Directed,0.1,123.3,1233,Knows
71,42,cedar bark squid,Sagaween's father (Gisk'aast),Directed,0.1,123.3,1233,Knows
71,44,cedar bark squid,visitors at Sagaween's house,Directed,0.1,123.3,1233,Exchange
71,43,cedar bark squid,women singing,Directed,0.1,123.3,1233,Exchange
14,71,real Barbeau,cedar bark squid,Directed,0.1,123.3,1233,Knows of
14,4,real Barbeau,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,123.3,1233,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,123.3,1233,Knows
14,42,real Barbeau,Sagaween's father (Gisk'aast),Directed,0.1,123.3,1233,Knows of
14,44,real Barbeau,visitors at Sagaween's house,Directed,0.1,123.3,1233,Knows of
14,43,real Barbeau,women singing,Directed,0.1,123.3,1233,Knows of
2,71,Sagaween (Laxsgiik),cedar bark squid,Directed,0.1,123.3,1233,Knows
2,42,Sagaween (Laxsgiik),Sagaween's father (Gisk'aast),Directed,0.1,123.3,1233,Knows
2,44,Sagaween (Laxsgiik),visitors at Sagaween's house,Directed,0.1,123.3,1233,Exchange
2,43,Sagaween (Laxsgiik),women singing,Directed,0.1,123.3,1233,Exchange
44,71,visitors at Sagaween's house,cedar bark squid,Directed,0.1,123.3,1233,Exchange
44,2,visitors at Sagaween's house,Sagaween (Laxsgiik),Directed,0.1,123.3,1233,Exchange
44,42,visitors at Sagaween's house,Sagaween's father (Gisk'aast),Directed,0.1,123.3,1233,Knows
44,43,visitors at Sagaween's house,women singing,Directed,0.1,123.3,1233,Exchange
43,71,women singing,cedar bark squid,Directed,0.1,123.3,1233,Exchange
43,2,women singing,Sagaween (Laxsgiik),Directed,0.1,123.3,1233,Exchange
43,42,women singing,Sagaween's father (Gisk'aast),Directed,0.1,123.3,1233,Knows
43,44,women singing,visitors at Sagaween's house,Directed,0.1,123.3,1233,Exchange
71,2,cedar bark squid,Sagaween (Laxsgiik),Directed,0.1,123.4,1234,Knows
71,42,cedar bark squid,Sagaween's father (Gisk'aast),Directed,0.1,123.4,1234,Knows
71,44,cedar bark squid,visitors at Sagaween's house,Directed,0.1,123.4,1234,Exchange
71,43,cedar bark squid,women singing,Directed,0.1,123.4,1234,Exchange
14,71,real Barbeau,cedar bark squid,Directed,0.1,123.4,1234,Knows of
14,4,real Barbeau,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,123.4,1234,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,123.4,1234,Knows
14,42,real Barbeau,Sagaween's father (Gisk'aast),Directed,0.1,123.4,1234,Knows of
14,44,real Barbeau,visitors at Sagaween's house,Directed,0.1,123.4,1234,Knows of
14,43,real Barbeau,women singing,Directed,0.1,123.4,1234,Knows of
2,71,Sagaween (Laxsgiik),cedar bark squid,Directed,0.1,123.4,1234,Knows
2,42,Sagaween (Laxsgiik),Sagaween's father (Gisk'aast),Directed,0.1,123.4,1234,Knows
2,44,Sagaween (Laxsgiik),visitors at Sagaween's house,Directed,0.1,123.4,1234,Exchange
2,43,Sagaween (Laxsgiik),women singing,Directed,0.1,123.4,1234,Exchange
44,71,visitors at Sagaween's house,cedar bark squid,Directed,0.1,123.4,1234,Exchange
44,2,visitors at Sagaween's house,Sagaween (Laxsgiik),Directed,0.1,123.4,1234,Exchange
44,42,visitors at Sagaween's house,Sagaween's father (Gisk'aast),Directed,0.1,123.4,1234,Knows
44,43,visitors at Sagaween's house,women singing,Directed,0.1,123.4,1234,Exchange
43,71,women singing,cedar bark squid,Directed,0.1,123.4,1234,Exchange
43,2,women singing,Sagaween (Laxsgiik),Directed,0.1,123.4,1234,Exchange
43,42,women singing,Sagaween's father (Gisk'aast),Directed,0.1,123.4,1234,Knows
43,44,women singing,visitors at Sagaween's house,Directed,0.1,123.4,1234,Exchange
71,2,cedar bark squid,Sagaween (Laxsgiik),Directed,0.1,123.5,1235,Knows
71,42,cedar bark squid,Sagaween's father (Gisk'aast),Directed,0.1,123.5,1235,Knows
71,44,cedar bark squid,visitors at Sagaween's house,Directed,0.1,123.5,1235,Exchange
71,43,cedar bark squid,women singing,Directed,0.1,123.5,1235,Exchange
14,71,real Barbeau,cedar bark squid,Directed,0.1,123.5,1235,Knows of
14,4,real Barbeau,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,123.5,1235,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,123.5,1235,Knows
14,42,real Barbeau,Sagaween's father (Gisk'aast),Directed,0.1,123.5,1235,Knows of
14,44,real Barbeau,visitors at Sagaween's house,Directed,0.1,123.5,1235,Knows of
14,43,real Barbeau,women singing,Directed,0.1,123.5,1235,Knows of
2,71,Sagaween (Laxsgiik),cedar bark squid,Directed,0.1,123.5,1235,Knows
2,42,Sagaween (Laxsgiik),Sagaween's father (Gisk'aast),Directed,0.1,123.5,1235,Knows
2,44,Sagaween (Laxsgiik),visitors at Sagaween's house,Directed,0.1,123.5,1235,Exchange
2,43,Sagaween (Laxsgiik),women singing,Directed,0.1,123.5,1235,Exchange
44,71,visitors at Sagaween's house,cedar bark squid,Directed,0.1,123.5,1235,Exchange
44,2,visitors at Sagaween's house,Sagaween (Laxsgiik),Directed,0.1,123.5,1235,Exchange
44,42,visitors at Sagaween's house,Sagaween's father (Gisk'aast),Directed,0.1,123.5,1235,Knows
44,43,visitors at Sagaween's house,women singing,Directed,0.1,123.5,1235,Exchange
43,71,women singing,cedar bark squid,Directed,0.1,123.5,1235,Exchange
43,2,women singing,Sagaween (Laxsgiik),Directed,0.1,123.5,1235,Exchange
43,42,women singing,Sagaween's father (Gisk'aast),Directed,0.1,123.5,1235,Knows
43,44,women singing,visitors at Sagaween's house,Directed,0.1,123.5,1235,Exchange
71,2,cedar bark squid,Sagaween (Laxsgiik),Directed,0.1,123.6,1236,Knows
71,42,cedar bark squid,Sagaween's father (Gisk'aast),Directed,0.1,123.6,1236,Knows
71,44,cedar bark squid,visitors at Sagaween's house,Directed,0.1,123.6,1236,Exchange
71,43,cedar bark squid,women singing,Directed,0.1,123.6,1236,Exchange
14,71,real Barbeau,cedar bark squid,Directed,0.1,123.6,1236,Knows of
14,4,real Barbeau,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,123.6,1236,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,123.6,1236,Knows
14,42,real Barbeau,Sagaween's father (Gisk'aast),Directed,0.1,123.6,1236,Knows of
14,44,real Barbeau,visitors at Sagaween's house,Directed,0.1,123.6,1236,Knows of
14,43,real Barbeau,women singing,Directed,0.1,123.6,1236,Knows of
2,71,Sagaween (Laxsgiik),cedar bark squid,Directed,0.1,123.6,1236,Knows
2,42,Sagaween (Laxsgiik),Sagaween's father (Gisk'aast),Directed,0.1,123.6,1236,Knows
2,44,Sagaween (Laxsgiik),visitors at Sagaween's house,Directed,0.1,123.6,1236,Exchange
2,43,Sagaween (Laxsgiik),women singing,Directed,0.1,123.6,1236,Exchange
44,71,visitors at Sagaween's house,cedar bark squid,Directed,0.1,123.6,1236,Exchange
44,2,visitors at Sagaween's house,Sagaween (Laxsgiik),Directed,0.1,123.6,1236,Exchange
44,42,visitors at Sagaween's house,Sagaween's father (Gisk'aast),Directed,0.1,123.6,1236,Knows
44,43,visitors at Sagaween's house,women singing,Directed,0.1,123.6,1236,Exchange
43,71,women singing,cedar bark squid,Directed,0.1,123.6,1236,Exchange
43,2,women singing,Sagaween (Laxsgiik),Directed,0.1,123.6,1236,Exchange
43,42,women singing,Sagaween's father (Gisk'aast),Directed,0.1,123.6,1236,Knows
43,44,women singing,visitors at Sagaween's house,Directed,0.1,123.6,1236,Exchange
71,2,cedar bark squid,Sagaween (Laxsgiik),Directed,0.1,123.7,1237,Knows
71,42,cedar bark squid,Sagaween's father (Gisk'aast),Directed,0.1,123.7,1237,Knows
71,44,cedar bark squid,visitors at Sagaween's house,Directed,0.1,123.7,1237,Exchange
71,43,cedar bark squid,women singing,Directed,0.1,123.7,1237,Exchange
14,71,real Barbeau,cedar bark squid,Directed,0.1,123.7,1237,Knows of
14,4,real Barbeau,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,123.7,1237,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,123.7,1237,Knows
14,42,real Barbeau,Sagaween's father (Gisk'aast),Directed,0.1,123.7,1237,Knows of
14,44,real Barbeau,visitors at Sagaween's house,Directed,0.1,123.7,1237,Knows of
14,43,real Barbeau,women singing,Directed,0.1,123.7,1237,Knows of
2,71,Sagaween (Laxsgiik),cedar bark squid,Directed,0.1,123.7,1237,Knows
2,42,Sagaween (Laxsgiik),Sagaween's father (Gisk'aast),Directed,0.1,123.7,1237,Knows
2,44,Sagaween (Laxsgiik),visitors at Sagaween's house,Directed,0.1,123.7,1237,Exchange
2,43,Sagaween (Laxsgiik),women singing,Directed,0.1,123.7,1237,Exchange
44,71,visitors at Sagaween's house,cedar bark squid,Directed,0.1,123.7,1237,Exchange
44,2,visitors at Sagaween's house,Sagaween (Laxsgiik),Directed,0.1,123.7,1237,Exchange
44,42,visitors at Sagaween's house,Sagaween's father (Gisk'aast),Directed,0.1,123.7,1237,Knows
44,43,visitors at Sagaween's house,women singing,Directed,0.1,123.7,1237,Exchange
43,71,women singing,cedar bark squid,Directed,0.1,123.7,1237,Exchange
43,2,women singing,Sagaween (Laxsgiik),Directed,0.1,123.7,1237,Exchange
43,42,women singing,Sagaween's father (Gisk'aast),Directed,0.1,123.7,1237,Knows
43,44,women singing,visitors at Sagaween's house,Directed,0.1,123.7,1237,Exchange
71,2,cedar bark squid,Sagaween (Laxsgiik),Directed,0.1,123.8,1238,Knows
71,42,cedar bark squid,Sagaween's father (Gisk'aast),Directed,0.1,123.8,1238,Knows
71,44,cedar bark squid,visitors at Sagaween's house,Directed,0.1,123.8,1238,Exchange
71,43,cedar bark squid,women singing,Directed,0.1,123.8,1238,Exchange
14,71,real Barbeau,cedar bark squid,Directed,0.1,123.8,1238,Knows of
14,4,real Barbeau,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,123.8,1238,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,123.8,1238,Knows
14,42,real Barbeau,Sagaween's father (Gisk'aast),Directed,0.1,123.8,1238,Knows of
14,44,real Barbeau,visitors at Sagaween's house,Directed,0.1,123.8,1238,Knows of
14,43,real Barbeau,women singing,Directed,0.1,123.8,1238,Knows of
2,71,Sagaween (Laxsgiik),cedar bark squid,Directed,0.1,123.8,1238,Knows
2,42,Sagaween (Laxsgiik),Sagaween's father (Gisk'aast),Directed,0.1,123.8,1238,Knows
2,44,Sagaween (Laxsgiik),visitors at Sagaween's house,Directed,0.1,123.8,1238,Exchange
2,43,Sagaween (Laxsgiik),women singing,Directed,0.1,123.8,1238,Exchange
44,71,visitors at Sagaween's house,cedar bark squid,Directed,0.1,123.8,1238,Exchange
44,2,visitors at Sagaween's house,Sagaween (Laxsgiik),Directed,0.1,123.8,1238,Exchange
44,42,visitors at Sagaween's house,Sagaween's father (Gisk'aast),Directed,0.1,123.8,1238,Knows
44,43,visitors at Sagaween's house,women singing,Directed,0.1,123.8,1238,Exchange
43,71,women singing,cedar bark squid,Directed,0.1,123.8,1238,Exchange
43,2,women singing,Sagaween (Laxsgiik),Directed,0.1,123.8,1238,Exchange
43,42,women singing,Sagaween's father (Gisk'aast),Directed,0.1,123.8,1238,Knows
43,44,women singing,visitors at Sagaween's house,Directed,0.1,123.8,1238,Exchange
71,2,cedar bark squid,Sagaween (Laxsgiik),Directed,0.1,123.9,1239,Knows
71,42,cedar bark squid,Sagaween's father (Gisk'aast),Directed,0.1,123.9,1239,Knows
71,44,cedar bark squid,visitors at Sagaween's house,Directed,0.1,123.9,1239,Exchange
71,43,cedar bark squid,women singing,Directed,0.1,123.9,1239,Exchange
14,71,real Barbeau,cedar bark squid,Directed,0.1,123.9,1239,Knows of
14,4,real Barbeau,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,123.9,1239,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,123.9,1239,Knows
14,42,real Barbeau,Sagaween's father (Gisk'aast),Directed,0.1,123.9,1239,Knows of
14,44,real Barbeau,visitors at Sagaween's house,Directed,0.1,123.9,1239,Knows of
14,43,real Barbeau,women singing,Directed,0.1,123.9,1239,Knows of
2,71,Sagaween (Laxsgiik),cedar bark squid,Directed,0.1,123.9,1239,Knows
2,42,Sagaween (Laxsgiik),Sagaween's father (Gisk'aast),Directed,0.1,123.9,1239,Knows
2,44,Sagaween (Laxsgiik),visitors at Sagaween's house,Directed,0.1,123.9,1239,Exchange
2,43,Sagaween (Laxsgiik),women singing,Directed,0.1,123.9,1239,Exchange
44,71,visitors at Sagaween's house,cedar bark squid,Directed,0.1,123.9,1239,Exchange
44,2,visitors at Sagaween's house,Sagaween (Laxsgiik),Directed,0.1,123.9,1239,Exchange
44,42,visitors at Sagaween's house,Sagaween's father (Gisk'aast),Directed,0.1,123.9,1239,Knows
44,43,visitors at Sagaween's house,women singing,Directed,0.1,123.9,1239,Exchange
43,71,women singing,cedar bark squid,Directed,0.1,123.9,1239,Exchange
43,2,women singing,Sagaween (Laxsgiik),Directed,0.1,123.9,1239,Exchange
43,42,women singing,Sagaween's father (Gisk'aast),Directed,0.1,123.9,1239,Knows
43,44,women singing,visitors at Sagaween's house,Directed,0.1,123.9,1239,Exchange
1,4,speaker Abel,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,125,1250,Knows
1,4,speaker Abel,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,125.1,1251,Knows
1,4,speaker Abel,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,125.2,1252,Knows
1,4,speaker Abel,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,125.3,1253,Knows
1,4,speaker Abel,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,125.4,1254,Knows
1,4,speaker Abel,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,125.5,1255,Knows
1,4,speaker Abel,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,125.6,1256,Knows
1,4,speaker Abel,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,125.7,1257,Knows
1,4,speaker Abel,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,125.8,1258,Knows
1,4,speaker Abel,"Gisk'aast (""Killer Whale Clan"")",Directed,0.1,125.9,1259,Knows
33,1,Jordan Abel's father,speaker Abel,Directed,0.1,127,1270,Knows
1,33,speaker Abel,Jordan Abel's father,Directed,0.1,127,1270,Knows
1,42,speaker Abel,Sagaween's father (Gisk'aast),Directed,0.1,127,1270,Knows
33,1,Jordan Abel's father,speaker Abel,Directed,0.1,127.1,1271,Knows
1,33,speaker Abel,Jordan Abel's father,Directed,0.1,127.1,1271,Knows
1,42,speaker Abel,Sagaween's father (Gisk'aast),Directed,0.1,127.1,1271,Knows
33,1,Jordan Abel's father,speaker Abel,Directed,0.1,127.2,1272,Knows
1,33,speaker Abel,Jordan Abel's father,Directed,0.1,127.2,1272,Knows
1,42,speaker Abel,Sagaween's father (Gisk'aast),Directed,0.1,127.2,1272,Knows
33,1,Jordan Abel's father,speaker Abel,Directed,0.1,127.3,1273,Knows
1,33,speaker Abel,Jordan Abel's father,Directed,0.1,127.3,1273,Knows
1,42,speaker Abel,Sagaween's father (Gisk'aast),Directed,0.1,127.3,1273,Knows
33,1,Jordan Abel's father,speaker Abel,Directed,0.1,127.4,1274,Knows
1,33,speaker Abel,Jordan Abel's father,Directed,0.1,127.4,1274,Knows
1,42,speaker Abel,Sagaween's father (Gisk'aast),Directed,0.1,127.4,1274,Knows
33,1,Jordan Abel's father,speaker Abel,Directed,0.1,127.5,1275,Knows
1,33,speaker Abel,Jordan Abel's father,Directed,0.1,127.5,1275,Knows
1,42,speaker Abel,Sagaween's father (Gisk'aast),Directed,0.1,127.5,1275,Knows
33,1,Jordan Abel's father,speaker Abel,Directed,0.1,127.6,1276,Knows
1,33,speaker Abel,Jordan Abel's father,Directed,0.1,127.6,1276,Knows
1,42,speaker Abel,Sagaween's father (Gisk'aast),Directed,0.1,127.6,1276,Knows
33,1,Jordan Abel's father,speaker Abel,Directed,0.1,127.7,1277,Knows
1,33,speaker Abel,Jordan Abel's father,Directed,0.1,127.7,1277,Knows
1,42,speaker Abel,Sagaween's father (Gisk'aast),Directed,0.1,127.7,1277,Knows
