id_x,Event Name,Novel_x,Start Date,End Date,Duration,Preceding Event,Evidence,id_y,Narrator,Container,Start Page,End Page,TT Description,id,Novel_y,Start Date TT,End Date TT,Preceding t-t
179,Damuddy's death,The Sound and the Fury,1900-00-00,1900-00-00,0,_NO PRECEDING EVENT,"(includes the children playing in the water, coming home, and looking in the house) Dates collected from Ross and Polk",438.0,Quentin Compson III (narrator),"June Second, 1910",90.0,90.0,Quentin sends his note to his father (June second 1910),23.0,The Sound and the Fury,1910-06-02,1910-06-02,Quentin writes notes to his father and Shreve (June second 1910)
179,Damuddy's death,The Sound and the Fury,1900-00-00,1900-00-00,0,_NO PRECEDING EVENT,"(includes the children playing in the water, coming home, and looking in the house) Dates collected from Ross and Polk",439.0,Quentin Compson III (narrator),"June Second, 1910",101.0,101.0,Quentin gives Shreve's note to Deacon (June second 1910),24.0,The Sound and the Fury,1910-06-02,1910-06-02,Quentin sends his note to his father (June second 1910)
179,Damuddy's death,The Sound and the Fury,1900-00-00,1900-00-00,0,_NO PRECEDING EVENT,"(includes the children playing in the water, coming home, and looking in the house) Dates collected from Ross and Polk",440.0,Quentin Compson III (narrator),"June Second, 1910",151.0,151.0,Quentin gets arrested for taking the little Italian girl (June second 1910),27.0,The Sound and the Fury,1910-06-02,1910-06-02,Quentin finds the little Italian girl (June second 1910)
179,Damuddy's death,The Sound and the Fury,1900-00-00,1900-00-00,0,_NO PRECEDING EVENT,"(includes the children playing in the water, coming home, and looking in the house) Dates collected from Ross and Polk",441.0,Quentin Compson III (narrator),"June Second, 1910",152.0,152.0,Quentin gets arrested for taking the little Italian girl (June second 1910),27.0,The Sound and the Fury,1910-06-02,1910-06-02,Quentin finds the little Italian girl (June second 1910)
201,Dilsey lets Caddy see Quentin Jr. and Jason finds out because Benjy bellows,The Sound and the Fury,1912-00-00,1912-00-00,0,Caddy pays Jason to see Quentin Jr.,"Occurs within the same time as Caddy paying Jason and the funeral: "" I made Dilsey own up"" (207)",390.0,Jason Compson IV (narrator),"April Sixth, 1928.",207.0,207.0,Jason recieves Caddy's letter (April sixth 1928),32.0,The Sound and the Fury,1928-04-06,1928-04-06,Jason drives Quentin Jr. to school (April sixth 1928)
201,Dilsey lets Caddy see Quentin Jr. and Jason finds out because Benjy bellows,The Sound and the Fury,1912-00-00,1912-00-00,0,Caddy pays Jason to see Quentin Jr.,"Occurs within the same time as Caddy paying Jason and the funeral: "" I made Dilsey own up"" (207)",391.0,Jason Compson IV (narrator),"April Sixth, 1928.",208.0,208.0,Jason recieves Caddy's letter (April sixth 1928),32.0,The Sound and the Fury,1928-04-06,1928-04-06,Jason drives Quentin Jr. to school (April sixth 1928)
209,"Dilsey, Frony, and Luster take Benjy to church",The Sound and the Fury,1928-04-08,1928-04-09,0,The Compsons discover Quentin is missing and Jason discovers his money is missing,"Occurs in the section ""April Eighth, 1928.""",419.0,3rd Person Narrator (SaF),"April Eighth, 1928.",279.0,279.0,"April Eighth, 1928",45.0,The Sound and the Fury,1928-04-08,1928-04-08,"Benjy watches Quentin run away (April seventh, 1928)"
209,"Dilsey, Frony, and Luster take Benjy to church",The Sound and the Fury,1928-04-08,1928-04-09,0,The Compsons discover Quentin is missing and Jason discovers his money is missing,"Occurs in the section ""April Eighth, 1928.""",420.0,3rd Person Narrator (SaF),"April Eighth, 1928.",289.0,289.0,"April Eighth, 1928",45.0,The Sound and the Fury,1928-04-08,1928-04-08,"Benjy watches Quentin run away (April seventh, 1928)"
209,"Dilsey, Frony, and Luster take Benjy to church",The Sound and the Fury,1928-04-08,1928-04-09,0,The Compsons discover Quentin is missing and Jason discovers his money is missing,"Occurs in the section ""April Eighth, 1928.""",421.0,3rd Person Narrator (SaF),"April Eighth, 1928.",290.0,290.0,"April Eighth, 1928",45.0,The Sound and the Fury,1928-04-08,1928-04-08,"Benjy watches Quentin run away (April seventh, 1928)"
209,"Dilsey, Frony, and Luster take Benjy to church",The Sound and the Fury,1928-04-08,1928-04-09,0,The Compsons discover Quentin is missing and Jason discovers his money is missing,"Occurs in the section ""April Eighth, 1928.""",422.0,3rd Person Narrator (SaF),"April Eighth, 1928.",292.0,292.0,"April Eighth, 1928",45.0,The Sound and the Fury,1928-04-08,1928-04-08,"Benjy watches Quentin run away (April seventh, 1928)"
209,"Dilsey, Frony, and Luster take Benjy to church",The Sound and the Fury,1928-04-08,1928-04-09,0,The Compsons discover Quentin is missing and Jason discovers his money is missing,"Occurs in the section ""April Eighth, 1928.""",423.0,3rd Person Narrator (SaF),"April Eighth, 1928.",293.0,293.0,"April Eighth, 1928",45.0,The Sound and the Fury,1928-04-08,1928-04-08,"Benjy watches Quentin run away (April seventh, 1928)"
209,"Dilsey, Frony, and Luster take Benjy to church",The Sound and the Fury,1928-04-08,1928-04-09,0,The Compsons discover Quentin is missing and Jason discovers his money is missing,"Occurs in the section ""April Eighth, 1928.""",424.0,3rd Person Narrator (SaF),"April Eighth, 1928.",294.0,294.0,"April Eighth, 1928",45.0,The Sound and the Fury,1928-04-08,1928-04-08,"Benjy watches Quentin run away (April seventh, 1928)"
209,"Dilsey, Frony, and Luster take Benjy to church",The Sound and the Fury,1928-04-08,1928-04-09,0,The Compsons discover Quentin is missing and Jason discovers his money is missing,"Occurs in the section ""April Eighth, 1928.""",425.0,3rd Person Narrator (SaF),"April Eighth, 1928.",295.0,295.0,"April Eighth, 1928",45.0,The Sound and the Fury,1928-04-08,1928-04-08,"Benjy watches Quentin run away (April seventh, 1928)"
209,"Dilsey, Frony, and Luster take Benjy to church",The Sound and the Fury,1928-04-08,1928-04-09,0,The Compsons discover Quentin is missing and Jason discovers his money is missing,"Occurs in the section ""April Eighth, 1928.""",426.0,3rd Person Narrator (SaF),"April Eighth, 1928.",297.0,297.0,"April Eighth, 1928",45.0,The Sound and the Fury,1928-04-08,1928-04-08,"Benjy watches Quentin run away (April seventh, 1928)"
261,"Double wedding between Elizabeth and Mr. Darcy, Jane and Mr. Bingley",Pride and Prejudice,1794-12-01,1794-12-24,1,_CHOOSE AN EVENT,,723.0,3rd Person Narrator (PP),Volume 3,364.0,364.0,_CHOOSE A TELLING TIME,0.0,_CHOOSE A NOVEL,0000-00-00,0000-00-00,_CHOOSE A TELLING TIME
148,E Alma Mereminski dies,Emma's The History of Love,1995-00-00,1995-00-00,1,E David Singer dies,"Leo states that Alma ""died five years ago"" (85) narrated the same year that Isaac died which is 2000",258.0,E Leo (narrator),E A JOY FOREVER,85.0,85.0,E Not before December 2000,13.0,Emma's The History of Love,2000-12-00,0000-00-00,_CHOOSE A TELLING TIME
148,E Alma Mereminski dies,Emma's The History of Love,1995-00-00,1995-00-00,1,E David Singer dies,"Leo states that Alma ""died five years ago"" (85) narrated the same year that Isaac died which is 2000",259.0,E Leo (narrator),E DIE LAUGHING,163.0,163.0,E Not before December 2000,13.0,Emma's The History of Love,2000-12-00,0000-00-00,_CHOOSE A TELLING TIME
148,E Alma Mereminski dies,Emma's The History of Love,1995-00-00,1995-00-00,1,E David Singer dies,"Leo states that Alma ""died five years ago"" (85) narrated the same year that Isaac died which is 2000",260.0,E Leo (narrator),E DIE LAUGHING,168.0,168.0,E Not before December 2000,13.0,Emma's The History of Love,2000-12-00,0000-00-00,_CHOOSE A TELLING TIME
148,E Alma Mereminski dies,Emma's The History of Love,1995-00-00,1995-00-00,1,E David Singer dies,"Leo states that Alma ""died five years ago"" (85) narrated the same year that Isaac died which is 2000",556.0,E Alma (narrator),E 7. I'M SICK OF FAMOUS WRITERS,176.0,176.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
88,E Alma Mereminski is born,Emma's The History of Love,1920-02-21,1920-02-21,1,_NO PRECEDING EVENT,"""I knew her birthday was twenty-first of February (making her older than me by five months and twenty-eight days)""(28)",175.0,E Leo (narrator),E UNTIL THE WRITING HAND HURTS,128.0,128.0,E Not before December 2000,13.0,Emma's The History of Love,2000-12-00,0000-00-00,_CHOOSE A TELLING TIME
146,E Alma Singer is born,Emma's The History of Love,1985-09-14,1985-09-28,1,E Leo and Bruno reconnect,"Isaac was born in 1940 and died at 60 in the narrative present, which would make the narrative present or telling time in the year 2000, therefore, if Alma is 15 in 2000, she would have been born in 1985. Alma's birthday is in late September: ""[t]he rain started near the end of September, a few days before my birthday""(193) and she writes ""The morning of my fifteenth birthday"" (194) before Bird's journal entry dated ""September 28"" (203).",249.0,E Alma (narrator),E 1. MY NAME IS ALMA SINGER,35.0,35.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
146,E Alma Singer is born,Emma's The History of Love,1985-09-14,1985-09-28,1,E Leo and Bruno reconnect,"Isaac was born in 1940 and died at 60 in the narrative present, which would make the narrative present or telling time in the year 2000, therefore, if Alma is 15 in 2000, she would have been born in 1985. Alma's birthday is in late September: ""[t]he rain started near the end of September, a few days before my birthday""(193) and she writes ""The morning of my fifteenth birthday"" (194) before Bird's journal entry dated ""September 28"" (203).",250.0,E Alma (narrator),E 10. THEY MOVED TO NEW YORK AND HAD ME,41.0,41.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
160,E Alma and Herman go to Isaac's house,Emma's The History of Love,2000-09-24,2000-09-25,1,E Leo sends Isaac 'WORDS FOR EVERYTHING',"""a week and a half later"" is ""October 5th"" (202)",285.0,E Alma (narrator),E 17. LOOK AT ME,199.0,199.0,E Not before October 5th 2000,15.0,Emma's The History of Love,2000-10-05,0000-00-00,E Not before September 14 2000
160,E Alma and Herman go to Isaac's house,Emma's The History of Love,2000-09-24,2000-09-25,1,E Leo sends Isaac 'WORDS FOR EVERYTHING',"""a week and a half later"" is ""October 5th"" (202)",286.0,E Alma (narrator),E 19. I JUST DO,200.0,200.0,E Not before October 5th 2000,15.0,Emma's The History of Love,2000-10-05,0000-00-00,E Not before September 14 2000
172,E Alma and Leo meet,Emma's The History of Love,2000-10-21,2000-10-21,1,E Leo receives Bird's letter,"""Please meet me at 4:00 on Saturday"" (212) the Saturday after October 17th 2000 is October 21st",304.0,E Alma (narrator),E A + L 1.23,241.0,241.0,E Not before October 21st 2000,16.0,Emma's The History of Love,2000-10-21,0000-00-00,E Not before October 5th 2000
172,E Alma and Leo meet,Emma's The History of Love,2000-10-21,2000-10-21,1,E Leo receives Bird's letter,"""Please meet me at 4:00 on Saturday"" (212) the Saturday after October 17th 2000 is October 21st",305.0,E Leo (narrator),E A + L 1.24,242.0,242.0,E Not before December 2000,13.0,Emma's The History of Love,2000-12-00,0000-00-00,_CHOOSE A TELLING TIME
153,E Alma and Misha kiss,Emma's The History of Love,2000-08-14,2000-09-01,1,E Alma begins searching for Alma Mereminski,"Alma states that ""IT WAS ALMOST THE END OF AUGUST"" (141) as well as ""Ill be fifteen next month""(148)",275.0,E Alma (narrator),E 10. THEN,141.0,141.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
153,E Alma and Misha kiss,Emma's The History of Love,2000-08-14,2000-09-01,1,E Alma begins searching for Alma Mereminski,"Alma states that ""IT WAS ALMOST THE END OF AUGUST"" (141) as well as ""Ill be fifteen next month""(148)",276.0,E Alma (narrator),E 9. IF SHE'S REAL,141.0,141.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
152,E Alma begins searching for Alma Mereminski,Emma's The History of Love,2000-07-14,2000-08-01,1,E Charlotte receives Isaac's first letter,"""It was already the end of July....The next day his letter came"" (102)",274.0,E Alma (narrator),E 14. THE BIRTH OF FEELING,109.0,109.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
157,E Alma discovers Jacob Marcus is Isaac Moritz,Emma's The History of Love,2000-09-00,2000-11-00,1,E Alma discovers that Alma Mereminski has died,After she turns fifteen but before she and Herman go to Isaac's house,280.0,E Alma (narrator),E 9. HOLY COW,196.0,196.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
156,E Alma discovers that Alma Mereminski has died,Emma's The History of Love,2000-08-14,2000-10-00,1,E Alma reads Bird's journal,After she reads Bird's journal but before she turns fifteen,279.0,E Alma (narrator),E 7. I'M SICK OF FAMOUS WRITERS,176.0,176.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
163,E Alma learns of Isaac's death,Emma's The History of Love,2000-10-05,2000-10-05,1,E Leo finds out about Isaac's death,"""I remember the date- October 5th"" Charlotte tells Alma there is ""an obituary for [Isaac] in the paper"" (202)",291.0,E Alma (narrator),E 22. I DECIDED THERE WAS NOTHING LEFT TO LOSE,202.0,202.0,E Not before October 5th 2000,15.0,Emma's The History of Love,2000-10-05,0000-00-00,E Not before September 14 2000
127,E Alma leaves for America,Emma's The History of Love,1940-01-00,1940-05-00,0,E Zvi sees Leo and Alma kiss,"""the woman who had been a girl got on a boat to America and threw up the whole way, not because she was seasick but because she was pregnant""(12) Isaac was born after October 8 1940 and before November 1 1940, and as morning sickness occurs in the first trimester, Alma would have been getting sick between January and May of 1940",195.0,E Leo (narrator),E THE LAST WORDS ON EARTH 1.1,8.0,8.0,E Not before December 2000,13.0,Emma's The History of Love,2000-12-00,0000-00-00,_CHOOSE A TELLING TIME
127,E Alma leaves for America,Emma's The History of Love,1940-01-00,1940-05-00,0,E Zvi sees Leo and Alma kiss,"""the woman who had been a girl got on a boat to America and threw up the whole way, not because she was seasick but because she was pregnant""(12) Isaac was born after October 8 1940 and before November 1 1940, and as morning sickness occurs in the first trimester, Alma would have been getting sick between January and May of 1940",523.0,E Leo (narrator),E THE LAST WORDS ON EARTH 1.1,11.0,11.0,E Not before December 2000,13.0,Emma's The History of Love,2000-12-00,0000-00-00,_CHOOSE A TELLING TIME
127,E Alma leaves for America,Emma's The History of Love,1940-01-00,1940-05-00,0,E Zvi sees Leo and Alma kiss,"""the woman who had been a girl got on a boat to America and threw up the whole way, not because she was seasick but because she was pregnant""(12) Isaac was born after October 8 1940 and before November 1 1940, and as morning sickness occurs in the first trimester, Alma would have been getting sick between January and May of 1940",196.0,E Leo (narrator),E THE LAST WORDS ON EARTH 1.1,12.0,12.0,E Not before December 2000,13.0,Emma's The History of Love,2000-12-00,0000-00-00,_CHOOSE A TELLING TIME
127,E Alma leaves for America,Emma's The History of Love,1940-01-00,1940-05-00,0,E Zvi sees Leo and Alma kiss,"""the woman who had been a girl got on a boat to America and threw up the whole way, not because she was seasick but because she was pregnant""(12) Isaac was born after October 8 1940 and before November 1 1940, and as morning sickness occurs in the first trimester, Alma would have been getting sick between January and May of 1940",524.0,E Alma (narrator),E 9. IF SHE'S REAL,140.0,140.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
127,E Alma leaves for America,Emma's The History of Love,1940-01-00,1940-05-00,0,E Zvi sees Leo and Alma kiss,"""the woman who had been a girl got on a boat to America and threw up the whole way, not because she was seasick but because she was pregnant""(12) Isaac was born after October 8 1940 and before November 1 1940, and as morning sickness occurs in the first trimester, Alma would have been getting sick between January and May of 1940",197.0,E Alma (narrator),E 2. MY MOTHER LOOKS RIGHT THROUGH ME,171.0,171.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
127,E Alma leaves for America,Emma's The History of Love,1940-01-00,1940-05-00,0,E Zvi sees Leo and Alma kiss,"""the woman who had been a girl got on a boat to America and threw up the whole way, not because she was seasick but because she was pregnant""(12) Isaac was born after October 8 1940 and before November 1 1940, and as morning sickness occurs in the first trimester, Alma would have been getting sick between January and May of 1940",198.0,E Alma (narrator),E A + L 1.31,251.0,251.0,E Not before October 21st 2000,16.0,Emma's The History of Love,2000-10-21,0000-00-00,E Not before October 5th 2000
155,E Alma reads Bird's journal,Emma's The History of Love,2000-08-14,2000-10-00,1,E Alma realizes Alma Mereminski is married,After she realizes Alma is married but before she turns fifteen,278.0,E Alma (narrator),E 22. BEING NORMAL,149.0,149.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
154,E Alma realizes Alma Mereminski is married,Emma's The History of Love,2000-08-14,2000-10-00,1,E Alma and Misha kiss,Happens after Alma and Misha kiss but before Alma's 15th birthday,277.0,E Alma (narrator),E 21. SHE MUST HAVE GOTTEN MARRIED!,149.0,149.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
173,E Alma realizes that Leo wrote 'The History of Love',Emma's The History of Love,2000-10-21,2000-10-21,1,E Alma and Leo meet,"""And then I realized that I had been searching for the wrong person"" (251)",306.0,E Alma (narrator),E A + L 1.31,251.0,251.0,E Not before October 21st 2000,16.0,Emma's The History of Love,2000-10-21,0000-00-00,E Not before October 5th 2000
170,E Alma receives Bird's letter,Emma's The History of Love,2000-10-14,2000-10-18,1,E Leo goes to Isaac's house to retrieve 'Words for Everything',"A few days before she meets up with Leo: ""for a few days between the time that I received the letter and the time I went to meet whoever had sent it"" (233), the Saturday after October 17th 2000 is October 21st",300.0,E Alma (narrator),E A + L 1.1,219.0,219.0,E Not before October 21st 2000,16.0,Emma's The History of Love,2000-10-21,0000-00-00,E Not before October 5th 2000
170,E Alma receives Bird's letter,Emma's The History of Love,2000-10-14,2000-10-18,1,E Leo goes to Isaac's house to retrieve 'Words for Everything',"A few days before she meets up with Leo: ""for a few days between the time that I received the letter and the time I went to meet whoever had sent it"" (233), the Saturday after October 17th 2000 is October 21st",301.0,E Alma (narrator),E A + L 1.15,233.0,233.0,E Not before October 21st 2000,16.0,Emma's The History of Love,2000-10-21,0000-00-00,E Not before October 5th 2000
135,E Alma refuses Leo's proposal,Emma's The History of Love,1945-10-00,1946-08-18,1,E Leo leaves for America,"The novel states that  Leo ""was twenty-five years old"" (13) and Isaac was ""now five"" (13) therefore it is after Isaac turns 5 in October and before Leo's 26th birthday",226.0,E Leo (narrator),E THE LAST WORDS ON EARTH 1.1,13.0,13.0,E Not before December 2000,13.0,Emma's The History of Love,2000-12-00,0000-00-00,_CHOOSE A TELLING TIME
135,E Alma refuses Leo's proposal,Emma's The History of Love,1945-10-00,1946-08-18,1,E Leo leaves for America,"The novel states that  Leo ""was twenty-five years old"" (13) and Isaac was ""now five"" (13) therefore it is after Isaac turns 5 in October and before Leo's 26th birthday",227.0,E Leo (narrator),E A + L 1.8,226.0,226.0,E Not before December 2000,13.0,Emma's The History of Love,2000-12-00,0000-00-00,_CHOOSE A TELLING TIME
164,E Bernard calls for Alma (revealing Leo's identity to Bird),Emma's The History of Love,2000-10-06,2000-10-06,1,E Alma learns of Isaac's death,"In Bird's journal entry ""October 6"" (215) his phone call with Bernard is detailed (216)",292.0,E Bird (narrator),E October 6,216.0,216.0,E October 6th 2000,19.0,Emma's The History of Love,2000-10-06,2000-10-06,E October 3rd 2000
164,E Bernard calls for Alma (revealing Leo's identity to Bird),Emma's The History of Love,2000-10-06,2000-10-06,1,E Alma learns of Isaac's death,"In Bird's journal entry ""October 6"" (215) his phone call with Bernard is detailed (216)",564.0,E Bird (narrator),E WOULD A LAMED VOVNIK DO THIS?,217.0,217.0,E October 6th 2000,19.0,Emma's The History of Love,2000-10-06,2000-10-06,E October 3rd 2000
159,E Bird learns about Alma's search,Emma's The History of Love,2000-10-03,2000-10-03,1,E Alma and Herman go to Isaac's house,"In Bird's journal entry titled ""October 3"" (206) Bird answers a call from Misha who asks if Alma ""ever found the person she was looking for"" (207)",283.0,E Bird (narrator),E October 3,207.0,207.0,E October 3rd 2000,18.0,Emma's The History of Love,2000-10-03,2000-10-03,_CHOOSE A TELLING TIME
166,E Bird sends Alma and Leo letters,Emma's The History of Love,2000-10-07,2000-10-17,1,E Bird sends Leo 'The History of Love' and letters to Leo and Alma,"He sends the letters after finds out that Alma is searching for someone and sometime before Leo receives his letter on ""October 17th"" (211)",,,,,,,,,,,
165,E Bird sends Leo 'The History of Love' and letters to Leo and Alma,Emma's The History of Love,2000-10-07,2000-10-07,1,E Bernard calls for Alma (revealing Leo's identity to Bird),"Under his entry ""October 7"" Bird writes: ""I went to her study and printed out The History of Love. I put it in a brown envelope and on the front I wrote FOR LEOPOLD GURSKY....I hid the envelope with The History of Love under my jacket, and went out the door"" (218) and he sends the letters after finds out that Alma is searching for someone and sometime before Leo receives his letter on ""October 17th"" (211)",,,,,,,,,,,
175,E Bruno dies,Emma's The History of Love,1941-07-00,1941-07-00,1,E Nazis invade Slonim,""" He died on a July day in 1941"" (249)",217.0,E Leo (narrator),E A + L 1.30,249.0,249.0,E Not before December 2000,13.0,Emma's The History of Love,2000-12-00,0000-00-00,_CHOOSE A TELLING TIME
143,E Charlotte and David meet,Emma's The History of Love,1975-00-00,1979-00-00,1,E David Singer buys 'The History of Love',"They met ""the summer before she started Oxford"" (37-38)",242.0,E Alma (narrator),E 4. MY FATHER DIED WHEN I WAS SEVEN,37.0,37.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
143,E Charlotte and David meet,Emma's The History of Love,1975-00-00,1979-00-00,1,E David Singer buys 'The History of Love',"They met ""the summer before she started Oxford"" (37-38)",243.0,E Alma (narrator),E 4. MY FATHER DIED WHEN I WAS SEVEN,38.0,38.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
143,E Charlotte and David meet,Emma's The History of Love,1975-00-00,1979-00-00,1,E David Singer buys 'The History of Love',"They met ""the summer before she started Oxford"" (37-38)",547.0,E Alma (narrator),E 13. THE ETERNAL DISAPPOINTMENT OF LIFE AS IT IS,108.0,108.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
151,E Charlotte receives Isaac's first letter,Emma's The History of Love,2000-02-00,2000-02-00,1,E Leo begins to write again,"""in the middle of last February a letter arrived"" (55)",271.0,E Alma (narrator),E 28. A HUNDRED THINGS CAN CHANGE YOUR LIFE; A LETTER IS ONE,55.0,55.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
151,E Charlotte receives Isaac's first letter,Emma's The History of Love,2000-02-00,2000-02-00,1,E Leo begins to write again,"""in the middle of last February a letter arrived"" (55)",273.0,E Alma (narrator),E 8. Блядь,101.0,101.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
151,E Charlotte receives Isaac's first letter,Emma's The History of Love,2000-02-00,2000-02-00,1,E Leo begins to write again,"""in the middle of last February a letter arrived"" (55)",272.0,E Alma (narrator),E 8. INTERGLACIAL,139.0,139.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
142,E David Singer buys 'The History of Love',Emma's The History of Love,1971-00-00,1971-00-00,1,E Rosa destroys the manuscript,"""David Singer found The History of Love...when he was twenty-two"" (175-176). He is 10 years older than Charlotte ""he was ten years older than she was"" (38) and Charlotte is 41 when Alma is 15 ""even now at forty-one...fifteen"" (38) If Alma was born in 1985 then she is 15 and Charlotte is 41 in 2000, therefore Charlotte was born in 1959, and being ten years younger, David was born in 1949. So when David was 22 years old the year was 1971.",240.0,E Zvi's Narrator,E FORGIVE ME,74.0,74.0,E Unknown (Not before 1980),17.0,Emma's The History of Love,1980-00-00,0000-00-00,_CHOOSE A TELLING TIME
142,E David Singer buys 'The History of Love',Emma's The History of Love,1971-00-00,1971-00-00,1,E Rosa destroys the manuscript,"""David Singer found The History of Love...when he was twenty-two"" (175-176). He is 10 years older than Charlotte ""he was ten years older than she was"" (38) and Charlotte is 41 when Alma is 15 ""even now at forty-one...fifteen"" (38) If Alma was born in 1985 then she is 15 and Charlotte is 41 in 2000, therefore Charlotte was born in 1959, and being ten years younger, David was born in 1949. So when David was 22 years old the year was 1971.",241.0,E Alma (narrator),E 6. I KNOCK AND SHE ANSWERS,175.0,175.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
147,E David Singer dies,Emma's The History of Love,1992-09-00,1993-09-00,1,E Alma Singer is born,"Alma states ""my father died when I was seven"" (37)",251.0,E Alma (narrator),E 4. MY FATHER DIED WHEN I WAS SEVEN,37.0,37.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
147,E David Singer dies,Emma's The History of Love,1992-09-00,1993-09-00,1,E Alma Singer is born,"Alma states ""my father died when I was seven"" (37)",255.0,E Alma (narrator),"E 12. HE LIKED TO COOK AND LAUGH AND SING, COULD START A FIRE WITH HIS HANDS...",41.0,41.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
147,E David Singer dies,Emma's The History of Love,1992-09-00,1993-09-00,1,E Alma Singer is born,"Alma states ""my father died when I was seven"" (37)",256.0,E Alma (narrator),E 14. AT THE END OF THE WORLD,42.0,42.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
147,E David Singer dies,Emma's The History of Love,1992-09-00,1993-09-00,1,E Alma Singer is born,"Alma states ""my father died when I was seven"" (37)",266.0,E Alma (narrator),E 16. EVERYTHING IS REMADE AS REASON,43.0,43.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
147,E David Singer dies,Emma's The History of Love,1992-09-00,1993-09-00,1,E Alma Singer is born,"Alma states ""my father died when I was seven"" (37)",252.0,E Alma (narrator),E 20. MY MOTHER HAS ONLY BEEN ON TWO DATES SINCE MY FATHER DIED,46.0,46.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
147,E David Singer dies,Emma's The History of Love,1992-09-00,1993-09-00,1,E Alma Singer is born,"Alma states ""my father died when I was seven"" (37)",253.0,E Alma (narrator),E 3. THE MAN WHO COULDN'T ESCAPE GRAVITY,94.0,94.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
147,E David Singer dies,Emma's The History of Love,1992-09-00,1993-09-00,1,E Alma Singer is born,"Alma states ""my father died when I was seven"" (37)",265.0,E Alma (narrator),E 8. Блядь,101.0,101.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
147,E David Singer dies,Emma's The History of Love,1992-09-00,1993-09-00,1,E Alma Singer is born,"Alma states ""my father died when I was seven"" (37)",257.0,E Alma (narrator),E 12. I GAVE UP,181.0,181.0,E Not before September 14 2000,14.0,Emma's The History of Love,2000-09-14,0000-00-00,_CHOOSE A TELLING TIME
147,E David Singer dies,Emma's The History of Love,1992-09-00,1993-09-00,1,E Alma Singer is born,"Alma states ""my father died when I was seven"" (37)",264.0,E Bird (narrator),E October 3,206.0,206.0,E October 3rd 2000,18.0,Emma's The History of Love,2000-10-03,2000-10-03,_CHOOSE A TELLING TIME
147,E David Singer dies,Emma's The History of Love,1992-09-00,1993-09-00,1,E Alma Singer is born,"Alma states ""my father died when I was seven"" (37)",254.0,E Alma (narrator),E A + L 1.29,247.0,247.0,E Not before October 21st 2000,16.0,Emma's The History of Love,2000-10-21,0000-00-00,E Not before October 5th 2000
