Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,Participating Characters,Damuddy,Caroline Bascomb Compson,Jason Compson III,Quentin Compson III,Caddy Compson,Benjamin Compson,Jason Compson IV,Versh Gibson,Frony Gibson,T.P.,Roskus Gibson,Dilsey Gibson,Mr. Patterson,Mrs. Patterson,Maury Bascomb,Charlie,Herbert Head,Little girl (Benjy ran after),Doctor,Miss Quentin Compson,Grave diggers,Band member (that Quentin runs off with),Luster Gibson,Reverend Shegog,Church-goers,Choir,Sheriff,Man (in a dirty apron),Man (who runs the show),Dalton Ames,Shreve
9,Quentin confronts Dalton,1909-08-01,1909-09-01,T,Quentin Compson III (narrator),161.0,161.0,1910-06-02,1910-06-02,76.0,179.0,F,Dates collected from Ross and Polk,,,,,T,T,,,,,,,,,,,,,,,,,,,,,,,,,T,
11,Quentin recieves Caddy and Herbert's wedding announcement,1910-01-01,1910-04-23,T,Quentin Compson III (narrator),77.0,77.0,1910-06-02,1910-06-02,76.0,179.0,F,Dates collected from Ross and Polk,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,T
11,Quentin recieves Caddy and Herbert's wedding announcement,1910-01-01,1910-04-23,T,Quentin Compson III (narrator),94.0,94.0,1910-06-02,1910-06-02,76.0,179.0,F,Dates collected from Ross and Polk,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,T
11,Quentin recieves Caddy and Herbert's wedding announcement,1910-01-01,1910-04-23,T,Quentin Compson III (narrator),174.0,174.0,1910-06-02,1910-06-02,76.0,179.0,F,Dates collected from Ross and Polk,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,T
11,Quentin recieves Caddy and Herbert's wedding announcement,1910-01-01,1910-04-23,T,Quentin Compson III (narrator),93.0,93.0,1910-06-02,1910-06-02,76.0,179.0,F,Dates collected from Ross and Polk,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,T
12,Benjamin attacks a girl and is castrated,1910-01-01,1910-01-01,T,Benjamin Compson (narrator),52.0,52.0,1928-04-07,1928-04-07,3.0,75.0,F,"Occurs after Caddy's wedding, Benjy is trying to talk to the school girls about how much he misses Caddy ""I tried to say, but they went on, and I went along the fence, trying to say, and they went faster.... How did he get out, Father said."" (52)",,,,,,,T,,,,,,,,,,,,T,T,,,,,,,,,,,,
13,Herbert Head promises Jason a bank job,1910-01-01,1910-04-23,T,Jason Compson IV (narrator),221.0,221.0,1928-04-06,1928-04-06,180.0,264.0,F,"Dates collected from Ross and Polk, this happens before Quentin meets Herbert: ""Quentin this is Herbert....has already promised Jason....""(93)",,,,,,,,T,,,,,,,,,,T,,,,,,,,,,,,,,
13,Herbert Head promises Jason a bank job,1910-01-01,1910-04-23,T,Quentin Compson III (narrator),94.0,94.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, this happens before Quentin meets Herbert: ""Quentin this is Herbert....has already promised Jason....""(93)",,,,,,,,T,,,,,,,,,,T,,,,,,,,,,,,,,
13,Herbert Head promises Jason a bank job,1910-01-01,1910-04-23,T,Quentin Compson III (narrator),93.0,93.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, this happens before Quentin meets Herbert: ""Quentin this is Herbert....has already promised Jason....""(93)",,,,,,,,T,,,,,,,,,,T,,,,,,,,,,,,,,
12,Benjamin attacks a girl and is castrated,1910-01-01,1910-01-01,T,Jason Compson IV (narrator),263.0,263.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs after Caddy's wedding, Benjy is trying to talk to the school girls about how much he misses Caddy ""I tried to say, but they went on, and I went along the fence, trying to say, and they went faster.... How did he get out, Father said."" (52)",,,,,,,T,,,,,,,,,,,,T,T,,,,,,,,,,,,
12,Benjamin attacks a girl and is castrated,1910-01-01,1910-01-01,T,Jason Compson IV (narrator),253.0,253.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs after Caddy's wedding, Benjy is trying to talk to the school girls about how much he misses Caddy ""I tried to say, but they went on, and I went along the fence, trying to say, and they went faster.... How did he get out, Father said."" (52)",,,,,,,T,,,,,,,,,,,,T,T,,,,,,,,,,,,
12,Benjamin attacks a girl and is castrated,1910-01-01,1910-01-01,T,Benjamin Compson (narrator),53.0,53.0,1928-04-07,1928-04-07,3.0,75.0,F,"Occurs after Caddy's wedding, Benjy is trying to talk to the school girls about how much he misses Caddy ""I tried to say, but they went on, and I went along the fence, trying to say, and they went faster.... How did he get out, Father said."" (52)",,,,,,,T,,,,,,,,,,,,T,T,,,,,,,,,,,,
13,Herbert Head promises Jason a bank job,1910-01-01,1910-04-23,T,Jason Compson IV (narrator),262.0,262.0,1928-04-06,1928-04-06,180.0,264.0,F,"Dates collected from Ross and Polk, this happens before Quentin meets Herbert: ""Quentin this is Herbert....has already promised Jason....""(93)",,,,,,,,T,,,,,,,,,,T,,,,,,,,,,,,,,
14,Quentin meets Herbert Head,1910-04-23,1910-04-23,T,Quentin Compson III (narrator),95.0,95.0,1910-06-02,1910-06-02,76.0,179.0,F,Dates collected from Ross and Polk,,,T,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
14,Quentin meets Herbert Head,1910-04-23,1910-04-23,T,Quentin Compson III (narrator),93.0,93.0,1910-06-02,1910-06-02,76.0,179.0,F,Dates collected from Ross and Polk,,,T,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
15,The night before Caddy's wedding and Quentin confronts Herbert Head,1910-04-24,1910-04-24,T,Quentin Compson III (narrator),112.0,112.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
15,The night before Caddy's wedding and Quentin confronts Herbert Head,1910-04-24,1910-04-24,T,Quentin Compson III (narrator),106.0,106.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
15,The night before Caddy's wedding and Quentin confronts Herbert Head,1910-04-24,1910-04-24,T,Quentin Compson III (narrator),128.0,128.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
15,The night before Caddy's wedding and Quentin confronts Herbert Head,1910-04-24,1910-04-24,T,Quentin Compson III (narrator),123.0,123.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
15,The night before Caddy's wedding and Quentin confronts Herbert Head,1910-04-24,1910-04-24,T,Quentin Compson III (narrator),122.0,122.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
15,The night before Caddy's wedding and Quentin confronts Herbert Head,1910-04-24,1910-04-24,T,Quentin Compson III (narrator),121.0,121.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
15,The night before Caddy's wedding and Quentin confronts Herbert Head,1910-04-24,1910-04-24,T,Quentin Compson III (narrator),113.0,113.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
15,The night before Caddy's wedding and Quentin confronts Herbert Head,1910-04-24,1910-04-24,T,Quentin Compson III (narrator),115.0,115.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
15,The night before Caddy's wedding and Quentin confronts Herbert Head,1910-04-24,1910-04-24,T,Quentin Compson III (narrator),111.0,111.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
15,The night before Caddy's wedding and Quentin confronts Herbert Head,1910-04-24,1910-04-24,T,Quentin Compson III (narrator),110.0,110.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
15,The night before Caddy's wedding and Quentin confronts Herbert Head,1910-04-24,1910-04-24,T,Quentin Compson III (narrator),109.0,109.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
15,The night before Caddy's wedding and Quentin confronts Herbert Head,1910-04-24,1910-04-24,T,Quentin Compson III (narrator),108.0,108.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
15,The night before Caddy's wedding and Quentin confronts Herbert Head,1910-04-24,1910-04-24,T,Quentin Compson III (narrator),107.0,107.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
15,The night before Caddy's wedding and Quentin confronts Herbert Head,1910-04-24,1910-04-24,T,Quentin Compson III (narrator),81.0,81.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
16,Caddy and Herbert's Wedding,1910-04-25,1910-04-25,T,Benjamin Compson (narrator),51.0,51.0,1928-04-07,1928-04-07,3.0,75.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,T,T,T,T,T,T,,,T,,,,,,,T,,,,,,,,,,,,,,
16,Caddy and Herbert's Wedding,1910-04-25,1910-04-25,T,Benjamin Compson (narrator),39.0,39.0,1928-04-07,1928-04-07,3.0,75.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,T,T,T,T,T,T,,,T,,,,,,,T,,,,,,,,,,,,,,
16,Caddy and Herbert's Wedding,1910-04-25,1910-04-25,T,Benjamin Compson (narrator),40.0,40.0,1928-04-07,1928-04-07,3.0,75.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,T,T,T,T,T,T,,,T,,,,,,,T,,,,,,,,,,,,,,
16,Caddy and Herbert's Wedding,1910-04-25,1910-04-25,T,Benjamin Compson (narrator),21.0,21.0,1928-04-07,1928-04-07,3.0,75.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,T,T,T,T,T,T,,,T,,,,,,,T,,,,,,,,,,,,,,
16,Caddy and Herbert's Wedding,1910-04-25,1910-04-25,T,Quentin Compson III (narrator),81.0,81.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,T,T,T,T,T,T,,,T,,,,,,,T,,,,,,,,,,,,,,
16,Caddy and Herbert's Wedding,1910-04-25,1910-04-25,T,Quentin Compson III (narrator),93.0,93.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,T,T,T,T,T,T,,,T,,,,,,,T,,,,,,,,,,,,,,
16,Caddy and Herbert's Wedding,1910-04-25,1910-04-25,T,Quentin Compson III (narrator),100.0,100.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,T,T,T,T,T,T,,,T,,,,,,,T,,,,,,,,,,,,,,
16,Caddy and Herbert's Wedding,1910-04-25,1910-04-25,T,Jason Compson IV (narrator),221.0,221.0,1928-04-06,1928-04-06,180.0,264.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,T,T,T,T,T,T,,,T,,,,,,,T,,,,,,,,,,,,,,
16,Caddy and Herbert's Wedding,1910-04-25,1910-04-25,T,Quentin Compson III (narrator),77.0,77.0,1910-06-02,1910-06-02,76.0,179.0,F,"Dates collected from Ross and Polk, ""Mr. and Mrs. Jason Richmond Compson announce the marriage of their daughter Candace to Mr. Sydney Herbert Head on the twenty-fifth of April one thousand nine hundred and ten"" (93)",,,T,T,T,T,T,T,,,T,,,,,,,T,,,,,,,,,,,,,,
17,Quentin commits suicide,1910-06-02,1910-06-02,T,Jason Compson IV (narrator),197.0,197.0,1928-04-06,1928-04-06,180.0,264.0,F,"All the events leading up to Quentin's suicide occur in the section of the novel titled ""June Second, 1910.""",,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Quentin commits suicide,1910-06-02,1910-06-02,T,3rd Person Narrator (SaF),299.0,299.0,,,,,,"All the events leading up to Quentin's suicide occur in the section of the novel titled ""June Second, 1910.""",,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Quentin commits suicide,1910-06-02,1910-06-02,T,3rd Person Narrator (SaF),283.0,283.0,,,,,,"All the events leading up to Quentin's suicide occur in the section of the novel titled ""June Second, 1910.""",,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Quentin commits suicide,1910-06-02,1910-06-02,T,Jason Compson IV (narrator),261.0,261.0,1928-04-06,1928-04-06,180.0,264.0,F,"All the events leading up to Quentin's suicide occur in the section of the novel titled ""June Second, 1910.""",,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Quentin commits suicide,1910-06-02,1910-06-02,T,Jason Compson IV (narrator),233.0,233.0,1928-04-06,1928-04-06,180.0,264.0,F,"All the events leading up to Quentin's suicide occur in the section of the novel titled ""June Second, 1910.""",,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Quentin commits suicide,1910-06-02,1910-06-02,T,Jason Compson IV (narrator),226.0,226.0,1928-04-06,1928-04-06,180.0,264.0,F,"All the events leading up to Quentin's suicide occur in the section of the novel titled ""June Second, 1910.""",,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Quentin commits suicide,1910-06-02,1910-06-02,T,Jason Compson IV (narrator),203.0,203.0,1928-04-06,1928-04-06,180.0,264.0,F,"All the events leading up to Quentin's suicide occur in the section of the novel titled ""June Second, 1910.""",,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Quentin commits suicide,1910-06-02,1910-06-02,T,Quentin Compson III (narrator),80.0,80.0,1910-06-02,1910-06-02,76.0,179.0,F,"All the events leading up to Quentin's suicide occur in the section of the novel titled ""June Second, 1910.""",,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Quentin commits suicide,1910-06-02,1910-06-02,T,Quentin Compson III (narrator),116.0,116.0,1910-06-02,1910-06-02,76.0,179.0,F,"All the events leading up to Quentin's suicide occur in the section of the novel titled ""June Second, 1910.""",,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Quentin commits suicide,1910-06-02,1910-06-02,T,Quentin Compson III (narrator),174.0,174.0,1910-06-02,1910-06-02,76.0,179.0,F,"All the events leading up to Quentin's suicide occur in the section of the novel titled ""June Second, 1910.""",,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Quentin commits suicide,1910-06-02,1910-06-02,T,Jason Compson IV (narrator),200.0,200.0,1928-04-06,1928-04-06,0.0,0.0,F,"All the events leading up to Quentin's suicide occur in the section of the novel titled ""June Second, 1910.""",,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Jason loses bank job,1911-01-01,1911-01-01,T,Jason Compson IV (narrator),202.0,202.0,1928-04-06,1928-04-06,180.0,264.0,F,"Jason loses the bank job that Herbert promised because of the divorce: ""'Oh', she says, 'that job'. I'm sorry about that, Jason"" (202)",,,,,,T,,T,,,,,,,,,,T,,,,,,,,,,,,,,
19,Herbert Head divorces Caddy,1911-01-01,1911-01-01,T,Jason Compson IV (narrator),233.0,233.0,1928-04-06,1928-04-06,180.0,264.0,F,"As stated in Faulkner's appendix ""Divorced by him 1911.""",,,,,,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
18,Jason loses bank job,1911-01-01,1911-01-01,T,3rd Person Narrator (SaF),306.0,306.0,,,,,,"Jason loses the bank job that Herbert promised because of the divorce: ""'Oh', she says, 'that job'. I'm sorry about that, Jason"" (202)",,,,,,T,,T,,,,,,,,,,T,,,,,,,,,,,,,,
18,Jason loses bank job,1911-01-01,1911-01-01,T,3rd Person Narrator (SaF),307.0,307.0,,,,,,"Jason loses the bank job that Herbert promised because of the divorce: ""'Oh', she says, 'that job'. I'm sorry about that, Jason"" (202)",,,,,,T,,T,,,,,,,,,,T,,,,,,,,,,,,,,
18,Jason loses bank job,1911-01-01,1911-01-01,T,3rd Person Narrator (SaF),304.0,304.0,,,,,,"Jason loses the bank job that Herbert promised because of the divorce: ""'Oh', she says, 'that job'. I'm sorry about that, Jason"" (202)",,,,,,T,,T,,,,,,,,,,T,,,,,,,,,,,,,,
19,Herbert Head divorces Caddy,1911-01-01,1911-01-01,T,Jason Compson IV (narrator),220.0,220.0,1928-04-06,1928-04-06,180.0,264.0,F,"As stated in Faulkner's appendix ""Divorced by him 1911.""",,,,,,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
20,Quentin Jr. gets sent to live with the Compsons,1911-01-01,1912-01-01,T,Jason Compson IV (narrator),196.0,196.0,1928-04-06,1928-04-06,3.0,75.0,F,"Quentin is born in November 1911, as she is seventeen in 1928 when she runs away from the Compsons, and the appendix states that Caddy was ""two months pregnant with another man's child...when she married"" at the end of April in 1910. She is sent to the Compsons when she is still a baby: ""Dilsey get that old cradle out of the attic"" (198)",,,T,T,,T,,T,,,,,,,,,,,,,T,,,,,,,,,,,
19,Herbert Head divorces Caddy,1911-01-01,1911-01-01,T,Jason Compson IV (narrator),198.0,198.0,1928-04-06,1928-04-06,180.0,264.0,F,"As stated in Faulkner's appendix ""Divorced by him 1911.""",,,,,,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
20,Quentin Jr. gets sent to live with the Compsons,1911-01-01,1912-01-01,T,Jason Compson IV (narrator),199.0,199.0,1928-04-06,1928-04-06,180.0,264.0,F,"Quentin is born in November 1911, as she is seventeen in 1928 when she runs away from the Compsons, and the appendix states that Caddy was ""two months pregnant with another man's child...when she married"" at the end of April in 1910. She is sent to the Compsons when she is still a baby: ""Dilsey get that old cradle out of the attic"" (198)",,,T,T,,T,,T,,,,,,,,,,,,,T,,,,,,,,,,,
20,Quentin Jr. gets sent to live with the Compsons,1911-01-01,1912-01-01,T,Jason Compson IV (narrator),200.0,200.0,1928-04-06,1928-04-06,180.0,264.0,F,"Quentin is born in November 1911, as she is seventeen in 1928 when she runs away from the Compsons, and the appendix states that Caddy was ""two months pregnant with another man's child...when she married"" at the end of April in 1910. She is sent to the Compsons when she is still a baby: ""Dilsey get that old cradle out of the attic"" (198)",,,T,T,,T,,T,,,,,,,,,,,,,T,,,,,,,,,,,
20,Quentin Jr. gets sent to live with the Compsons,1911-01-01,1912-01-01,T,Jason Compson IV (narrator),198.0,198.0,1928-04-06,1928-04-06,180.0,264.0,F,"Quentin is born in November 1911, as she is seventeen in 1928 when she runs away from the Compsons, and the appendix states that Caddy was ""two months pregnant with another man's child...when she married"" at the end of April in 1910. She is sent to the Compsons when she is still a baby: ""Dilsey get that old cradle out of the attic"" (198)",,,T,T,,T,,T,,,,,,,,,,,,,T,,,,,,,,,,,
18,Jason loses bank job,1911-01-01,1911-01-01,T,Jason Compson IV (narrator),206.0,206.0,1928-04-06,1928-04-06,180.0,264.0,F,"Jason loses the bank job that Herbert promised because of the divorce: ""'Oh', she says, 'that job'. I'm sorry about that, Jason"" (202)",,,,,,T,,T,,,,,,,,,,T,,,,,,,,,,,,,,
21,Jason Compson III's funeral,1912-01-01,1912-01-01,T,Jason Compson IV (narrator),203.0,203.0,1928-04-06,1928-04-06,180.0,264.0,F,Dates collected from Ross and Polk,,,T,T,,T,T,T,,,T,,T,,,T,,,,,,T,,,,,,,,,,
22,The Compson family visits the cemetery without Jason,1912-01-01,1913-01-01,T,Benjamin Compson (narrator),9.0,9.0,1928-04-07,1928-04-07,3.0,75.0,F,Dates collected from Ross and Polk,,,T,,,,T,,,,T,,T,,,,,,,,,,,,,,,,,,,
22,The Compson family visits the cemetery without Jason,1912-01-01,1913-01-01,T,Benjamin Compson (narrator),10.0,10.0,1928-04-07,1928-04-07,3.0,75.0,F,Dates collected from Ross and Polk,,,T,,,,T,,,,T,,T,,,,,,,,,,,,,,,,,,,
22,The Compson family visits the cemetery without Jason,1912-01-01,1913-01-01,T,Benjamin Compson (narrator),11.0,11.0,1928-04-07,1928-04-07,3.0,75.0,F,Dates collected from Ross and Polk,,,T,,,,T,,,,T,,T,,,,,,,,,,,,,,,,,,,
23,Dilsey lets Caddy see Quentin Jr. and Jason finds out because Benjy bellows,1912-01-01,1912-01-01,T,Jason Compson IV (narrator),208.0,208.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs within the same time as Caddy paying Jason and the funeral: "" I made Dilsey own up"" (207)",,,,,,T,T,T,,,,,T,,,,,,,,T,,,,,,,,,,,
23,Dilsey lets Caddy see Quentin Jr. and Jason finds out because Benjy bellows,1912-01-01,1912-01-01,T,Jason Compson IV (narrator),207.0,207.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs within the same time as Caddy paying Jason and the funeral: "" I made Dilsey own up"" (207)",,,,,,T,T,T,,,,,T,,,,,,,,T,,,,,,,,,,,
21,Jason Compson III's funeral,1912-01-01,1912-01-01,T,Jason Compson IV (narrator),196.0,196.0,1928-04-06,1928-04-06,180.0,264.0,F,Dates collected from Ross and Polk,,,T,T,,T,T,T,,,T,,T,,,T,,,,,,T,,,,,,,,,,
21,Jason Compson III's funeral,1912-01-01,1912-01-01,T,Jason Compson IV (narrator),202.0,202.0,1928-04-06,1928-04-06,180.0,264.0,F,Dates collected from Ross and Polk,,,T,T,,T,T,T,,,T,,T,,,T,,,,,,T,,,,,,,,,,
21,Jason Compson III's funeral,1912-01-01,1912-01-01,T,Jason Compson IV (narrator),197.0,197.0,1928-04-06,1928-04-06,180.0,264.0,F,Dates collected from Ross and Polk,,,T,T,,T,T,T,,,T,,T,,,T,,,,,,T,,,,,,,,,,
24,Caddy visits Jason's office,1912-01-01,1913-01-01,T,Jason Compson IV (narrator),206.0,206.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs the day after the funeral: ""the next morning dam if she didn't walk right into the store, only she had sense enough to wear the veil and not speak to anybody. It was Saturday morning, because I was at the store, and she came right on back to the desk where I was, walking fast"" (205)",,,,,,T,,T,,,,,,,,,,,,,,,,,,,,,,,,
25,Caddy pays Jason to see Quentin Jr.,1912-01-01,1912-01-01,T,Jason Compson IV (narrator),203.0,203.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs at and after the funeral: ""I was pretty near there, standing there in a black cloak, looking at the flowers. I knew who it was right off, before she turned and looked at me and lifted up her veil."" (202)",,,,,,T,,T,,,,,,,,,,,,,,,,,,,,,,,,
25,Caddy pays Jason to see Quentin Jr.,1912-01-01,1912-01-01,T,Jason Compson IV (narrator),204.0,204.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs at and after the funeral: ""I was pretty near there, standing there in a black cloak, looking at the flowers. I knew who it was right off, before she turned and looked at me and lifted up her veil."" (202)",,,,,,T,,T,,,,,,,,,,,,,,,,,,,,,,,,
25,Caddy pays Jason to see Quentin Jr.,1912-01-01,1912-01-01,T,Jason Compson IV (narrator),205.0,205.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs at and after the funeral: ""I was pretty near there, standing there in a black cloak, looking at the flowers. I knew who it was right off, before she turned and looked at me and lifted up her veil."" (202)",,,,,,T,,T,,,,,,,,,,,,,,,,,,,,,,,,
24,Caddy visits Jason's office,1912-01-01,1913-01-01,T,Jason Compson IV (narrator),205.0,205.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs the day after the funeral: ""the next morning dam if she didn't walk right into the store, only she had sense enough to wear the veil and not speak to anybody. It was Saturday morning, because I was at the store, and she came right on back to the desk where I was, walking fast"" (205)",,,,,,T,,T,,,,,,,,,,,,,,,,,,,,,,,,
26,Roskus dies,1915-01-01,1915-01-01,T,Jason Compson IV (narrator),251.0,251.0,1928-04-06,1928-04-06,180.0,264.0,F,Dates collected from Ross and Polk,,,,,,,,,,,,T,T,,,,,,,,,,,,,,,,,,,
26,Roskus dies,1915-01-01,1915-01-01,T,Benjamin Compson (narrator),33.0,33.0,1928-04-07,1928-04-07,3.0,75.0,F,Dates collected from Ross and Polk,,,,,,,,,,,,T,T,,,,,,,,,,,,,,,,,,,
