Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,Participating Characters,R Alma Mereminski,R Alma Mereminski's father,R Alma Mereminski's mother,R Leo Gursky,R Leo's father,R Leo's mother,R Zvi Litvinoff,R Isaac Moritz,R Rosa Litvinoff,R David Singer,R Bookstore owner (in Buenos Aires),R Charlotte Singer,R Bruno,R Alma Singer,R Misha Shklovsky,R Tatiana,R Uncle Julian,R Bird,R Doorman (Alma Mereminski's building),R Jacob Marcus,R Herman Cooper,R Bernard Moritz
26,R David Singer dies,1992-09-14,1993-09-28,T,R Alma (narrator),46.0,0.0,2000-09-14,0000-01-01,46.0,48.0,T,"""MY FATHER DIED WHEN I WAS SEVEN"" (37).",,,,,,,,,,,T,,,,,,,,,,,,
26,R David Singer dies,1992-09-14,1993-09-28,T,R Alma (narrator),94.0,0.0,2000-09-14,0000-01-01,94.0,95.0,T,"""MY FATHER DIED WHEN I WAS SEVEN"" (37).",,,,,,,,,,,T,,,,,,,,,,,,
26,R David Singer dies,1992-09-14,1993-09-28,T,R Alma (narrator),247.0,0.0,2000-10-21,2001-09-14,247.0,247.0,T,"""MY FATHER DIED WHEN I WAS SEVEN"" (37).",,,,,,,,,,,T,,,,,,,,,,,,
26,R David Singer dies,1992-09-14,1993-09-28,T,R Bird (narrator),206.0,0.0,2000-10-03,0000-01-01,203.0,207.0,T,"""MY FATHER DIED WHEN I WAS SEVEN"" (37).",,,,,,,,,,,T,,,,,,,,,,,,
26,R David Singer dies,1992-09-14,1993-09-28,T,R Alma (narrator),101.0,0.0,2000-09-14,0000-01-01,101.0,101.0,T,"""MY FATHER DIED WHEN I WAS SEVEN"" (37).",,,,,,,,,,,T,,,,,,,,,,,,
26,R David Singer dies,1992-09-14,1993-09-28,T,R Alma (narrator),181.0,0.0,2000-09-14,0000-01-01,181.0,182.0,T,"""MY FATHER DIED WHEN I WAS SEVEN"" (37).",,,,,,,,,,,T,,,,,,,,,,,,
27,R Alma Mereminski dies,1995-01-01,1995-12-31,T,R Leo (narrator),85.0,0.0,2000-12-01,2001-01-31,75.0,92.0,T,"She ""died five years ago"" (85). Leo narrates from the year 2000.",,T,,,,,,,,,,,,,,,,,,,,,
27,R Alma Mereminski dies,1995-01-01,1995-12-31,T,R Alma (narrator),176.0,0.0,2000-09-14,0000-01-01,176.0,177.0,T,"She ""died five years ago"" (85). Leo narrates from the year 2000.",,T,,,,,,,,,,,,,,,,,,,,,
27,R Alma Mereminski dies,1995-01-01,1995-12-31,T,R Leo (narrator),168.0,0.0,2000-12-01,2001-01-31,160.0,169.0,T,"She ""died five years ago"" (85). Leo narrates from the year 2000.",,T,,,,,,,,,,,,,,,,,,,,,
27,R Alma Mereminski dies,1995-01-01,1995-12-31,T,R Leo (narrator),163.0,0.0,2000-12-01,2001-01-31,160.0,169.0,T,"She ""died five years ago"" (85). Leo narrates from the year 2000.",,T,,,,,,,,,,,,,,,,,,,,,
28,R Alma becomes Misha's pen pal,1997-09-28,1998-02-28,T,R Alma (narrator),95.0,0.0,2000-09-14,0000-01-01,94.0,95.0,T,"""He was almost thirteen, five months older than I"" (98).",,T,,,,,,,,,,,,,,T,T,,,,,,
28,R Alma becomes Misha's pen pal,1997-09-28,1998-02-28,T,R Alma (narrator),98.0,0.0,2000-09-14,0000-01-01,98.0,99.0,T,"""He was almost thirteen, five months older than I"" (98).",,T,,,,,,,,,,,,,,T,T,,,,,,
29,R Leo begins to write again,1998-01-01,1998-12-31,T,R Leo (narrator),9.0,0.0,2000-12-01,2001-01-31,3.0,13.0,T,"""A couple of months after my heart attack, fifty-seven years after I'd given it up, I started to write again"" (9).",,,,,T,,,,,,,,,,,,,,,,,,
29,R Leo begins to write again,1998-01-01,1998-12-31,T,R Leo (narrator),209.0,0.0,2000-12-01,2001-01-31,208.0,212.0,T,"""A couple of months after my heart attack, fifty-seven years after I'd given it up, I started to write again"" (9).",,,,,T,,,,,,,,,,,,,,,,,,
29,R Leo begins to write again,1998-01-01,1998-12-31,T,R Leo (narrator),167.0,0.0,2000-12-01,2001-01-31,160.0,169.0,T,"""A couple of months after my heart attack, fifty-seven years after I'd given it up, I started to write again"" (9).",,,,,T,,,,,,,,,,,,,,,,,,
29,R Leo begins to write again,1998-01-01,1998-12-31,T,R Leo (narrator),124.0,0.0,2000-12-01,2001-01-31,119.0,129.0,T,"""A couple of months after my heart attack, fifty-seven years after I'd given it up, I started to write again"" (9).",,,,,T,,,,,,,,,,,,,,,,,,
30,R Charlotte receives Isaac's first letter,2000-02-01,2000-02-28,T,R Alma (narrator),55.0,0.0,2000-09-14,0000-01-01,55.0,57.0,T,"""...in the middle of last February a letter arrived..."" (55).",,,,,,,,,T,,,,T,,,,,,,,,,
30,R Charlotte receives Isaac's first letter,2000-02-01,2000-02-28,T,R Alma (narrator),101.0,0.0,2000-09-14,0000-01-01,101.0,101.0,T,"""...in the middle of last February a letter arrived..."" (55).",,,,,,,,,T,,,,T,,,,,,,,,,
30,R Charlotte receives Isaac's first letter,2000-02-01,2000-02-28,T,R Alma (narrator),139.0,0.0,2000-09-14,0000-01-01,139.0,140.0,T,"""...in the middle of last February a letter arrived..."" (55).",,,,,,,,,T,,,,T,,,,,,,,,,
31,R Alma begins searching for Alma Mereminski,2000-07-14,2000-08-01,T,R Alma (narrator),109.0,0.0,2000-09-14,0000-01-01,108.0,109.0,T,"""It was already the end of July"" (102).",,T,,,,,,,,,,,,,T,,,,,,,,
32,R Alma realises Alma Mereminski had married,2000-08-14,2000-09-01,T,R Alma (narrator),149.0,0.0,2000-09-14,0000-01-01,149.0,149.0,T,"This event happened after Alma and Misha kissed, but before September: ""I'll be fifteen next month"" (148).",,T,,,,,,,,,,,,,T,,,T,,,,,
33,R Alma and Misha kiss (for the second time ??),2000-08-14,2000-09-01,T,R Alma (narrator),141.0,0.0,2000-09-14,0000-01-01,141.0,142.0,T,"""TWO WEEKS PASSED, MISHA AND I STILL HADN'T TALKED"" (143). Note: ""...the summer before, when we were thirteen and stood on the roof of his building, the tar soft under our feet, our tongues in each other's mouths..."" (141).",,,,,,,,,,,,,,,T,T,,,,,,,
33,R Alma and Misha kiss (for the second time ??),2000-08-14,2000-09-01,T,R Alma (narrator),141.0,0.0,2000-09-14,0000-01-01,140.0,141.0,T,"""TWO WEEKS PASSED, MISHA AND I STILL HADN'T TALKED"" (143). Note: ""...the summer before, when we were thirteen and stood on the roof of his building, the tar soft under our feet, our tongues in each other's mouths..."" (141).",,,,,,,,,,,,,,,T,T,,,,,,,
34,R Alma reads Bird's journal,2000-08-15,2000-09-28,T,R Alma (narrator),149.0,0.0,2000-09-14,0000-01-01,149.0,149.0,T,This event happened before Alma's fifteenth birthday.,,,,,,,,,,,,,,,T,,,,T,,,,
35,R Alma realises Alma Mereminski has died,2000-08-16,2000-09-28,T,R Alma (narrator),176.0,0.0,2000-09-14,0000-01-01,176.0,177.0,T,This event happened before Alma's fifteenth birthday.,,T,,,,,,,,,,,,,T,,,,,T,,,
36,R Alma realises Jacob Marcus is Isaac Moritz,2000-09-14,2000-09-30,T,R Alma (narrator),196.0,0.0,2000-09-14,0000-01-01,196.0,196.0,T,"This event happened either on or after ""the morning of [Alma's] fifteenth birthday"" (194) but before she asked Herman to drive her to Isaac's house.",,,,,,,,,T,,,,,,T,,,,,,T,,
37,R Leo sends WORDS FOR EVERYTHING to Isaac,2000-09-20,0000-01-01,T,R Leo (narrator),34.0,0.0,2000-12-01,2001-01-31,14.0,34.0,T,,,,,,T,,,,T,,,,,,,,,,,,,,
38,R Alma and Herman go to Isaac's house (Alma leaves her phone number there),2000-09-25,0000-01-01,T,R Alma (narrator),200.0,0.0,2000-10-05,0000-01-01,200.0,201.0,T,"""A week and a half later"" is ""October 5th"" (202).",,,,,,,,,T,,,,,,T,,,,,,,T,
38,R Alma and Herman go to Isaac's house (Alma leaves her phone number there),2000-09-25,0000-01-01,T,R Alma (narrator),199.0,0.0,2000-10-05,0000-01-01,199.0,200.0,T,"""A week and a half later"" is ""October 5th"" (202).",,,,,,,,,T,,,,,,T,,,,,,,T,
39,R Isaac dies,2000-10-03,0000-01-01,T,R Leo (narrator),212.0,0.0,2000-12-01,2001-01-31,208.0,212.0,T,"He died the ""Tuesday night"" (77) before ""Saturday, October 7"" (80).",,,,,,,,,T,,,,,,,,,,,,,,
39,R Isaac dies,2000-10-03,0000-01-01,T,R Leo (narrator),77.0,0.0,2000-12-01,2001-01-31,75.0,92.0,T,"He died the ""Tuesday night"" (77) before ""Saturday, October 7"" (80).",,,,,,,,,T,,,,,,,,,,,,,,
39,R Isaac dies,2000-10-03,0000-01-01,T,R Leo (narrator),161.0,0.0,2000-12-01,2001-01-31,160.0,169.0,T,"He died the ""Tuesday night"" (77) before ""Saturday, October 7"" (80).",,,,,,,,,T,,,,,,,,,,,,,,
40,R Misha calls for Alma (exposing her search for someone to Bird),2000-10-03,0000-01-01,T,R Bird (narrator),207.0,0.0,2000-10-03,0000-01-01,203.0,207.0,T,"""October 3"" (206).",,,,,,,,,,,,,,,T,T,,,T,,,,
39,R Isaac dies,2000-10-03,0000-01-01,T,R Leo (narrator),169.0,0.0,2000-12-01,2001-01-31,160.0,169.0,T,"He died the ""Tuesday night"" (77) before ""Saturday, October 7"" (80).",,,,,,,,,T,,,,,,,,,,,,,,
39,R Isaac dies,2000-10-03,0000-01-01,T,R Leo (narrator),209.0,0.0,2000-12-01,2001-01-31,208.0,212.0,T,"He died the ""Tuesday night"" (77) before ""Saturday, October 7"" (80).",,,,,,,,,T,,,,,,,,,,,,,,
41,R Leo learns of Isaac's death,2000-10-05,0000-01-01,T,R Leo (narrator),77.0,0.0,2000-12-01,2001-01-31,75.0,92.0,T,"He reads the article the day before Friday, October 6th (80).",,,,,T,,,,T,,,,,,,,,,,,,,
42,R Alma learns of Isaac's death,2000-10-05,0000-01-01,T,R Alma (narrator),202.0,0.0,2000-10-05,0000-01-01,201.0,202.0,T,"""...October 5th..."" (202)",,,,,,,,,,,,,,,T,,,,,,,,
43,R Bernard calls for Alma (revealing Leo's identity to Bird),2000-10-06,0000-01-01,T,R Bird (narrator),217.0,0.0,2000-10-06,0000-01-01,213.0,218.0,T,"""October 6"" (215).",,,,,,,,,,,,,,,T,,,,T,,,,T
43,R Bernard calls for Alma (revealing Leo's identity to Bird),2000-10-06,0000-01-01,T,R Bird (narrator),216.0,0.0,2000-10-06,0000-01-01,213.0,218.0,T,"""October 6"" (215).",,,,,,,,,,,,,,,T,,,,T,,,,T
44,R Bird sends Leo and Alma letters [Obsolete],2000-10-07,2000-10-17,T,,,,,,,,F,"This event happened before the day that Leo and Alma meet, which is October 17.",,,,,T,,,,,,,,,,T,,,,T,,,,
45,R Bird sends the letters and The History of Love,2000-10-07,0000-01-01,T,,,,,,,,F,"""October 7"" (218).",,,,,T,,,,,,,,,,,,,,T,,,,
46,R Leo attends Isaac's funeral,2000-10-07,0000-01-01,T,R Leo (narrator),87.0,0.0,2000-12-01,2001-01-31,75.0,92.0,T,"""A memorial service will be held Saturday, October 7, a 10 AM at Central Synagogue"" (80).",,,,,T,,,,T,,,,,,,,,,,,,,
47,R Leo receives The History of Love,2000-10-07,0000-01-01,T,R Leo (narrator),92.0,0.0,2000-12-01,2001-01-31,75.0,92.0,T,Pg. 92.,,,,,T,,,,,,,,,,,,,,T,,,,
47,R Leo receives The History of Love,2000-10-07,0000-01-01,T,R Leo (narrator),161.0,0.0,2000-12-01,2001-01-31,160.0,169.0,T,Pg. 92.,,,,,T,,,,,,,,,,,,,,T,,,,
46,R Leo attends Isaac's funeral,2000-10-07,0000-01-01,T,R Leo (narrator),89.0,0.0,2000-12-01,2001-01-31,75.0,92.0,T,"""A memorial service will be held Saturday, October 7, a 10 AM at Central Synagogue"" (80).",,,,,T,,,,T,,,,,,,,,,,,,,
46,R Leo attends Isaac's funeral,2000-10-07,0000-01-01,T,R Leo (narrator),84.0,0.0,2000-12-01,2001-01-31,75.0,92.0,T,"""A memorial service will be held Saturday, October 7, a 10 AM at Central Synagogue"" (80).",,,,,T,,,,T,,,,,,,,,,,,,,
46,R Leo attends Isaac's funeral,2000-10-07,0000-01-01,T,R Leo (narrator),85.0,0.0,2000-12-01,2001-01-31,75.0,92.0,T,"""A memorial service will be held Saturday, October 7, a 10 AM at Central Synagogue"" (80).",,,,,T,,,,T,,,,,,,,,,,,,,
46,R Leo attends Isaac's funeral,2000-10-07,0000-01-01,T,R Leo (narrator),86.0,0.0,2000-12-01,2001-01-31,75.0,92.0,T,"""A memorial service will be held Saturday, October 7, a 10 AM at Central Synagogue"" (80).",,,,,T,,,,T,,,,,,,,,,,,,,
46,R Leo attends Isaac's funeral,2000-10-07,0000-01-01,T,R Leo (narrator),88.0,0.0,2000-12-01,2001-01-31,75.0,92.0,T,"""A memorial service will be held Saturday, October 7, a 10 AM at Central Synagogue"" (80).",,,,,T,,,,T,,,,,,,,,,,,,,
48,R Leo leaves to retrieve WORDS FOR EVERYTHING,2000-10-09,0000-01-01,T,R Leo (narrator),163.0,0.0,2000-12-01,2001-01-31,160.0,169.0,T,,,,,,T,,,,,,,,,T,,,,,,,,,
48,R Leo leaves to retrieve WORDS FOR EVERYTHING,2000-10-09,0000-01-01,T,R Leo (narrator),162.0,0.0,2000-12-01,2001-01-31,160.0,169.0,T,,,,,,T,,,,,,,,,T,,,,,,,,,
48,R Leo leaves to retrieve WORDS FOR EVERYTHING,2000-10-09,0000-01-01,T,R Leo (narrator),161.0,0.0,2000-12-01,2001-01-31,160.0,169.0,T,,,,,,T,,,,,,,,,T,,,,,,,,,
49,R Alma receives Bird's letter,2000-10-10,2000-10-17,T,R Alma (narrator),219.0,0.0,2000-10-21,2001-09-14,219.0,219.0,T,,,,,,,,,,,,,,,,T,,,,T,,,,
49,R Alma receives Bird's letter,2000-10-10,2000-10-17,T,R Alma (narrator),233.0,0.0,2000-10-21,2001-09-14,233.0,233.0,T,,,,,,,,,,,,,,,,T,,,,T,,,,
50,R Leo learns that Isaac had published WORDS FOR EVERYTHING,2000-10-17,0000-01-01,T,R Leo (narrator),209.0,0.0,2000-12-01,2001-01-31,208.0,212.0,T,Pg. 211.,,,,,T,,,,T,,,,,T,,,,,,,,,
51,R Leo receives Bird's letter,2000-10-17,0000-01-01,T,R Leo (narrator),212.0,0.0,0000-01-01,0000-01-01,208.0,212.0,F,,,,,,,,,,,,,,,,,,,,,,,,
52,R Leo finds Bird's letter,2000-10-17,0000-01-01,T,R Leo (narrator),212.0,0.0,2000-12-01,2001-01-31,208.0,212.0,T,Pg. 212.,,,,,T,,,,,,,,,,,,,,T,,,,
53,R Alma realises Leo wrote The History of Love,2000-10-21,0000-01-01,T,R Alma (narrator),251.0,0.0,2000-10-21,2001-09-14,251.0,251.0,T,,,,,,T,,,,,,,,,,T,,,,,,,,
54,R Alma and Leo meet,2000-10-21,0000-01-01,T,R Alma (narrator),241.0,0.0,2000-10-21,2001-09-14,241.0,241.0,T,After 4:00PM (212).,,,,,T,,,,,,,,,,T,,,,,,,,
54,R Alma and Leo meet,2000-10-21,0000-01-01,T,R Leo (narrator),242.0,0.0,2000-12-01,2001-01-31,242.0,242.0,T,After 4:00PM (212).,,,,,T,,,,,,,,,,T,,,,,,,,
