id_cont,Title,Level,Start Page_cont,End Page_cont,Narrator,Protagonist,Embed. Type,id_rel,Type of Relationship,Character 1,Character 2,Is Reciprocal?,Narrative Container,Start Page_rel,End Page_rel
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1397,Knows,Gryffindor students,Slytherin Students,1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1398,Knows,Draco Malfoy,The Bloody Baron,1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1399,Knows,Draco Malfoy,Slytherin Students,1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1400,Knows,Seamus Finnigan,The Bloody Baron,1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1401,Knows,Seamus Finnigan,The Finnigans,1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1402,Knows of,Harry Potter,The Finnigans,1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1403,Exchange,Ronald Weasley,Neville Longbottom,1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1404,Exchange,Neville Longbottom,Neville's Grandmother,1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1405,Exchange,Harry Potter,Neville Longbottom,1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1406,Knows of,Ronald Weasley,Neville's Grandmother,0,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1407,Exchange,Neville Longbottom,Great-uncle Algie,1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1408,Knows of,Harry Potter,Great-uncle Algie,0,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1409,Knows of,Ronald Weasley,Great-uncle Algie,0,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1410,Exchange,Neville Longbottom,Great-auntie Enid,1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1411,Knows,Great-auntie Enid,Great-uncle Algie,1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1412,Knows of,Harry Potter,Great-auntie Enid,0,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1413,Knows of,Ronald Weasley,Great-auntie Enid,0,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1414,Knows,Great-uncle Algie,Trevor (Neville's Toad),1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1415,Knows,Neville Longbottom,Trevor (Neville's Toad),1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1416,Knows,Harry Potter,Trevor (Neville's Toad),1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1417,Knows,Ronald Weasley,Trevor (Neville's Toad),1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1418,Exchange,Percy Weasley,Hermione Granger,1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1419,Knows,Harry Potter,Percy Weasley,1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1420,Knows,Harry Potter,Hermione Granger,1,The Sorting Hat,93,93
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1421,Exchange,Minerva McGonagall,Albus Dumbledore,1,The Sorting Hat,94,94
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1422,Exchange,Professor Quirell,Severus Snape,1,The Sorting Hat,94,94
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1423,Knows,Severus Snape,Harry Potter,1,The Sorting Hat,94,94
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1424,Knows,Harry Potter,Professor Quirell,1,The Sorting Hat,94,94
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1425,Exchange,Albus Dumbledore,Harry Potter,1,The Sorting Hat,94,94
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1426,Knows,Harry Potter,Minerva McGonagall,1,The Sorting Hat,94,94
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1427,Exchange,Percy Weasley,Harry Potter,1,The Sorting Hat,94,96
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1428,Knows,Percy Weasley,Professor Quirell,1,The Sorting Hat,94,94
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1429,Knows,Percy Weasley,Severus Snape,1,The Sorting Hat,94,94
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1430,Exchange,Albus Dumbledore,Hogwarts Students,1,The Sorting Hat,94,95
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1431,Exchange,Albus Dumbledore,Fred Weasley,1,The Sorting Hat,94,95
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1432,Exchange,Albus Dumbledore,George Weasley,1,The Sorting Hat,94,95
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1433,Knows,Fred Weasley,George Weasley,1,The Sorting Hat,94,94
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1434,Exchange,Albus Dumbledore,Argus Filtch,1,The Sorting Hat,94,94
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1435,Knows,Argus Filtch,Hogwarts Students,1,The Sorting Hat,94,94
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1436,Knows of,Harry Potter,Argus Filtch,1,The Sorting Hat,94,94
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1437,Knows,Albus Dumbledore,Madame Hooch,1,The Sorting Hat,94,94
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1438,Knows,Hogwarts Students,Madame Hooch,1,The Sorting Hat,94,94
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1439,Knows of,Harry Potter,Madame Hooch,1,The Sorting Hat,94,94
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1440,Exchange,Albus Dumbledore,Percy Weasley,1,The Sorting Hat,95,95
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1441,Knows,Harry Potter,Hogwarts Teachers,1,The Sorting Hat,95,95
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1442,Exchange,Albus Dumbledore,Hogwarts Teachers,1,The Sorting Hat,94,95
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1443,Exchange,Fred Weasley,George Weasley,1,The Sorting Hat,95,95
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1444,Exchange,Fred Weasley,Hogwarts Students,1,The Sorting Hat,95,95
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1445,Exchange,George Weasley,Hogwarts Students,1,The Sorting Hat,95,95
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1446,Knows,Gryffindor students,Percy Weasley,1,The Sorting Hat,95,96
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1447,Knows,Harry Potter,Peeves,1,The Sorting Hat,96,96
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1448,Exchange,Percy Weasley,Peeves,1,The Sorting Hat,96,96
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1449,Knows,Peeves,Gryffindor students,1,The Sorting Hat,96,96
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1450,Knows,Peeves,The Bloody Baron,1,The Sorting Hat,96,96
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1451,Knows,Percy Weasley,The Bloody Baron,1,The Sorting Hat,96,96
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1452,Knows of,Gryffindor students,The Bloody Baron,1,The Sorting Hat,96,96
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1453,Knows,Neville Longbottom,Peeves,1,The Sorting Hat,96,96
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1454,Exchange,Percy Weasley,Gryffindor students,1,The Sorting Hat,96,97
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1455,Knows,Harry Potter,The Bloody Baron,1,The Sorting Hat,96,96
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1456,Exchange,Percy Weasley,The Fat Lady,1,The Sorting Hat,96,96
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1457,Knows,Harry Potter,The Fat Lady,1,The Sorting Hat,96,96
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1458,Knows,Neville Longbottom,The Fat Lady,1,The Sorting Hat,96,96
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1459,Exchange,Ronald Weasley,Harry Potter,1,The Sorting Hat,97,97
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1460,Exchange,Ronald Weasley,Scabbers (the rat),1,The Sorting Hat,97,97
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1461,Knows,Harry Potter,Scabbers (the rat),1,The Sorting Hat,97,97
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1462,Knows,Harry Potter,Professor Quirell,1,The Sorting Hat,97,97
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1463,Knows,Harry Potter,Draco Malfoy,1,The Sorting Hat,97,97
16,The Sorting Hat,level 1 (section),85,98,[NULL],[NULL],[NULL],1464,Knows,Harry Potter,Severus Snape,1,The Sorting Hat,97,97
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1465,Exchange,Hogwarts Students,Hogwarts Students,1,The Potions Master,98,98
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1466,Exchange,Hogwarts Students,Harry Potter,1,The Potions Master,98,98
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1467,Knows,Hogwarts Students,Ronald Weasley,1,The Potions Master,98,98
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1468,Knows,Harry Potter,Sir Nicholas,1,The Potions Master,98,98
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1469,Knows,Harry Potter,Peeves,1,The Potions Master,98,98
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1470,Knows,Harry Potter,Argus Filtch,1,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1471,Knows,Ronald Weasley,Argus Filtch,1,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1472,Knows,Harry Potter,Ronald Weasley,1,The Potions Master,98,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1473,Knows,Harry Potter,Professor Quirell,1,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1474,Knows,Ronald Weasley,Professor Quirell,1,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1475,Knows,Argus Filtch,Professor Quirell,1,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1476,Knows,Argus Filtch,Mrs. Norris,1,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1477,Knows,Hogwarts Students,Argus Filtch,1,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1478,Knows,Hogwarts Students,Mrs. Norris,1,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1479,Knows,Hogwarts Students,Professor Sprout,1,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1480,Knows,Hogwarts Students,Professor Binns,1,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1481,Knows,Professor Binns,Emeric the Evil,0,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1482,Knows,Professor Binns,Uric the Oddball,0,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1483,Knows,Hogwarts Students,Emeric the Evil,0,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1484,Knows,Hogwarts Students,Uric the Oddball,0,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1485,Knows,Professor Flitwick,Harry Potter,1,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1486,Knows,Hogwarts Students,Professor Flitwick,1,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1487,Knows,Harry Potter,Minerva McGonagall,1,The Potions Master,99,99
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1488,Exchange,Minerva McGonagall,Hogwarts Students,1,The Potions Master,100,100
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1489,Exchange,Minerva McGonagall,Harry Potter,1,The Potions Master,100,100
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1490,Exchange,Minerva McGonagall,Hermione Granger,1,The Potions Master,100,100
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1491,Knows,Harry Potter,Hermione Granger,1,The Potions Master,100,100
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1492,Knows,Hogwarts Students,Hermione Granger,1,The Potions Master,100,100
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1493,Knows,Hogwarts Students,Professor Quirell,1,The Potions Master,100,100
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1494,Exchange,Seamus Finnigan,Professor Quirell,1,The Potions Master,100,100
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1495,Knows,Fred Weasley,Professor Quirell,1,The Potions Master,100,100
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1496,Knows,George Weasley,Professor Quirell,1,The Potions Master,100,100
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1497,Exchange,Harry Potter,Ronald Weasley,1,The Potions Master,100,101
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1498,Knows,Harry Potter,Slytherin Students,1,The Potions Master,100,101
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1499,Knows,Ronald Weasley,Slytherin Students,1,The Potions Master,100,101
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1500,Knows,Severus Snape,Slytherin Students,1,The Potions Master,100,101
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1501,Knows,Ronald Weasley,Severus Snape,1,The Potions Master,100,101
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1502,Knows,Harry Potter,Severus Snape,1,The Potions Master,100,100
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1503,Knows,Harry Potter,Minerva McGonagall,1,The Potions Master,101,101
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1504,Knows,Ronald Weasley,Minerva McGonagall,1,The Potions Master,101,101
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1505,Knows,Minerva McGonagall,Gryffindor students,1,The Potions Master,101,101
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1506,Knows,Harry Potter,Hedwig,1,The Potions Master,101,101
22,Hagrid's Letter to Harry,level 2 (sub-section),101,101,[NULL],[NULL],Letter,1507,Exchange,Rubeus Hagrid,Harry Potter,1,Hagrid's Letter to Harry,101,101
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1508,Knows,Harry Potter,Rubeus Hagrid,1,The Potions Master,101,101
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1509,Knows,Harry Potter,Professor Flitwick,1,The Potions Master,101,101
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1510,Exchange,Severus Snape,Harry Potter,1,The Potions Master,101,104
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1514,Knows,Draco Malfoy,Crabbe,1,The Potions Master,101,102
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1515,Knows,Draco Malfoy,Goyle,1,The Potions Master,101,102
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1516,Knows,Crabbe,Goyle,1,The Potions Master,101,102
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1517,Knows,Harry Potter,Draco Malfoy,1,The Potions Master,101,102
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1518,Knows,Harry Potter,Crabbe,1,The Potions Master,101,102
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1519,Knows,Harry Potter,Goyle,1,The Potions Master,101,102
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1520,Exchange,Severus Snape,Slytherin Students,1,The Potions Master,102,103
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1521,Exchange,Severus Snape,Gryffindor students,1,The Potions Master,102,103
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1522,Knows,Harry Potter,Hermione Granger,1,The Potions Master,102,102
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1523,Knows,Ronald Weasley,Hermione Granger,1,The Potions Master,102,102
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1524,Exchange,Severus Snape,Hermione Granger,1,The Potions Master,102,103
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1525,Exchange,Severus Snape,Ronald Weasley,1,The Potions Master,102,103
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1526,Exchange,Severus Snape,Draco Malfoy,1,The Potions Master,101,103
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1527,Exchange,Severus Snape,Crabbe,1,The Potions Master,101,103
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1528,Exchange,Severus Snape,Goyle,1,The Potions Master,101,103
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1529,Knows,Harry Potter,Vernon Dursley,1,The Potions Master,102,102
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1530,Knows,Harry Potter,Petunia Dursley,1,The Potions Master,102,102
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1531,Knows,Vernon Dursley,Petunia Dursley,1,The Potions Master,102,102
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1532,Exchange,Harry Potter,Hermione Granger,1,The Potions Master,103,103
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1533,Knows,Harry Potter,Seamus Finnigan,1,The Potions Master,103,103
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1534,Exchange,Severus Snape,Seamus Finnigan,1,The Potions Master,103,103
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1535,Knows,Gryffindor students,Harry Potter,1,The Potions Master,101,104
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1536,Knows,Slytherin Students,Harry Potter,1,The Potions Master,101,103
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1537,Knows,Neville Longbottom,Seamus Finnigan,1,The Potions Master,103,103
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1538,Exchange,Severus Snape,Neville Longbottom,1,The Potions Master,103,103
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1539,Knows,Harry Potter,Ronald Weasley,1,The Potions Master,102,103
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1540,Exchange,Ronald Weasley,Harry Potter,1,The Potions Master,104,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1541,Knows,Ronald Weasley,Severus Snape,1,The Potions Master,104,104
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1542,Knows,Severus Snape,Fred Weasley,1,The Potions Master,104,104
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1543,Knows,Severus Snape,George Weasley,1,The Potions Master,104,104
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1544,Knows,Ronald Weasley,Fred Weasley,1,The Potions Master,104,104
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1545,Knows,Ronald Weasley,George Weasley,1,The Potions Master,104,104
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1546,Knows,Harry Potter,Fred Weasley,1,The Potions Master,104,104
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1547,Knows,Harry Potter,George Weasley,1,The Potions Master,104,104
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1548,Exchange,Ronald Weasley,Rubeus Hagrid,1,The Potions Master,104,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1549,Exchange,Harry Potter,Rubeus Hagrid,1,The Potions Master,104,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1550,Exchange,Rubeus Hagrid,Fang,1,The Potions Master,104,104
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1551,Knows,Harry Potter,Fang,1,The Potions Master,104,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1552,Knows,Ronald Weasley,Fang,1,The Potions Master,104,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1553,Knows,Rubeus Hagrid,Fred Weasley,1,The Potions Master,104,104
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1554,Knows,Rubeus Hagrid,George Weasley,1,The Potions Master,104,104
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1555,Knows,Fred Weasley,George Weasley,1,The Potions Master,104,104
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1556,Knows,Rubeus Hagrid,Argus Filtch,1,The Potions Master,105,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1557,Knows,Harry Potter,Argus Filtch,1,The Potions Master,105,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1558,Knows,Ronald Weasley,Argus Filtch,1,The Potions Master,105,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1559,Knows,Rubeus Hagrid,Mrs. Norris,1,The Potions Master,105,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1560,Knows,Harry Potter,Mrs. Norris,1,The Potions Master,105,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1561,Knows,Ronald Weasley,Mrs. Norris,1,The Potions Master,105,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1562,Knows,Argus Filtch,Mrs. Norris,1,The Potions Master,105,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1563,Knows,Rubeus Hagrid,Fang,1,The Potions Master,105,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1564,Knows,Rubeus Hagrid,Severus Snape,1,The Potions Master,105,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1565,Knows,Harry Potter,Severus Snape,1,The Potions Master,105,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1566,Knows,Ronald Weasley,Severus Snape,1,The Potions Master,105,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1567,Knows,Rubeus Hagrid,Charlie Weasley,1,The Potions Master,105,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1568,Knows,Ronald Weasley,Charlie Weasley,1,The Potions Master,105,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1569,Knows of,Harry Potter,Charlie Weasley,1,The Potions Master,105,105
23,Newspaper: GRINGOTTS BREAK-IN LATEST,level 2 (sub-section),105,105,[NULL],[NULL],[NULL],1570,Exchange,Gringotts spokesgoblin,Daily Prophet Reporter,1,Newspaper: GRINGOTTS BREAK-IN LATEST,105,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1571,Knows of,Harry Potter,Gringotts spokesgoblin,1,The Potions Master,105,105
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1572,Knows,Harry Potter,Rubeus Hagrid,1,The Potions Master,106,106
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1573,Knows,Harry Potter,Severus Snape,1,The Potions Master,106,106
17,The Potions Master,level 1 (section),98,106,[NULL],[NULL],[NULL],1574,Knows,Rubeus Hagrid,Severus Snape,1,The Potions Master,106,106
2,The Midnight Duel,level 1 (section),107,120,[NULL],[NULL],[NULL],1575,Knows,Harry Potter,Draco Malfoy,1,The Midnight Duel,107,107
2,The Midnight Duel,level 1 (section),107,120,[NULL],[NULL],[NULL],1576,Knows,Harry Potter,Gryffindor students,1,The Midnight Duel,107,107
2,The Midnight Duel,level 1 (section),107,120,[NULL],[NULL],[NULL],1577,Knows,Gryffindor students,Slytherin Students,1,The Midnight Duel,107,107
2,The Midnight Duel,level 1 (section),107,120,[NULL],[NULL],[NULL],1578,Knows,Draco Malfoy,Slytherin Students,1,The Midnight Duel,107,108
2,The Midnight Duel,level 1 (section),107,120,[NULL],[NULL],[NULL],1579,Knows,Harry Potter,Slytherin Students,1,The Midnight Duel,107,108
2,The Midnight Duel,level 1 (section),107,120,[NULL],[NULL],[NULL],1580,Knows,Gryffindor students,Draco Malfoy,1,The Midnight Duel,107,107
2,The Midnight Duel,level 1 (section),107,120,[NULL],[NULL],[NULL],1581,Knows,Ronald Weasley,Draco Malfoy,1,The Midnight Duel,107,107
2,The Midnight Duel,level 1 (section),107,120,[NULL],[NULL],[NULL],1582,Exchange,Harry Potter,Ronald Weasley,1,The Midnight Duel,107,107
2,The Midnight Duel,level 1 (section),107,120,[NULL],[NULL],[NULL],1583,Knows,Draco Malfoy,Muggles,0,The Midnight Duel,107,107
2,The Midnight Duel,level 1 (section),107,120,[NULL],[NULL],[NULL],1584,Knows,Harry Potter,Seamus Finnigan,1,The Midnight Duel,107,107
2,The Midnight Duel,level 1 (section),107,120,[NULL],[NULL],[NULL],1585,Knows,Ronald Weasley,Charlie Weasley,1,The Midnight Duel,107,107
2,The Midnight Duel,level 1 (section),107,120,[NULL],[NULL],[NULL],1586,Knows of,Harry Potter,Charlie Weasley,1,The Midnight Duel,107,107
2,The Midnight Duel,level 1 (section),107,120,[NULL],[NULL],[NULL],1587,Exchange,Ronald Weasley,Dean Thomas,1,The Midnight Duel,107,107
