id_cont,Title,Level,Start Page_cont,End Page_cont,Narrator,Protagonist,Embed. Type,id_rel,Type of Relationship,Character 1,Character 2,Is Reciprocal?,Narrative Container,Start Page_rel,End Page_rel,index
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],302,Knows of,Dene Oxendene,"""Old white lady"" (grant judge)",0,Dene Oxendene (I),28,28,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],303,Knows of,Dene Oxendene,"""youngish Hispanic guy"" (grant judge)",0,Dene Oxendene (I),28,28,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],304,Knows,Dene Oxendene,Old guy on the bus,0,Dene Oxendene (I),29,29,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],305,Knows,Dene Oxendene,Bus driver,1,Dene Oxendene (I),30,30,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],307,Knows of,Dene Oxendene,"""An Indian...woman"" (grant judge)",0,Dene Oxendene (I),33,33,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],308,Knows of,Dene Oxendene,"""An older guy who's...Native"" (grant judge)",0,Dene Oxendene (I),33,33,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],309,Knows of,Dene Oxendene,"""black guy...with a white beard"" (grant judge)",0,Dene Oxendene (I),33,33,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],310,Knows of,Dene Oxendene,"""middle-aged black guy"" (2) (grant judge)",0,Dene Oxendene (I),33,33,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],311,Knows of,Dene Oxendene,"""middle-aged white lady"" (1) (grant judge)",0,Dene Oxendene (I),33,33,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],312,Knows of,Dene Oxendene,"""middle-aged white lady"" (2) (grant judge)",0,Dene Oxendene (I),33,33,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],313,Knows of,Dene Oxendene,"""Old white lady"" (grant judge)",0,Dene Oxendene (I),33,33,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],314,Knows of,Dene Oxendene,"""youngish Hispanic guy"" (grant judge)",0,Dene Oxendene (I),33,33,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],315,Knows,Dene Oxendene,Lucas,1,Dene Oxendene (I),34,34,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],316,Knows,Maxine,Lucas,1,Dene Oxendene (I),34,34,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],317,Knows,Dene Oxendene,Cannabis supplier,1,Dene Oxendene (I),35,35,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],318,Knows,Dene Oxendene,Norma,1,Dene Oxendene (I),37,37,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],319,Knows,Lucas,Norma,1,Dene Oxendene (I),37,37,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],320,Knows of,"""An Indian...woman"" (grant judge)",Lucas,0,Dene Oxendene (I),40,40,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],321,Knows of,"""An older guy who's...Native"" (grant judge)",Lucas,0,Dene Oxendene (I),40,40,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],322,Knows of,"""black guy...with a white beard"" (grant judge)",Lucas,0,Dene Oxendene (I),40,40,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],323,Knows of,"""middle-aged black guy"" (2) (grant judge)",Lucas,0,Dene Oxendene (I),40,40,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],324,Knows of,"""middle-aged white lady"" (1) (grant judge)",Lucas,0,Dene Oxendene (I),40,40,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],325,Knows of,"""middle-aged white lady"" (2) (grant judge)",Lucas,0,Dene Oxendene (I),40,40,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],326,Knows of,"""Old white lady"" (grant judge)",Lucas,0,Dene Oxendene (I),40,40,
83,Dene Oxendene (I),level 2 (sub-section),27,44,[NULL],Dene Oxendene,[NULL],327,Knows of,"""youngish Hispanic guy"" (grant judge)",Lucas,0,Dene Oxendene (I),40,40,
100,Opal Viola Victoria Bear Shield (I),level 2 (sub-section),45,61,Opal Viola Victoria Bear Shield,Opal Viola Victoria Bear Shield,[NULL],328,Knows of,Victoria (Vicky),The white men,0,Opal Viola Victoria Bear Shield (I),46,46,
100,Opal Viola Victoria Bear Shield (I),level 2 (sub-section),45,61,Opal Viola Victoria Bear Shield,Opal Viola Victoria Bear Shield,[NULL],329,Knows of,Opal Viola Victoria Bear Shield,The white men,0,Opal Viola Victoria Bear Shield (I),46,46,
84,Bill Davis (II),level 2 (sub-section),81,87,[NULL],Bill Davis,[NULL],330,Knows of,Bill Davis,Sixty-three casualties of Loma Prieta Earthquake,0,Bill Davis (II),86,86,
85,Calvin Johnson (II) (1),level 2 (sub-section),88,97,Calvin Johnson,Calvin Johnson,[NULL],331,Exchange,Calvin Johnson,Sonny,1,Calvin Johnson (II) (1),88,89,
